event_name,checkpoint_t,threshold,source,mode,run_kind,segment_index,status,run_reached_checkpoint,last_validated_time,comparison_status,t_lo,t_hi,h,final_segment_width_sum,tube_prefix_width_sum,flowstar_segment_width_sum,time_aligned_flowstar_segment_width,time_aligned_final_width_ratio,time_aligned_flowstar_tube_prefix_width,time_aligned_tube_ratio,target_margin_min,immediate_same_state_saving,cumulative_downstream_saving,missing_flowstar_component_fields,notes
t_5,5,,flowstar,generated_flowstar_h10_reference,reference,148,accepted,true,10,time_aligned,4.9698279999999997,5.0335789999999996,0.063750999999999891,0.18597819999999987,9.2616030000000009,0.18597819999999987,0.18597819999999987,1,9.2616030000000009,1,,,,unknown_missing_h10_reference_component_fields,diagnostic checkpoint containing physical time; no interpolation
first_target_margin_lt_1e_6,1.1910872506835912,9.9999999999999995e-07,torch,range_midpoint_on_constant_schedule,range_midpoint on constant schedule,56,accepted,true,5.904686584519073,time_aligned,1.1732493698206858,1.2138675449609997,0.040618175140313836,0.20132090770377326,4.0368582787115299,0.1925017,0.1925017,1.0458136614054487,4.0224082000000001,1.0035923949020216,5.6108084733979191e-05,0.00041275554085991751,0.092261300312143135,,diagnostic checkpoint containing physical time; no interpolation
first_target_margin_lt_1e_6,1.1910872506835912,9.9999999999999995e-07,torch,constant_on_range_midpoint_schedule,,,missing,false,0.43677646366378969,run_ended_before_checkpoint,,,,,,,,,,,,,,,no containing segment; no carry-forward or interpolation used
historical_window_t_6_473,6.4729999999999999,,flowstar,generated_flowstar_h10_reference,reference,181,accepted,true,10,time_aligned,6.4611450000000001,6.48428,0.023134999999999906,0.34324940000000004,9.532820000000001,0.34324940000000004,0.34324940000000004,1,9.532820000000001,1,,,,unknown_missing_h10_reference_component_fields,diagnostic checkpoint containing physical time; no interpolation
historical_window_t_6_473,6.4729999999999999,,torch,constant_adaptive_h10,,,missing,false,5.904686584519073,run_ended_before_checkpoint,,,,,,,,,,,,,,,no containing segment; no carry-forward or interpolation used
historical_window_t_6_473,6.4729999999999999,,torch,range_midpoint_adaptive_h10,,,missing,false,6.0490383280541096,run_ended_before_checkpoint,,,,,,,,,,,,,,,no containing segment; no carry-forward or interpolation used
historical_window_t_6_473,6.4729999999999999,,torch,range_midpoint_on_constant_schedule,,,missing,false,5.904686584519073,run_ended_before_checkpoint,,,,,,,,,,,,,,,no containing segment; no carry-forward or interpolation used
historical_window_t_6_473,6.4729999999999999,,torch,constant_on_range_midpoint_schedule,,,missing,false,0.43677646366378969,run_ended_before_checkpoint,,,,,,,,,,,,,,,no containing segment; no carry-forward or interpolation used
historical_window_t_7_496,7.4960000000000004,,flowstar,generated_flowstar_h10_reference,reference,223,accepted,true,10,time_aligned,7.476019,7.5156109999999998,0.03959199999999985,0.2162567999999998,9.532820000000001,0.2162567999999998,0.2162567999999998,1,9.532820000000001,1,,,,unknown_missing_h10_reference_component_fields,diagnostic checkpoint containing physical time; no interpolation
historical_window_t_7_496,7.4960000000000004,,torch,constant_adaptive_h10,,,missing,false,5.904686584519073,run_ended_before_checkpoint,,,,,,,,,,,,,,,no containing segment; no carry-forward or interpolation used
historical_window_t_7_496,7.4960000000000004,,torch,range_midpoint_adaptive_h10,,,missing,false,6.0490383280541096,run_ended_before_checkpoint,,,,,,,,,,,,,,,no containing segment; no carry-forward or interpolation used
historical_window_t_7_496,7.4960000000000004,,torch,range_midpoint_on_constant_schedule,,,missing,false,5.904686584519073,run_ended_before_checkpoint,,,,,,,,,,,,,,,no containing segment; no carry-forward or interpolation used
historical_window_t_7_496,7.4960000000000004,,torch,constant_on_range_midpoint_schedule,,,missing,false,0.43677646366378969,run_ended_before_checkpoint,,,,,,,,,,,,,,,no containing segment; no carry-forward or interpolation used
first_flowstar_ratio_gt_2,4.2058673642397242,2,flowstar,generated_flowstar_h10_reference,reference,134,accepted,true,10,time_aligned,4.1890989999999997,4.2226739999999996,0.03357499999999991,0.16024700000000008,9.2616030000000009,0.16024700000000008,0.16024700000000008,1,9.2616030000000009,1,,,,unknown_missing_h10_reference_component_fields,diagnostic checkpoint containing physical time; no interpolation
first_flowstar_ratio_gt_2,4.2058673642397242,2,torch,constant_adaptive_h10,constant adaptive,149,accepted,true,5.904686584519073,time_aligned,4.1788379556177961,4.2139010454171615,0.035063089799365316,0.42095349984229252,9.3638214692448969,0.16024700000000008,0.16024700000000008,2.6269040908241172,9.2616030000000009,1.0110368009992325,1.2147778099226697e-05,0.054404125206613231,,,diagnostic checkpoint containing physical time; no interpolation
first_flowstar_ratio_gt_2,4.2058673642397242,2,torch,range_midpoint_adaptive_h10,range_midpoint adaptive,141,accepted,true,6.0490383280541096,time_aligned,4.1731529839110033,4.2058673642397242,0.032714380328721059,0.37423137054879085,9.3493834878142046,0.16024700000000008,0.16024700000000008,2.3353408834411296,9.2616030000000009,1.009477893601594,3.6621392989444888e-05,5.3897708680892076e-05,,,diagnostic checkpoint containing physical time; no interpolation
first_flowstar_ratio_gt_2,4.2058673642397242,2,torch,range_midpoint_on_constant_schedule,range_midpoint on constant schedule,149,accepted,true,5.904686584519073,time_aligned,4.1788379556177961,4.2139010454171615,0.035063089799365316,0.3731537265945617,9.3438417549971824,0.16024700000000008,0.16024700000000008,2.3286159902810128,9.2616030000000009,1.0088795379155402,2.8761915956412352e-05,5.7592597580981179e-05,0.12849846233994686,,diagnostic checkpoint containing physical time; no interpolation
first_flowstar_ratio_gt_2,4.2058673642397242,2,torch,constant_on_range_midpoint_schedule,,,missing,false,0.43677646366378969,run_ended_before_checkpoint,,,,,,,,,,,,,,,no containing segment; no carry-forward or interpolation used
last_validated_segment,6.0490383280541096,,flowstar,generated_flowstar_h10_reference,reference,167,accepted,true,10,time_aligned,6.0326409999999999,6.081378,0.04873700000000003,0.52398506,9.2616030000000009,0.52398506,0.52398506,1,9.2616030000000009,1,,,,unknown_missing_h10_reference_component_fields,diagnostic checkpoint containing physical time; no interpolation
last_validated_segment,6.0490383280541096,,torch,constant_adaptive_h10,,,missing,false,5.904686584519073,run_ended_before_checkpoint,,,,,,,,,,,,,,,no containing segment; no carry-forward or interpolation used
last_validated_segment,6.0490383280541096,,torch,range_midpoint_adaptive_h10,range_midpoint adaptive,229,accepted,true,6.0490383280541096,time_aligned,6.0402708426208758,6.0490383280541096,0.0087674854332336263,1.867462569555199,9.3877016048901094,0.52398506,0.52398506,3.5639614792742353,9.2616030000000009,1.0136152029934893,6.4117200681643269e-05,1.2329961125018813e-05,,,diagnostic checkpoint containing physical time; no interpolation
last_validated_segment,6.0490383280541096,,torch,range_midpoint_on_constant_schedule,,,missing,false,5.904686584519073,run_ended_before_checkpoint,,,,,,,,,,,,,,,no containing segment; no carry-forward or interpolation used
last_validated_segment,6.0490383280541096,,torch,constant_on_range_midpoint_schedule,,,missing,false,0.43677646366378969,run_ended_before_checkpoint,,,,,,,,,,,,,,,no containing segment; no carry-forward or interpolation used
