stage,source_callsite,input_shapes,aten_to_count,percent_of_total_aten_to
remainder_picard_round_06,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[48],[],[],[],[]]",48,0.5052631578947369
remainder_picard_round_07,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[48],[],[],[],[]]",48,0.5052631578947369
remainder_picard_round_08,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[48],[],[],[],[]]",48,0.5052631578947369
remainder_picard_round_09,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[48],[],[],[],[]]",48,0.5052631578947369
remainder_picard_round_10,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[48],[],[],[],[]]",48,0.5052631578947369
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[84],[],[],[],[]]",48,0.5052631578947369
natural_polynomial_range_picard_roundoff,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[48],[],[],[],[]]",36,0.37894736842105264
natural_polynomial_range_tube,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[48],[],[],[],[]]",36,0.37894736842105264
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[48],[],[],[],[]]",30,0.3157894736842105
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[48],[],[],[],[]]",30,0.3157894736842105
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:2064:scale,"[[48,1],[],[],[],[],[]]",26,0.2736842105263158
tora_rhs,src/torch_tm_flowpipe/batched_dense_tm.py:2064:scale,"[[],[],[],[],[],[]]",26,0.2736842105263158
tora_rhs,src/torch_tm_flowpipe/batched_dense_tm.py:2412:constants_like,"[[],[],[],[],[],[]]",26,0.2736842105263158
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:286:_to_layout,"[[84],[],[],[],[],[]]",13,0.1368421052631579
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:3036:_sound_mul_tm,"[[],[],[],[],[],[],[],[]]",13,0.1368421052631579
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[840],[],[],[],[]]",12,0.12631578947368421
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[6601],[],[],[],[]]",12,0.12631578947368421
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",10,0.10526315789473684
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",10,0.10526315789473684
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",10,0.10526315789473684
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:1938:interval_monomial_bounds,"[[48,6],[],[],[],[],[]]",6,0.06315789473684211
polynomial_picard_k1,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",6,0.06315789473684211
polynomial_picard_k2,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",6,0.06315789473684211
initial_remainder_picard,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",6,0.06315789473684211
natural_polynomial_range_picard_roundoff,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[84],[],[],[],[]]",6,0.06315789473684211
remainder_picard_round_01,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",6,0.06315789473684211
remainder_picard_round_02,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",6,0.06315789473684211
remainder_picard_round_03,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",6,0.06315789473684211
remainder_picard_round_04,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",6,0.06315789473684211
remainder_picard_round_05,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",6,0.06315789473684211
remainder_picard_round_06,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",6,0.06315789473684211
remainder_picard_round_07,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",6,0.06315789473684211
remainder_picard_round_08,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",6,0.06315789473684211
remainder_picard_round_09,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",6,0.06315789473684211
remainder_picard_round_10,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",6,0.06315789473684211
natural_polynomial_range_tube,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[84],[],[],[],[]]",6,0.06315789473684211
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",5,0.05263157894736842
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:485:_power_interval_bounds,"[[56],[],[],[],[]]",5,0.05263157894736842
affine_composition,src/torch_tm_flowpipe/tora_q3.py:193:compose_tora_q3_tm,"[[5],[],[],[],[],[]]",5,0.05263157894736842
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[84],[],[],[],[]]",3,0.031578947368421054
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[84],[],[],[],[]]",3,0.031578947368421054
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[84],[],[],[],[]]",3,0.031578947368421054
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[84],[],[],[],[]]",3,0.031578947368421054
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[84],[],[],[],[]]",3,0.031578947368421054
affine_composition,src/torch_tm_flowpipe/tora_q3.py:193:compose_tora_q3_tm,"[[21],[],[],[],[],[]]",3,0.031578947368421054
affine_composition,src/torch_tm_flowpipe/tora_q3.py:193:compose_tora_q3_tm,"[[56],[],[],[],[],[]]",3,0.031578947368421054
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:1938:interval_monomial_bounds,"[[48,5],[],[],[],[],[]]",2,0.021052631578947368
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:1938:interval_monomial_bounds,"[[48,5],[],[],[],[],[]]",2,0.021052631578947368
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:1938:interval_monomial_bounds,"[[48,5],[],[],[],[],[]]",2,0.021052631578947368
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:1938:interval_monomial_bounds,"[[48,5],[],[],[],[],[]]",2,0.021052631578947368
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:1938:interval_monomial_bounds,"[[48,5],[],[],[],[],[]]",2,0.021052631578947368
full_q3_step,src/torch_tm_flowpipe/batched_dense_tm.py:2496:with_remainder,"[[48,5],[],[],[],[],[]]",2,0.021052631578947368
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:286:_to_layout,"[[84],[],[],[],[],[]]",2,0.021052631578947368
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:3036:_sound_mul_tm,"[[],[],[],[],[],[],[],[]]",2,0.021052631578947368
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[],[],[],[],[],[]]",1,0.010526315789473684
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[84,6],[],[],[],[],[],[],[]]",1,0.010526315789473684
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[84],[],[],[],[],[]]",1,0.010526315789473684
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[],[],[],[],[],[]]",1,0.010526315789473684
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[84,6],[],[],[],[],[],[],[]]",1,0.010526315789473684
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[84],[],[],[],[],[]]",1,0.010526315789473684
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[],[],[],[],[],[]]",1,0.010526315789473684
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[84,6],[],[],[],[],[],[],[]]",1,0.010526315789473684
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[84],[],[],[],[],[]]",1,0.010526315789473684
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[],[],[],[],[],[]]",1,0.010526315789473684
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[84,6],[],[],[],[],[],[],[]]",1,0.010526315789473684
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[84],[],[],[],[],[]]",1,0.010526315789473684
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[],[],[],[],[],[]]",1,0.010526315789473684
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[84,6],[],[],[],[],[],[],[]]",1,0.010526315789473684
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:2692:endpoint,"[[84],[],[],[],[],[]]",1,0.010526315789473684
full_q3_step,src/torch_tm_flowpipe/tora_q3.py:849:dense_tora_q3_dr_step,"[[5],[],[],[],[],[]]",1,0.010526315789473684
