solver,grid_ix,grid_iy,initial_x,initial_y,time,component,value,flowstar_lo,flowstar_hi,contained,signed_slack
scipy_solve_ivp_DOP853,0,3,1.1000000000000001,2.3875000000000002,3.9700000000000002,x,-2.0063866237361188,-2.0120453511878109,-2.0034332393764056,True,0.0029533843597131515
scipy_solve_ivp_DOP853,0,3,1.1000000000000001,2.3875000000000002,3.9700000000000002,y,-0.015206782286834315,-0.073363797734292177,0.050730988741166307,True,0.058157015447457862
scipy_solve_ivp_DOP853,0,3,1.1000000000000001,2.3875000000000002,4.7400000000000002,x,-1.6864388565886144,-1.7070195623009676,-1.6660536401302644,True,0.020385216458350008
scipy_solve_ivp_DOP853,0,3,1.1000000000000001,2.3875000000000002,4.7400000000000002,y,0.66373503290246827,0.65115524795128565,0.6774278488867459,True,0.012579784951182615
scipy_solve_ivp_DOP853,0,3,1.1000000000000001,2.3875000000000002,6.3200000000000003,x,0.40526375230738398,0.32935059414903739,0.48242614977279946,True,0.075913158158346594
scipy_solve_ivp_DOP853,0,3,1.1000000000000001,2.3875000000000002,6.3200000000000003,y,2.5215690034019453,2.46007918255104,2.5823748105380391,True,0.060805807136093737
scipy_solve_ivp_DOP853,0,4,1.1000000000000001,2.4000000000000004,3.9700000000000002,x,-2.0064487079184454,-2.0120453511878109,-2.0034332393764056,True,0.0030154685420398231
scipy_solve_ivp_DOP853,0,4,1.1000000000000001,2.4000000000000004,3.9700000000000002,y,-0.02469153744529283,-0.073363797734292177,0.050730988741166307,True,0.048672260288999347
scipy_solve_ivp_DOP853,0,4,1.1000000000000001,2.4000000000000004,4.7400000000000002,x,-1.6896417463402909,-1.7070195623009676,-1.6660536401302644,True,0.017377815960676779
scipy_solve_ivp_DOP853,0,4,1.1000000000000001,2.4000000000000004,4.7400000000000002,y,0.66156576940832945,0.65115524795128565,0.6774278488867459,True,0.010410521457043798
scipy_solve_ivp_DOP853,0,4,1.1000000000000001,2.4000000000000004,6.3200000000000003,x,0.39319596295263548,0.32935059414903739,0.48242614977279946,True,0.06384536880359809
scipy_solve_ivp_DOP853,0,4,1.1000000000000001,2.4000000000000004,6.3200000000000003,y,2.5133529556016985,2.46007918255104,2.5823748105380391,True,0.053273773050658502
scipy_solve_ivp_DOP853,0,5,1.1000000000000001,2.4125000000000001,3.9700000000000002,x,-2.0064637184203167,-2.0120453511878109,-2.0034332393764056,True,0.0030304790439110718
scipy_solve_ivp_DOP853,0,5,1.1000000000000001,2.4125000000000001,3.9700000000000002,y,-0.034304875336812798,-0.073363797734292177,0.050730988741166307,True,0.039058922397479379
scipy_solve_ivp_DOP853,0,5,1.1000000000000001,2.4125000000000001,4.7400000000000002,x,-1.6928294141496072,-1.7070195623009676,-1.6660536401302644,True,0.014190148151360438
scipy_solve_ivp_DOP853,0,5,1.1000000000000001,2.4125000000000001,4.7400000000000002,y,0.65939878640429961,0.65115524795128565,0.6774278488867459,True,0.0082435384530139544
scipy_solve_ivp_DOP853,0,5,1.1000000000000001,2.4125000000000001,6.3200000000000003,x,0.38118475437848259,0.32935059414903739,0.48242614977279946,True,0.051834160229445203
scipy_solve_ivp_DOP853,0,5,1.1000000000000001,2.4125000000000001,6.3200000000000003,y,2.5050100921638769,2.46007918255104,2.5823748105380391,True,0.044930909612836967
scipy_solve_ivp_DOP853,0,6,1.1000000000000001,2.4250000000000003,3.9700000000000002,x,-2.0064311686523282,-2.0120453511878109,-2.0034332393764056,True,0.0029979292759225729
scipy_solve_ivp_DOP853,0,6,1.1000000000000001,2.4250000000000003,3.9700000000000002,y,-0.044048319467909935,-0.073363797734292177,0.050730988741166307,True,0.029315478266382242
scipy_solve_ivp_DOP853,0,6,1.1000000000000001,2.4250000000000003,4.7400000000000002,x,-1.6960019925306866,-1.7070195623009676,-1.6660536401302644,True,0.01101756977028101
scipy_solve_ivp_DOP853,0,6,1.1000000000000001,2.4250000000000003,4.7400000000000002,y,0.65723379826135275,0.65115524795128565,0.6774278488867459,True,0.006078550310067099
scipy_solve_ivp_DOP853,0,6,1.1000000000000001,2.4250000000000003,6.3200000000000003,x,0.36923027644019224,0.32935059414903739,0.48242614977279946,True,0.03987968229115485
scipy_solve_ivp_DOP853,0,6,1.1000000000000001,2.4250000000000003,6.3200000000000003,y,2.4965460774932651,2.46007918255104,2.5823748105380391,True,0.036466894942225103
scipy_solve_ivp_DOP853,0,7,1.1000000000000001,2.4375,3.9700000000000002,x,-2.0063505635569676,-2.0120453511878109,-2.0034332393764056,True,0.0029173241805620087
scipy_solve_ivp_DOP853,0,7,1.1000000000000001,2.4375,3.9700000000000002,y,-0.053923383547240585,-0.073363797734292177,0.050730988741166307,True,0.019440414187051593
scipy_solve_ivp_DOP853,0,7,1.1000000000000001,2.4375,4.7400000000000002,x,-1.6991596094438022,-1.7070195623009676,-1.6660536401302644,True,0.0078599528571654531
scipy_solve_ivp_DOP853,0,7,1.1000000000000001,2.4375,4.7400000000000002,y,0.65507052035276181,0.65115524795128565,0.6774278488867459,True,0.0039152724014761553
scipy_solve_ivp_DOP853,0,7,1.1000000000000001,2.4375,6.3200000000000003,x,0.35733266143525094,0.32935059414903739,0.48242614977279946,True,0.027982067286213552
scipy_solve_ivp_DOP853,0,7,1.1000000000000001,2.4375,6.3200000000000003,y,2.4879664544381059,2.46007918255104,2.5823748105380391,True,0.027887271887065967
scipy_solve_ivp_DOP853,0,8,1.1000000000000001,2.4500000000000002,3.9700000000000002,x,-2.0062213997239113,-2.0120453511878109,-2.0034332393764056,True,0.0027881603475057304
scipy_solve_ivp_DOP853,0,8,1.1000000000000001,2.4500000000000002,3.9700000000000002,y,-0.063931570270626514,-0.073363797734292177,0.050730988741166307,True,0.0094322274636656628
scipy_solve_ivp_DOP853,0,8,1.1000000000000001,2.4500000000000002,4.7400000000000002,x,-1.702302388388681,-1.7070195623009676,-1.6660536401302644,True,0.0047171739122866541
scipy_solve_ivp_DOP853,0,8,1.1000000000000001,2.4500000000000002,4.7400000000000002,y,0.65290866892067845,0.65115524795128565,0.6774278488867459,True,0.0017534209693927938
scipy_solve_ivp_DOP853,0,8,1.1000000000000001,2.4500000000000002,6.3200000000000003,x,0.34549202462031137,0.32935059414903739,0.48242614977279946,True,0.016141430471273976
scipy_solve_ivp_DOP853,0,8,1.1000000000000001,2.4500000000000002,6.3200000000000003,y,2.4792766448285204,2.46007918255104,2.5823748105380391,True,0.019197462277480426
scipy_solve_ivp_DOP853,1,0,1.1375000000000002,2.3500000000000001,3.9700000000000002,x,-2.0061676681087053,-2.0120453511878109,-2.0034332393764056,True,0.0027344287322996763
scipy_solve_ivp_DOP853,1,0,1.1375000000000002,2.3500000000000001,3.9700000000000002,y,0.023948056739562126,-0.073363797734292177,0.050730988741166307,True,0.026782932001604181
scipy_solve_ivp_DOP853,1,0,1.1375000000000002,2.3500000000000001,4.7400000000000002,x,-1.6731690544320801,-1.7070195623009676,-1.6660536401302644,True,0.0071154143018157257
scipy_solve_ivp_DOP853,1,0,1.1375000000000002,2.3500000000000001,4.7400000000000002,y,0.67286137585073136,0.65115524795128565,0.6774278488867459,True,0.00456647303601454
scipy_solve_ivp_DOP853,1,0,1.1375000000000002,2.3500000000000001,6.3200000000000003,x,0.45557598322354609,0.32935059414903739,0.48242614977279946,True,0.026850166549253374
scipy_solve_ivp_DOP853,1,0,1.1375000000000002,2.3500000000000001,6.3200000000000003,y,2.5540061597803385,2.46007918255104,2.5823748105380391,True,0.028368650757700564
scipy_solve_ivp_DOP853,1,1,1.1375000000000002,2.3625000000000003,3.9700000000000002,x,-2.0064130751933815,-2.0120453511878109,-2.0034332393764056,True,0.0029798358169759176
scipy_solve_ivp_DOP853,1,1,1.1375000000000002,2.3625000000000003,3.9700000000000002,y,0.014914344367823577,-0.073363797734292177,0.050730988741166307,True,0.035816644373342726
scipy_solve_ivp_DOP853,1,1,1.1375000000000002,2.3625000000000003,4.7400000000000002,x,-1.6764506862180852,-1.7070195623009676,-1.6660536401302644,True,0.010397046087820883
scipy_solve_ivp_DOP853,1,1,1.1375000000000002,2.3625000000000003,4.7400000000000002,y,0.67066669056365913,0.65115524795128565,0.6774278488867459,True,0.0067611583230867689
scipy_solve_ivp_DOP853,1,1,1.1375000000000002,2.3625000000000003,6.3200000000000003,x,0.44321619604176171,0.32935059414903739,0.48242614977279946,True,0.03920995373103775
scipy_solve_ivp_DOP853,1,1,1.1375000000000002,2.3625000000000003,6.3200000000000003,y,2.5463353639014183,2.46007918255104,2.5823748105380391,True,0.036039446636620731
scipy_solve_ivp_DOP853,1,2,1.1375000000000002,2.375,3.9700000000000002,x,-2.0066129463647102,-2.0120453511878109,-2.0034332393764056,True,0.0031797069883046092
scipy_solve_ivp_DOP853,1,2,1.1375000000000002,2.375,3.9700000000000002,y,0.0057569763298605629,-0.073363797734292177,0.050730988741166307,True,0.044974012411305747
scipy_solve_ivp_DOP853,1,2,1.1375000000000002,2.375,4.7400000000000002,x,-1.6797164753507201,-1.7070195623009676,-1.6660536401302644,True,0.013662835220455749
scipy_solve_ivp_DOP853,1,2,1.1375000000000002,2.375,4.7400000000000002,y,0.66847546908861333,0.65115524795128565,0.6774278488867459,True,0.0089523797981325703
scipy_solve_ivp_DOP853,1,2,1.1375000000000002,2.375,6.3200000000000003,x,0.43091235124880017,0.32935059414903739,0.48242614977279946,True,0.051513798523999288
scipy_solve_ivp_DOP853,1,2,1.1375000000000002,2.375,6.3200000000000003,y,2.538511443059956,2.46007918255104,2.5823748105380391,True,0.04386336747808306
scipy_solve_ivp_DOP853,1,3,1.1375000000000002,2.3875000000000002,3.9700000000000002,x,-2.0067668189936172,-2.0120453511878109,-2.0034332393764056,True,0.0033335796172115906
scipy_solve_ivp_DOP853,1,3,1.1375000000000002,2.3875000000000002,3.9700000000000002,y,-0.0035256136093098044,-0.073363797734292177,0.050730988741166307,True,0.054256602350476107
scipy_solve_ivp_DOP853,1,3,1.1375000000000002,2.3875000000000002,4.7400000000000002,x,-1.6829665675378593,-1.7070195623009676,-1.6660536401302644,True,0.01691292740759498
scipy_solve_ivp_DOP853,1,3,1.1375000000000002,2.3875000000000002,4.7400000000000002,y,0.66628742048079126,0.65115524795128565,0.6774278488867459,True,0.011140428405954639
scipy_solve_ivp_DOP853,1,3,1.1375000000000002,2.3875000000000002,6.3200000000000003,x,0.41866471083474083,0.32935059414903739,0.48242614977279946,True,0.063761438938058634
scipy_solve_ivp_DOP853,1,3,1.1375000000000002,2.3875000000000002,6.3200000000000003,y,2.5305406595318898,2.46007918255104,2.5823748105380391,True,0.051834151006149298
scipy_solve_ivp_DOP853,1,4,1.1375000000000002,2.4000000000000004,3.9700000000000002,x,-2.0068742216832574,-2.0120453511878109,-2.0034332393764056,True,0.0034409823068517476
scipy_solve_ivp_DOP853,1,4,1.1375000000000002,2.4000000000000004,3.9700000000000002,y,-0.012934986126095425,-0.073363797734292177,0.050730988741166307,True,0.060428811608196756
scipy_solve_ivp_DOP853,1,4,1.1375000000000002,2.4000000000000004,4.7400000000000002,x,-1.6862011037766378,-1.7070195623009676,-1.6660536401302644,True,0.020147463646373431
scipy_solve_ivp_DOP853,1,4,1.1375000000000002,2.4000000000000004,4.7400000000000002,y,0.66410225519243316,0.65115524795128565,0.6774278488867459,True,0.012947007241147501
scipy_solve_ivp_DOP853,1,4,1.1375000000000002,2.4000000000000004,6.3200000000000003,x,0.40647351544536131,0.32935059414903739,0.48242614977279946,True,0.075952634327438151
scipy_solve_ivp_DOP853,1,4,1.1375000000000002,2.4000000000000004,6.3200000000000003,y,2.5224291524167528,2.46007918255104,2.5823748105380391,True,0.059945658121286272
scipy_solve_ivp_DOP853,1,5,1.1375000000000002,2.4125000000000001,3.9700000000000002,x,-2.0069346743648873,-2.0120453511878109,-2.0034332393764056,True,0.0035014349884816554
scipy_solve_ivp_DOP853,1,5,1.1375000000000002,2.4125000000000001,3.9700000000000002,y,-0.022472695267980274,-0.073363797734292177,0.050730988741166307,True,0.050891102466311899
scipy_solve_ivp_DOP853,1,5,1.1375000000000002,2.4125000000000001,4.7400000000000002,x,-1.6894202204498241,-1.7070195623009676,-1.6660536401302644,True,0.017599341851143535
scipy_solve_ivp_DOP853,1,5,1.1375000000000002,2.4125000000000001,4.7400000000000002,y,0.66191968493484599,0.65115524795128565,0.6774278488867459,True,0.010764436983560333
scipy_solve_ivp_DOP853,1,5,1.1375000000000002,2.4125000000000001,6.3200000000000003,x,0.3943389849766471,0.32935059414903739,0.48242614977279946,True,0.06498839082760971
scipy_solve_ivp_DOP853,1,5,1.1375000000000002,2.4125000000000001,6.3200000000000003,y,2.5141829374928895,2.46007918255104,2.5823748105380391,True,0.054103754941849491
scipy_solve_ivp_DOP853,1,6,1.1375000000000002,2.4250000000000003,3.9700000000000002,x,-2.0069476883974859,-2.0120453511878109,-2.0034332393764056,True,0.0035144490210803347
scipy_solve_ivp_DOP853,1,6,1.1375000000000002,2.4250000000000003,3.9700000000000002,y,-0.032140287339544174,-0.073363797734292177,0.050730988741166307,True,0.041223510394748003
scipy_solve_ivp_DOP853,1,6,1.1375000000000002,2.4250000000000003,4.7400000000000002,x,-1.6926240494194402,-1.7070195623009676,-1.6660536401302644,True,0.014395512881527406
scipy_solve_ivp_DOP853,1,6,1.1375000000000002,2.4250000000000003,4.7400000000000002,y,0.65973942254392215,0.65115524795128565,0.6774278488867459,True,0.0085841745926364954
scipy_solve_ivp_DOP853,1,6,1.1375000000000002,2.4250000000000003,6.3200000000000003,x,0.38226131915921768,0.32935059414903739,0.48242614977279946,True,0.052910725010180293
scipy_solve_ivp_DOP853,1,6,1.1375000000000002,2.4250000000000003,6.3200000000000003,y,2.5058079072182595,2.46007918255104,2.5823748105380391,True,0.045728724667219556
scipy_solve_ivp_DOP853,1,7,1.1375000000000002,2.4375,3.9700000000000002,x,-2.0069127666715594,-2.0120453511878109,-2.0034332393764056,True,0.0034795272951537726
scipy_solve_ivp_DOP853,1,7,1.1375000000000002,2.4375,3.9700000000000002,y,-0.041939299744620115,-0.073363797734292177,0.050730988741166307,True,0.031424497989672062
scipy_solve_ivp_DOP853,1,7,1.1375000000000002,2.4375,4.7400000000000002,x,-1.6958127181178888,-1.7070195623009676,-1.6660536401302644,True,0.011206844183078823
scipy_solve_ivp_DOP853,1,7,1.1375000000000002,2.4375,4.7400000000000002,y,0.65756118184804524,0.65115524795128565,0.6774278488867459,True,0.0064059338967595858
scipy_solve_ivp_DOP853,1,7,1.1375000000000002,2.4375,6.3200000000000003,x,0.37024069813154947,0.32935059414903739,0.48242614977279946,True,0.040890103982512083
scipy_solve_ivp_DOP853,1,7,1.1375000000000002,2.4375,6.3200000000000003,y,2.497309830868816,2.46007918255104,2.5823748105380391,True,0.037230648317776005
scipy_solve_ivp_DOP853,1,8,1.1375000000000002,2.4500000000000002,3.9700000000000002,x,-2.0068294037169423,-2.0120453511878109,-2.0034332393764056,True,0.0033961643405366893
scipy_solve_ivp_DOP853,1,8,1.1375000000000002,2.4500000000000002,3.9700000000000002,y,-0.051871259783417757,-0.073363797734292177,0.050730988741166307,True,0.02149253795087442
scipy_solve_ivp_DOP853,1,8,1.1375000000000002,2.4500000000000002,4.7400000000000002,x,-1.6989863496354565,-1.7070195623009676,-1.6660536401302644,True,0.008033212665511158
scipy_solve_ivp_DOP853,1,8,1.1375000000000002,2.4500000000000002,4.7400000000000002,y,0.65538467753739482,0.65115524795128565,0.6774278488867459,True,0.004229429586109168
scipy_solve_ivp_DOP853,1,8,1.1375000000000002,2.4500000000000002,6.3200000000000003,x,0.35827728300417372,0.32935059414903739,0.48242614977279946,True,0.028926688855136329
scipy_solve_ivp_DOP853,1,8,1.1375000000000002,2.4500000000000002,6.3200000000000003,y,2.488694354806392,2.46007918255104,2.5823748105380391,True,0.028615172255352039
scipy_solve_ivp_DOP853,2,0,1.175,2.3500000000000001,3.9700000000000002,x,-2.006423298488464,-2.0120453511878109,-2.0034332393764056,True,0.0029900591120584075
scipy_solve_ivp_DOP853,2,0,1.175,2.3500000000000001,3.9700000000000002,y,0.03233438907257119,-0.073363797734292177,0.050730988741166307,True,0.018396599668595116
scipy_solve_ivp_DOP853,2,0,1.175,2.3500000000000001,4.7400000000000002,x,-1.6706324304078695,-1.7070195623009676,-1.6660536401302644,True,0.0045787902776051048
scipy_solve_ivp_DOP853,2,0,1.175,2.3500000000000001,4.7400000000000002,y,0.67475491340463845,0.65115524795128565,0.6774278488867459,True,0.0026729354821074525
scipy_solve_ivp_DOP853,2,0,1.175,2.3500000000000001,6.3200000000000003,x,0.46543954144978994,0.32935059414903739,0.48242614977279946,True,0.016986608323009522
scipy_solve_ivp_DOP853,2,0,1.175,2.3500000000000001,6.3200000000000003,y,2.5600372647182192,2.46007918255104,2.5823748105380391,True,0.022337545819819837
scipy_solve_ivp_DOP853,2,1,1.175,2.3625000000000003,3.9700000000000002,x,-2.0066996154708874,-2.0120453511878109,-2.0034332393764056,True,0.003266376094481771
scipy_solve_ivp_DOP853,2,1,1.175,2.3625000000000003,3.9700000000000002,y,0.023340293804706869,-0.073363797734292177,0.050730988741166307,True,0.027390694936459438
scipy_solve_ivp_DOP853,2,1,1.175,2.3625000000000003,4.7400000000000002,x,-1.6739404643229769,-1.7070195623009676,-1.6660536401302644,True,0.0078868241927125826
scipy_solve_ivp_DOP853,2,1,1.175,2.3625000000000003,4.7400000000000002,y,0.6725451391781827,0.65115524795128565,0.6774278488867459,True,0.0048827097085631932
scipy_solve_ivp_DOP853,2,1,1.175,2.3625000000000003,6.3200000000000003,x,0.45297824198355424,0.32935059414903739,0.48242614977279946,True,0.02944790778924522
scipy_solve_ivp_DOP853,2,1,1.175,2.3625000000000003,6.3200000000000003,y,2.5524561838787205,2.46007918255104,2.5823748105380391,True,0.029918626659318548
scipy_solve_ivp_DOP853,2,2,1.175,2.375,3.9700000000000002,x,-2.0069304042554861,-2.0120453511878109,-2.0034332393764056,True,0.0034971648790804721
scipy_solve_ivp_DOP853,2,2,1.175,2.375,3.9700000000000002,y,0.01422243993463547,-0.073363797734292177,0.050730988741166307,True,0.036508548806530837
scipy_solve_ivp_DOP853,2,2,1.175,2.375,4.7400000000000002,x,-1.6772325140273181,-1.7070195623009676,-1.6660536401302644,True,0.011178873897053743
scipy_solve_ivp_DOP853,2,2,1.175,2.375,4.7400000000000002,y,0.67033905329307431,0.65115524795128565,0.6774278488867459,True,0.007088795593671593
scipy_solve_ivp_DOP853,2,2,1.175,2.375,6.3200000000000003,x,0.44057281370731066,0.32935059414903739,0.48242614977279946,True,0.0418533360654888
scipy_solve_ivp_DOP853,2,2,1.175,2.375,6.3200000000000003,y,2.5447152790218754,2.46007918255104,2.5823748105380391,True,0.037659531516163636
scipy_solve_ivp_DOP853,2,3,1.175,2.3875000000000002,3.9700000000000002,x,-2.0071151978628841,-2.0120453511878109,-2.0034332393764056,True,0.0036819584864784538
scipy_solve_ivp_DOP853,2,3,1.175,2.3875000000000002,3.9700000000000002,y,0.0049792435791971221,-0.073363797734292177,0.050730988741166307,True,0.045751745161969185
scipy_solve_ivp_DOP853,2,3,1.175,2.3875000000000002,4.7400000000000002,x,-1.680508722839259,-1.7070195623009676,-1.6660536401302644,True,0.014455082708994649
scipy_solve_ivp_DOP853,2,3,1.175,2.3875000000000002,4.7400000000000002,y,0.66813636386564523,0.65115524795128565,0.6774278488867459,True,0.009291485021100665
scipy_solve_ivp_DOP853,2,3,1.175,2.3875000000000002,6.3200000000000003,x,0.42822356854856197,0.32935059414903739,0.48242614977279946,True,0.054202581224237489
scipy_solve_ivp_DOP853,2,3,1.175,2.3875000000000002,6.3200000000000003,y,2.5368209991233934,2.46007918255104,2.5823748105380391,True,0.045553811414645651
scipy_solve_ivp_DOP853,2,4,1.175,2.4000000000000004,3.9700000000000002,x,-2.0072535205920725,-2.0120453511878109,-2.0034332393764056,True,0.0038202812156669097
scipy_solve_ivp_DOP853,2,4,1.175,2.4000000000000004,3.9700000000000002,y,-0.0043908741312823872,-0.073363797734292177,0.050730988741166307,True,0.05512186287244869
scipy_solve_ivp_DOP853,2,4,1.175,2.4000000000000004,4.7400000000000002,x,-1.6837692295284674,-1.7070195623009676,-1.6660536401302644,True,0.017715589398203058
scipy_solve_ivp_DOP853,2,4,1.175,2.4000000000000004,4.7400000000000002,y,0.66593678035138459,0.65115524795128565,0.6774278488867459,True,0.011491068535361304
scipy_solve_ivp_DOP853,2,4,1.175,2.4000000000000004,6.3200000000000003,x,0.41593079516589249,0.32935059414903739,0.48242614977279946,True,0.066495354606906976
scipy_solve_ivp_DOP853,2,4,1.175,2.4000000000000004,6.3200000000000003,y,2.528779669726414,2.46007918255104,2.5823748105380391,True,0.053595140811625086
scipy_solve_ivp_DOP853,2,5,1.175,2.4125000000000001,3.9700000000000002,x,-2.0073448881100249,-2.0120453511878109,-2.0034332393764056,True,0.0039116487336192662
scipy_solve_ivp_DOP853,2,5,1.175,2.4125000000000001,3.9700000000000002,y,-0.013889485983959657,-0.073363797734292177,0.050730988741166307,True,0.05947431175033252
scipy_solve_ivp_DOP853,2,5,1.175,2.4125000000000001,4.7400000000000002,x,-1.687014168406247,-1.7070195623009676,-1.6660536401302644,True,0.020005393894720669
scipy_solve_ivp_DOP853,2,5,1.175,2.4125000000000001,4.7400000000000002,y,0.66374001341225719,0.65115524795128565,0.6774278488867459,True,0.012584765460971536
scipy_solve_ivp_DOP853,2,5,1.175,2.4125000000000001,6.3200000000000003,x,0.40369475958081846,0.32935059414903739,0.48242614977279946,True,0.074344165431781073
scipy_solve_ivp_DOP853,2,5,1.175,2.4125000000000001,6.3200000000000003,y,2.5205974924858801,2.46007918255104,2.5823748105380391,True,0.060518309934840087
scipy_solve_ivp_DOP853,2,6,1.175,2.4250000000000003,3.9700000000000002,x,-2.0073888075454493,-2.0120453511878109,-2.0034332393764056,True,0.0039555681690437439
scipy_solve_ivp_DOP853,2,6,1.175,2.4250000000000003,3.9700000000000002,y,-0.023518157570546282,-0.073363797734292177,0.050730988741166307,True,0.049845640163745895
scipy_solve_ivp_DOP853,2,6,1.175,2.4250000000000003,4.7400000000000002,x,-1.6902436694127783,-1.7070195623009676,-1.6660536401302644,True,0.01677589288818937
scipy_solve_ivp_DOP853,2,6,1.175,2.4250000000000003,4.7400000000000002,y,0.6615457747848863,0.65115524795128565,0.6774278488867459,True,0.010390526833600644
scipy_solve_ivp_DOP853,2,6,1.175,2.4250000000000003,6.3200000000000003,x,0.3915157057994183,0.32935059414903739,0.48242614977279946,True,0.062165111650380911
scipy_solve_ivp_DOP853,2,6,1.175,2.4250000000000003,6.3200000000000003,y,2.5122805448785166,2.46007918255104,2.5823748105380391,True,0.05220136232747663
scipy_solve_ivp_DOP853,2,7,1.175,2.4375,3.9700000000000002,x,-2.0073847775866809,-2.0120453511878109,-2.0034332393764056,True,0.0039515382102752739
scipy_solve_ivp_DOP853,2,7,1.175,2.4375,3.9700000000000002,y,-0.033278446129744066,-0.073363797734292177,0.050730988741166307,True,0.040085351604548111
scipy_solve_ivp_DOP853,2,7,1.175,2.4375,4.7400000000000002,x,-1.6934578582020272,-1.7070195623009676,-1.6660536401302644,True,0.013561704098940419
scipy_solve_ivp_DOP853,2,7,1.175,2.4375,4.7400000000000002,y,0.65935377715168642,0.65115524795128565,0.6774278488867459,True,0.0081985292004007615
scipy_solve_ivp_DOP853,2,7,1.175,2.4375,6.3200000000000003,x,0.37939385642447016,0.32935059414903739,0.48242614977279946,True,0.050043262275432765
scipy_solve_ivp_DOP853,2,7,1.175,2.4375,6.3200000000000003,y,2.5038347800718168,2.46007918255104,2.5823748105380391,True,0.043755597520776845
scipy_solve_ivp_DOP853,2,8,1.175,2.4500000000000002,3.9700000000000002,x,-2.0073322885839029,-2.0120453511878109,-2.0034332393764056,True,0.0038990492074972849
scipy_solve_ivp_DOP853,2,8,1.175,2.4500000000000002,3.9700000000000002,y,-0.043171899344718573,-0.073363797734292177,0.050730988741166307,True,0.030191898389573604
scipy_solve_ivp_DOP853,2,8,1.175,2.4500000000000002,4.7400000000000002,x,-1.6966568562237474,-1.7070195623009676,-1.6660536401302644,True,0.01036270607722023
scipy_solve_ivp_DOP853,2,8,1.175,2.4500000000000002,4.7400000000000002,y,0.65716373401379169,0.65115524795128565,0.6774278488867459,True,0.0060084860625060355
scipy_solve_ivp_DOP853,2,8,1.175,2.4500000000000002,6.3200000000000003,x,0.36732941325794077,0.32935059414903739,0.48242614977279946,True,0.037978819108903383
scipy_solve_ivp_DOP853,2,8,1.175,2.4500000000000002,6.3200000000000003,y,2.4952660269405866,2.46007918255104,2.5823748105380391,True,0.035186844389546668
