plant,step,t_end_exact,metric,archived_lower,archived_upper,archive_equal_to_base,optimized_lower,optimized_upper,fresh_pair_equal,status
brusselator,27,155644403121924345/288230376151711744,endpoint_x,2.3478864833934203,2.533994778002369,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,27,155644403121924345/288230376151711744,endpoint_y,1.4257700892365714,1.5671570539793724,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,27,155644403121924345/288230376151711744,tube_x,2.3399820427809837,2.5370210098881945,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,27,155644403121924345/288230376151711744,tube_y,1.4063171640877667,1.620262373286159,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,28,40352252661239645/72057594037927936,endpoint_x,2.3526273281612347,2.5318080294637175,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,28,40352252661239645/72057594037927936,endpoint_y,1.3973423549648722,1.5353597668396781,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,28,40352252661239645/72057594037927936,tube_x,2.3483738339380356,2.5347760887514847,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,28,40352252661239645/72057594037927936,tube_y,1.3781920846737565,1.5846310199845521,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,29,167173618167992815/288230376151711744,endpoint_x,2.354291779446105,2.5258721201164502,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,29,167173618167992815/288230376151711744,endpoint_y,1.3726150617951236,1.5067050784550733,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,29,167173618167992815/288230376151711744,tube_x,2.3530886135610487,2.5292026582040115,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,29,167173618167992815/288230376151711744,tube_y,1.3539271605791983,1.5520924120840098,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,30,86469112845513525/144115188075855872,endpoint_x,2.352998822157912,2.5164794511103237,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,30,86469112845513525/144115188075855872,endpoint_y,1.3513869333205646,1.481115348115949,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,30,86469112845513525/144115188075855872,tube_x,2.3518098855114036,2.5230030543396595,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,30,86469112845513525/144115188075855872,tube_y,1.3332924530143908,1.522626986840337,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,31,178702833214061285/288230376151711744,endpoint_x,2.3488866918289446,2.5039372717131605,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,31,178702833214061285/288230376151711744,endpoint_y,1.3334390424440756,1.458487898721096,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,31,178702833214061285/288230376151711744,tube_x,2.347727537130087,2.5134157904912167,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,31,178702833214061285/288230376151711744,tube_y,1.3160424221739062,1.496180058529124,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,32,5764607523034235/9007199254740992,endpoint_x,2.3420992584636586,2.4885661737159355,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,32,5764607523034235/9007199254740992,endpoint_y,1.3185418528802992,1.438702568215604,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,32,5764607523034235/9007199254740992,tube_x,2.3409822428743072,2.500755143257045,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,32,5764607523034235/9007199254740992,tube_y,1.3019214430603103,1.4726716233469905,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,33,190232048260129755/288230376151711744,endpoint_x,2.332824350864571,2.4706486844548405,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,33,190232048260129755/288230376151711744,endpoint_y,1.3064546291071835,1.4216351400498284,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,33,190232048260129755/288230376151711744,tube_x,2.3317587458950046,2.485303697740514,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,33,190232048260129755/288230376151711744,tube_y,1.2906605382076781,1.4520134168422434,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,34,97998327891581995/144115188075855872,endpoint_x,2.3212426422198855,2.4504698828592733,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,34,97998327891581995/144115188075855872,endpoint_y,1.2969705686802473,1.4071226863469581,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,34,97998327891581995/144115188075855872,tube_x,2.320235114210267,2.467351424948892,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,34,97998327891581995/144115188075855872,tube_y,1.2820354166024608,1.4340624005228004,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,35,201761263306198225/288230376151711744,endpoint_x,2.307528243300857,2.428308491336686,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,35,201761263306198225/288230376151711744,endpoint_y,1.2898742270940164,1.395014642565145,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,35,201761263306198225/288230376151711744,tube_x,2.306581888314359,2.447187069893045,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,35,201761263306198225/288230376151711744,tube_y,1.275811886636487,1.4186849030936952,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,36,51881467707308115/72057594037927936,endpoint_x,2.29186789623019,2.4044114262941787,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,36,51881467707308115/72057594037927936,endpoint_y,1.284958527117132,1.3851623876638899,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,36,51881467707308115/72057594037927936,tube_x,2.2909842509216416,2.4250686622183597,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,36,51881467707308115/72057594037927936,tube_y,1.271766450101446,1.4057436073933751,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,37,213290478352266695/288230376151711744,endpoint_x,2.2744412034675734,2.37900929282795,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,37,213290478352266695/288230376151711744,endpoint_y,1.2820339902395061,1.3774147047123355,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,37,213290478352266695/288230376151711744,tube_x,2.2736212125001796,2.40123911601184,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,37,213290478352266695/288230376151711744,tube_y,1.2696960801973152,1.3950933503586982,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,38,109527542937650465/144115188075855872,endpoint_x,2.2554186990555682,2.3523155789303702,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,38,109527542937650465/144115188075855872,endpoint_y,1.2809278185415889,1.3716219336631292,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,38,109527542937650465/144115188075855872,tube_x,2.2546619061081006,2.3759264061092744,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,38,109527542937650465/144115188075855872,tube_y,1.269420824838705,1.3865825135969634,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,39,224819693398335165/288230376151711744,endpoint_x,2.2349656566445866,2.324521404002643,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,39,224819693398335165/288230376151711744,endpoint_y,1.2814774024074966,1.3676444485737083,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,39,224819693398335165/288230376151711744,tube_x,2.2342704778191886,2.34933658631188,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,39,224819693398335165/288230376151711744,tube_y,1.2707708631108865,1.3800685791010379,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,40,28823037615171175/36028797018963968,endpoint_x,2.2132381753013153,2.2957990211746924,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,40,28823037615171175/36028797018963968,endpoint_y,1.2835339613949988,1.3653499860738159,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,40,28823037615171175/36028797018963968,tube_x,2.2126022401074312,2.321656714273954,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,40,28823037615171175/36028797018963968,tube_y,1.2735921044242546,1.3754140001869406,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,41,236348908444403635/288230376151711744,endpoint_x,2.1903823221595053,2.26630302900484,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,41,236348908444403635/288230376151711744,endpoint_y,1.286964614192202,1.364611779610739,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,41,236348908444403635/288230376151711744,tube_x,2.189802710569833,2.29305578060376,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,41,236348908444403635/288230376151711744,tube_y,1.2771173268904432,1.373115653680829,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,42,121056757983718935/144115188075855872,endpoint_x,2.166533868263233,2.236171551680445,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,42,121056757983718935/144115188075855872,endpoint_y,1.2916477619290994,1.3653128055844612,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,42,121056757983718935/144115188075855872,tube_x,2.1660072896712728,2.263685666304802,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,42,121056757983718935/144115188075855872,tube_y,1.2810816502913336,1.3731892837322062,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,43,247878123490472105/288230376151711744,endpoint_x,2.1418188813839585,2.2055269461866325,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,43,247878123490472105/288230376151711744,endpoint_y,1.297473797387309,1.3673442967963454,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,43,247878123490472105/288230376151711744,tube_x,2.141341840227006,2.2336816698572033,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,43,247878123490472105/288230376151711744,tube_y,1.2862617244092447,1.3746297407546844,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,44,63410682753376585/72057594037927936,endpoint_x,2.1163534888820013,2.174477587404559,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,44,63410682753376585/72057594037927936,endpoint_y,1.3043439205991734,1.3706058733199256,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,44,63410682753376585/72057594037927936,tube_x,2.115922408285871,2.2031642110240357,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,44,63410682753376585/72057594037927936,tube_y,1.2925489822726859,1.3773368122503606,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,45,259407338536540575/288230376151711744,endpoint_x,2.090244083853617,2.1431193458223436,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,45,259407338536540575/288230376151711744,endpoint_y,1.3121698509485689,1.3750046083489484,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,45,259407338536540575/288230376151711744,tube_x,2.089855391345106,2.172240277899307,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,45,259407338536540575/288230376151711744,tube_y,1.2998467241608367,1.3812170015740772,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,46,132585973029787405/144115188075855872,endpoint_x,2.0635878957064984,2.1115367547754755,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,46,132585973029787405/144115188075855872,endpoint_y,1.320872149812091,1.380455395311191,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,46,132585973029787405/144115188075855872,tube_x,2.0632381339333765,2.1410045419325088,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,46,132585973029787405/144115188075855872,tube_y,1.3080681500258224,1.386184229636942,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,47,270936553582609045/288230376151711744,endpoint_x,2.036473675828708,2.0798040558679802,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
brusselator,47,270936553582609045/288230376151711744,endpoint_y,1.3303795676836274,1.3868802623322045,True,,,,NOT_RUN_REFERENCE_DEFECT_STOP
