schema,mode,step,t_after,t_after_hex,h,h_hex,status_code,endpoint_x_lo,endpoint_x_hi,endpoint_x_lo_hex,endpoint_x_hi_hex,endpoint_y_lo,endpoint_y_hi,endpoint_y_lo_hex,endpoint_y_hi_hex,segment_x_lo,segment_x_hi,segment_x_lo_hex,segment_x_hi_hex,segment_y_lo,segment_y_hi,segment_y_lo_hex,segment_y_hi_hex,prefix_x_lo,prefix_x_hi,prefix_x_lo_hex,prefix_x_hi_hex,prefix_y_lo,prefix_y_hi,prefix_y_lo_hex,prefix_y_hi_hex,tmvpre_term_count,tmv_term_count,tmvpre_component_count,tmv_component_count,tmvpre_remainder_x_lo,tmvpre_remainder_x_hi,tmvpre_remainder_x_lo_hex,tmvpre_remainder_x_hi_hex,tmvpre_remainder_y_lo,tmvpre_remainder_y_hi,tmvpre_remainder_y_lo_hex,tmvpre_remainder_y_hi_hex,domain_time_lo,domain_time_hi,domain_time_lo_hex,domain_time_hi_hex,queue_J_post_return,queue_Phi_L_post_return,queue_scalars,queue_max_size
flowstar_vdp_stock_reach_v1,stepwise,11,0.11,0x1.c28f5c28f5c29p-4,0.01,0x1.47ae147ae147bp-7,2,1.3437575920666391,1.6462907224885925,0x1.58007f5fad8c7p+0,0x1.a5734f0ccbf5ap+0,1.8707713485068411,2.188196689397381,0x1.deeadf002175ap+0,0x1.1816d44116af3p+1,1.3230544412142775,1.6464877165672014,0x1.52b3b223d7c6cp+0,0x1.a580380febfe3p+0,1.8707596480611686,2.2277642314538162,0x1.deea1ab319647p+0,0x1.1d2760daa577bp+1,1.0993097056396248,1.6464877165672014,0x1.196c5c61e5c78p+0,0x1.a580380febfe3p+0,1.8707596480611686,2.4610649331786534,0x1.deea1ab319647p+0,0x1.3b042cfcaad8dp+1,33,10,3,3,-1.1377012883368958e-07,1.2440293269407449e-07,-0x1.e8a3945d24091p-24,0x1.0b273c4a9940ep-23,-1.1376520508343494e-05,1.2439794505133166e-05,-0x1.7dbb912a44c11p-17,0x1.a16905693c43cp-17,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,11,11,3,100
flowstar_vdp_stock_reach_v1,stepwise,12,0.12,0x1.eb851eb851eb8p-4,0.01,0x1.47ae147ae147bp-7,2,1.3643484529439667,1.6658866872659743,0x1.5d45f0b1be169p+0,0x1.aa778cc8a62ep+0,1.8222829905797542,2.1558139979313662,0x1.d281235898dcep+0,0x1.13f1b68cafe6cp+1,1.3440408595796769,1.6660884492963195,0x1.58130fd061e7ap+0,0x1.aa84c5c9f8968p+0,1.8222709346744927,2.1963233396740343,0x1.d2805914e0d83p+0,0x1.19211f89abb58p+1,1.0993097056396248,1.6660884492963195,0x1.196c5c61e5c78p+0,0x1.aa84c5c9f8968p+0,1.8222709346744927,2.4610649331786534,0x1.d2805914e0d83p+0,0x1.3b042cfcaad8dp+1,33,10,3,3,-1.1812184286092723e-07,1.2792156498844534e-07,-0x1.fb5456f7e275dp-24,0x1.12b59fc35120bp-23,-1.1811667092924919e-05,1.2791634141510739e-05,-0x1.8c55729fca45cp-17,0x1.ad374cf4255cp-17,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,12,12,3,100
flowstar_vdp_stock_reach_v1,stepwise,13,0.13,0x1.0a3d70a3d70a4p-3,0.01,0x1.47ae147ae147bp-7,2,1.3846305736434614,1.68497416834106,0x1.62772636d7239p+0,0x1.af5a7793a130dp+0,1.7733718226362534,2.1221720472019108,0x1.c5fbb21ddee1p+0,0x1.0fa355699bd98p+1,1.3647279523690254,1.6851803359579598,0x1.5d5ecfa35cacbp+0,0x1.af67fa7ecd3e3p+0,1.7733594754439563,2.1635503761611243,0x1.c5fae2f71560cp+0,0x1.14ef37fe6e25cp+1,1.0993097056396248,1.6851803359579598,0x1.196c5c61e5c78p+0,0x1.af67fa7ecd3e3p+0,1.7733594754439563,2.4610649331786534,0x1.c5fae2f71560cp+0,0x1.3b042cfcaad8dp+1,33,10,3,3,-1.2210743701087073e-07,1.3108341171056804e-07,-0x1.063945fe92123p-23,0x1.197fde2112c67p-23,-1.2210202570028561e-05,1.310779612566833e-05,-0x1.99b4d7680ff7p-17,0x1.b7d31c8266aa9p-17,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,13,13,3,100
flowstar_vdp_stock_reach_v1,stepwise,14,0.14000000000000001,0x1.1eb851eb851ecp-3,0.01,0x1.47ae147ae147bp-7,2,1.4045937201484129,1.7035473086695745,0x1.6793743c34543p+0,0x1.b41bad29ecb53p+0,1.7241287059115376,2.0873262335294456,0x1.b9607fb5fc1f8p+0,0x1.0b2d818a8bc1p+1,1.3851047580854843,1.703757510932741,0x1.629639b582da8p+0,0x1.b42973c5c53e8p+0,1.7241161325778107,2.12949908664371,0x1.b95facc3ed7d9p+0,0x1.10936d12ff90cp+1,1.0993097056396248,1.703757510932741,0x1.196c5c61e5c78p+0,0x1.b42973c5c53e8p+0,1.7241161325778107,2.4610649331786534,0x1.b95facc3ed7d9p+0,0x1.3b042cfcaad8dp+1,33,10,3,3,-1.2571624030475397e-07,1.3388622984012115e-07,-0x1.0df93be7ed621p-23,0x1.1f84bbb68b48fp-23,-1.2571057810493531e-05,1.3388054097337544e-05,-0x1.a5d09078dfbb7p-17,0x1.c13a824e7f887p-17,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,14,14,3,100
flowstar_vdp_stock_reach_v1,stepwise,15,0.14999999999999999,0x1.3333333333333p-3,0.01,0x1.47ae147ae147bp-7,2,1.4242281241898518,1.7216012591117444,0x1.6c9a36df7057dp+0,0x1.b8badc30a32a5p+0,1.6746428510684144,2.0513357355058686,0x1.acb564d5d1ac8p+0,0x1.06922b5c8e916p+1,1.4051607644821309,1.7218151184605377,0x1.67b89da912b76p+0,0x1.b8c8e0278bdf4p+0,1.6746301170583116,2.0942273908823106,0x1.acb48f31a97f6p+0,0x1.0c0fa4a51d0c2p+1,1.0993097056396248,1.7218151184605377,0x1.196c5c61e5c78p+0,0x1.b8c8e0278bdf4p+0,1.6746301170583116,2.4610649331786534,0x1.acb48f31a97f6p+0,0x1.3b042cfcaad8dp+1,33,10,3,3,-1.2892121377437848e-07,1.3631065673772076e-07,-0x1.14db2fd283fabp-23,0x1.24b993772000fp-23,-1.2891530507136253e-05,1.3630473356102382e-05,-0x1.b091676285932p-17,0x1.c95cdfe4eda32p-17,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,15,15,3,100
flowstar_vdp_stock_reach_v1,stepwise,16,0.16,0x1.47ae147ae147bp-3,0.01,0x1.47ae147ae147bp-7,2,1.443524505785629,1.7391321735074661,0x1.718ad26f52e72p+0,0x1.bd37c420a2ce9p+0,1.625001351416032,2.0142632391707891,0x1.a00016ac49a42p+0,0x1.01d360b8e3043p+1,1.4248859350121317,1.7393493077236386,0x1.6cc5531b68511p+0,0x1.bd45ff08fe46dp+0,1.6249885218727596,2.0577971087923559,0x1.9fff3f6dd1a25p+0,0x1.0765e54a0883dp+1,1.0993097056396248,1.7393493077236386,0x1.196c5c61e5c78p+0,0x1.bd45ff08fe46dp+0,1.6249885218727596,2.4610649331786534,0x1.9fff3f6dd1a25p+0,0x1.3b042cfcaad8dp+1,33,10,3,3,-1.3166785236169742e-07,1.3830900826689606e-07,-0x1.1ac12ad6a99a6p-23,0x1.29042e70be015p-23,-1.3166170760529198e-05,1.3830286070247114e-05,-0x1.b9c88bb0607ffp-17,0x1.d01140b30c8d7p-17,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,16,16,3,100
flowstar_vdp_stock_reach_v1,stepwise,17,0.17000000000000001,0x1.5c28f5c28f5c3p-3,0.01,0x1.47ae147ae147bp-7,2,1.4624740977065973,1.7561371944196207,0x1.7664b3d4e59e2p+0,0x1.c1923509524b8p+0,1.5752892826374385,1.9761741042223651,0x1.9346288eaac7p+0,0x1.f9e68bccd64fbp+0,1.4442707372156309,1.7563572185788703,0x1.71bbba1ee933bp+0,0x1.c1a0a06de3c81p+0,1.5752764217632693,2.0202731237811831,0x1.934550c9a215cp+0,0x1.02984f49d0606p+1,1.0993097056396248,1.7563572185788703,0x1.196c5c61e5c78p+0,0x1.c1a0a06de3c81p+0,1.5752764217632693,2.4610649331786534,0x1.934550c9a215cp+0,0x1.3b042cfcaad8dp+1,33,10,3,3,-1.339149618624317e-07,1.3984597574149223e-07,-0x1.1f948762be6d2p-23,0x1.2c512361e8c03p-23,-1.3390859331570287e-05,1.3983961530462064e-05,-0x1.c1529b14fa94ep-17,0x1.d539509c3812ep-17,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,17,17,3,100
flowstar_vdp_stock_reach_v1,stepwise,18,0.17999999999999999,0x1.70a3d70a3d70ap-3,0.01,0x1.47ae147ae147bp-7,2,1.4810686464180769,1.7726144551402725,0x1.7b2750977f23p+0,0x1.c5ca0f993e8c6p+0,1.5255888680489369,1.9371364767918686,0x1.868cfdf7696e9p+0,0x1.efe82d17b5b17p+0,1.4633061475534328,1.7728369835341176,0x1.769b3b4fc71a4p+0,0x1.c5d8a5016b176p+0,1.525576026834256,1.9817235006587848,0x1.868c2686d0935p+0,0x1.fb523b390b4b2p+0,1.0993097056396248,1.7728369835341176,0x1.196c5c61e5c78p+0,0x1.c5d8a5016b176p+0,1.525576026834256,2.4610649331786534,0x1.868c2686d0935p+0,0x1.3b042cfcaad8dp+1,33,9,3,3,-1.3564570856868947e-07,1.4090962329301354e-07,-0x1.234c045483cd8p-23,0x1.2e99e277a4858p-23,-1.3563913000335694e-05,1.4090306281793388e-05,-0x1.c721201fbfecdp-17,0x1.d8cacf3107115p-17,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,18,18,3,100
flowstar_vdp_stock_reach_v1,stepwise,19,0.19,0x1.851eb851eb852p-3,0.01,0x1.47ae147ae147bp-7,2,1.499300523313092,1.7885629643837206,0x1.7fd228ba8162fp+0,0x1.c9df432edd69ap+0,1.4759791205130148,1.8972209679003584,0x1.79d9c4842ea76p+0,0x1.e5b045fa6ae1ap+0,1.4819837664673174,1.7887876123941691,0x1.7b6349c22e167p+0,0x1.c9edfc26b90ebp+0,1.4759663562372143,1.9422191223428558,0x1.79d8ee5e08fdbp+0,0x1.f13545bc20de1p+0,1.0993097056396248,1.7887876123941691,0x1.196c5c61e5c78p+0,0x1.c9edfc26b90ebp+0,1.4759663562372143,2.4610649331786534,0x1.79d8ee5e08fdbp+0,0x1.3b042cfcaad8dp+1,33,9,3,3,-1.3685026876379108e-07,1.414940115477027e-07,-0x1.25e23b1b4802ep-23,0x1.2fdb27cd737cep-23,-1.3684349568158233e-05,1.4148726544410725e-05,-0x1.cb2baaeffee18p-17,0x1.dac0a2b5259b2p-17,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,19,19,3,100
flowstar_vdp_stock_reach_v1,stepwise,20,0.20000000000000001,0x1.999999999999ap-3,0.01,0x1.47ae147ae147bp-7,2,1.5171622873510771,1.8039830329456703,0x1.8464bf66e5bep+0,0x1.cdd1d5010a612p+0,1.4265246337716844,1.8565111795414644,0x1.6d30b7e8fcddfp+0,0x1.db445110c9fa3p+0,1.5002953847460472,1.804209418856356,0x1.80135bbbd2f25p+0,0x1.cde0ab211f8bp+0,1.4265120051269746,1.9018442271218845,0x1.6d2fe4095f2a6p+0,0x1.e6df4365932cp+0,1.0993097056396248,1.804209418856356,0x1.196c5c61e5c78p+0,0x1.cde0ab211f8bp+0,1.4265120051269746,2.4610649331786534,0x1.6d2fe4095f2a6p+0,0x1.3b042cfcaad8dp+1,33,9,3,3,-1.3758907562801218e-07,1.4166262027609178e-07,-0x1.277864edd41acp-23,0x1.3037d95f1a14dp-23,-1.3758212502145552e-05,1.4165570432581974e-05,-0x1.cda6253f3e4c4p-17,0x1.db5152cf35559p-17,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,20,20,3,100
flowstar_vdp_stock_reach_v1,stepwise,21,0.20999999999999999,0x1.ae147ae147ae1p-3,0.01,0x1.47ae147ae147bp-7,2,1.5346445508593418,1.8188783898393099,0x1.88de771cecec6p+0,0x1.d1a2039fc2cf4p+0,1.3769990210531278,1.8153796201740362,0x1.608302020c154p+0,0x1.d0bcb80278ee6p+0,1.5182308529221797,1.8191061365681795,0x1.84aac6f51435fp+0,0x1.d1b0f0948363cp+0,1.3769865838126569,1.8609723074773765,0x1.6082315881916p+0,0x1.dc68ae5f60825p+0,1.0993097056396248,1.8191061365681795,0x1.196c5c61e5c78p+0,0x1.d1b0f0948363cp+0,1.3769865838126569,2.4610649331786534,0x1.6082315881916p+0,0x1.3b042cfcaad8dp+1,33,9,3,3,-1.3874041546019213e-07,1.4230614310611797e-07,-0x1.29f1599af1267p-23,0x1.3199a128859f6p-23,-1.3873330025016405e-05,1.4229906876944839e-05,-0x1.d182ff5b61a85p-17,0x1.dd79f82590d2p-17,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,21,21,3,100
flowstar_vdp_stock_reach_v1,stepwise,22,0.22,0x1.c28f5c28f5c29p-3,0.01,0x1.47ae147ae147bp-7,2,1.551742499404354,1.833249639300438,0x1.8d3eff16c147bp+0,0x1.d54fd92e32fd5p+0,1.327585938322468,1.7737860987429184,0x1.53dcac0bb9771p+0,0x1.c616d88433445p+0,1.5357846045774493,1.8334783760406546,0x1.89292e0a5c459p+0,0x1.d55ed6bf048eap+0,1.327573744933443,1.8195644814446705,0x1.53dbdf7984734p+0,0x1.d1cefa54c49f8p+0,1.0993097056396248,1.8334783760406546,0x1.196c5c61e5c78p+0,0x1.d55ed6bf048eap+0,1.327573744933443,2.4610649331786534,0x1.53dbdf7984734p+0,0x1.3b042cfcaad8dp+1,33,9,3,3,-1.3954029205623062e-07,1.426611168484642e-07,-0x1.2ba9163a75fc7p-23,0x1.325cc7456e98bp-23,-1.3953302696302158e-05,1.4265389737953929e-05,-0x1.d431f51ef4eebp-17,0x1.deaac3c8849d6p-17,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,22,22,3,100
flowstar_vdp_stock_reach_v1,stepwise,23,0.23000000000000001,0x1.d70a3d70a3d71p-3,0.01,0x1.47ae147ae147bp-7,2,1.5684524826681576,1.8470976403048185,0x1.91861a1663c64p+0,0x1.d8db6415a0c27p+0,1.2785222454468368,1.7316339964365577,0x1.474d3bdf6714p+0,0x1.bb4c5d9756384p+0,1.5529522504659432,1.8473270040622607,0x1.8d8e475800363p+0,0x1.d8ea6c2b770ecp+0,1.2785103446830266,1.7775257433130804,0x1.474c743602e3bp+0,0x1.c70bed5753e8dp+0,1.0993097056396248,1.8473270040622607,0x1.196c5c61e5c78p+0,0x1.d8ea6c2b770ecp+0,1.2785103446830266,2.4610649331786534,0x1.474c743602e3bp+0,0x1.3b042cfcaad8dp+1,33,9,3,3,-1.3981247685028019e-07,1.4254670157193503e-07,-0x1.2c3eb8d52847bp-23,0x1.321de0c0a877ep-23,-1.3980508085497535e-05,1.4253935457566919e-05,-0x1.d51ba66789804p-17,0x1.de485f8de85ep-17,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,23,23,3,100
