step,t_start,t_end,h,h_hex,scheduler_time_hex,t_start_exact,t_end_exact,safety_check_passed,queue_size,queue_reset_count,published_endpoint_x_lo,published_endpoint_x_hi,published_endpoint_y_lo,published_endpoint_y_hi,common_endpoint_x_lo,common_endpoint_x_hi,common_endpoint_y_lo,common_endpoint_y_hi,published_tube_x_lo,published_tube_x_hi,published_tube_y_lo,published_tube_y_hi,common_tube_x_lo,common_tube_x_hi,common_tube_y_lo,common_tube_y_hi
38,0.8759891799451415,0.9291203496110131,0.053131169665871614,0x1.b34023839ee40p-5,0x1.dbb5a9974138dp-1,252486690840417637/288230376151711744,267800707858592229/288230376151711744,True,38,0,1.880571324850204,1.9864180055524194,-0.43651945670893,-0.297474695414634,1.8805713248502054,1.986418005552418,-0.4365194567089296,-0.29747469541463445,1.8798738788359906,2.005241599712971,-0.4645583498336417,-0.2164866739320706,1.8798738788359939,2.0052415997129667,-0.4645583498336405,-0.21648667393207124
39,0.9291203496110131,0.9875646362434719,0.05844428663245878,0x1.dec68d772ec7ap-5,0x1.f9a2126eb4255p-1,267800707858592229/288230376151711744,284646126578584281/288230376151711744,True,39,0,1.8607906374844647,1.9602782716715197,-0.47760985457150884,-0.35735361807737986,1.860790637484466,1.9602782716715186,-0.47760985457150834,-0.3573536180773803,1.8600748759647512,1.9839543464895124,-0.5038852353324977,-0.2805922420363937,1.8600748759647543,1.9839543464895093,-0.503885235332496,-0.28059224203639477
40,0.9875646362434719,1.0518533515391766,0.06428871529570467,0x1.07539a9b26877p-4,0x1.0d4642e10c7b2p+0,284646126578584281/288230376151711744,303176087170575541/288230376151711744,True,40,0,1.8353111680149077,1.9289098473820827,-0.5175190200358657,-0.4137156711944028,1.835311168014909,1.9289098473820814,-0.517519020035865,-0.4137156711944032,1.8345874214237454,1.9580576585353697,-0.5417627557276782,-0.3413350782327488,1.8345874214237485,1.9580576585353666,-0.5417627557276764,-0.3413350782327498
41,1.0518533515391766,1.1225709383644518,0.07071758682527514,0x1.21a8c3aaaa61dp-4,0x1.1f60cf1bb7214p+0,303176087170575541/288230376151711744,323559043821765929/288230376151711744,True,41,0,1.803366062212276,1.891661195847554,-0.5566534595538662,-0.46692939567317415,1.8033660622122774,1.8916611958475527,-0.5566534595538654,-0.46692939567317465,1.8026452887016997,1.9269790121321149,-0.5786589502558859,-0.3987482663910343,1.8026452887017028,1.9269790121321118,-0.5786589502558838,-0.3987482663910354
42,1.1225709383644518,1.2003602838722542,0.07778934550780266,0x1.3ea00a6eee9edp-4,0x1.334acfc2a60b3p+0,323559043821765929/288230376151711744,345980296138075357/288230376151711744,True,42,0,1.764084740841026,1.8477563103125911,-0.5956199588294773,-0.517790274384407,1.7640847408410274,1.8477563103125898,-0.5956199588294764,-0.5177902743844078,1.7633770846856769,1.8900573257258493,-0.6153021264725332,-0.45319206628197484,1.76337708468568,1.8900573257258464,-0.615302126472531,-0.45319206628197606
43,1.2003602838722542,1.243144423901546,0.04278414002929146,0x1.5e7cd846d3485p-5,0x1.3e3eb684dca57p+0,345980296138075357/288230376151711744,358311984912045543/288230376151711744,True,43,0,1.7431775212455503,1.820038775423585,-0.6147289880053829,-0.5443561013249392,1.7431775212455516,1.8200387754235838,-0.6147289880053821,-0.54435610132494,1.7430159250455972,1.844511591821701,-0.6225874284572014,-0.5136630228949124,1.7430159250456,1.8445115918216983,-0.6225874284571996,-0.5136630228949142
44,1.243144423901546,1.2902069779337664,0.047062554032220615,0x1.8189544de8693p-5,0x1.4a4b01274be8cp+0,358311984912045543/288230376151711744,371876842563412749/288230376151711744,True,44,0,1.7160518446426476,1.7914751839565815,-0.6363730082963971,-0.5707738086715827,1.7160518446426487,1.7914751839565803,-0.6363730082963962,-0.5707738086715836,1.715877640555764,1.8194941278843608,-0.6440834815709274,-0.5390309921520554,1.7158776405557672,1.8194941278843577,-0.6440834815709254,-0.5390309921520574
45,1.2902069779337664,1.341975787369209,0.05176880943544268,0x1.a8170fef4c73cp-5,0x1.578bb9a6c64c6p+0,371876842563412749/288230376151711744,386798185979916677/288230376151711744,True,45,0,1.6847745333619,1.7589313314812345,-0.6597617032415446,-0.5983981225305935,1.684774533361901,1.7589313314812334,-0.6597617032415439,-0.5983981225305942,1.6845883684325287,1.7910282154938177,-0.6672539109136747,-0.5653976242600002,1.6845883684325318,1.7910282154938149,-0.6672539109136726,-0.5653976242600024
46,1.341975787369209,1.398921477748196,0.05694569037898695,0x1.d27fc4ba6db29p-5,0x1.661fb7cc99b9fp+0,386798185979916677/288230376151711744,403211663738070999/288230376151711744,True,46,0,1.6486890294795995,1.7218043790105395,-0.6853470214890636,-0.6275777672774647,1.6486890294796006,1.7218043790105382,-0.6853470214890627,-0.6275777672774656,1.6484919308216561,1.7586078872644717,-0.6925479213459528,-0.5929921728768774,1.6484919308216597,1.7586078872644682,-0.6925479213459507,-0.5929921728768794
47,1.398921477748196,1.4615617371650818,0.06264025941688565,0x1.00931299bc557p-4,0x1.7628e8f6357f4p+0,403211663738070999/288230376151711744,421266489272040755/288230376151711744,True,47,0,1.6070091239180417,1.679371469153267,-0.7137489470942333,-0.6588224936379686,1.607009123918043,1.6793714691532657,-0.7137489470942324,-0.6588224936379695,1.606802645967419,1.7216345993300657,-0.7205791440787753,-0.6221661628641764,1.6068026459674218,1.7216345993300628,-0.7205791440787731,-0.6221661628641785
48,1.4615617371650818,1.530466022523656,0.06890428535857422,0x1.1a3b6142b5913p-4,0x1.87cc9f0a60d85p+0,421266489272040755/288230376151711744,441126797359407487/288230376151711744,True,48,0,1.5587774162120651,1.630753420062771,-0.7458181618060902,-0.6928588579906676,1.5587774162120662,1.6307534200627698,-0.7458181618060893,-0.6928588579906685,1.558561140689941,1.6793949095094376,-0.7523065354977011,-0.6533140560665667,1.5585611406899436,1.6793949095094347,-0.7523065354976992,-0.6533140560665686
49,1.530466022523656,1.6062607364180876,0.07579471389443165,0x1.367484962e1fcp-4,0x1.9b33e753c3ba5p+0,441126797359407487/288230376151711744,462973136255510895/288230376151711744,True,49,0,1.5028095652986682,1.574858710118833,-0.7827273857341084,-0.7307107459077393,1.5028095652986695,1.5748587101188316,-0.7827273857341076,-0.73071074590774,1.5025797422122247,1.631020281445848,-0.789031100497715,-0.6870216732833824,1.5025797422122278,1.631020281445845,-0.7890311004977132,-0.6870216732833843
50,1.6062607364180876,1.6896349217019624,0.08337418528387483,0x1.55802b71ff896p-4,0x1.b08bea0ae3b2ep+0,462973136255510895/288230376151711744,487004109041224647/288230376151711744,True,50,0,1.4376059205358858,1.510308146459971,-0.8261111006901062,-0.7738189093791473,1.437605920535887,1.5103081464599697,-0.8261111006901054,-0.7738189093791481,1.4373625277020137,1.5754292704779949,-0.832218490467456,-0.7244595458344251,1.437362527702017,1.5754292704779915,-0.8322184904674539,-0.724459545834427
51,1.6896349217019624,1.7813465255142247,0.09171160381226232,0x1.77a6963099172p-4,0x1.c806536ded445p+0,487004109041224647/288230376151711744,513438179105509775/288230376151711744,True,51,0,1.3612229093858885,1.4353186762209498,-0.8782793095999339,-0.8242262275877777,1.3612229093858896,1.4353186762209487,-0.8782793095999331,-0.8242262275877786,1.3609672728678675,1.5112614501955428,-0.8841526815534401,-0.7670568075182854,1.3609672728678703,1.5112614501955395,-0.8841526815534377,-0.7670568075182875
52,1.7813465255142247,1.8813465255142248,0.1,0x1.999999999999ap-4,0x1.e19fed0786ddfp+0,513438179105509775/288230376151711744,542261216720680951/288230376151711744,True,52,0,1.2717979954195835,1.3484148125335331,-0.9419682380390092,-0.8843105741733756,1.2717979954195846,1.3484148125335322,-0.9419682380390085,-0.8843105741733763,1.2715396160211039,1.436838806827494,-0.947459324497363,-0.8169214074233805,1.2715396160211072,1.4368388068274909,-0.947459324497361,-0.8169214074233826
53,1.8813465255142248,1.9813465255142246,0.1,0x1.999999999999ap-4,0x1.fb3986a120779p+0,542261216720680951/288230376151711744,571084254335852127/288230376151711744,True,53,0,1.17545214563341,1.2552798074273124,-1.0144795710868082,-0.9516542276403347,1.1754521456334113,1.255279807427311,-1.0144795710868069,-0.9516542276403356,1.1752437036727637,1.3502292052527063,-1.0189325913178955,-0.8772640392642502,1.1752437036727663,1.3502292052527034,-1.0189325913178924,-0.8772640392642524
54,1.9813465255142246,2.081346525514225,0.1,0x1.999999999999ap-4,0x1.0a69901d5d089p+1,571084254335852127/288230376151711744,599907291951023303/288230376151711744,True,54,0,1.071112085594679,1.1551767248552536,-1.0980813124688609,-1.0281523539148356,1.0711120855946803,1.1551767248552522,-1.0980813124688595,-1.0281523539148372,1.0709579903873763,1.2575532469156496,-1.101413229514384,-0.9447559790309757,1.0709579903873794,1.2575532469156465,-1.10141322951438,-0.9447559790309776
55,2.081346525514225,2.1813465255142246,0.1,0x1.999999999999ap-4,0x1.17365cea29d56p+1,599907291951023303/288230376151711744,628730329566194479/288230376151711744,True,55,0,0.9575964317852986,1.0470291145011423,-1.1952394703108986,-1.116092633661312,0.9575964317852995,1.047029114501141,-1.1952394703108968,-1.1160926336613135,0.9575062827915256,1.157952317121268,-1.1972677485625047,-1.02149254661466,0.9575062827915276,1.157952317121265,-1.1972677485625003,-1.0214925466146645
56,2.1813465255142246,2.2813465255142247,0.1,0x1.999999999999ap-4,0x1.240329b6f6a23p+1,628730329566194479/288230376151711744,657553367181365655/288230376151711744,True,56,0,0.8334575228628779,0.9295193085246232,-1.308733427450219,-1.2180673607639536,0.8334575228628786,0.9295193085246225,-1.3087334274502171,-1.2180673607639554,0.833445818227948,1.0503574832484777,-1.3091875753576865,-1.1098457140700362,0.8334458182279499,1.0503574832484752,-1.3091875753576825,-1.1098457140700402
