formal_lane,segment_index,physical_time,state,width_mean,width_median,width_p05,width_p95,width_maximum,width_minimum,center_mean,center_median,center_p05,center_p95,center_maximum,center_minimum,center_maximum_absolute
baseline_native_k2,3,0.30000000000000004,x3,0.0004285761241234103,0.00038819794971588125,0.00031296428595629737,0.0006705271387842966,0.0008342711486933536,0.00029221961770381575,6.663890540365332e-18,0.0,-3.997046834139373e-17,3.999757339570587e-17,4.0007060164715114e-17,-4.0007060164715114e-17,4.0007060164715114e-17
baseline_native_k2,3,0.30000000000000004,x4,0.0028571740901953326,0.002587986260812263,0.002086428502414167,0.004470180854598964,0.0055618075873258965,0.001948130714065372,4.4411631490437475e-17,0.0,-2.66496893996937e-16,2.66496893996937e-16,2.667137344314341e-16,-2.667137344314341e-16,2.667137344314341e-16
baseline_native_k2,3,0.30000000000000004,u1,0.009523913605301358,0.00862662084069369,0.006954761646027377,0.01490060281996638,0.018539358595719747,0.006493769018205023,1.4806587668910373e-16,0.0,-8.881784197001252e-16,8.881784197001252e-16,8.890457814381136e-16,-8.881784197001252e-16,8.890457814381136e-16
baseline_native_k2,4,0.4,x1,0.000703178667090992,0.0007031778105660829,0.0006711894752545139,0.0007348319475711745,0.0007435064400255378,0.0006621074674522049,0.00030813585516687505,0.00030812809255040144,0.00029342325387020785,0.0003228193612732074,0.0003269687094234624,0.0002892524181200254,0.0003269687094234624
baseline_native_k2,4,0.4,x2,0.0006334267662530957,0.0006344226532408138,0.00060166147072843,0.0006659896983727851,0.0006665473646040823,0.0005945446334306001,0.00011749999350867299,0.00011747391511909472,0.00010116028417797903,0.00013397989705311427,0.00013853440128441246,9.673757522289517e-05,0.00013853440128441246
baseline_native_k2,4,0.4,x3,0.0007619131056922947,0.0006901296845231605,0.0005563809489505206,0.0011920482428677852,0.0014831487049286225,0.0005195015387240102,1.1848296866193153e-17,0.0,-7.105047886840632e-17,7.106945240642482e-17,7.123208273229764e-17,-7.106945240642482e-17,7.123208273229764e-17
baseline_native_k2,4,0.4,x4,0.0038095654550719554,0.003450648349226926,0.0027819046713623043,0.005960241140945367,0.007415743451249348,0.0025975076202322087,5.92290611810727e-17,0.0,-3.5540147214074835e-16,3.5561831257524545e-16,3.5561831257524545e-16,-3.5561831257524545e-16,3.5561831257524545e-16
baseline_native_k2,4,0.4,u1,0.009523913609625593,0.008626620845016496,0.006954761650346047,0.014900602824290381,0.01853935860004676,0.006493769022531131,1.480207015985835e-16,0.0,-8.881784197001252e-16,8.881784197001252e-16,8.890457814381136e-16,-8.890457814381136e-16,8.890457814381136e-16
baseline_native_k2,5,0.5,x1,0.0009347248652867754,0.0009354792665904519,0.0008926247149448454,0.0009760547550191962,0.0009880730762174392,0.0008796639327926632,0.0003976987153306976,0.00039774767116776,0.00037893961733517783,0.00041641270143946013,0.00042213283192339343,0.00037318598518774676,0.00042213283192339343
baseline_native_k2,5,0.5,x2,0.0008117436336483995,0.0008135291652738104,0.0007722491499367345,0.0008524172008636362,0.0008526724650984697,0.0007600568466762916,0.00010776883310520809,0.0001077237000100068,8.701986922408457e-05,0.00012869077407113238,0.0001346268395858694,8.124429031470447e-05,0.0001346268395858694
baseline_native_k2,5,0.5,x3,0.0011904892237706228,0.001078327628193604,0.0008693452288612151,0.0018625753756081357,0.0023174198475786807,0.0008117211503824655,1.8510493340663976e-17,0.0,-1.1102230246251565e-16,1.1111174914174571e-16,1.1123914289701275e-16,-1.1102230246251565e-16,1.1123914289701275e-16
baseline_native_k2,5,0.5,x4,0.004761956820369713,0.004313310438062238,0.0034773808407308326,0.0074503014277139505,0.009269679315595754,0.003246884526820264,7.404649087170793e-17,0.0,-4.440892098500626e-16,4.442301561324858e-16,4.44956571588051e-16,-4.440892098500626e-16,4.44956571588051e-16
baseline_native_k2,5,0.5,u1,0.009523913613949829,0.0086266208493393,0.006954761654664718,0.014900602828614383,0.018539358604373776,0.0064937690268572395,1.4802973661668753e-16,0.0,-8.881784197001252e-16,8.881784197001252e-16,8.890457814381136e-16,-8.890457814381136e-16,8.890457814381136e-16
baseline_native_k2,6,0.6000000000000001,x1,0.0011866065120237628,0.001187303290897347,0.001133063478127611,0.0012385299276374332,0.001253743849453015,0.0011160187666191081,0.00048739821705696805,0.0004874385274540084,0.0004642083383256622,0.0005105125110382501,0.0005174961115094995,0.0004571882671980809,0.0005174961115094995
baseline_native_k2,6,0.6000000000000001,x2,0.0010010376130777366,0.0010029998166099625,0.0009529494217232245,0.0010492333542300393,0.0010504752321024793,0.0009345682142214054,8.066999334454525e-05,8.061746619603569e-05,5.5643347445849946e-05,0.00010589746373612566,0.00011323635668790221,4.8488341322193505e-05,0.00011323635668790221
baseline_native_k2,6,0.6000000000000001,x3,0.0017143044783990353,0.0015527917807679511,0.0012518571257287543,0.002682108537045596,0.003337084576683713,0.0011688784527198923,2.665782091598734e-17,0.0,-1.5981140022436335e-16,1.599198204416119e-16,1.6002824065886045e-16,-1.599198204416119e-16,1.6002824065886045e-16
baseline_native_k2,6,0.6000000000000001,x4,0.005714348186098869,0.0051759725273295455,0.0041728570105280275,0.008940361714909096,0.011123615180368595,0.0038962614338413698,8.888199059855124e-17,0.0,-5.32993787993874e-16,5.334274688628682e-16,5.334274688628682e-16,-5.334274688628682e-16,5.334274688628682e-16
baseline_native_k2,6,0.6000000000000001,u1,0.009523913618274064,0.008626620853662104,0.006954761658983389,0.014900602832938384,0.01853935860870079,0.0064937690311833475,1.480839467253118e-16,0.0,-8.881784197001252e-16,8.887422048298178e-16,8.890457814381136e-16,-8.881784197001252e-16,8.890457814381136e-16
baseline_native_k2,7,0.7000000000000001,x1,0.0014586474706006771,0.001460040752175883,0.0013921876196524216,0.00152218573304862,0.0015401300025161115,0.0013708772748843591,0.0005746699007352173,0.0005746323642902048,0.0005470629557412879,0.0006021765157585022,0.0006103369139178163,0.0005388534507841797,0.0006103369139178163
baseline_native_k2,7,0.7000000000000001,x2,0.0012035098499853525,0.0012046772474339838,0.0011441954604176328,0.0012586138550551365,0.0012615302901694482,0.0011198824916793051,3.609971603187175e-05,3.604238611314896e-05,7.010010519369932e-06,6.540423820707051e-05,7.408486123464087e-05,-1.4680176388043916e-06,7.408486123464087e-05
baseline_native_k2,7,0.7000000000000001,x3,0.002333358869621532,0.0021135221422901767,0.001703916639596991,0.003650647727224305,0.004542142892287987,0.0015909734457802101,3.6286891460374227e-17,0.0,-2.176319020830153e-16,2.177077962350893e-16,2.179246366695864e-16,-2.177077962350893e-16,2.179246366695864e-16
baseline_native_k2,7,0.7000000000000001,x4,0.006666739552293498,0.006038634617061977,0.004868333180789698,0.01043042200257,0.01297755104560784,0.0045456383413282385,1.0366779772582231e-16,0.0,-6.217465778335374e-16,6.218983661376853e-16,6.223320470066795e-16,-6.223320470066795e-16,6.223320470066795e-16
baseline_native_k2,7,0.7000000000000001,u1,0.009523913622598298,0.00862662085798491,0.0069547616633020585,0.014900602837262385,0.018539358613027804,0.006493769035509456,1.4806587668910373e-16,0.0,-8.881784197001252e-16,8.887422048298178e-16,8.890457814381136e-16,-8.890457814381136e-16,8.890457814381136e-16
baseline_native_k2,8,0.8,x1,0.0017505156271826084,0.0017524183097863458,0.0016699315327640303,0.0018261919177912133,0.00184666340444681,0.0016437391534373205,0.0006569523091620464,0.0006569052644141446,0.0006250904062886593,0.0006886879230576031,0.0006979352463544679,0.0006157809680831986,0.0006979352463544679
baseline_native_k2,8,0.8,x2,0.0014218586567363335,0.0014265888246282,0.0013485713183292681,0.00148335507694849,0.0014887242442483402,0.001318172459213808,-2.5647742694706127e-05,-2.574479766511979e-05,-5.844764802448106e-05,7.3694800018205345e-06,1.7298559759592962e-05,-6.81726841499379e-05,6.81726841499379e-05
baseline_native_k2,8,0.8,x3,0.003047652397494149,0.0027605187128183317,0.0022255237705222117,0.004768192946196573,0.005932594794442955,0.002078006129617761,4.7402222482876656e-17,0.0,-2.8427780962569926e-16,2.8449465006019636e-16,2.8449465006019636e-16,-2.8449465006019636e-16,2.8449465006019636e-16
baseline_native_k2,8,0.8,x4,0.007619130918951205,0.0069012967072572,0.00556380935151333,0.011920482290693929,0.014831486911310724,0.005195015249278564,1.184942624345616e-16,0.0,-7.106511559773488e-16,7.112366251504909e-16,7.112366251504909e-16,-7.112366251504909e-16,7.112366251504909e-16
baseline_native_k2,8,0.8,u1,0.009523913626922531,0.008626620862307716,0.006954761667620729,0.014900602841586388,0.01853935861735482,0.006493769039835564,1.480839467253118e-16,0.0,-8.881784197001252e-16,8.890457814381136e-16,8.890457814381136e-16,-8.890457814381136e-16,8.890457814381136e-16
baseline_native_k2,9,0.9,x1,0.0020634292799595476,0.0020681695679835048,0.0019674678871478258,0.0021513371758590948,0.0021740670125606435,0.0019355919011503793,0.0007317346543650279,0.0007316783979941574,0.0006958461527768905,0.0007674811174152328,0.0007776231908211676,0.00068562037956183,0.0007776231908211676
baseline_native_k2,9,0.9,x2,0.0016701070999869136,0.0016769100902983562,0.0015783663878140204,0.0017300233778154265,0.0017361543132044317,0.0015425169714385748,-0.00010388199518764384,-0.00010394991889534088,-0.00013991413062966105,-6.765344380338807e-05,-5.658994702981515e-05,-0.00015078783469479472,0.00015078783469479472
baseline_native_k2,9,0.9,x3,0.0038571850620532956,0.003493781492385351,0.0028166785185400737,0.006034744194005177,0.007508440283193078,0.0026299765042717693,5.998348519276053e-17,0.0,-3.598792271131135e-16,3.5995512126518747e-16,3.5995512126518747e-16,-3.5995512126518747e-16,3.5995512126518747e-16
baseline_native_k2,9,0.9,x4,0.008571522286071961,0.007763958797915186,0.006259285522698898,0.013410542579280864,0.016685422777477213,0.00584439215769231,1.3330265710709277e-16,0.0,-7.997075224253081e-16,7.997075224253081e-16,8.005748841632965e-16,-8.005748841632965e-16,8.005748841632965e-16
baseline_native_k2,9,0.9,u1,0.009523913631246767,0.00862662086663052,0.0069547616719394,0.01490060284591039,0.01853935862168183,0.0064937690441616725,1.4814719185204014e-16,0.0,-8.881784197001252e-16,8.888939931339657e-16,8.89913143176102e-16,-8.890457814381136e-16,8.89913143176102e-16
baseline_native_k2,10,1.0,x1,0.0024012704991854014,0.0024059820382803993,0.0022884719076095793,0.0025003050350168574,0.0025263534430078295,0.002249974385198513,0.0007966028231226725,0.0007965384416843075,0.0007570592538474314,0.0008359840454937982,0.0008468336607176806,0.0007461144363930329,0.0008468336607176806
baseline_native_k2,10,1.0,x2,0.001972792677337146,0.0019857397533830654,0.0018629501726328504,0.0020385968398986118,0.002073602255311848,0.0018166322069972573,-0.000197532869004264,-0.00019758638419364177,-0.00023636914692656578,-0.00015855635066754501,-0.0001466543274375202,-0.0002481079443568937,0.0002481079443568937
baseline_native_k2,10,1.0,x3,0.004761956863338229,0.0043133104810319615,0.0034773808836899857,0.007450301470686666,0.009269679358574336,0.003246884569780178,7.402390332644782e-17,0.0,-4.440892098500626e-16,4.444469965669829e-16,4.445228907190568e-16,-4.445228907190568e-16,4.445228907190568e-16
baseline_native_k2,10,1.0,x4,0.00952391365365582,0.008626620889035992,0.006954761694346457,0.014900602868330856,0.018539358644107364,0.0064937690665695345,1.4809298174341587e-16,0.0,-8.887422048298178e-16,8.890457814381136e-16,8.89913143176102e-16,-8.89913143176102e-16,8.89913143176102e-16
baseline_native_k2,10,1.0,u1,0.009523913635571002,0.008626620870953325,0.006954761676258071,0.01490060285023439,0.018539358626008848,0.00649376904848778,1.4819236694256036e-16,0.0,-8.881784197001252e-16,8.890457814381136e-16,8.89913143176102e-16,-8.881784197001252e-16,8.89913143176102e-16
baseline_native_k2,11,1.1,x1,0.002770055468907359,0.0027773849383030246,0.002638103128827509,0.002879849661560697,0.002909302888350427,0.002592501091610017,0.0008482167072140528,0.0008483630905914422,0.0008055267060217299,0.0008907324515836652,0.0009021051324005523,0.0007940545222380779,0.0009021051324005523
baseline_native_k2,11,1.1,x2,0.002352428692999771,0.0023628735894384518,0.0022229636509674433,0.0024450901104426668,0.002509009489574484,0.002162285924336845,-0.00031358366940395857,-0.00031360705295343963,-0.00035389876030514377,-0.00027320246968252584,-0.0002618077192162297,-0.0003651756192492809,0.0003651756192492809
baseline_native_k2,11,1.1,x3,0.0061696439280142235,0.005593341873314071,0.004635252807481749,0.00944894806379769,0.011653421207362243,0.004275769989190306,8.776616586270158e-17,0.0,-5.334274688628682e-16,5.334274688628682e-16,5.37330596683816e-16,-5.377642775528102e-16,5.377642775528102e-16
baseline_native_k2,11,1.1,x4,0.018629827511925694,0.01765728571375972,0.015525130680064496,0.025072328866009536,0.029135478203761854,0.01384798082952355,1.2591201229798324e-16,0.0,-8.893059899595101e-16,8.881784197001252e-16,9.766493169749424e-16,-9.783840404509192e-16,9.783840404509192e-16
baseline_native_k2,11,1.1,u1,0.09105913852181391,0.09212081330921154,0.07644540122901132,0.10390654426673825,0.10596119553569411,0.060644669769457905,-2.224782857940255e-16,0.0,-8.951173136040325e-16,8.881784197001252e-16,8.881784197001252e-16,-8.951173136040325e-16,8.951173136040325e-16
baseline_native_k2,12,1.2000000000000002,x1,0.0031708179296457708,0.0031796202312400304,0.00301763845247648,0.0032914030039594886,0.0033239662223525724,0.002963543900242333,0.0008838602003034777,0.0008838376341467937,0.0008378670429863198,0.0009297060242283969,0.0009406014070033786,0.0008268533941570757,0.0009406014070033786
baseline_native_k2,12,1.2000000000000002,x2,0.00279950275603965,0.002808049209154739,0.0026454956272274066,0.0029283105046922003,0.003022445005357869,0.002567642603755558,-0.00044167181953962603,-0.00044166098728616783,-0.0004838596610579729,-0.0003995272339712766,-0.00039005355881722406,-0.0004932960127795706,0.0004932960127795706
baseline_native_k2,12,1.2000000000000002,x3,0.008487922376339609,0.007752402716280251,0.006668361756343125,0.012464767254499657,0.015096775009939205,0.006063672419138793,9.917739372811152e-17,0.0,-6.226139395715258e-16,6.218983661376853e-16,6.392456008974534e-16,-6.401129626354418e-16,6.401129626354418e-16
baseline_native_k2,12,1.2000000000000002,x4,0.027735741368580123,0.026913987378638735,0.023079074090568634,0.03524405486207964,0.03973159776181031,0.01991244781093853,1.0357744754478186e-16,0.0,-8.89913143176102e-16,8.893059899595101e-16,1.0651202142497596e-15,-1.0668549377257364e-15,1.0668549377257364e-15
baseline_native_k2,12,1.2000000000000002,u1,0.09105913852620333,0.09212081331360251,0.07644540123340748,0.10390654427111802,0.10596119554007899,0.0606446697738053,-2.224782857940255e-16,0.0,-8.951173136040325e-16,8.881784197001252e-16,8.951173136040325e-16,-8.951173136040325e-16,8.951173136040325e-16
baseline_native_k2,13,1.3,x1,0.00360884338872708,0.0036177335698798275,0.003431910432501949,0.0037405644110097224,0.0037756389636200254,0.0033676591619887673,0.0009016974023272223,0.0009016693003449578,0.0008520604994632081,0.0009512796092264319,0.0009603632650381421,0.0008428048267305673,0.0009603632650381421
baseline_native_k2,13,1.3,x2,0.003324461742232465,0.0033313987910213454,0.0031398732557566186,0.003500324555433007,0.0036263252715026863,0.0030415027476447193,-0.0005799415128557711,-0.0005799341760627873,-0.0006240753205096648,-0.0005359764611097779,-0.0005295821605425664,-0.0006305886569340185,0.0006305886569340185
baseline_native_k2,13,1.3,x3,0.011716792210355882,0.010880814705158663,0.009513846245015632,0.016497759044834207,0.019599740768346988,0.008610591861666938,1.0843828728475853e-16,0.0,-7.112366251504909e-16,7.109330485421949e-16,7.511352650979575e-16,-7.511352650979575e-16,7.511352650979575e-16
baseline_native_k2,13,1.3,x4,0.03684165522565463,0.03612776658881917,0.030516022996662565,0.04541578085857304,0.0503277173202836,0.025976914792767213,8.13874430812452e-17,0.0,-8.881784197001252e-16,8.881784197001252e-16,1.1553258350005535e-15,-1.1553258350005535e-15,1.1553258350005535e-15
baseline_native_k2,13,1.3,u1,0.09105913853059278,0.09212081331799347,0.07644540123780363,0.1039065442754978,0.10596119554446387,0.06064466977815271,-2.224782857940255e-16,0.0,-8.951173136040325e-16,8.881784197001252e-16,8.951173136040325e-16,-8.951173136040325e-16,8.951173136040325e-16
baseline_native_k2,14,1.4000000000000001,x1,0.0040906026893361945,0.0041013643216699595,0.0038868831586725936,0.004233679356181169,0.004270921028330351,0.0038104452339502845,0.0009001616945552687,0.0009002198397730437,0.0008465240552953385,0.0009537333421488466,0.0009597144538817074,0.0008404585171381406,0.0009597144538817074
baseline_native_k2,14,1.4000000000000001,x2,0.00393775998432207,0.003943518922053802,0.003715536811801709,0.004169693401353312,0.004333104950258638,0.0035927705283449237,-0.0007260484671059178,-0.0007260380212471868,-0.0007716104451985584,-0.0006808209445020417,-0.000678096687785037,-0.000774667959771695,0.000774667959771695
baseline_native_k2,14,1.4000000000000001,x3,0.01585625343010408,0.014982961150727177,0.013179728992741446,0.021547923434842853,0.025162318482627233,0.011856736103492815,1.155217414783305e-16,0.0,-8.00835092684693e-16,7.994039458170121e-16,8.708311849403572e-16,-8.72565908416334e-16,8.72565908416334e-16
baseline_native_k2,14,1.4000000000000001,x4,0.04594756908315558,0.04516579020538304,0.037952971903174745,0.0555875068554971,0.06092383687918807,0.03204138177500962,5.90528783280438e-17,0.0,-8.90433560218895e-16,8.881784197001252e-16,1.2420620087993939e-15,-1.2455314557513475e-15,1.2455314557513475e-15
baseline_native_k2,14,1.4000000000000001,u1,0.0910591385349822,0.09212081332238445,0.0764454012421998,0.10390654427987756,0.10596119554884875,0.0606446697825001,-2.2262284608369026e-16,0.0,-8.951173136040325e-16,8.857498068337577e-16,8.881784197001252e-16,-8.951173136040325e-16,8.951173136040325e-16
baseline_native_k2,15,1.5,x1,0.004623613180996801,0.0046482599567020414,0.004389382082607439,0.004778268776260428,0.004817425686370714,0.0042983845811197414,0.0008779838542740114,0.0008780249752331423,0.0008209825290228336,0.0009349037649117291,0.0009372919733391973,0.0008186459303235868,0.0009372919733391973
baseline_native_k2,15,1.5,x2,0.004650327181342356,0.004652621588454654,0.004382304553343505,0.004948749332836567,0.005155828114140813,0.004230775598787379,-0.0008774017650534151,-0.0008776168362210884,-0.0009247512123801704,-0.0008298036187348198,-0.0008279189432043111,-0.0009257845910710305,0.0009257845910710305
baseline_native_k2,15,1.5,x3,0.020906306035625363,0.01995001752432902,0.017456234235384442,0.02761526042456692,0.031784508152821425,0.015364097634446797,1.203645111820991e-16,0.0,-8.893059899595101e-16,8.887422048298178e-16,9.992007221626409e-16,-1.0009354456386177e-15,1.0009354456386177e-15
baseline_native_k2,15,1.5,x4,0.05505348294108472,0.054357584175686716,0.045458670276677396,0.0657592328528513,0.07151995643852299,0.038105848757671965,3.700743415417188e-17,0.0,-8.916478666520788e-16,8.881784197001252e-16,1.3287981825982342e-15,-1.3357370765021415e-15,1.3357370765021415e-15
baseline_native_k2,15,1.5,u1,0.0910591385393716,0.09212081332677541,0.07644540124659596,0.10390654428425733,0.10596119555323363,0.060644669786847495,-2.2233372550436076e-16,0.0,-8.92688700737665e-16,8.857498068337577e-16,8.951173136040325e-16,-8.951173136040325e-16,8.951173136040325e-16
baseline_native_k2,16,1.6,x1,0.005216622612033844,0.005246734618090924,0.004947398444593733,0.005395551335622785,0.005424080952542386,0.004839073003645366,0.0008342168535297548,0.0008342131593408849,0.0007743635573986112,0.0008939879669114163,0.0008963199309701658,0.0007725305721226323,0.0008963199309701658
baseline_native_k2,16,1.6,x2,0.005473993229138569,0.0054731883868074285,0.005150916024200309,0.005850804961147994,0.006108590491180261,0.004965746138171106,-0.0010312067615724067,-0.0010315295271245137,-0.001083149092093898,-0.000978910299794898,-0.0009721568167695696,-0.0010887009134719124,0.0010887009134719124
baseline_native_k2,16,1.6,x3,0.026866950026961017,0.025960348756806487,0.02241220200155042,0.03469977001404818,0.039466309778971365,0.019477905863688753,1.2280396607019148e-16,0.0,-9.783840404509192e-16,9.766493169749424e-16,1.1362438767648086e-15,-1.1397133237167623e-15,1.1397133237167623e-15
baseline_native_k2,16,1.6,x4,0.0641593967994419,0.06354937814641878,0.05310321040573856,0.07593095885063558,0.08211607599828838,0.04417031574075539,1.4672869400970494e-17,0.0,-8.90433560218895e-16,8.881784197001252e-16,1.4155343563970746e-15,-1.429412144204889e-15,1.429412144204889e-15
baseline_native_k2,16,1.6,u1,0.09105913854376106,0.09212081333116637,0.07644540125099211,0.10390654428863709,0.10596119555761849,0.06064466979119489,-2.2276740637335496e-16,0.0,-8.951173136040325e-16,8.857498068337577e-16,8.951173136040325e-16,-8.951173136040325e-16,8.951173136040325e-16
baseline_native_k2,17,1.7000000000000002,x1,0.00588020019910671,0.005904829004010948,0.005570987319833489,0.006097919662240167,0.006126318883792978,0.0054420687355974835,0.0007682552373832895,0.0007682466640973004,0.0007060199257469028,0.0008303563253962115,0.0008373242453561624,0.0006993940103475864,0.0008373242453561624
baseline_native_k2,17,1.7000000000000002,x2,0.006423370015156711,0.006415080275711171,0.006035240171312057,0.006891365748707178,0.007207587527132546,0.005811039679793019,-0.0011845284555656735,-0.0011847624526321202,-0.0012407992295920803,-0.0011277900120223636,-0.0011157079004729354,-0.0012512795969036234,0.0012512795969036234
baseline_native_k2,17,1.7000000000000002,x3,0.033738185404156164,0.03274705746825694,0.028066736423005348,0.0428014522033314,0.04820772336112142,0.02419816079126172,1.2312922672193713e-16,0.0,-1.0673753547685293e-15,1.0651202142497596e-15,1.2836953722228372e-15,-1.2871648191747909e-15,1.2871648191747909e-15
baseline_native_k2,17,1.7000000000000002,x4,0.07326531065826579,0.07274117211762357,0.06074775053528076,0.08610268484888331,0.09271219555851043,0.05023478272428625,-7.517135062566164e-18,0.0,-8.881784197001252e-16,8.881784197001252e-16,1.5126788710517758e-15,-1.519617764955683e-15,1.519617764955683e-15
baseline_native_k2,17,1.7000000000000002,u1,0.09105913854815047,0.09212081333555733,0.07644540125538826,0.10390654429301686,0.10596119556200337,0.06064466979554229,-2.224782857940255e-16,0.0,-8.951173136040325e-16,8.857498068337577e-16,8.951173136040325e-16,-8.951173136040325e-16,8.951173136040325e-16
baseline_native_k2,18,1.8,x1,0.006626810803816798,0.006642188716319276,0.006271304544081334,0.00686962686453364,0.006951058067135985,0.006117960913630469,0.0006798505501937241,0.0006798479226038266,0.0006161075772386791,0.0007433939854003834,0.0007553995804493664,0.0006042285571914254,0.0007553995804493664
baseline_native_k2,18,1.8,x2,0.007515100171481756,0.0074970067264224635,0.007049265559647873,0.00808970441222792,0.008473417961961376,0.00677963520991293,-0.001334328386145462,-0.001334323849142029,-0.0013945811398048897,-0.0012730337270882288,-0.0012557035131256465,-0.0014103351527748583,0.0014103351527748583
baseline_native_k2,18,1.8,x3,0.041520012167257384,0.040466548950427644,0.034464965735264454,0.05192030699246644,0.05800874889932295,0.029524862417209585,1.209969624493823e-16,0.0,-1.1553258350005535e-15,1.1553258350005535e-15,1.4363510381087963e-15,-1.4432899320127035e-15,1.4432899320127035e-15
baseline_native_k2,18,1.8,x4,0.08237122451757976,0.08193296608931569,0.06839229066530264,0.09627441084762833,0.10330831511923165,0.056299249708294724,-2.992397996059992e-17,0.0,-8.881784197001252e-16,8.881784197001252e-16,1.5959455978986625e-15,-1.609823385706477e-15,1.609823385706477e-15
baseline_native_k2,18,1.8,u1,0.0910591385525399,0.09212081333994829,0.07644540125978443,0.10390654429739664,0.10596119556638825,0.06064466979988969,-2.2233372550436076e-16,0.0,-8.951173136040325e-16,8.833211939673902e-16,9.020562075079397e-16,-8.951173136040325e-16,9.020562075079397e-16
baseline_native_k2,19,1.9000000000000001,x1,0.0074696859948694865,0.007486271812631274,0.0070603837621016265,0.007763836772966607,0.007889759006898006,0.006878139710125079,0.0005691203376832981,0.000569153361011655,0.0005033989018514473,0.0006344212966591158,0.0006505286099306772,0.00048728248740449254,0.0006505286099306772
baseline_native_k2,19,1.9000000000000001,x2,0.00876561722923003,0.008736334730464996,0.008208090879316357,0.009463985001127365,0.009925036570004233,0.007885621239368742,-0.0014775289098259016,-0.0014789613906078525,-0.001543780843021471,-0.0014100104711380426,-0.0013892358376085458,-0.00156265642616003,0.00156265642616003
