formal_lane,segment_index,physical_time,state,width_mean,width_median,width_p05,width_p95,width_maximum,width_minimum,center_mean,center_median,center_p05,center_p95,center_maximum,center_minimum,center_maximum_absolute
baseline_native_k2,7,0.7000000000000001,x4,0.11437056604983675,0.11439485687331716,0.11069933513683869,0.11755548037553892,0.11786579083192494,0.1100135697280793,0.5670343974683331,0.5662085747549896,0.5317596341464997,0.6054910311547544,0.6174946246320496,0.5227913047969528,0.6174946246320496
baseline_native_k2,7,0.7000000000000001,u1,0.30624366576246553,0.30627836693885957,0.3009990501724622,0.3107935433706236,0.3112368440226039,0.300019385302809,10.024334853526197,10.023155106792847,9.973942334495003,10.079272901649654,10.096420892331505,9.961130435424224,10.096420892331505
baseline_native_k2,8,0.8,x1,0.02579423226935945,0.025798917966282735,0.025709013295398805,0.025872741092599908,0.025894015315346235,0.025679197746291665,-0.01872616996549558,-0.018729285712585086,-0.06531683128770639,0.027871889230880496,0.04176792103594404,-0.07920509019232343,0.07920509019232343
baseline_native_k2,8,0.8,x2,0.029839351220634358,0.029852558549496977,0.029738049423963204,0.02991413362326619,0.029917438716907552,0.02969221010562373,-0.927271725267467,-0.927279663219416,-0.9737193977487947,-0.8808449905530464,-0.8670475839401979,-0.9875260667487378,0.9875260667487378
baseline_native_k2,8,0.8,x3,0.1020761194563659,0.10198068726154241,0.1004531097030461,0.10384067327135174,0.10478101013145807,0.09949951252460981,0.09778715312838078,0.09740963417370954,0.08166154703839984,0.1153673285278877,0.12085468554607978,0.07756173933574981,0.12085468554607978
baseline_native_k2,8,0.8,x4,0.14499493263042518,0.14502269357154512,0.14079924015842252,0.1486348347169468,0.14898947523853145,0.14001550826269682,0.569467882820952,0.5685240854342739,0.5291538675959997,0.6134183213197193,0.6271367138651995,0.5189043483393746,0.6271367138651995
baseline_native_k2,8,0.8,u1,0.30624366576678996,0.3062783669431832,0.30099905017677997,0.3107935433749531,0.3112368440269311,0.3000193853071256,10.024334853526197,10.023155106792847,9.973942334495003,10.079272901649654,10.096420892331505,9.961130435424224,10.096420892331505
baseline_native_k2,9,0.9,x1,0.02710257983195614,0.027108442580409696,0.02699933160031473,0.02719342391124384,0.027218897776298726,0.026961639470012164,-0.11106626198863238,-0.11107028640387029,-0.15711650965948531,-0.0650043235733229,-0.05103253230320447,-0.17107601233483,0.17107601233483
baseline_native_k2,9,0.9,x2,0.030126789180697954,0.03015053537531559,0.03000454654111288,0.030203181568589487,0.030210725940167382,0.0299388052954912,-0.91952100710848,-0.9195321014883133,-0.9659085350514761,-0.8731628600029933,-0.8596120067743257,-0.979472382118776,0.979472382118776
baseline_native_k2,9,0.9,x3,0.0913775886834385,0.09125680731186453,0.08932346696439344,0.09361085210553037,0.09480096594410349,0.08811657053543426,0.1548556156781069,0.1543778182511011,0.1344466454704748,0.17710552516810787,0.18405046139425724,0.12925782634680832,0.18405046139425724
baseline_native_k2,9,0.9,x4,0.17561929921147668,0.1756505302702363,0.1708991451804685,0.17971418905881859,0.18011315964560176,0.17001744679777642,0.5719013681735708,0.5708395961135582,0.5265481010454997,0.6213456114846843,0.6367788030983494,0.5150173918817964,0.6367788030983494
baseline_native_k2,9,0.9,u1,0.3062436657711139,0.3062783669475069,0.30099905018109885,0.31079354337928156,0.31123684403126184,0.3000193853114421,10.024334853526197,10.023155106792847,9.973942334495003,10.079272901649654,10.096420892331505,9.961130435424224,10.096420892331505
baseline_native_k2,10,1.0,x1,0.02827224232140574,0.02828358208443131,0.028148642381499417,0.028375361708939152,0.028405735874634047,0.028101251008307043,-0.2021443132124192,-0.20215046953260107,-0.2473432763989369,-0.1569285879100967,-0.14314093973513758,-0.2611116778744226,0.2611116778744226
baseline_native_k2,10,1.0,x2,0.030026883864330767,0.030046460221802407,0.029870720389944067,0.030127073166767316,0.030149875774547086,0.02978991320279345,-0.9020348545295507,-0.902049706600041,-0.9479401234413949,-0.8561659721899149,-0.8430578503923088,-0.9610689257073888,0.9610689257073888
baseline_native_k2,10,1.0,x3,0.08781765662042325,0.08601251827204871,0.08483270976859851,0.09384640952057283,0.09501964263355231,0.08479280595155769,0.21216742676309494,0.21157755339642118,0.18697116724749974,0.23963645082482452,0.24821044616574967,0.18056521771210904,0.24821044616574967
baseline_native_k2,10,1.0,x4,0.20624366579299128,0.2062783669693905,0.2009990502029765,0.21079354340115453,0.21123684405313597,0.20001938533331753,0.57433485352619,0.5731551067928423,0.5239423344949995,0.6292729016496491,0.6464208923314994,0.5111304354242182,0.6464208923314994
baseline_native_k2,10,1.0,u1,0.3062436657754382,0.3062783669518305,0.30099905018541895,0.31079354338361104,0.3112368440355926,0.3000193853157622,10.024334853526197,10.023155106792847,9.973942334495003,10.079272901649654,10.096420892331505,9.961130435424224,10.096420892331505
baseline_native_k2,11,1.1,x1,0.029286175127838748,0.029302097862583282,0.029139511831070643,0.02940297080059379,0.029437364568792035,0.02908025847364415,-0.29099673818891664,-0.2910036028516762,-0.3356806938893387,-0.2462886357773571,-0.23357737521581046,-0.3483642822839928,0.3483642822839928
baseline_native_k2,11,1.1,x2,0.029540645972806406,0.02956234675567032,0.02934336083084531,0.029683522267681534,0.02972878796655254,0.02924550647123214,-0.8750168391242381,-0.8750360168924289,-0.9200090504903419,-0.8300718773170758,-0.8175812230560318,-0.9325266075034233,0.9325266075034233
baseline_native_k2,11,1.1,x3,0.09461140205635228,0.09245640203651953,0.0910841027502346,0.10182037338559224,0.10317645286603877,0.09104969158759799,0.26445511937479244,0.26374248608031026,0.23487155762181747,0.29677770944847887,0.3068701459873423,0.22739225115507578,0.3068701459873423
baseline_native_k2,11,1.1,x4,0.18731535632605043,0.1872819673062962,0.18392890750847185,0.19032297278982685,0.19352440858134018,0.18289336659232364,0.4714189987077597,0.47042732268962184,0.43325393755718145,0.513552270823437,0.526773104100353,0.4254102334351162,0.526773104100353
baseline_native_k2,11,1.1,u1,0.3714093748369402,0.37189941002021953,0.3489828743891737,0.39326017009394165,0.3943269908404936,0.32939277465895067,8.970841451815703,8.970980600392837,8.839909754276318,9.103071799305694,9.142797980108984,8.80352211768854,9.142797980108984
baseline_native_k2,12,1.2000000000000002,x1,0.030122898863645678,0.03014186974160596,0.029949781013432524,0.030253828203795418,0.030292358363326943,0.02987627236864293,-0.3766881034809207,-0.37669763472512285,-0.42102424063924726,-0.33232618079910103,-0.3213853340813635,-0.43191893841881634,0.43191893841881634
baseline_native_k2,12,1.2000000000000002,x2,0.02869123264788544,0.028713718819774303,0.028448222455302506,0.0288823361153121,0.028954353060235638,0.028330251061443268,-0.8388167436474824,-0.8387666426772062,-0.8824288568144544,-0.7952640519909356,-0.7835191609817216,-0.8942075985591835,0.8942075985591835
baseline_native_k2,12,1.2000000000000002,x3,0.09986557571560155,0.09746315464891432,0.09589754716395259,0.10820370117203841,0.10963902650969226,0.09580783951362606,0.3064512265046469,0.30576611659274566,0.27378426184577065,0.3423469049895119,0.35356506698582024,0.26564726439913233,0.35356506698582024
baseline_native_k2,12,1.2000000000000002,x4,0.1686917161224569,0.1691509081718236,0.16187275393420905,0.17418957468121754,0.18006327187596002,0.15964636499873414,0.36850314388932953,0.36832639167686415,0.3383403161349735,0.3995833304431513,0.4071253158692065,0.3378212028561617,0.4071253158692065
baseline_native_k2,12,1.2000000000000002,u1,0.37140937484132963,0.3718994100246089,0.34898287439354,0.3932601700983529,0.3943269908449061,0.32939277466329564,8.970841451815703,8.970980600392837,8.839909754276318,9.103071799305694,9.142797980108984,8.80352211768854,9.142797980108984
baseline_native_k2,13,1.3,x1,0.030770275045901862,0.030789231830962827,0.030567236987840175,0.03091547274023295,0.03095817580725474,0.030476667982074157,-0.45832346340712027,-0.458334619256003,-0.5027152638281283,-0.41389680453846833,-0.4056448594679933,-0.5109051978301742,0.5109051978301742
baseline_native_k2,13,1.3,x2,0.02752408294959323,0.027539988568854423,0.027232877086304834,0.0277733501936042,0.0278717768175466,0.027091889095974264,-0.7938993304373977,-0.7939067980069512,-0.8363119684160918,-0.7515472352353,-0.741318233644642,-0.8465945043139734,0.8465945043139734
baseline_native_k2,13,1.3,x3,0.10358017760021247,0.10107079878765986,0.0992058306875192,0.11299639288195346,0.11440736356655429,0.09854267841569114,0.3381557481526583,0.33749324261669417,0.30370250319387837,0.37634403744792383,0.38829520916118354,0.29533025744427854,0.38829520916118354
baseline_native_k2,13,1.3,x4,0.15582060047650978,0.15567262462708792,0.14525219246381077,0.16651215865839378,0.17222664841772284,0.1413019046725387,0.26558728907089935,0.2655364250769927,0.23910642398968293,0.29034204833517435,0.29663135338415253,0.23162307833160817,0.29663135338415253
baseline_native_k2,13,1.3,u1,0.37140937484571895,0.37189941002900007,0.34898287439790626,0.3932601701027618,0.39432699084931855,0.32939277466764416,8.970841451815703,8.970980600392837,8.839909754276318,9.103071799305694,9.142797980108984,8.80352211768854,9.142797980108984
baseline_native_k2,14,1.4000000000000001,x1,0.03122151829421159,0.03124742416544679,0.03098507605731312,0.03138071594513352,0.031427418576969846,0.030874392984510612,-0.5350585216838813,-0.5350690270510445,-0.5790846574648689,-0.49098648406887146,-0.48548315784679896,-0.5845067317130013,0.5845067317130013
baseline_native_k2,14,1.4000000000000001,x2,0.026129387844699592,0.02617151843722393,0.025791949360763032,0.026401292095095664,0.02653056864408776,0.025581768431279572,-0.7408131825743887,-0.7408224573285878,-0.7827574275026716,-0.6988903106791295,-0.6915033551791958,-0.7902593529389423,0.7902593529389423
baseline_native_k2,14,1.4000000000000001,x3,0.10575520771022617,0.10324556256120487,0.10059127251504721,0.11619844851537753,0.11748146403666443,0.09955726137052401,0.35956868431882677,0.35865115798021485,0.3240997875580728,0.39876910682371447,0.4110605725134323,0.3164412302905146,0.4110605725134323
baseline_native_k2,14,1.4000000000000001,x4,0.1450759994501584,0.14523897435334884,0.13047038132200606,0.15923287359399135,0.16439002495991645,0.12503059762986868,0.16267143425246913,0.16414140476726644,0.13378575734164694,0.18897921663367573,0.19769825769467636,0.12496662589519442,0.19769825769467636
baseline_native_k2,14,1.4000000000000001,u1,0.3714093748501084,0.37189941003338944,0.34898287440227377,0.3932601701071743,0.394326990853731,0.3293927746719927,8.970841451815703,8.970980600392837,8.839909754276318,9.103071799305694,9.142797980108984,8.80352211768854,9.142797980108984
baseline_native_k2,15,1.5,x1,0.03147509549027581,0.031519621449544566,0.03120168041300403,0.031647431516712135,0.03169759556161522,0.031067832808723828,-0.6061077826907758,-0.6061212982320588,-0.6493496614231627,-0.5628068140494761,-0.5600829106898263,-0.6519692944422044,0.6519692944422044
baseline_native_k2,15,1.5,x2,0.02509787850986248,0.025039962146583716,0.02474696629981744,0.025524358264766622,0.02558399907859432,0.024602774934324168,-0.6801858352488122,-0.6801448393779993,-0.7221669320613275,-0.638229095865742,-0.6346732189554543,-0.72585839129341,0.72585839129341
baseline_native_k2,15,1.5,x3,0.10639066604568385,0.10374576957951881,0.10024303429574183,0.1178098680723515,0.11886132792006293,0.09885158837816543,0.3706900350031521,0.3696608016708641,0.3348183909095977,0.4096221131168839,0.4218611570425663,0.3289801829378404,0.4218611570425663
baseline_native_k2,15,1.5,x4,0.13438371163260676,0.1348053240800381,0.11641759101634525,0.1523776148007144,0.15655340150254055,0.10875929058762362,0.059755579434038954,0.05965254251016143,0.026272960056575125,0.09164015291561782,0.09876516200520012,0.018310173458780686,0.09876516200520012
baseline_native_k2,15,1.5,u1,0.3714093748544977,0.3718994100377788,0.3489828744066424,0.39326017011158554,0.3943269908581435,0.32939277467633765,8.970841451815703,8.970980600392837,8.839909754276318,9.103071799305694,9.142797980108984,8.80352211768854,9.142797980108984
baseline_native_k2,16,1.6,x1,0.03175006016424248,0.03177798301481194,0.031425490910245046,0.03196119437621237,0.032006051291672444,0.03126893932867747,-0.6707521767943015,-0.6707388638344576,-0.7129741820858767,-0.6285536395501476,-0.6284471974819468,-0.7131417157168772,0.7131417157168772
baseline_native_k2,16,1.6,x2,0.024475702781079994,0.024500673484543378,0.02407459082296377,0.02477283911427442,0.0248223692123688,0.023893852894410816,-0.6127183331563771,-0.6127181846383596,-0.654308707305589,-0.5711056001192214,-0.5706580643487689,-0.6543373872391103,0.6543373872391103
baseline_native_k2,16,1.6,x3,0.10548655260662675,0.10274061942290133,0.0982417063389157,0.11783065155291667,0.11854695521679037,0.09642565943865611,0.3715198002056345,0.3708957171427678,0.33527841029767314,0.40945246231500687,0.42069696274858576,0.3329471153862561,0.42069696274858576
baseline_native_k2,16,1.6,x4,0.1475142939255768,0.14768574484675961,0.12575219264035284,0.16645977357851094,0.17218682862545143,0.1081676990185314,-0.043160275384391246,-0.041776356795409336,-0.0849355367845513,-0.0029627005471223556,-0.000167933684276117,-0.08834627897763309,0.08834627897763309
baseline_native_k2,16,1.6,u1,0.37140937485888753,0.37189941004217,0.34898287441100867,0.393260170115998,0.39432699086255596,0.3293927746806862,8.970841451815703,8.970980600392837,8.839909754276318,9.103071799305694,9.142797980108984,8.80352211768854,9.142797980108984
baseline_native_k2,17,1.7000000000000002,x1,0.033990340238161464,0.034016074293361565,0.03361896817308295,0.0342454962186624,0.034267034539793184,0.0334349741676816,-0.7283461180233629,-0.7283294201628541,-0.7716922691765261,-0.6850290106772667,-0.6821560130073535,-0.77464051321427,0.77464051321427
baseline_native_k2,17,1.7000000000000002,x2,0.026711465737791002,0.026739460825081385,0.02623673649761738,0.02703963850633171,0.027168841430387836,0.02601977569081193,-0.539179314100629,-0.5391798876245755,-0.5804605310530035,-0.497878535739347,-0.493491168198696,-0.5843283979624427,0.5843283979624427
baseline_native_k2,17,1.7000000000000002,x3,0.10356584468635306,0.10110965336084851,0.09495597405825883,0.11622930208349513,0.11675030344387727,0.09283315006910053,0.3620579799262739,0.36178412111229274,0.3259919442686375,0.3989907360209341,0.4075679896314905,0.32526179257286836,0.4075679896314905
baseline_native_k2,17,1.7000000000000002,x4,0.17919771736716306,0.1791048883575468,0.15367342413336676,0.20101670902618335,0.20661671419029892,0.13385910574684012,-0.14607613020282142,-0.14596547735185378,-0.19572037961625488,-0.09428476409884784,-0.08891097849949656,-0.19614568420480633,0.19614568420480633
baseline_native_k2,17,1.7000000000000002,u1,0.3714093748632766,0.37189941004655935,0.3489828744153762,0.3932601701204069,0.39432699086696843,0.3293927746850347,8.970841451815703,8.970980600392837,8.839909754276318,9.103071799305694,9.142797980108984,8.80352211768854,9.142797980108984
baseline_native_k2,18,1.8,x1,0.03601694756794951,0.036043185770674446,0.03559613689825667,0.0363144845297524,0.036371826836577026,0.03538148477873815,-0.7783239384556232,-0.7783031308580328,-0.8223529660109388,-0.7343305154877424,-0.7287436723355687,-0.8280308726546295,0.8280308726546295
baseline_native_k2,18,1.8,x2,0.028827986605688555,0.02886193489448652,0.028267336535024883,0.02918830941804517,0.029418880740995357,0.02800758558060873,-0.46039847344154233,-0.4604624878446786,-0.5009534050822131,-0.4198161879309487,-0.4114859506111349,-0.5086875558739308,0.5086875558739308
baseline_native_k2,18,1.8,x3,0.10225023537372807,0.10150483145473627,0.09409725650783773,0.11277705429296701,0.11352691784061175,0.09081678618391414,0.34230457416507026,0.34283743126203947,0.30666739438049206,0.3793414357463463,0.38247423769128064,0.3007695185365802,0.38247423769128064
baseline_native_k2,18,1.8,x4,0.21232044145449055,0.21323257413515523,0.18205698128571876,0.23530312070520434,0.2410465997556457,0.15955051247562665,-0.24899198502125164,-0.24864348323722396,-0.31043228226380276,-0.18465683320433332,-0.17463118048859866,-0.3110014017395763,0.3110014017395763
baseline_native_k2,18,1.8,u1,0.37140937486766595,0.37189941005094873,0.34898287441974246,0.3932601701248194,0.3943269908713809,0.32939277468937966,8.970841451815703,8.970980600392837,8.839909754276318,9.103071799305694,9.142797980108984,8.80352211768854,9.142797980108984
baseline_native_k2,19,1.9000000000000001,x1,0.03782735954462046,0.03787272800214797,0.0373552221220502,0.038180471009995484,0.03827489271847573,0.03710656632662479,-0.8202056381896439,-0.8202081975710046,-0.8644645093262322,-0.7759900976010919,-0.7677690694820711,-0.8727939922657046,0.8727939922657046
baseline_native_k2,19,1.9000000000000001,x2,0.03082047474577478,0.030874926160364552,0.03016020760480944,0.031215832515159116,0.03157038757240488,0.029849935506612357,-0.3772593728096731,-0.37733504051965205,-0.4180524050448957,-0.3362177082750594,-0.32554219547896657,-0.42826051020101297,0.42826051020101297
baseline_native_k2,19,1.9000000000000001,x3,0.10126907839070438,0.10193932964425265,0.092671776431189,0.10883908963658356,0.10987290234036495,0.08877756131761388,0.31225958292202355,0.3113692733184836,0.275489440347428,0.347291300665252,0.355123859091235,0.2652707775297135,0.355123859091235
baseline_native_k2,19,1.9000000000000001,x4,0.24588042329281332,0.24719576131712767,0.21334185981504222,0.26959814206294214,0.2754764853214655,0.18716944099148153,-0.3519078398396818,-0.3523750714281675,-0.42592389668694947,-0.2750289023098188,-0.26035138247770073,-0.430409201748818,0.430409201748818
baseline_native_k2,19,1.9000000000000001,u1,0.3714093748720555,0.3718994100553399,0.34898287442411,0.3932601701292306,0.39432699087579337,0.3293927746937282,8.970841451815703,8.970980600392837,8.839909754276318,9.103071799305694,9.142797980108984,8.80352211768854,9.142797980108984
baseline_native_k2,20,2.0,x1,0.0394257272250333,0.03947598025066179,0.03890074612118494,0.03984129211868042,0.03998219383506607,0.038615131139990044,-0.8536018747847978,-0.8536323023096819,-0.8976294184557138,-0.8096267561770408,-0.7988769799301702,-0.908506464278453,0.908506464278453
baseline_native_k2,20,2.0,x2,0.03268769691654958,0.03274861503905077,0.03191162774632892,0.03315738679620092,0.03362595004552443,0.03154247233843088,-0.2906915168335364,-0.29076327030684357,-0.332643209735862,-0.24832065373623566,-0.23660022381886328,-0.3439658935422986,0.3439658935422986
baseline_native_k2,20,2.0,x3,0.10006250431549936,0.10099080274795624,0.09044848110009904,0.10797290969451769,0.10938004989806624,0.08588067136322156,0.27192300619713383,0.2713274580561382,0.23107638268513384,0.30975589419208455,0.3204804822314907,0.2191063912792054,0.3204804822314907
baseline_native_k2,20,2.0,x4,0.2794879687563637,0.2810153541410426,0.24475421459904448,0.3040382369889154,0.3099063708877585,0.21624074082600547,-0.45482369465811195,-0.4557316944169424,-0.5414155111100962,-0.3654009714153043,-0.34607158446680286,-0.5500569899799643,0.5500569899799643
baseline_native_k2,20,2.0,u1,0.37140937487644493,0.3718994100597275,0.3489828744284763,0.39326017013364306,0.39432699088020584,0.3293927746980767,8.970841451815703,8.970980600392837,8.839909754276318,9.103071799305694,9.142797980108984,8.80352211768854,9.142797980108984
