formal_lane,segment_index,physical_time,state,margin_mean,margin_median,margin_p05,margin_p95,margin_maximum,margin_minimum
baseline_native_k2,11,1.1,x2,1.0813080768070897,1.0813032464740273,1.0353598311694436,1.127268715094626,1.14043126970212,1.0222197168867733
baseline_native_k2,11,1.1,x3,1.6752495528439793,1.6766569833535994,1.639232892939407,1.7067734854601488,1.714085916856942,1.6284075134795013
baseline_native_k2,11,1.1,x4,1.3039728448324366,1.3055908081043615,1.2486868569526985,1.354142737499534,1.3660179747408714,1.2330429902843434
baseline_native_k2,12,1.2000000000000002,x1,1.6053094473227933,1.605307036475419,1.5607260990789051,1.6499006991639338,1.660845917704489,1.5497926883020063
baseline_native_k2,12,1.2000000000000002,x2,1.1085536506379845,1.1085471550712693,1.0635118910806287,1.153611229987433,1.1661715361330791,1.0509805909576408
baseline_native_k2,12,1.2000000000000002,x3,1.6308029884705955,1.6324969627797659,1.590674667187012,1.6655478779058468,1.6733629479688943,1.5786747045411618
baseline_native_k2,12,1.2000000000000002,x4,1.4163528543851462,1.417675436639185,1.3742625701992448,1.4539870510580561,1.4594848097230666,1.363095950269237
baseline_native_k2,13,1.3,x1,1.5228610325104572,1.5228527919246215,1.4782117181944747,1.5675211175105763,1.5757548625267985,1.4699942948942835
baseline_native_k2,13,1.3,x2,1.1451246436667295,1.1451321549811344,1.1014590948121796,1.1888040447213866,1.2006309350895707,1.0896631264387995
baseline_native_k2,13,1.3,x3,1.5974025620031258,1.5990249254455104,1.5544899566029193,1.6339476445137422,1.6417722751380324,1.5417537927193328
baseline_native_k2,13,1.3,x4,1.5285805293051646,1.5290249818690116,1.4968851947454902,1.5597391666949199,1.5627750831342346,1.4931489102539237
baseline_native_k2,14,1.4000000000000001,x1,1.44544767188452,1.4454349922901577,1.4011536332090324,1.4897558221952143,1.495216872656239,1.3957139305965653
baseline_native_k2,14,1.4000000000000001,x2,1.1905037975850778,1.1905016343226684,1.1480383713140319,1.232955913863745,1.2433401369413393,1.1377274669105957
baseline_native_k2,14,1.4000000000000001,x3,1.5747758806769367,1.576205982101984,1.5306205378113722,1.612331240947843,1.6191342791660404,1.5176447780139943
baseline_native_k2,14,1.4000000000000001,x4,1.6379319419463563,1.637160667242341,1.610877313615362,1.6679341167276347,1.6780246034265556,1.6033785699907543
baseline_native_k2,15,1.5,x1,1.3738621250690677,1.3738465395560353,1.3303434734029767,1.417393489773512,1.420048073731416,1.327714022456285
baseline_native_k2,15,1.5,x2,1.2441849985956466,1.2441758906760305,1.2021810180433719,1.2861287216467816,1.2938210432380453,1.1946696084054143
baseline_native_k2,15,1.5,x3,1.5631042449889108,1.5649409232681704,1.5188178694791652,1.601610463386437,1.6057301857152326,1.5060597421048143
baseline_native_k2,15,1.5,x4,1.7462200972777495,1.7446608482255606,1.7151900696494602,1.7811521983239542,1.7928167093840932,1.7051562540143816
baseline_native_k2,16,1.6,x1,1.3087983498945814,1.3087804869267285,1.266291709143839,1.351327282743946,1.3515482278378914,1.2660822640290748
baseline_native_k2,16,1.6,x2,1.3052448328245874,1.3052468986217969,1.26306568171811,1.347343649574761,1.351071645488969,1.2595258397359106
baseline_native_k2,16,1.6,x3,1.5624913650095664,1.5643325300000883,1.5190825773714693,1.6016370760281384,1.6018337613139857,1.5072082534881888
baseline_native_k2,16,1.6,x4,1.8413171220769329,1.84278749269104,1.8141752808522813,1.8633827043684381,1.864045371567724,1.8069339380377936
baseline_native_k2,17,1.7000000000000002,x1,1.250787797030586,1.2507693430233462,1.2071169234266337,1.2944838514722776,1.2974872001265871,1.2041247694690114
baseline_native_k2,17,1.7000000000000002,x2,1.3728408580546452,1.3728419263892864,1.3311353242331598,1.4145209904781342,1.4146459340102968,1.3310675720680218
baseline_native_k2,17,1.7000000000000002,x3,1.567432685355356,1.5692002451238696,1.5248394512568488,1.605754972624805,1.6062289950695388,1.5137976927531152
baseline_native_k2,17,1.7000000000000002,x4,1.7615962540892418,1.7617549022199719,1.7177298468285835,1.8058471140516603,1.806652854635549,1.7164338929354734
baseline_native_k2,18,1.8,x1,1.1993095119147723,1.1992868116425355,1.1549357552178523,1.2437140661639934,1.2494630569051552,1.1492053383775107
baseline_native_k2,18,1.8,x2,1.4450830138293125,1.4450807692408412,1.4036224756627789,1.4864535826065521,1.4904461635105726,1.3998986327901592
baseline_native_k2,18,1.8,x3,1.5762706884227626,1.5768886855927697,1.5352093004614764,1.615031565088009,1.618462563367683,1.5266464001787345
baseline_native_k2,18,1.8,x4,1.642838687549772,1.642543799004335,1.5923948958691716,1.6976018450612314,1.7037177098637721,1.5907840332167984
baseline_native_k2,19,1.9000000000000001,x1,1.1560857630912054,1.1560587176672814,1.1114636401328504,1.2007445862914035,1.2091612485177408,1.103076305932667
baseline_native_k2,19,1.9000000000000001,x2,1.5226407851065005,1.5226201068231697,1.4818869468584026,1.5632946602491284,1.5711453193778002,1.4743470797115832
baseline_native_k2,19,1.9000000000000001,x3,1.595025762635902,1.5940865423552613,1.5559228645655983,1.6331299938324644,1.643030084848069,1.5523070047207395
baseline_native_k2,19,1.9000000000000001,x4,1.5233614706874405,1.5235171032792916,1.464252672779439,1.5899463152595703,1.6007825650917589,1.462333043023118
baseline_native_k2,20,2.0,x1,1.1215097605601885,1.1214668800267993,1.0771022500690848,1.1659599350519936,1.1769405323769426,1.0661660950576777
baseline_native_k2,20,2.0,x2,1.6046385415290096,1.604611487202199,1.5636986662849528,1.6455382034215447,1.6558505268532369,1.5536754536851154
baseline_native_k2,20,2.0,x3,1.623883333278534,1.6240357095557876,1.5859224486147343,1.6645077507068948,1.677963034505368,1.5801323603889503
baseline_native_k2,20,2.0,x4,1.4036656249496116,1.4012311573064213,1.3341911855223694,1.4822907854576726,1.4978474203195093,1.332281742805219
baseline_native_k2,21,2.1,x1,1.0958765461229916,1.09582251341526,1.0513694569782304,1.140402719677087,1.1530670114614923,1.0387996581781902
baseline_native_k2,21,2.1,x2,1.690157936515903,1.6901698569139798,1.648140630742518,1.7322071406168682,1.7436169013422722,1.6369903430080017
baseline_native_k2,21,2.1,x3,1.662719157207927,1.6612491316287183,1.6232051318959066,1.7086330393819744,1.72370482598135,1.6125445664801388
baseline_native_k2,21,2.1,x4,1.3106609667593896,1.3079311950883301,1.2621079918002203,1.368025030770221,1.3794104125689233,1.260247347739756
baseline_native_k2,22,2.2,x1,1.0793603393638875,1.0793285895884468,1.034689866988353,1.1240906370691597,1.1377087061222433,1.0211946359127386
baseline_native_k2,22,2.2,x2,1.778215473266197,1.778244098141828,1.7350941542301814,1.821373380508776,1.8334649201450854,1.7233079615348603
baseline_native_k2,22,2.2,x3,1.7105205555207939,1.708197339166424,1.6677201670475699,1.758675327495482,1.7756162544047382,1.6534349355338107
baseline_native_k2,22,2.2,x4,1.2456533606488018,1.2435918042883078,1.2122323365122178,1.2854454058303495,1.2928076108586546,1.2104766716388402
baseline_native_k2,23,2.3000000000000003,x1,1.0719925730273232,1.0719059637090873,1.0269415583962291,1.1170852811303769,1.1309187533738678,1.0134257918613798
baseline_native_k2,23,2.3000000000000003,x2,1.8677822381232305,1.8678058918146416,1.8238958901693774,1.9116796578024442,1.9243387744175462,1.8116730803284928
baseline_native_k2,23,2.3000000000000003,x3,1.7595073053624528,1.757401369350056,1.7145989771967485,1.8087384949988725,1.8262043649967685,1.6977440480662125
baseline_native_k2,23,2.3000000000000003,x4,1.1806457545379887,1.18104436338555,1.1602295655761579,1.2028657808902494,1.206208652138642,1.1580569170461528
baseline_native_k2,24,2.4000000000000004,x1,1.073307876803777,1.073063273419987,1.028577478720817,1.1189646653121839,1.1325170258600696,1.0152537209662074
baseline_native_k2,24,2.4000000000000004,x2,1.9015763503286471,1.9060638063715376,1.8608548770126851,1.9295206174760255,1.9340336660208777,1.8463510624095938
baseline_native_k2,24,2.4000000000000004,x3,1.8121706499610364,1.8116295148931942,1.7620093966992285,1.863938317586331,1.882049239747691,1.7491546088551855
baseline_native_k2,24,2.4000000000000004,x4,1.1156381484269504,1.1176666921451655,1.10418268697537,1.1255457406001093,1.1300308236620484,1.1026305479196865
baseline_native_k2,25,2.5,x1,1.0772043262010007,1.0773244057101499,1.0322040199996905,1.1222614416140535,1.1357863120135465,1.0189720343369562
baseline_native_k2,25,2.5,x2,1.8153473435806988,1.8158345549905373,1.7689589133350705,1.860646970099418,1.8745107077657543,1.7543633213397323
baseline_native_k2,25,2.5,x3,1.8427495806322742,1.843721334708063,1.8120466658837298,1.8722113132023308,1.8905891868134963,1.8053876900663874
baseline_native_k2,25,2.5,x4,1.0506305423156868,1.047970604852013,1.0368767191482873,1.0710541628576828,1.0811659902087807,1.0329992057264632
baseline_native_k2,26,2.6,x1,1.0878497953277813,1.087820703596128,1.0432493037792567,1.1325331053534422,1.1457310955127427,1.0304056042234178
baseline_native_k2,26,2.6,x2,1.7258658309082477,1.7262619884419157,1.6790599955951173,1.7714776696310799,1.7845406271290685,1.6652534958557
baseline_native_k2,26,2.6,x3,1.7715151019507882,1.7721403010874974,1.7287861141927965,1.8156839783707959,1.8281959475168192,1.7188641627361274
baseline_native_k2,26,2.6,x4,0.9853976177032869,0.9832501053639823,0.9548129378433163,1.020019622282772,1.0313528765729183,0.945380373033003
baseline_native_k2,27,2.7,x1,1.1073176711851977,1.1072835720505023,1.0637014369092743,1.1511071569526024,1.1638878627642062,1.0512911293165819
baseline_native_k2,27,2.7,x2,1.6396375211394787,1.6400748223545039,1.592206519235296,1.686059001138831,1.6972953112080353,1.5799492602445393
baseline_native_k2,27,2.7,x3,1.6696136610949852,1.6680077487815543,1.630816098868469,1.7118871874181418,1.7231551799827547,1.6228311240146809
baseline_native_k2,27,2.7,x4,0.9134211220340687,0.9131228033742954,0.8632394789826537,0.9658247041479365,0.9775279254012126,0.8460738338232925
baseline_native_k2,28,2.8000000000000003,x1,1.1352983250729436,1.1352582491086038,1.0929566554098524,1.1778625594818388,1.1899666674016138,1.0813024361389847
baseline_native_k2,28,2.8000000000000003,x2,1.5575405197930625,1.5577941960770378,1.509156978765093,1.604842171397131,1.6136603648034007,1.4993328684617895
baseline_native_k2,28,2.8000000000000003,x3,1.559271854148793,1.557199385562309,1.5251568429722695,1.6001751809230957,1.6084485023571529,1.5196011362128379
baseline_native_k2,28,2.8000000000000003,x4,0.8246033801520699,0.8247282005102735,0.7483631684568279,0.8994728514388484,0.923950386146478,0.7277930429646395
baseline_native_k2,29,2.9000000000000004,x1,1.1713869142444182,1.1712868579113014,1.1307769394673244,1.212279402860425,1.2235906388335605,1.120010053076346
baseline_native_k2,29,2.9000000000000004,x2,1.4803970312973538,1.4805134013693686,1.4315508652071225,1.5280926372598767,1.534466029871109,1.4242268800324196
baseline_native_k2,29,2.9000000000000004,x3,1.44164808625966,1.4383663075113544,1.4110232659524642,1.4795790936020254,1.4956899343503935,1.4092329119126852
baseline_native_k2,29,2.9000000000000004,x4,0.7305284435320271,0.7303701539460142,0.6332092436943056,0.8266675018195725,0.857975399878101,0.6082976890510239
baseline_native_k2,30,3.0,x1,1.215088420753555,1.2148895147838328,1.1756180464718675,1.2547376471657252,1.2643007542450704,1.1668866730189957
baseline_native_k2,30,3.0,x2,1.4089679449891055,1.4090880578294849,1.3601736582656379,1.4565510244254387,1.4604838964939026,1.3553884481155878
baseline_native_k2,30,3.0,x3,1.3171780938253599,1.3113169524095292,1.2847891136452976,1.355310075697934,1.3815650271820847,1.27668335428673
baseline_native_k2,30,3.0,x4,0.6359713273180551,0.6359978301983418,0.5180553189315225,0.7530113946029048,0.7880858343846933,0.488732871529445
baseline_native_k2,31,3.1,x1,1.2658275540539257,1.2656389454391779,1.2262260101750624,1.3052895775599542,1.311551458330831,1.2213181930423604
baseline_native_k2,31,3.1,x2,1.3439358551528382,1.3442260474635612,1.295726860469115,1.3916858744497345,1.3924798801327718,1.2934917868082714
baseline_native_k2,31,3.1,x3,1.1882267534119142,1.1842028880656548,1.1496893093008975,1.2306994400227156,1.2620969775756183,1.135651201602395
baseline_native_k2,31,3.1,x4,0.5977241375361367,0.5976734504633,0.47502312729072,0.7203551977183531,0.7629571847906662,0.4414386138611366
baseline_native_k2,32,3.2,x1,1.3229439556831208,1.3227110071661792,1.2833359997800546,1.3624053680387136,1.3647565762233365,1.2825126197531183
baseline_native_k2,32,3.2,x2,1.2857333247975884,1.284978215001815,1.2371977705789152,1.3345692803693876,1.3386391690037218,1.2353123093427922
baseline_native_k2,32,3.2,x3,1.073539416761226,1.073520394867713,1.0284405527272347,1.117632697737312,1.1566221390460516,1.0094714447363389
baseline_native_k2,32,3.2,x4,0.6900566946740389,0.6899310650380647,0.5747250335921659,0.8048553993699233,0.8516274977416642,0.5408940477015156
baseline_native_k2,33,3.3000000000000003,x1,1.3841112574066727,1.3839667599052266,1.3451026856631265,1.422961112795907,1.424108034264544,1.3442718746825228
baseline_native_k2,33,3.3000000000000003,x2,1.233510766774269,1.2327323970369253,1.1839133781451152,1.2833320978880802,1.290305536026707,1.1794507330570307
baseline_native_k2,33,3.3000000000000003,x3,0.963610916506858,0.9659881320376968,0.9092365752781124,1.014903664587655,1.058677410123929,0.8860546307306909
baseline_native_k2,33,3.3000000000000003,x4,0.7821236215669146,0.7817199658484337,0.6744269398933399,0.8911058436248918,0.9402978106924187,0.6403494815416146
baseline_native_k2,34,3.4000000000000004,x1,1.4499224606721015,1.4497568712022733,1.4110342580371629,1.4883892565594807,1.4932790092361108,1.4074299671479071
baseline_native_k2,34,3.4000000000000004,x2,1.1886610044735375,1.187968054875576,1.138542251247586,1.2389716689265275,1.2488014920441342,1.1316126037291103
baseline_native_k2,34,3.4000000000000004,x3,0.8611372097247232,0.8649872510309407,0.798276450929367,0.9191533007622353,0.9691255177454965,0.77179009771346
baseline_native_k2,34,3.4000000000000004,x4,0.873813801272092,0.8727535468152448,0.7740069406991166,0.9782722002258692,1.0289681236429296,0.7390826131317116
baseline_native_k2,35,3.5,x1,1.5198793214160968,1.519692861872925,1.481491640200826,1.557798196926002,1.566039564758705,1.4746182138645612
baseline_native_k2,35,3.5,x2,1.1515330258604217,1.1509081926393674,1.101374587139024,1.201845177176464,1.2144794167255482,1.0921061808115393
baseline_native_k2,35,3.5,x3,0.7664871704489187,0.7693970942678809,0.6943824530483654,0.8319923813457321,0.8885228372475034,0.6652681661376363
baseline_native_k2,35,3.5,x4,0.9652788712948542,0.9627350469576713,0.872110344271983,1.0665962942476526,1.117638436593197,0.8370364074281762
baseline_native_k2,36,3.6,x1,1.5931646909346078,1.5932631307232938,1.5541709991009067,1.631849401174459,1.6415305478656843,1.5457230154872388
baseline_native_k2,36,3.6,x2,1.122294865626012,1.1215560405589606,1.07255485470518,1.1725035364507144,1.1875178455070776,1.0611064822033311
baseline_native_k2,36,3.6,x3,0.6810355376156663,0.6853483400102783,0.6012571932785227,0.7535063225261063,0.8168693686299235,0.5686917779457075
baseline_native_k2,36,3.6,x4,1.0567422811245535,1.0508552093536356,0.9701619498292982,1.1549203882691776,1.2063087495432208,0.9349902017243592
baseline_native_k2,37,3.7,x1,1.6689299055621138,1.6692077995965908,1.6288048960499342,1.7086582133486452,1.718865607718729,1.6199336611031194
baseline_native_k2,37,3.7,x2,1.1010272312123923,1.1001142434733873,1.0516433994537915,1.1517337760875859,1.1680020541940117,1.0387058600800911
baseline_native_k2,37,3.7,x3,0.6048587491110903,0.6083877104187763,0.518009736955482,0.6836951243033307,0.7541651118927304,0.482060933137642
baseline_native_k2,37,3.7,x4,1.1482056909539873,1.146182624626177,1.068089371151929,1.243244482290445,1.2949790624930013,1.0329439960202604
baseline_native_k2,38,3.8000000000000003,x1,1.746299849781568,1.7467361202343512,1.7054191856343994,1.7865671108504524,1.7971351743378603,1.6964095161445933
baseline_native_k2,38,3.8000000000000003,x2,1.08771748444867,1.0863851743429929,1.0384149517404389,1.1388666423725702,1.1559307866482338,1.0248904841615678
baseline_native_k2,38,3.8000000000000003,x3,0.5379568049351612,0.5402226553438993,0.44464008407921324,0.6225587866773773,0.7004100670358986,0.4053756317134083
baseline_native_k2,38,3.8000000000000003,x4,1.2396691007831555,1.2365541689513389,1.1657841905865451,1.3315685763114544,1.383649375442538,1.13089779031588
baseline_native_k2,39,3.9000000000000004,x1,1.8242904728003324,1.8247857734347792,1.7829253124906936,1.8644503156658216,1.8747970772161902,1.774284973510659
baseline_native_k2,39,3.9000000000000004,x2,1.0819354223444442,1.0809335450683197,1.0331024034600964,1.1339786434339125,1.1512050050843818,1.0194570940151406
baseline_native_k2,39,3.9000000000000004,x3,0.48032323885745426,0.4816772822862807,0.38114823464968567,0.5700973096482188,0.6555562467851228,0.33863587367297554
baseline_native_k2,39,3.9000000000000004,x4,1.3311189147039162,1.3293490682043492,1.262857368366539,1.4189609770755802,1.4718398156490404,1.2288515846112167
baseline_native_k2,40,4.0,x1,1.86735132461783,1.8711125643660855,1.8302508631210697,1.893260289942765,1.8998799652309024,1.8123680514570213
baseline_native_k2,40,4.0,x2,1.0784626115900606,1.0776555510552184,1.0293787587387189,1.130640026704699,1.1483490799597735,1.0159669989347033
baseline_native_k2,40,4.0,x3,0.4318705792011661,0.4349828588578133,0.3275341886668691,0.5260867183048018,0.6194298303710546,0.28184165901631175
baseline_native_k2,40,4.0,x4,1.4112356927480991,1.412540591141907,1.3299907818995058,1.478109365564618,1.5578121754192846,1.2798992805042788
baseline_native_k2,41,4.1000000000000005,x1,1.7921947810523882,1.7934528842445918,1.7394566265395264,1.84159655170019,1.8592191303030514,1.721860743754077
baseline_native_k2,41,4.1000000000000005,x2,1.0794445166641697,1.0779337653872538,1.030614661485419,1.1318421497107742,1.1497472697073383,1.0177738132278489
baseline_native_k2,41,4.1000000000000005,x3,0.3819016633012795,0.38521726220351193,0.26837914219552395,0.4848043233789687,0.5885014108913855,0.21811308006037922
baseline_native_k2,41,4.1000000000000005,x4,1.1904261011667756,1.1970405411865452,1.0486674114623602,1.3291933280846289,1.4546933633198131,0.9832375242585258
baseline_native_k2,42,4.2,x1,1.7039330585182253,1.704819520499551,1.6503882287459164,1.754537028240609,1.7715409359287706,1.6331196661418923
baseline_native_k2,42,4.2,x2,1.0872740353023658,1.0867689287850772,1.0390902626234901,1.1395753997369094,1.1576097297873664,1.0270380275879076
baseline_native_k2,42,4.2,x3,0.3209377189715991,0.3243735921679023,0.19733815894036538,0.4327307438946184,0.5495022142645742,0.14149702428599076
baseline_native_k2,42,4.2,x4,0.9273048930302998,0.9330207036372794,0.7586123917760142,1.0923896296824829,1.2465956785590557,0.6777098445884071
baseline_native_k2,43,4.3,x1,1.6177040934133584,1.6182284157679399,1.5625108101339729,1.6698833542939817,1.6856464163867098,1.546686741082143
baseline_native_k2,43,4.3,x2,1.1013119103489968,1.0991443790660074,1.0545069453909308,1.153463519705584,1.1714391677438534,1.0430748165592336
baseline_native_k2,43,4.3,x3,0.255733674351487,0.25817953182381403,0.11836969240967644,0.3792430180225942,0.5125183984375388,0.05448070920517045
baseline_native_k2,43,4.3,x4,0.663464053934493,0.6639347920024969,0.4667364797183493,0.8555859312798879,1.0384979937979137,0.3707928613144056
baseline_native_k2,44,4.4,x1,1.534045072306175,1.5343685166118104,1.47734432126076,1.5875177590369005,1.602191149262138,1.4629859869247053
baseline_native_k2,44,4.4,x2,1.1207048742098653,1.1164678018317087,1.0763486938002764,1.1718055722956255,1.1905330012072466,1.0649545635682331
baseline_native_k2,44,4.4,x3,0.18617142465416614,0.1873712546617785,0.031634340090126,0.32464481081242125,0.4781591523920319,-0.04201202862990572
baseline_native_k2,44,4.4,x4,0.3991782765630858,0.39557797525454097,0.17222272196314253,0.6187822328768441,0.8304003090363874,0.06265188348659367
k3_picard,1,0.1,x1,1.342738749864947,1.3427387487029743,1.298988133682581,1.3864893653695411,1.386495884502099,1.2989816210707463
k3_picard,1,0.1,x2,1.2720620711096107,1.2720620607402802,1.2289577693754645,1.3151663776981366,1.3181039132265207,1.2260202723488924
k3_picard,1,0.1,x3,1.5942128045974728,1.594229348639808,1.5941028839960938,1.5942475023734306,1.5942499515356048,1.5940331079896446
k3_picard,1,0.1,x4,1.38182260661988,1.3824423629530616,1.3766226468179847,1.3847520724017004,1.384833086000452,1.3749512629038398
k3_picard,2,0.2,x1,1.4100848948355507,1.410084895720358,1.3663032746215322,1.4538665066521854,1.4577701832246746,1.3623995483875884
k3_picard,2,0.2,x2,1.2133947263102705,1.213394636066028,1.1694859658056351,1.2573036310931294,1.2631572405453804,1.1636324112401621
k3_picard,2,0.2,x3,1.645507778050953,1.6455354224344285,1.6450783634493462,1.6458292712976255,1.6459252886672853,1.6449139728779376
k3_picard,2,0.2,x4,1.3850343099760387,1.3858089106381088,1.3747064901008148,1.3923686198070315,1.3933117162770836,1.3714310564820538
k3_picard,3,0.30000000000000004,x1,1.4835579645450636,1.4835579926186928,1.4401817001382142,1.5269341848573619,1.534709073394858,1.432406595224715
k3_picard,3,0.30000000000000004,x2,1.1630873048826078,1.16308718868203,1.1188106581042307,1.207364216014978,1.21606944447449,1.110105455052845
k3_picard,3,0.30000000000000004,x3,1.698263660673686,1.6982915970274988,1.6969849204609275,1.6994323679610035,1.6997877752938226,1.696581438837665
k3_picard,3,0.30000000000000004,x4,1.3882460133319867,1.3891754583229456,1.3727903333834348,1.400073793118436,1.4020743162804437,1.3679108500600576
k3_picard,4,0.4,x1,1.562367953586696,1.5623680511971143,1.518840241372802,1.6058952700771814,1.6164748719366395,1.5082601497790507
k3_picard,4,0.4,x2,1.121674785653228,1.1216742419310972,1.077469600172597,1.1658806796366608,1.1773418480757323,1.066008316666189
k3_picard,4,0.4,x3,1.7524804524656512,1.752506417459656,1.7498225550308173,1.7550367868381098,1.7558171274852896,1.749035505868806
k3_picard,4,0.4,x4,1.3914577166877244,1.392542006007572,1.3708741766658445,1.407778966429629,1.4108369162835923,1.364390643637851
