lane,segment_index,physical_time,controller_period,state,enclosure_kind,torch_width_median,torch_width_p95,torch_width_max,xiangru_width_median,xiangru_width_p95,xiangru_width_max,torch_over_xiangru_ratio_median,torch_over_xiangru_ratio_p95,torch_over_xiangru_ratio_max,torch_hull_width,xiangru_hull_width,maximum_lower_abs_difference,maximum_upper_abs_difference,torch_contains_xiangru_leaf_count,xiangru_contains_torch_leaf_count,minimum_torch_property_margin,minimum_xiangru_property_margin
common_control_plant_replay,2,0.2,1,x1,endpoint,0.016071831667299696,0.016086864067702652,0.016089290387716226,0.016084213875394743,0.01609923844228208,0.01610169123471894,0.99923014062877,0.9992338775886874,0.9992350069205737,0.11837367324718068,0.11838612347154209,9.087542232055767e-07,1.1548157859087027e-05,0,48,1.4333896314388994,1.4333780832810403
common_control_plant_replay,2,0.2,1,x2,endpoint,0.021254147764838693,0.021270603280564397,0.021270716203253603,0.021339285912524597,0.02135619106707663,0.021356273813551097,0.9960051373650827,0.9960231636537142,0.9960283836266214,0.12029156006515251,0.12037665389566232,8.642812143189182e-06,7.721591225917646e-05,0,48,1.1679962579925454,1.1679876184333946
common_control_plant_replay,2,0.2,1,x3,endpoint,0.1261255673453629,0.1262158708739975,0.1262247368870371,0.12612556733352065,0.12621587086215505,0.12622473687519453,1.0000000000938924,1.0000000000939697,1.0000000000939842,0.12887731546274292,0.1288773154509006,5.921485524140735e-12,5.9210691905065005e-12,48,0,1.6961324319598376,1.6961324319657591
common_control_plant_replay,2,0.2,1,x4,endpoint,0.1612556733889609,0.16215870867530868,0.16224736880570395,0.16125567337710553,0.1621587086634493,0.16224736879384477,1.000000000073519,1.000000000073997,1.00000000007409,0.18877315456276283,0.1887731545509045,5.930034241430349e-12,5.930589352942661e-12,48,0,1.349902525806524,1.3499025258124546
common_control_plant_replay,2,0.2,1,u1,endpoint,0.30627836691724575,0.3107935433489869,0.3112368440009643,0.30627836690452703,0.3107935433362462,0.3112368439882225,1.0000000000415268,1.000000000042249,1.000000000042399,0.44386577278625694,0.44386577277352224,6.368239269249898e-12,6.3806737671257e-12,48,0,N/A,N/A
common_control_plant_replay,2,0.2,1,x1,tube,0.09112506142475849,0.0954873190346022,0.0959295689594255,0.09000621908118533,0.09436134368392791,0.09480308672360094,1.012430753821099,1.0129794040431461,1.0130406669217566,0.18996208461808173,0.1888493742670272,9.087542963137629e-07,0.0011273905309612253,0,0,1.3621307651068895,1.3632443775245187
common_control_plant_replay,2,0.2,1,x2,tube,0.08678347010216342,0.09119562225781828,0.09139235831544823,0.08153013122088282,0.08592286055295817,0.0863121620500531,1.0644312064296348,1.0692196884552851,1.0707164339912427,0.18212184677527432,0.17710560396558406,6.934491811905197e-05,0.005420657984125943,48,0,1.1635615236914545,1.163630566015184
common_control_plant_replay,2,0.2,1,x3,tube,0.1814409876633981,0.18236911873827838,0.18260897253689015,0.17415785818906723,0.17505160927426813,0.17529797534598585,1.0419072801152125,1.0435938613158204,1.044473352727936,0.18348861981700096,0.17597663942369618,0.007511980387375772,0.00019434782880778378,48,0,1.6415211276055877,1.6490331079929634
common_control_plant_replay,2,0.2,1,x4,tube,0.16388171328925155,0.169765296779051,0.171268680687517,0.1612556733771055,0.16215870866344934,0.16224736879384472,1.0172980925221387,1.0489912035865407,1.0596565772932,0.18877315456277816,0.1887731545509046,0.009642089239087215,0.003886956463514446,48,0,1.3499025258065163,1.3499025258124546
common_control_plant_replay,2,0.2,1,u1,tube,0.30627836691748733,0.31079354334922976,0.3112368440012059,0.30627836690452703,0.3107935433362462,0.3112368439882225,1.0000000000423155,1.0000000000430518,1.0000000000431923,0.44386577278649675,0.44386577277352224,6.489031534329115e-12,6.501466032204917e-12,48,0,N/A,N/A
common_control_plant_replay,3,0.30000000000000004,1,x1,endpoint,0.01784136542671233,0.01786434057585788,0.017869598765364092,0.017866489911710415,0.017889434116749557,0.017894761562597006,0.9985940853362502,0.9986025879886253,0.9986048848958523,0.12605145040436977,0.1260767592576753,2.1362258977308812e-06,2.3184984456359192e-05,0,48,1.5091811921609697,1.5091580071765134
common_control_plant_replay,3,0.30000000000000004,1,x2,endpoint,0.023497766587458835,0.023523487913698217,0.02352392006961368,0.02362718727961255,0.023653806051249414,0.0236542707424362,0.9945271238654947,0.9945585854491868,0.9945668675594384,0.12893157460802807,0.12906058370758733,1.4042572342609638e-05,0.00011653240329534409,0,48,1.1148128006014184,1.114798767135973
common_control_plant_replay,3,0.30000000000000004,1,x3,endpoint,0.14378252652337675,0.14398570946280473,0.1440056579921437,0.1437825265035439,0.14398570944297118,0.14400565797231016,1.0000000001379368,1.00000000013816,1.000000000138201,0.14997395978748185,0.14997395976764863,9.916956145161748e-12,9.916636956042169e-12,48,0,1.7412979719114798,1.7412979719213966
common_control_plant_replay,3,0.30000000000000004,1,x4,endpoint,0.19188351008507465,0.19323806301459762,0.19337105321019082,0.19188351006535825,0.19323806299487403,0.19337105319046688,1.000000000102752,1.0000000001035907,1.0000000001037523,0.23315973184577815,0.2331597318260567,9.86227766119896e-12,9.862999306164966e-12,48,0,1.3248537887089693,1.324853788718832
common_control_plant_replay,3,0.30000000000000004,1,u1,endpoint,0.3062783669215694,0.31079354335331644,0.31123684400529505,0.30627836690252686,0.310793543334246,0.3112368439862223,1.000000000062174,1.000000000063247,1.0000000000634532,0.44386577279058237,0.44386577277152206,9.531930800221744e-12,9.544365298097546e-12,48,0,N/A,N/A
common_control_plant_replay,3,0.30000000000000004,1,x1,tube,0.09848109634911176,0.10290971189805023,0.10364293577650369,0.0972522247452342,0.10167361410889207,0.10240584816398851,1.0126359232962563,1.0131597295210246,1.013253204520238,0.20373605579257653,0.2025124586276062,2.1362259085000446e-06,0.0012392222588857305,0,0,1.4319659631450579,1.4331916841788863
common_control_plant_replay,3,0.30000000000000004,1,x2,tube,0.08167589625384075,0.08607375643449126,0.08665883813058461,0.07602406082977697,0.08037894281458348,0.08115181020035311,1.0743357177346629,1.0799858533387505,1.0817835464450258,0.1839095691759991,0.1785136619526113,7.421646279615057e-05,0.00583220798207007,48,0,1.1099092139793312,1.1099828592077015
common_control_plant_replay,3,0.30000000000000004,1,x3,tube,0.19929973133494966,0.2008937347381857,0.20127650539639114,0.19048315209176547,0.1920243634945249,0.1924248434114449,1.0463410167015619,1.0480395489010819,1.0489308259334678,0.20419656849598106,0.19513949972228622,0.009057068763770937,0.00019434783280286583,48,0,1.6870753632029882,1.696132431966759
common_control_plant_replay,3,0.30000000000000004,1,x4,tube,0.1943662247372448,0.20068140488353448,0.20208197641632747,0.1918835100653582,0.19323806299487403,0.193371053190467,1.0145395597160518,1.0411346522436378,1.0501044216716946,0.2331597318457938,0.23315973182605676,0.009642089243019514,0.0038869564674455237,48,0,1.3248537887089613,1.324853788718832
common_control_plant_replay,3,0.30000000000000004,1,u1,tube,0.306278366921811,0.31079354335355924,0.3112368440055331,0.30627836690252686,0.310793543334246,0.3112368439862223,1.0000000000629627,1.0000000000640492,1.0000000000642586,0.44386577279082395,0.44386577277152206,9.652723065300961e-12,9.665157563176763e-12,48,0,N/A,N/A
common_control_plant_replay,4,0.4,1,x1,endpoint,0.019601106929651807,0.019632470429400525,0.019641150290374776,0.019640121572754132,0.019671349130050454,0.019680042225092398,0.9980141183411384,0.9980324836912462,0.9980369570603865,0.1326464223188089,0.13268579290944288,2.4410740968594524e-06,3.7086587981405295e-05,0,48,1.5899619705592034,1.589924883971222
common_control_plant_replay,4,0.4,1,x2,endpoint,0.025722039088448168,0.02575783457754771,0.025759001270289184,0.025892467164029154,0.025929073486526143,0.025930639824725654,0.9934244287449457,0.993458320561272,0.9934655271045569,0.13648683785504445,0.13665672031266696,1.8845103289755194e-05,0.0001532901077940796,0,48,1.0709049961874384,1.0708863701961073
common_control_plant_replay,4,0.4,1,x3,endpoint,0.16450226937104445,0.16486348348558313,0.16489894753774137,0.1645022693423823,0.1648634834569198,0.1648989475090779,1.0000000001742362,1.0000000001746725,1.000000000174753,0.17550926184056465,0.17550926181190196,1.4331813513734915e-11,1.4331626163599509e-11,48,0,1.7845297278445544,1.7845297278588863
common_control_plant_replay,4,0.4,1,x4,endpoint,0.22251134678165133,0.22431741735435048,0.22449473761514166,0.222511346753411,0.22431741732609867,0.2244947375868891,1.0000000001269163,1.0000000001281049,1.000000000128333,0.27754630912925665,0.27754630910100897,1.4126644298784186e-11,1.4127476966052654e-11,48,0,1.299805051611183,1.2998050516253092
common_control_plant_replay,4,0.4,1,u1,endpoint,0.30627836692589305,0.31079354335764486,0.31123684400962226,0.3062783669005267,0.31079354333224585,0.31123684398422213,1.0000000000828213,1.0000000000842444,1.0000000000845077,0.4438657727949096,0.4438657727695219,1.269562233119359e-11,1.2708056829069392e-11,48,0,N/A,N/A
common_control_plant_replay,4,0.4,1,x1,tube,0.10496717842024814,0.109418355913694,0.11043563491375102,0.10363258502119796,0.10807639927158232,0.10909221370260525,1.012878144300581,1.0133807520096845,1.013503183367769,0.2155948124860771,0.2142645840364895,2.441074022252465e-06,0.0013456801300045784,0,0,1.5076180622732667,1.5089505747254293
common_control_plant_replay,4,0.4,1,x2,tube,0.0759629111297746,0.08030483087150778,0.08126539473082484,0.0699471539376802,0.07431042399427003,0.07536343199277273,1.0859859619321952,1.0928260119596611,1.0950403337849404,0.18406177619631492,0.17831763458068406,8.219601576553437e-05,0.006204065600358355,48,0,1.0655789769528043,1.0656604228918347
common_control_plant_replay,4,0.4,1,x3,tube,0.22019783094239373,0.222507274384731,0.2230253678288152,0.20986710546902648,0.2120963970167422,0.21263304104899866,1.0493433167803727,1.0510344876576552,1.051917962989843,0.22934317490330486,0.2187410177483916,0.01060215714057533,0.00019434783721723747,48,0,1.7306958147818214,1.7412979719223967
common_control_plant_replay,4,0.4,1,x4,tube,0.22502906647819204,0.23160627424323793,0.23289527214560135,0.22251134675341105,0.2243174173260988,0.2244947375868892,1.012539869217906,1.0354497092120527,1.043189033799443,0.27754630912927286,0.277546309101009,0.009642089247283492,0.003886956471708447,48,0,1.2998050516111745,1.2998050516253092
common_control_plant_replay,4,0.4,1,u1,tube,0.30627836692613464,0.3107935433578877,0.31123684400986384,0.3062783669005267,0.31079354333224585,0.31123684398422213,1.00000000008361,1.000000000085047,1.0000000000853129,0.44386577279515116,0.4438657727695219,1.2818190953112207e-11,1.2830625450988009e-11,48,0,N/A,N/A
common_control_plant_replay,5,0.5,1,x1,endpoint,0.02135686459356774,0.021397001361153946,0.021409023924915338,0.021407031628868367,0.02144711242691935,0.02145897656983642,0.9976369965860672,0.9976805468276475,0.997684609933778,0.13812054770737076,0.13817152726259366,5.413410473220637e-07,5.1166217605258524e-05,0,32,1.6748570909464802,1.674805924728875
common_control_plant_replay,5,0.5,1,x2,endpoint,0.027934781782174067,0.027982856973149027,0.027985630385743088,0.028142325196003903,0.028192128757242578,0.028195818085981816,0.9926304825000425,0.9926905501270008,0.9927009239571396,0.14290951444634492,0.14311710630075813,2.6844081580157386e-05,0.00018391868764855435,0,48,1.036704107122759,1.0366789187253342
common_control_plant_replay,5,0.5,1,x3,endpoint,0.18828479588841526,0.18884919294238234,0.18890460552387967,0.188284795850016,0.1888491929039809,0.18890460548547797,1.0000000002039426,1.0000000002046392,1.0000000002047684,0.2054832216220406,0.20548322158364046,1.9200918632833464e-11,1.9200797202190145e-11,48,0,1.8258276997590372,1.825827699778238
common_control_plant_replay,5,0.5,1,x4,endpoint,0.25313918347869113,0.2553967716945673,0.25561842202055657,0.2531391834412636,0.25539677165712327,0.25561842198311147,1.0000000001478533,1.000000000149371,1.0000000001496612,0.3219328864131989,0.32193288637576123,1.8722912109581102e-11,1.8723800288000803e-11,48,0,1.2747563145131648,1.2747563145318865
common_control_plant_replay,5,0.5,1,u1,endpoint,0.3062783669302185,0.3107935433619744,0.311236844013953,0.3062783668985265,0.31079354333024567,0.31123684398222196,1.0000000001034746,1.0000000001052303,1.000000000105574,0.4438657727992368,0.4438657727675217,1.5859313862165436e-11,1.5871748360041238e-11,48,0,N/A,N/A
common_control_plant_replay,5,0.5,1,x1,tube,0.11054069924634345,0.11501572728430177,0.11626156963263573,0.1091009305259802,0.11356832381675205,0.11481219560126849,1.0131966725874944,1.0136863724471954,1.0138303758634961,0.22544616897465247,0.22400962148862966,5.413408757370952e-07,0.001449214030475543,16,0,1.5882649778083349,1.5897013386317913
common_control_plant_replay,5,0.5,1,x2,tube,0.06972942532606918,0.07414245665938915,0.07529275827820636,0.06339443142188594,0.06784381328800113,0.06904082768493336,1.099927783361009,1.1084127667317196,1.111222358630764,0.18259959714067786,0.17654978665292365,8.825482728525014e-05,0.006531395508103777,48,0,1.0310096630617491,1.0310957487756902
common_control_plant_replay,5,0.5,1,x3,tube,0.24414729574658356,0.2472141452814129,0.24785555983421168,0.23228833884390995,0.2352560496389807,0.23592256825862695,1.05115418012126,1.0528170014261993,1.0536765624997464,0.2589284390390221,0.24678119350199218,0.012147245517823951,0.00019434784208575626,48,0,1.7723824823420624,1.7845297278598862
common_control_plant_replay,5,0.5,1,x4,tube,0.25576311331715196,0.2625311436034049,0.26370856787533853,0.25313918344126374,0.25539677165712327,0.2556184219831114,1.011023746766384,1.0311453261605559,1.0379510485742223,0.32193288641321544,0.3219328863757613,0.009642089251879316,0.003886956476302994,48,0,1.2747563145131562,1.2747563145318865
common_control_plant_replay,5,0.5,1,u1,tube,0.3062783669304583,0.31079354336221493,0.3112368440141946,0.3062783668985265,0.31079354333024567,0.31123684398222196,1.0000000001042575,1.000000000106033,1.0000000001063791,0.44386577279947836,0.4438657727675217,1.5981882484084053e-11,1.5994316981959855e-11,48,0,N/A,N/A
common_control_plant_replay,6,0.6000000000000001,1,x1,endpoint,0.023116461883250193,0.02316688938203154,0.023181438153564354,0.023172984325999207,0.023222729367604184,0.023236754865470804,0.9975372124395732,0.9976230765366886,0.9976233316541118,0.14245151799442907,0.14250859543400607,5.77384767011524e-06,6.286191705034971e-05,0,0,1.7629477237653792,1.762884872478132
common_control_plant_replay,6,0.6000000000000001,1,x2,endpoint,0.030143984915906474,0.03020683441145116,0.030211852152329022,0.030391985030740476,0.030458126955220773,0.03046472268356548,0.9918352328954972,0.9919261769200873,0.9919374163021007,0.1481615195561099,0.1484111344134642,4.9741486498389165e-05,0.00020514884165168112,0,48,1.0125435836257917,1.01249899564916
common_control_plant_replay,6,0.6000000000000001,1,x3,endpoint,0.21513010607553845,0.21594283783325166,0.2160226319506079,0.21513010602642502,0.21594283778413445,0.21602263190149018,1.0000000002282965,1.0000000002292784,1.0000000002294602,0.23989583913195922,0.23989583908284418,2.455885494967447e-11,2.4558827194098853e-11,48,0,1.8651918876549032,1.8651918876794618
common_control_plant_replay,6,0.6000000000000001,1,x4,endpoint,0.2837670201761938,0.286476126035248,0.2867421064264354,0.2837670201289165,0.28647612598794786,0.2867421063791338,1.0000000001666063,1.0000000001684335,1.0000000001687823,0.3663194636976046,0.3663194636503134,2.3651247627043404e-11,2.3652080294311872e-11,48,0,1.249707577414915,1.249707577438564
common_control_plant_replay,6,0.6000000000000001,1,u1,endpoint,0.30627836693454213,0.3107935433663028,0.3112368440182802,0.3062783668965263,0.3107935433282455,0.3112368439802218,1.0000000001241218,1.000000000126228,1.0000000001266283,0.4438657728035622,0.4438657727655215,1.9024781749976682e-11,1.9037216247852484e-11,48,0,N/A,N/A
common_control_plant_replay,6,0.6000000000000001,1,x1,tube,0.11517150387271098,0.11972463210461869,0.12108757316397456,0.1136239516577966,0.11816869361188478,0.11952937632612726,1.0136199806800352,1.01410726811447,1.014261973726422,0.23322270218517688,0.23167684922872173,5.773847975440449e-06,0.0015526751628620605,48,0,1.6730317021885543,1.674571781297034
common_control_plant_replay,6,0.6000000000000001,1,x2,tube,0.06306982673773515,0.0675986496737887,0.06883235580833624,0.056469106564123184,0.061026918011182534,0.06228762201520699,1.1168133841905643,1.1276977200340617,1.1313784024923492,0.1795653082649744,0.1732644856092569,8.162428692448653e-05,0.0068133550048316005,48,0,1.006538461103714,1.0066148854353048
common_control_plant_replay,6,0.6000000000000001,1,x3,tube,0.27114518582472413,0.2750135031141598,0.27576708141262996,0.2577620162748514,0.2615091639934701,0.2622934250403098,1.0520321056637263,1.053636358627354,1.054460272998786,0.2929523609031819,0.27926002698306795,0.013692333895551356,0.00019434784744314093,48,0,1.8121353658836867,1.825827699779238
common_control_plant_replay,6,0.6000000000000001,1,x4,tube,0.2864176923237818,0.2934560129640355,0.29452186360553934,0.2837670201289164,0.28647612598794786,0.2867421063791337,1.0098347022705658,1.0277730603531583,1.0338461700319321,0.3663194636976217,0.36631946365031337,0.009642089256806818,0.0038869564812294977,48,0,1.249707577414906,1.249707577438564
common_control_plant_replay,6,0.6000000000000001,1,u1,tube,0.3062783669347837,0.3107935433665457,0.3112368440185218,0.3062783668965263,0.3107935433282455,0.3112368439802218,1.0000000001249105,1.0000000001270306,1.0000000001274336,0.4438657728038038,0.4438657727655215,1.91473503718953e-11,1.91597848697711e-11,48,0,N/A,N/A
common_control_plant_replay,7,0.7000000000000001,1,x1,endpoint,0.024891453914991608,0.024952753006020116,0.024969466211144875,0.024946778027933228,0.025005785934627857,0.025021418140848142,0.9977677257195087,0.9979207708770051,0.9979237016299066,0.14563274207978463,0.1456872141146864,1.4544554676084375e-05,6.980828670803685e-05,0,0,1.8532805852837717,1.853211568694194
common_control_plant_replay,7,0.7000000000000001,1,x2,endpoint,0.032359752275539444,0.0324358816953785,0.03244290532529803,0.03265171366699421,0.03273500162681263,0.03274294804586486,0.9910259230991765,0.991159462359792,0.9911610076328521,0.15221433444783872,0.15251114690214196,9.310397536499426e-05,0.0002156297674265062,0,48,0.9986559375923316,0.9985742674842311
common_control_plant_replay,7,0.7000000000000001,1,x3,endpoint,0.24503819993246684,0.2461444181582456,0.24625302681798056,0.2450381998715893,0.24614441809736043,0.2462530267570947,1.000000000248441,1.000000000249721,1.0000000002499594,0.2787471143703744,0.27874711430949317,3.044289820230972e-11,3.044298146903657e-11,48,0,1.8186305940974992,1.8186305941279393
common_control_plant_replay,7,0.7000000000000001,1,x4,endpoint,0.31439485687415986,0.31755548037639303,0.3178657908327785,0.3143948568163692,0.31755548031857245,0.317865790774956,1.0000000001838156,1.000000000185933,1.000000000186337,0.41070604098247365,0.41070604092466567,2.891170636232232e-11,2.891253902959079e-11,48,0,1.2246588403164336,1.2246588403453411
common_control_plant_replay,7,0.7000000000000001,1,u1,endpoint,0.30627836693886756,0.31079354337063003,0.311236844022611,0.30627836689452614,0.3107935433262453,0.3112368439782216,1.0000000001447749,1.0000000001472256,1.0000000001476945,0.4438657728078894,0.44386577276352135,2.218847328094853e-11,2.220090777882433e-11,48,0,N/A,N/A
common_control_plant_replay,7,0.7000000000000001,1,x1,tube,0.11884189721068529,0.12348182667160862,0.12489354700344661,0.11718121093306416,0.1218115713232292,0.12322046955161202,1.0141719477767506,1.014665847119761,1.0148233962000974,0.23888220822171377,0.23722071909752737,1.4544555114088677e-05,0.00165932782018402,48,0,1.7609993458596045,1.7626462904286768
common_control_plant_replay,7,0.7000000000000001,1,x2,tube,0.05607366688314114,0.06068880889092629,0.06197778155052214,0.049276875611047544,0.053893782995525365,0.055203530061232686,1.137910481435735,1.1523924228119329,1.1574058607748008,0.17501477871064697,0.16852296548584966,5.7726142000058545e-05,0.007049923354484067,48,0,0.9924010430293193,0.9924483962777351
common_control_plant_replay,7,0.7000000000000001,1,x3,tube,0.30114894142824666,0.30590534788302115,0.3067599325641194,0.2862841189787565,0.290854765283037,0.2917456113940272,1.0521823344538423,1.0537215530248174,1.0545023119957353,0.33141494049583375,0.3161775181915989,0.01523742227379235,0.00019434785332408944,48,0,1.8186305940974967,1.8186305941279393
common_control_plant_replay,7,0.7000000000000001,1,x4,tube,0.31697772698723414,0.3243808823251299,0.32533515933620355,0.31439485681636914,0.3175554803185724,0.31786579077495614,1.0088771960847909,1.0250597158712063,1.0305426067464902,0.41070604098249147,0.41070604092466556,0.009642089262066056,0.003886956486487736,48,0,1.224658840316424,1.2246588403453413
common_control_plant_replay,7,0.7000000000000001,1,u1,tube,0.30627836693910915,0.3107935433708729,0.31123684402285257,0.30627836689452614,0.3107935433262453,0.3112368439782216,1.0000000001455636,1.0000000001480283,1.0000000001484997,0.443865772808131,0.44386577276352135,2.2311041902867146e-11,2.2323476400742948e-11,48,0,N/A,N/A
common_control_plant_replay,8,0.8,1,x1,endpoint,0.026697175012511842,0.026768059865968356,0.02678747948153726,0.02674351235152796,0.02680734256000479,0.02682474542511764,0.9983500950315891,0.9985986628825917,0.9986107624512446,0.14767385603922256,0.1477140688451097,2.5885565017980117e-05,6.912395984911245e-05,0,0,1.907448842892488,1.9074747284575062
common_control_plant_replay,8,0.8,1,x2,endpoint,0.03458925255405032,0.034689279191652364,0.03469771148864542,0.03493329309002796,0.03504412432605877,0.035053828720041924,0.9901246097768792,0.990316407176602,0.9903206879768206,0.1550611808905703,0.15541395201046349,0.00016589864264415777,0.00021178831964940859,0,48,0.9951636569639104,0.9950197567814165
common_control_plant_replay,8,0.8,1,x3,endpoint,0.27800907745925857,0.2794539339174239,0.27959579012605734,0.27800907738548886,0.27945393384363887,0.27959579005227136,1.00000000026535,1.0000000002669314,1.0000000002672298,0.3220370473373456,0.3220370472635673,3.689330785316969e-11,3.6893516019986805e-11,48,0,1.7398440412719764,1.7398440413088672
common_control_plant_replay,8,0.8,1,x4,endpoint,0.34502269357258886,0.3486348347180018,0.3489894752395856,0.3450226935036219,0.3486348346489971,0.3489894751705782,1.0000000001998912,1.0000000002022844,1.0000000002027412,0.45509261826780667,0.45509261819881774,3.450423280426662e-11,3.450506547153509e-11,48,0,1.19961010321772,1.1996101032522186
common_control_plant_replay,8,0.8,1,u1,endpoint,0.3062783669431912,0.31079354337495957,0.3112368440269382,0.30627836689252597,0.31079354332424514,0.3112368439762214,1.0000000001654223,1.0000000001682157,1.000000000168749,0.4438657728122166,0.44386577276152117,2.5353941168759775e-11,2.5366375666635577e-11,48,0,N/A,N/A
common_control_plant_replay,8,0.8,1,x1,tube,0.12154828754783881,0.12626323978151188,0.12767322496412517,0.11976638031948789,0.12446995531811256,0.12587656225590413,1.0148748853556195,1.015380001164208,1.015536822257769,0.2424085891549082,0.24062216160870664,2.5885565592076443e-05,0.001772717549414743,48,0,1.8512141358682301,1.8529746778488396
common_control_plant_replay,8,0.8,1,x2,tube,0.048859886086399074,0.0535135995384227,0.054841251254208245,0.04229590755281931,0.04656446869904467,0.047901437030576366,1.149151833819483,1.1643624006289814,1.1700056722987249,0.16902879717303743,0.1629320807973279,2.970835013638151e-05,0.007247808872856143,10,0,0.988722446344243,0.9887136039750752
common_control_plant_replay,8,0.8,1,x3,tube,0.33412198448239905,0.33988967958807126,0.34083411328875657,0.31780613310964095,0.32329285350766135,0.3242791273197593,1.0517872827035752,1.0532670616690953,1.0540006858707804,0.3743161778170465,0.3575336671275652,0.016782510652587387,0.0001943478597691839,48,0,1.7398440412719733,1.7398440413088672
common_control_plant_replay,8,0.8,1,x4,tube,0.3475377616511495,0.3553699139446611,0.3561484550673312,0.3450226935036219,0.3486348346489971,0.34898947517057827,1.0080895973686559,1.0228293568267746,1.02782658633377,0.45509261826782477,0.4550926181988178,0.009642089267657028,0.003886956492077931,48,0,1.1996101032177102,1.1996101032522186
common_control_plant_replay,8,0.8,1,u1,tube,0.3062783669434328,0.3107935433752024,0.31123684402717977,0.30627836689252597,0.31079354332424514,0.3112368439762214,1.000000000166211,1.0000000001690181,1.0000000001695541,0.4438657728124582,0.44386577276152117,2.5476509790678392e-11,2.5488944288554194e-11,48,0,N/A,N/A
common_control_plant_replay,9,0.9,1,x1,endpoint,0.028555731990410785,0.02863284618184832,0.028653697438500395,0.028574549440062835,0.028646304079816987,0.028663246894492095,0.9992630286441937,0.9996424844819319,0.999666839697999,0.14860216862868147,0.1486141638739083,3.8153411237973334e-05,5.7256883898015865e-05,0,0,1.814652998168674,1.814691151579912
