step,category,operation,calls
1,outside_boundary,aten.clamp.default,54
1,outside_boundary,aten.pow.Tensor_Tensor,162
1,outside_boundary,aten._to_copy.default,54
1,outside_boundary,aten.copy_.default,742
1,outside_boundary,aten.full.default,36
1,outside_boundary,aten.scatter_reduce_.two,36
1,outside_boundary,aten.neg.default,20
1,outside_boundary,aten.amin.default,2
1,outside_boundary,aten.amax.default,2
1,outside_boundary,aten.any.dim,6
1,outside_boundary,aten.rsub.Scalar,2
1,outside_boundary,aten.div.Tensor,6
1,outside_boundary,aten.scatter_.src,4
1,outside_boundary,aten.equal.default,25
1,outside_boundary,aten.permute.default,128
1,outside_boundary,aten.fill_.Tensor,626
1,C,aten.abs.default,111
1,C,aten.ne.Scalar,111
1,C,aten.eq.Tensor,117
1,C,aten.mul.Tensor,267
1,C,aten.all.default,117
1,C,aten._local_scalar_dense.default,165
1,B,aten.lift_fresh.default,14
1,B,aten.expand.default,2
1,B,aten.sum.dim_IntList,1
1,B,aten.view.default,5
1,B,aten.empty.memory_format,5
1,B,aten.slice.Tensor,5
1,B,aten.select.int,1
1,B,aten.unsqueeze.default,3
1,B,aten.pow.Tensor_Tensor,1
1,B,aten.mul.Tensor,32
1,B,aten.detach.default,2
1,B,aten.zeros.default,1
1,B,aten.scatter_add_.default,1
1,C,aten.lift_fresh.default,93
1,C,aten.expand.default,1
1,C,aten.detach.default,4
1,C,aten.gt.Tensor,20
1,C,aten.any.default,48
1,C,aten.slice.Tensor,68
1,C,aten.select.int,140
1,C,aten.lt.Tensor,3
1,C,aten.bitwise_or.Tensor,42
1,C,aten.unsqueeze.default,24
1,C,aten.ones_like.default,18
1,C,aten.stack.default,47
1,C,aten.amin.default,39
1,C,aten.full_like.default,174
1,C,aten.nextafter.default,174
1,C,aten.amax.default,39
1,C,aten.eq.Scalar,492
1,C,aten.bitwise_and.Tensor,249
1,C,aten.where.self,420
1,C,aten.zeros_like.default,138
1,C,aten.index.Tensor,60
1,C,aten.add.Tensor,96
1,C,aten.view.default,68
1,C,aten.index_put_.default,30
1,C,aten.neg.default,6
1,C,aten.cat.default,14
1,C,aten.zeros.default,3
1,C,aten.clone.default,62
1,C,aten.le.Tensor,5
1,C,aten.ge.Tensor,1
1,A,aten.detach.default,76
1,A,aten.unbind.int,4
1,A,aten.isnan.default,10
1,A,aten.any.default,15
1,A,aten.gt.Tensor,5
1,A,aten.ne.Scalar,70
1,A,aten.eq.Scalar,550
1,A,aten.zeros_like.default,275
1,A,aten.add.Tensor,275
1,B,aten.ones_like.default,4
1,B,aten.zeros_like.default,31
1,B,aten.add.Tensor,31
1,B,aten.pow.Tensor_Scalar,27
1,C,aten.isnan.default,28
1,D,aten.zeros.default,232
1,D,aten.clone.default,4188
1,D,aten.view.default,2100
1,D,aten.isnan.default,2094
1,D,aten.any.default,3141
1,D,aten._local_scalar_dense.default,3141
1,D,aten.gt.Tensor,1047
1,D,aten.add.Tensor,540
1,D,aten.full_like.default,1218
1,D,aten.nextafter.default,1218
1,D,aten.mul.Tensor,1148
1,D,aten.stack.default,287
1,D,aten.min.dim,287
1,D,aten.max.dim,287
1,D,aten.zeros_like.default,52
1,D,aten.abs.default,208
1,D,aten.minimum.default,52
1,D,aten.maximum.default,52
1,D,aten.le.Scalar,52
1,D,aten.ge.Scalar,52
1,D,aten.bitwise_and.Tensor,52
1,D,aten.pow.Tensor_Scalar,104
1,D,aten.where.self,52
1,H,aten.add.Tensor,50
1,H,aten.full_like.default,90
1,H,aten.nextafter.default,90
1,H,aten.clone.default,136
1,H,aten.view.default,72
1,H,aten.isnan.default,68
1,H,aten.any.default,102
1,H,aten._local_scalar_dense.default,198
1,H,aten.gt.Tensor,34
1,H,aten.sub.Tensor,30
1,H,aten.detach.default,96
1,H,aten.lift_fresh.default,48
1,H,aten.abs.default,44
1,H,aten.ne.Scalar,44
1,H,aten.eq.Tensor,44
1,H,aten.mul.Tensor,68
1,F,aten.detach.default,80
1,F,aten._local_scalar_dense.default,96
1,G,aten.lift_fresh.default,26
1,G,aten.abs.default,83
1,G,aten.ne.Scalar,83
1,G,aten.eq.Tensor,83
1,G,aten.mul.Tensor,103
1,G,aten._local_scalar_dense.default,205
1,G,aten.all.default,96
1,G,aten.ones_like.default,2
1,G,aten.clone.default,91
1,G,aten.view.default,90
1,G,aten.isnan.default,44
1,G,aten.any.default,68
1,G,aten.gt.Tensor,22
1,G,aten.stack.default,24
1,G,aten.sub.Tensor,27
1,G,aten.full_like.default,41
1,G,aten.nextafter.default,41
1,G,aten.le.Tensor,18
1,G,aten.ge.Tensor,9
1,G,aten.bitwise_and.Tensor,9
1,G,aten.empty.memory_format,3
1,E,aten.detach.default,344
1,E,aten._local_scalar_dense.default,1306
1,G,aten.min.dim,6
1,G,aten.max.dim,6
1,G,aten.zeros.default,4
1,G,aten.detach.default,68
1,E,aten.zeros_like.default,70
1,E,aten.add.Tensor,314
1,E,aten.clone.default,1028
1,E,aten.view.default,512
1,E,aten.eq.Scalar,14
1,E,aten.all.default,66
1,E,aten.zeros.default,60
1,E,aten.isnan.default,480
1,E,aten.any.default,720
1,E,aten.gt.Tensor,240
1,E,aten.mul.Tensor,561
1,E,aten.lift_fresh.default,370
1,E,aten.abs.default,418
1,E,aten.le.Tensor,52
1,E,aten.stack.default,44
1,E,aten.min.dim,44
1,E,aten.full_like.default,520
1,E,aten.nextafter.default,520
1,E,aten.max.dim,44
1,E,aten.sub.Tensor,188
1,E,aten.ne.Scalar,346
1,E,aten.eq.Tensor,346
1,D,aten.lift_fresh.default,118
1,E,aten.equal.default,32
1,H,aten.div.Tensor,2
1,F,aten.lift_fresh.default,48
1,F,aten.clone.default,20
1,F,aten.view.default,16
1,F,aten.eq.Scalar,8
1,F,aten.all.default,8
1,F,aten.neg.default,2
1,F,aten.abs.default,46
1,F,aten.ne.Scalar,36
1,F,aten.eq.Tensor,34
1,F,aten.mul.Tensor,34
1,F,aten.sub.Tensor,22
1,F,aten.full_like.default,6
1,F,aten.nextafter.default,6
1,F,aten.zeros.default,6
1,F,aten.max.default,12
1,G,aten.add.Tensor,6
1,G,aten.le.Scalar,2
1,G,aten.ge.Scalar,2
1,G,aten.reciprocal.default,4
1,F,aten.isnan.default,8
1,F,aten.any.default,14
1,F,aten.gt.Tensor,4
1,F,aten.ones.default,2
1,H,aten.eq.Scalar,4
1,H,aten.all.default,4
1,H,aten.zeros.default,8
1,H,aten.stack.default,6
1,H,aten.min.dim,6
1,H,aten.max.dim,6
2,outside_boundary,aten.lift_fresh.default,562
2,outside_boundary,aten.clone.default,4814
2,outside_boundary,aten.view.default,767
2,outside_boundary,aten.isnan.default,202
2,outside_boundary,aten.any.default,547
2,outside_boundary,aten._local_scalar_dense.default,5526
2,outside_boundary,aten.gt.Tensor,245
2,outside_boundary,aten.eq.Scalar,196
2,outside_boundary,aten.all.default,2818
2,outside_boundary,aten.zeros_like.default,1442
2,outside_boundary,aten.add.Tensor,911
2,outside_boundary,aten.ne.Scalar,562
2,outside_boundary,aten.ones.default,148
2,outside_boundary,aten.mul.Tensor,6563
2,outside_boundary,aten.zeros.default,98
2,A,aten.zeros.default,1
2,A,aten.empty.memory_format,1
2,A,aten.empty_like.default,1
2,A,aten.select.int,34
2,A,aten.copy_.default,8
2,A,aten.stack.default,2
2,A,aten.view.default,505
2,A,aten.clone.default,554
2,A,aten.le.Tensor,3
2,A,aten.all.default,989
2,A,aten._local_scalar_dense.default,1074
2,outside_boundary,aten.slice.Tensor,4655
2,outside_boundary,aten.select.int,6000
2,outside_boundary,aten.allclose.default,156
2,outside_boundary,aten.full_like.default,4765
2,outside_boundary,aten.le.Tensor,2397
2,outside_boundary,aten.sub.Tensor,427
2,outside_boundary,aten.nextafter.default,4436
2,outside_boundary,aten.index_select.default,840
2,outside_boundary,aten.expand.default,77
2,outside_boundary,aten.scatter_add_.default,53
2,outside_boundary,aten.ones_like.default,378
2,outside_boundary,aten.max.default,360
2,outside_boundary,aten.detach.default,1514
2,outside_boundary,aten.abs.default,1937
2,outside_boundary,aten.minimum.default,345
2,outside_boundary,aten.maximum.default,445
2,outside_boundary,aten.le.Scalar,294
2,outside_boundary,aten.ge.Scalar,467
2,outside_boundary,aten.bitwise_and.Tensor,482
2,outside_boundary,aten.pow.Tensor_Scalar,3054
2,outside_boundary,aten.stack.default,2582
2,outside_boundary,aten.min.dim,1989
2,outside_boundary,aten.max.dim,1991
2,outside_boundary,aten.where.self,1044
2,outside_boundary,aten.unsqueeze.default,382
2,outside_boundary,aten.sum.dim_IntList,470
2,outside_boundary,aten.eq.Tensor,569
2,outside_boundary,aten.arange.default,72
2,outside_boundary,aten.min.default,90
2,outside_boundary,aten.nonzero.default,96
2,outside_boundary,aten.lt.Tensor,144
2,outside_boundary,aten.unbind.int,720
2,outside_boundary,aten.cat.default,438
2,outside_boundary,aten.ge.Tensor,154
2,outside_boundary,aten.all.dim,158
2,outside_boundary,aten.count_nonzero.default,144
2,outside_boundary,aten.clamp.default,54
2,outside_boundary,aten.pow.Tensor_Tensor,162
2,outside_boundary,aten._to_copy.default,54
2,outside_boundary,aten.copy_.default,742
2,outside_boundary,aten.full.default,36
2,outside_boundary,aten.scatter_reduce_.two,36
2,outside_boundary,aten.neg.default,20
2,outside_boundary,aten.amin.default,2
2,outside_boundary,aten.amax.default,2
2,outside_boundary,aten.any.dim,6
2,outside_boundary,aten.unique_dim.default,2
2,outside_boundary,aten.rsub.Scalar,2
2,outside_boundary,aten.div.Tensor,6
2,outside_boundary,aten.scatter_.src,4
2,outside_boundary,aten.equal.default,25
2,outside_boundary,aten.permute.default,128
2,outside_boundary,aten.fill_.Tensor,626
2,outside_boundary,aten.bitwise_not.default,4
2,C,aten.abs.default,111
2,C,aten.ne.Scalar,111
2,C,aten.eq.Tensor,117
2,C,aten.mul.Tensor,267
2,C,aten.all.default,117
2,C,aten._local_scalar_dense.default,165
2,B,aten.lift_fresh.default,4
2,B,aten.expand.default,2
2,B,aten.slice.Tensor,5
2,B,aten.select.int,1
2,B,aten.unsqueeze.default,3
2,B,aten.pow.Tensor_Tensor,1
2,B,aten.mul.Tensor,32
2,B,aten.detach.default,2
2,B,aten.view.default,3
2,B,aten.zeros.default,1
2,B,aten.scatter_add_.default,1
2,C,aten.lift_fresh.default,93
2,C,aten.expand.default,1
2,C,aten.detach.default,4
2,C,aten.gt.Tensor,20
2,C,aten.any.default,48
2,C,aten.slice.Tensor,68
2,C,aten.select.int,140
2,C,aten.lt.Tensor,3
2,C,aten.bitwise_or.Tensor,42
2,C,aten.unsqueeze.default,24
2,C,aten.ones_like.default,18
2,C,aten.stack.default,47
2,C,aten.amin.default,39
2,C,aten.full_like.default,174
2,C,aten.nextafter.default,174
2,C,aten.amax.default,39
2,C,aten.eq.Scalar,492
2,C,aten.bitwise_and.Tensor,249
2,C,aten.where.self,420
2,C,aten.zeros_like.default,138
2,C,aten.index.Tensor,60
2,C,aten.add.Tensor,96
2,C,aten.view.default,68
2,C,aten.index_put_.default,30
2,C,aten.neg.default,6
2,C,aten.cat.default,14
2,C,aten.zeros.default,3
2,C,aten.clone.default,62
2,C,aten.le.Tensor,5
2,C,aten.ge.Tensor,1
2,A,aten.detach.default,76
2,A,aten.unbind.int,4
2,A,aten.isnan.default,10
2,A,aten.any.default,15
2,A,aten.gt.Tensor,5
2,A,aten.ne.Scalar,70
2,A,aten.eq.Scalar,986
2,A,aten.zeros_like.default,493
2,A,aten.add.Tensor,493
2,B,aten.ones_like.default,4
2,B,aten.zeros_like.default,31
2,B,aten.add.Tensor,31
2,B,aten.pow.Tensor_Scalar,27
2,C,aten.isnan.default,28
2,D,aten.zeros.default,226
2,D,aten.clone.default,10364
2,D,aten.view.default,5183
2,D,aten.isnan.default,5182
2,D,aten.any.default,7773
2,D,aten._local_scalar_dense.default,7773
2,D,aten.gt.Tensor,2591
2,D,aten.add.Tensor,1262
2,D,aten.full_like.default,3560
2,D,aten.nextafter.default,3560
2,D,aten.mul.Tensor,3260
2,D,aten.stack.default,899
2,D,aten.min.dim,899
2,D,aten.max.dim,899
2,D,aten.zeros_like.default,250
2,D,aten.abs.default,1000
2,D,aten.minimum.default,250
2,D,aten.maximum.default,250
2,D,aten.le.Scalar,250
2,D,aten.ge.Scalar,250
2,D,aten.bitwise_and.Tensor,250
2,D,aten.pow.Tensor_Scalar,668
2,D,aten.where.self,250
2,H,aten.add.Tensor,50
2,H,aten.full_like.default,90
2,H,aten.nextafter.default,90
2,H,aten.clone.default,136
2,H,aten.view.default,72
2,H,aten.isnan.default,68
2,H,aten.any.default,102
2,H,aten._local_scalar_dense.default,198
2,H,aten.gt.Tensor,34
2,H,aten.sub.Tensor,30
2,H,aten.detach.default,96
2,H,aten.lift_fresh.default,48
2,H,aten.abs.default,44
2,H,aten.ne.Scalar,44
2,H,aten.eq.Tensor,44
2,H,aten.mul.Tensor,68
2,F,aten.detach.default,100
2,F,aten._local_scalar_dense.default,116
2,G,aten.lift_fresh.default,29
2,G,aten.abs.default,112
2,G,aten.ne.Scalar,112
2,G,aten.eq.Tensor,112
2,G,aten.mul.Tensor,148
2,G,aten._local_scalar_dense.default,273
2,G,aten.all.default,134
2,G,aten.view.default,166
2,G,aten.stack.default,60
2,G,aten.sub.Tensor,33
2,G,aten.full_like.default,65
2,G,aten.nextafter.default,65
2,G,aten.le.Tensor,27
2,G,aten.ge.Tensor,12
2,G,aten.bitwise_and.Tensor,12
2,E,aten.detach.default,288
2,E,aten._local_scalar_dense.default,2031
2,G,aten.clone.default,96
2,G,aten.isnan.default,48
2,G,aten.any.default,74
2,G,aten.gt.Tensor,24
2,G,aten.min.dim,6
2,G,aten.max.dim,6
2,G,aten.zeros_like.default,4
2,G,aten.select.int,50
2,G,aten.slice.Tensor,24
2,G,aten.amin.default,4
2,G,aten.amax.default,4
2,G,aten.add.Tensor,16
2,G,aten.zeros.default,2
2,G,aten.detach.default,116
2,E,aten.zeros_like.default,226
2,E,aten.add.Tensor,514
2,E,aten.clone.default,2084
2,E,aten.view.default,999
2,E,aten.eq.Scalar,10
2,E,aten.all.default,130
2,E,aten.zeros.default,122
2,E,aten.isnan.default,976
2,E,aten.any.default,1464
2,E,aten.gt.Tensor,488
2,E,aten.mul.Tensor,769
2,E,aten.lift_fresh.default,314
2,E,aten.abs.default,426
2,E,aten.le.Tensor,120
2,E,aten.stack.default,71
2,E,aten.min.dim,71
2,E,aten.full_like.default,674
2,E,aten.nextafter.default,674
2,E,aten.max.dim,71
2,E,aten.sub.Tensor,244
2,E,aten.ne.Scalar,291
2,E,aten.eq.Tensor,291
2,D,aten.lift_fresh.default,237
2,E,aten.equal.default,16
2,H,aten.div.Tensor,2
2,F,aten.lift_fresh.default,58
2,F,aten.clone.default,20
2,F,aten.view.default,16
2,F,aten.eq.Scalar,8
2,F,aten.all.default,8
2,F,aten.neg.default,2
2,F,aten.abs.default,66
2,F,aten.ne.Scalar,46
2,F,aten.eq.Tensor,44
2,F,aten.mul.Tensor,44
2,F,aten.sub.Tensor,32
2,F,aten.full_like.default,6
2,F,aten.nextafter.default,6
2,F,aten.zeros.default,6
2,F,aten.max.default,22
2,G,aten.le.Scalar,2
2,G,aten.ge.Scalar,2
2,G,aten.reciprocal.default,4
2,F,aten.isnan.default,8
2,F,aten.any.default,14
2,F,aten.gt.Tensor,4
2,F,aten.ones.default,2
2,H,aten.eq.Scalar,4
2,H,aten.all.default,4
2,H,aten.zeros.default,8
2,H,aten.stack.default,6
2,H,aten.min.dim,6
2,H,aten.max.dim,6
3,outside_boundary,aten.lift_fresh.default,562
3,outside_boundary,aten.clone.default,4814
3,outside_boundary,aten.view.default,767
3,outside_boundary,aten.isnan.default,202
3,outside_boundary,aten.any.default,547
3,outside_boundary,aten._local_scalar_dense.default,5526
3,outside_boundary,aten.gt.Tensor,245
3,outside_boundary,aten.eq.Scalar,196
3,outside_boundary,aten.all.default,2818
3,outside_boundary,aten.zeros_like.default,1442
3,outside_boundary,aten.add.Tensor,911
3,outside_boundary,aten.ne.Scalar,562
3,outside_boundary,aten.ones.default,148
3,outside_boundary,aten.mul.Tensor,6563
3,outside_boundary,aten.zeros.default,98
3,A,aten.zeros.default,1
3,A,aten.empty.memory_format,1
3,A,aten.empty_like.default,1
3,A,aten.select.int,34
3,A,aten.copy_.default,8
3,A,aten.stack.default,2
3,A,aten.view.default,654
3,A,aten.clone.default,703
3,A,aten.le.Tensor,3
3,A,aten.all.default,1287
3,A,aten._local_scalar_dense.default,1372
3,outside_boundary,aten.slice.Tensor,4655
3,outside_boundary,aten.select.int,6000
3,outside_boundary,aten.allclose.default,156
3,outside_boundary,aten.full_like.default,4765
3,outside_boundary,aten.le.Tensor,2397
3,outside_boundary,aten.sub.Tensor,427
3,outside_boundary,aten.nextafter.default,4436
3,outside_boundary,aten.index_select.default,840
3,outside_boundary,aten.expand.default,77
3,outside_boundary,aten.scatter_add_.default,53
3,outside_boundary,aten.ones_like.default,378
3,outside_boundary,aten.max.default,360
3,outside_boundary,aten.detach.default,1514
3,outside_boundary,aten.abs.default,1937
3,outside_boundary,aten.minimum.default,345
3,outside_boundary,aten.maximum.default,445
3,outside_boundary,aten.le.Scalar,294
3,outside_boundary,aten.ge.Scalar,467
3,outside_boundary,aten.bitwise_and.Tensor,482
3,outside_boundary,aten.pow.Tensor_Scalar,3054
3,outside_boundary,aten.stack.default,2582
3,outside_boundary,aten.min.dim,1989
3,outside_boundary,aten.max.dim,1991
3,outside_boundary,aten.where.self,1044
3,outside_boundary,aten.unsqueeze.default,382
3,outside_boundary,aten.sum.dim_IntList,470
3,outside_boundary,aten.eq.Tensor,569
3,outside_boundary,aten.arange.default,72
3,outside_boundary,aten.min.default,90
3,outside_boundary,aten.nonzero.default,96
3,outside_boundary,aten.lt.Tensor,144
3,outside_boundary,aten.unbind.int,720
3,outside_boundary,aten.cat.default,438
3,outside_boundary,aten.ge.Tensor,154
3,outside_boundary,aten.all.dim,158
3,outside_boundary,aten.count_nonzero.default,144
3,outside_boundary,aten.clamp.default,54
3,outside_boundary,aten.pow.Tensor_Tensor,162
3,outside_boundary,aten._to_copy.default,54
3,outside_boundary,aten.copy_.default,742
3,outside_boundary,aten.full.default,36
3,outside_boundary,aten.scatter_reduce_.two,36
3,outside_boundary,aten.neg.default,20
3,outside_boundary,aten.amin.default,2
3,outside_boundary,aten.amax.default,2
3,outside_boundary,aten.any.dim,6
3,outside_boundary,aten.unique_dim.default,2
3,outside_boundary,aten.rsub.Scalar,2
3,outside_boundary,aten.div.Tensor,6
3,outside_boundary,aten.scatter_.src,4
3,outside_boundary,aten.equal.default,25
3,outside_boundary,aten.permute.default,128
3,outside_boundary,aten.fill_.Tensor,626
3,outside_boundary,aten.bitwise_not.default,4
3,C,aten.abs.default,111
3,C,aten.ne.Scalar,111
3,C,aten.eq.Tensor,117
3,C,aten.mul.Tensor,267
3,C,aten.all.default,117
3,C,aten._local_scalar_dense.default,165
3,B,aten.lift_fresh.default,4
3,B,aten.expand.default,2
3,B,aten.slice.Tensor,5
3,B,aten.select.int,1
3,B,aten.unsqueeze.default,3
3,B,aten.pow.Tensor_Tensor,1
3,B,aten.mul.Tensor,32
3,B,aten.detach.default,2
3,B,aten.view.default,3
3,B,aten.zeros.default,1
3,B,aten.scatter_add_.default,1
3,C,aten.lift_fresh.default,93
3,C,aten.expand.default,1
3,C,aten.detach.default,4
3,C,aten.gt.Tensor,20
3,C,aten.any.default,48
3,C,aten.slice.Tensor,68
3,C,aten.select.int,140
3,C,aten.lt.Tensor,3
3,C,aten.bitwise_or.Tensor,42
3,C,aten.unsqueeze.default,24
3,C,aten.ones_like.default,18
3,C,aten.stack.default,47
3,C,aten.amin.default,39
3,C,aten.full_like.default,174
3,C,aten.nextafter.default,174
3,C,aten.amax.default,39
3,C,aten.eq.Scalar,492
3,C,aten.bitwise_and.Tensor,249
3,C,aten.where.self,420
3,C,aten.zeros_like.default,138
3,C,aten.index.Tensor,60
3,C,aten.add.Tensor,96
3,C,aten.view.default,68
3,C,aten.index_put_.default,30
3,C,aten.neg.default,6
3,C,aten.cat.default,14
3,C,aten.zeros.default,3
3,C,aten.clone.default,62
3,C,aten.le.Tensor,5
3,C,aten.ge.Tensor,1
3,A,aten.detach.default,76
3,A,aten.unbind.int,4
3,A,aten.isnan.default,10
3,A,aten.any.default,15
3,A,aten.gt.Tensor,5
3,A,aten.ne.Scalar,70
3,A,aten.eq.Scalar,1284
3,A,aten.zeros_like.default,642
3,A,aten.add.Tensor,642
3,B,aten.ones_like.default,4
3,B,aten.zeros_like.default,31
3,B,aten.add.Tensor,31
3,B,aten.pow.Tensor_Scalar,27
3,C,aten.isnan.default,28
3,D,aten.zeros.default,230
3,D,aten.clone.default,14676
3,D,aten.view.default,7339
3,D,aten.isnan.default,7338
3,D,aten.any.default,11007
3,D,aten._local_scalar_dense.default,11007
3,D,aten.gt.Tensor,3669
3,D,aten.add.Tensor,1734
3,D,aten.full_like.default,5242
3,D,aten.nextafter.default,5242
3,D,aten.mul.Tensor,4656
3,D,aten.stack.default,1352
3,D,aten.min.dim,1352
3,D,aten.max.dim,1352
3,D,aten.zeros_like.default,402
3,D,aten.abs.default,1608
3,D,aten.minimum.default,402
3,D,aten.maximum.default,402
3,D,aten.le.Scalar,402
3,D,aten.ge.Scalar,402
3,D,aten.bitwise_and.Tensor,402
3,D,aten.pow.Tensor_Scalar,1180
3,D,aten.where.self,402
3,H,aten.add.Tensor,50
3,H,aten.full_like.default,90
3,H,aten.nextafter.default,90
3,H,aten.clone.default,136
3,H,aten.view.default,72
3,H,aten.isnan.default,68
3,H,aten.any.default,102
3,H,aten._local_scalar_dense.default,198
3,H,aten.gt.Tensor,34
3,H,aten.sub.Tensor,30
3,H,aten.detach.default,96
3,H,aten.lift_fresh.default,48
3,H,aten.abs.default,44
3,H,aten.ne.Scalar,44
3,H,aten.eq.Tensor,44
3,H,aten.mul.Tensor,68
3,F,aten.detach.default,108
3,F,aten._local_scalar_dense.default,124
3,G,aten.lift_fresh.default,29
3,G,aten.abs.default,122
3,G,aten.ne.Scalar,122
3,G,aten.eq.Tensor,122
3,G,aten.mul.Tensor,158
3,G,aten._local_scalar_dense.default,319
3,G,aten.all.default,144
3,G,aten.view.default,234
3,G,aten.stack.default,68
3,G,aten.sub.Tensor,33
3,G,aten.full_like.default,67
3,G,aten.nextafter.default,67
3,G,aten.le.Tensor,27
3,G,aten.ge.Tensor,12
3,G,aten.bitwise_and.Tensor,12
3,E,aten.detach.default,288
3,E,aten._local_scalar_dense.default,2595
3,G,aten.clone.default,112
3,G,aten.isnan.default,56
3,G,aten.any.default,86
3,G,aten.gt.Tensor,28
3,G,aten.min.dim,6
3,G,aten.max.dim,6
3,G,aten.zeros_like.default,4
3,G,aten.select.int,76
3,G,aten.slice.Tensor,24
3,G,aten.amin.default,4
3,G,aten.amax.default,4
3,G,aten.add.Tensor,18
3,G,aten.zeros.default,2
3,G,aten.detach.default,164
3,E,aten.zeros_like.default,435
3,E,aten.add.Tensor,771
3,E,aten.clone.default,2798
3,E,aten.view.default,1347
3,E,aten.eq.Scalar,10
3,E,aten.all.default,172
3,E,aten.zeros.default,198
3,E,aten.isnan.default,1324
3,E,aten.any.default,1986
3,E,aten.gt.Tensor,662
3,E,aten.mul.Tensor,1059
3,E,aten.lift_fresh.default,314
3,E,aten.abs.default,468
3,E,aten.le.Tensor,162
3,E,aten.stack.default,95
3,E,aten.min.dim,95
3,E,aten.full_like.default,810
3,E,aten.nextafter.default,810
3,E,aten.max.dim,95
3,E,aten.sub.Tensor,284
3,E,aten.ne.Scalar,291
3,E,aten.eq.Tensor,291
3,D,aten.lift_fresh.default,275
3,E,aten.equal.default,16
3,H,aten.div.Tensor,2
3,F,aten.lift_fresh.default,62
3,F,aten.clone.default,20
3,F,aten.view.default,16
3,F,aten.eq.Scalar,8
3,F,aten.all.default,8
3,F,aten.neg.default,2
3,F,aten.abs.default,74
3,F,aten.ne.Scalar,50
3,F,aten.eq.Tensor,48
3,F,aten.mul.Tensor,48
3,F,aten.sub.Tensor,36
3,F,aten.full_like.default,6
3,F,aten.nextafter.default,6
3,F,aten.zeros.default,6
3,F,aten.max.default,26
3,G,aten.le.Scalar,2
3,G,aten.ge.Scalar,2
3,G,aten.reciprocal.default,4
3,F,aten.isnan.default,8
3,F,aten.any.default,14
3,F,aten.gt.Tensor,4
3,F,aten.ones.default,2
3,H,aten.eq.Scalar,4
3,H,aten.all.default,4
3,H,aten.zeros.default,8
3,H,aten.stack.default,6
3,H,aten.min.dim,6
3,H,aten.max.dim,6
4,outside_boundary,aten.lift_fresh.default,562
4,outside_boundary,aten.clone.default,4814
4,outside_boundary,aten.view.default,767
4,outside_boundary,aten.isnan.default,202
4,outside_boundary,aten.any.default,547
4,outside_boundary,aten._local_scalar_dense.default,5526
4,outside_boundary,aten.gt.Tensor,245
4,outside_boundary,aten.eq.Scalar,196
4,outside_boundary,aten.all.default,2818
4,outside_boundary,aten.zeros_like.default,1442
4,outside_boundary,aten.add.Tensor,911
4,outside_boundary,aten.ne.Scalar,562
