source,mode,segment_index,status,t_lo,t_hi,h,x_lo,x_hi,y_lo,y_hi,width_x,width_y,width_sum,box_semantics,step_rejections,next_h,message
flowstar,generated_flowstar_h5_reference,0,validated,-0,0.012500000000000001,0.012500000000000001,1.1000000000000001,1.430625,2.301787,2.4500130000000002,0.33062499999999995,0.14822600000000019,0.47885100000000014,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,19,validated,0.27492060000000001,0.29403279999999998,0.019112199999999968,1.642611,1.928426,0.96729410000000005,1.5348459999999999,0.28581499999999993,0.56755189999999989,0.85336689999999982,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,20,validated,0.29403279999999998,0.3045445,0.010511700000000013,1.6700790000000001,1.93486,0.92288950000000003,1.45078,0.26478099999999993,0.52789049999999993,0.79267149999999986,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,21,validated,0.3045445,0.31610739999999998,0.011562899999999987,1.6845129999999999,1.946404,0.8711873,1.4044639999999999,0.2618910000000001,0.53327669999999994,0.79516770000000003,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,22,validated,0.31610739999999998,0.32882660000000002,0.012719200000000042,1.699732,1.9585140000000001,0.81550639999999996,1.3535699999999999,0.25878200000000007,0.53806359999999998,0.79684560000000004,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,23,validated,0.32882660000000002,0.3428177,0.013991099999999979,1.715813,1.9710030000000001,0.75582950000000004,1.2977449999999999,0.25519000000000003,0.54191549999999988,0.79710549999999991,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,24,validated,0.3428177,0.35820790000000002,0.015390200000000021,1.7327079999999999,1.9837560000000001,0.69142919999999997,1.2366649999999999,0.25104800000000016,0.54523579999999994,0.7962838000000001,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,25,validated,0.35820790000000002,0.3751371,0.016929199999999978,1.7503379999999999,1.996626,0.62225200000000003,1.1700470000000001,0.24628800000000006,0.54779500000000003,0.79408300000000009,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,26,validated,0.3751371,0.39375929999999998,0.018622199999999978,1.768588,2.0094240000000001,0.54906149999999998,1.097666,0.24083600000000005,0.54860450000000005,0.7894405000000001,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,27,validated,0.39375929999999998,0.41424369999999999,0.020484400000000014,1.787301,2.0219209999999999,0.4721707,1.01939,0.23461999999999983,0.54721930000000008,0.7818392999999999,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,28,validated,0.41424369999999999,0.43677650000000001,0.022532800000000019,1.806271,2.0338400000000001,0.39203909999999997,0.93521460000000001,0.22756900000000013,0.54317550000000003,0.77074450000000017,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,29,validated,0.43677650000000001,0.4491695,0.012392999999999987,1.8252470000000001,2.034376,0.35866959999999998,0.84518369999999998,0.2091289999999999,0.4865141,0.69564309999999985,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,30,validated,0.4491695,0.46280189999999999,0.013632399999999989,1.8348549999999999,2.0401370000000001,0.31457629999999998,0.79699549999999997,0.20528200000000019,0.48241919999999999,0.68770120000000023,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,31,validated,0.46280189999999999,0.47779739999999998,0.014995499999999995,1.8447610000000001,2.0457670000000001,0.26795819999999998,0.74513379999999996,0.20100600000000002,0.47717559999999998,0.67818160000000005,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,32,validated,0.47779739999999998,0.49429260000000003,0.016495200000000043,1.8548770000000001,2.0511349999999999,0.2189488,0.68952230000000003,0.19625799999999982,0.47057350000000003,0.6668314999999998,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,33,validated,0.49429260000000003,0.51243720000000004,0.018144600000000011,1.8650880000000001,2.0560849999999999,0.1677343,0.63014840000000005,0.19099699999999986,0.46241410000000005,0.65341109999999991,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,34,validated,0.51243720000000004,0.53239630000000004,0.019959100000000007,1.8752450000000001,2.0604309999999999,0.11457539999999999,0.56707419999999997,0.18518599999999985,0.45249879999999998,0.63768479999999983,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,35,validated,0.53239630000000004,0.55435140000000005,0.021955100000000005,1.885167,2.0639590000000001,0.059811900000000001,0.50045320000000004,0.17879200000000006,0.44064130000000001,0.61943330000000008,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,36,validated,0.55435140000000005,0.57850190000000001,0.024150499999999964,1.894631,2.0664189999999998,0.0037066809999999999,0.43054350000000002,0.17178799999999983,0.42683681900000003,0.59862481899999986,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,37,validated,0.57850190000000001,0.60506749999999998,0.026565599999999967,1.903006,2.067539,-0.053452020000000003,0.358043,0.16453300000000004,0.41149501999999999,0.57602802000000008,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,38,validated,0.60506749999999998,0.63428960000000001,0.029222100000000029,1.909036,2.0670009999999999,-0.1109282,0.28331010000000001,0.15796499999999991,0.39423830000000004,0.55220329999999995,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,39,validated,0.63428960000000001,0.66643399999999997,0.032144399999999962,1.9133530000000001,2.064454,-0.16792860000000001,0.2067949,0.15110099999999993,0.37472349999999999,0.52582449999999992,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,40,validated,0.66643399999999997,0.70179279999999999,0.035358800000000024,1.915532,2.059523,-0.2238224,0.12924260000000001,0.14399099999999998,0.35306500000000002,0.497056,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,41,validated,0.70179279999999999,0.72124010000000005,0.019447300000000056,1.920107,2.050808,-0.23728949999999999,0.051649729999999998,0.13070099999999996,0.28893922999999999,0.41964022999999995,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,42,validated,0.72124010000000005,0.74263219999999996,0.021392099999999914,1.9192560000000001,2.046414,-0.26671030000000001,0.01237794,0.12715799999999988,0.27908823999999999,0.40624623999999987,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,43,validated,0.74263219999999996,0.7661635,0.023531300000000033,1.9173960000000001,2.0415290000000001,-0.29671589999999998,-0.028470019999999999,0.12413300000000005,0.26824587999999999,0.39237888000000004,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,44,validated,0.7661635,0.79204790000000003,0.02588440000000003,1.914307,2.035736,-0.32710860000000003,-0.070703660000000002,0.12142900000000001,0.25640494000000003,0.37783394000000003,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,45,validated,0.79204790000000003,0.82052069999999999,0.028472799999999965,1.909735,2.0285820000000001,-0.35768319999999998,-0.1140896,0.11884700000000015,0.24359359999999997,0.36244060000000011,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,46,validated,0.82052069999999999,0.85184079999999995,0.031320099999999962,1.9033910000000001,2.019838,-0.38832090000000002,-0.15835659999999999,0.11644699999999997,0.22996430000000004,0.34641129999999998,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,47,validated,0.85184079999999995,0.886293,0.034452200000000044,1.8949450000000001,2.0092569999999998,-0.41879719999999998,-0.2032002,0.11431199999999975,0.21559699999999998,0.32990899999999973,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,48,validated,0.886293,0.92419030000000002,0.037897300000000023,1.8840399999999999,1.9965489999999999,-0.44891419999999999,-0.24830650000000001,0.11250899999999997,0.20060769999999997,0.31311669999999991,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,49,validated,0.92419030000000002,0.9658774,0.041687099999999977,1.8702650000000001,1.981403,-0.47859370000000001,-0.29336079999999998,0.11113799999999996,0.18523290000000003,0.29637089999999999,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,50,validated,0.9658774,1.011733,0.045855599999999996,1.8531580000000001,1.963463,-0.50806070000000003,-0.33779199999999998,0.11030499999999988,0.17026870000000005,0.28057369999999993,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,51,validated,1.011733,1.0621750000000001,0.050442000000000098,1.832201,1.9423319999999999,-0.53753839999999997,-0.38121969999999999,0.11013099999999998,0.15631869999999998,0.26644969999999996,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,52,validated,1.0621750000000001,1.1176600000000001,0.055485000000000007,1.806832,1.917567,-0.56692379999999998,-0.42378680000000002,0.11073500000000003,0.14313699999999996,0.25387199999999999,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,53,validated,1.1176600000000001,1.1786939999999999,0.061033999999999811,1.776397,1.8886609999999999,-0.59656260000000005,-0.46547630000000001,0.11226399999999992,0.13108630000000004,0.24335029999999996,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,54,validated,1.1786939999999999,1.2122630000000001,0.033569000000000182,1.760818,1.8550070000000001,-0.60485619999999995,-0.50654350000000004,0.094189000000000078,0.09831269999999992,0.1925017,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,55,validated,1.2122630000000001,1.2491890000000001,0.036926000000000014,1.74028,1.835744,-0.62203220000000004,-0.52734899999999996,0.095463999999999993,0.094683200000000078,0.19014720000000007,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,56,validated,1.2491890000000001,1.2898069999999999,0.040617999999999821,1.716774,1.813958,-0.64043890000000003,-0.54908440000000003,0.097183999999999937,0.091354500000000005,0.18853849999999994,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,57,validated,1.2898069999999999,1.334487,0.044680000000000053,1.689851,1.789291,-0.66030580000000005,-0.57185450000000004,0.099439999999999973,0.08845130000000001,0.18789129999999998,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,58,validated,1.334487,1.3836349999999999,0.049147999999999969,1.658984,1.761331,-0.68199909999999997,-0.59581859999999998,0.10234699999999997,0.086180499999999993,0.18852749999999996,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,59,validated,1.3836349999999999,1.4376979999999999,0.054062999999999972,1.62355,1.7295910000000001,-0.70609639999999996,-0.62121470000000001,0.10604100000000005,0.084881699999999949,0.1909227,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,60,validated,1.4376979999999999,1.4971669999999999,0.059468999999999994,1.582803,1.693495,-0.73308010000000001,-0.64838419999999997,0.11069200000000001,0.084695900000000046,0.19538790000000006,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,61,validated,1.4971669999999999,1.5625830000000001,0.065416000000000141,1.5358339999999999,1.652353,-0.76375720000000002,-0.67781959999999997,0.11651900000000004,0.085937600000000058,0.2024566000000001,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,62,validated,1.5625830000000001,1.6345400000000001,0.071957000000000049,1.481522,1.605324,-0.79923999999999995,-0.71020839999999996,0.12380199999999997,0.089031599999999989,0.21283359999999996,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,63,validated,1.6345400000000001,1.7136929999999999,0.079152999999999807,1.4184540000000001,1.5513710000000001,-0.84106840000000005,-0.74650890000000003,0.13291699999999995,0.094559500000000019,0.22747649999999997,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,64,validated,1.7136929999999999,1.757228,0.043535000000000101,1.382984,1.4891760000000001,-0.86389939999999998,-0.78820699999999999,0.10619200000000006,0.075692399999999993,0.18188440000000006,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,65,validated,1.757228,1.8051159999999999,0.047887999999999931,1.341661,1.4536880000000001,-0.89251630000000004,-0.81211809999999995,0.1120270000000001,0.080398200000000086,0.19242520000000018,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,66,validated,1.8051159999999999,1.8577920000000001,0.052676000000000167,1.2945089999999999,1.4134850000000001,-0.9259676,-0.83948780000000001,0.11897600000000019,0.086479799999999996,0.20545580000000019,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,67,validated,1.8577920000000001,1.9157360000000001,0.057943999999999996,1.2404649999999999,1.3677729999999999,-0.96546949999999998,-0.87111530000000004,0.12730799999999998,0.094354199999999944,0.22166219999999992,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,68,validated,1.9157360000000001,1.9794750000000001,0.06373899999999999,1.1781900000000001,1.3155730000000001,-1.0126649999999999,-0.90805800000000003,0.13738300000000003,0.10460699999999989,0.24198999999999993,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,69,validated,1.9794750000000001,2.0495869999999998,0.07011199999999973,1.1059680000000001,1.2556620000000001,-1.069761,-0.9517352,0.14969399999999999,0.11802579999999996,0.26771979999999995,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,70,validated,2.0495869999999998,2.1267109999999998,0.07712399999999997,1.021557,1.1864699999999999,-1.1398010000000001,-1.004078,0.16491299999999987,0.13572300000000004,0.3006359999999999,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,71,validated,2.1267109999999998,2.2115469999999999,0.084836000000000134,0.92198270000000004,1.105966,-1.227015,-1.0677540000000001,0.18398329999999996,0.15926099999999987,0.34324429999999984,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,72,validated,2.2115469999999999,2.2582070000000001,0.046660000000000146,0.86423939999999999,1.011361,-1.2797240000000001,-1.146684,0.14712159999999996,0.13304000000000005,0.28016160000000001,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,73,validated,2.2582070000000001,2.3095330000000001,0.051325999999999983,0.79732309999999995,0.95641160000000003,-1.3428819999999999,-1.194475,0.15908850000000008,0.14840699999999996,0.30749550000000003,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,74,validated,2.3095330000000001,2.3659910000000002,0.056458000000000119,0.71979159999999998,0.89330399999999999,-1.4184730000000001,-1.2511369999999999,0.17351240000000001,0.16733600000000015,0.34084840000000016,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
flowstar,generated_flowstar_h5_reference,75,validated,2.3659910000000002,2.428096,0.062104999999999855,0.62932869999999996,0.82039019999999996,-1.5095970000000001,-1.318883,0.1910615,0.19071400000000005,0.38177550000000005,flowstar_gnuplot_segment_box,,,existing generated Flowstar GNUPLOT segment box; not an endpoint box; overlapping final segment is included when restricting the h10 artifact to h5
