step,category,operation,calls
2,C,aten.view.default,108
2,C,aten.index_put_.default,42
2,C,aten.neg.default,6
2,C,aten.cat.default,14
2,C,aten.zeros.default,3
2,C,aten.clone.default,118
2,C,aten.le.Tensor,5
2,C,aten.ge.Tensor,1
2,A,aten.detach.default,174
2,A,aten.unbind.int,4
2,A,aten.isnan.default,10
2,A,aten.any.default,15
2,A,aten.gt.Tensor,5
2,A,aten.ne.Scalar,168
2,A,aten.eq.Scalar,2816
2,A,aten.zeros_like.default,1408
2,A,aten.add.Tensor,1408
2,B,aten.ones_like.default,4
2,B,aten.zeros_like.default,80
2,B,aten.add.Tensor,80
2,B,aten.pow.Tensor_Scalar,76
2,C,aten.isnan.default,56
2,D,aten.zeros.default,528
2,D,aten.clone.default,29560
2,D,aten.view.default,14794
2,D,aten.isnan.default,14780
2,D,aten.any.default,22170
2,D,aten._local_scalar_dense.default,22170
2,D,aten.gt.Tensor,7390
2,D,aten.add.Tensor,3432
2,D,aten.full_like.default,10496
2,D,aten.nextafter.default,10496
2,D,aten.mul.Tensor,9312
2,D,aten.stack.default,2742
2,D,aten.min.dim,2742
2,D,aten.max.dim,2742
2,D,aten.zeros_like.default,790
2,D,aten.abs.default,3160
2,D,aten.minimum.default,790
2,D,aten.maximum.default,790
2,D,aten.le.Scalar,790
2,D,aten.ge.Scalar,790
2,D,aten.bitwise_and.Tensor,790
2,D,aten.pow.Tensor_Scalar,2408
2,D,aten.where.self,790
2,H,aten.add.Tensor,50
2,H,aten.full_like.default,90
2,H,aten.nextafter.default,90
2,H,aten.clone.default,136
2,H,aten.view.default,72
2,H,aten.isnan.default,68
2,H,aten.any.default,102
2,H,aten._local_scalar_dense.default,198
2,H,aten.gt.Tensor,34
2,H,aten.sub.Tensor,30
2,H,aten.detach.default,96
2,H,aten.lift_fresh.default,48
2,H,aten.abs.default,44
2,H,aten.ne.Scalar,44
2,H,aten.eq.Tensor,44
2,H,aten.mul.Tensor,68
2,F,aten.detach.default,112
2,F,aten._local_scalar_dense.default,128
2,G,aten.lift_fresh.default,29
2,G,aten.abs.default,138
2,G,aten.ne.Scalar,138
2,G,aten.eq.Tensor,138
2,G,aten.mul.Tensor,174
2,G,aten._local_scalar_dense.default,299
2,G,aten.all.default,160
2,G,aten.view.default,166
2,G,aten.stack.default,60
2,G,aten.sub.Tensor,33
2,G,aten.full_like.default,65
2,G,aten.nextafter.default,65
2,G,aten.le.Tensor,27
2,G,aten.ge.Tensor,12
2,G,aten.bitwise_and.Tensor,12
2,E,aten.detach.default,760
2,E,aten._local_scalar_dense.default,4522
2,G,aten.clone.default,96
2,G,aten.isnan.default,48
2,G,aten.any.default,74
2,G,aten.gt.Tensor,24
2,G,aten.min.dim,6
2,G,aten.max.dim,6
2,G,aten.zeros_like.default,4
2,G,aten.select.int,50
2,G,aten.slice.Tensor,24
2,G,aten.amin.default,4
2,G,aten.amax.default,4
2,G,aten.add.Tensor,16
2,G,aten.zeros.default,2
2,G,aten.detach.default,116
2,E,aten.zeros_like.default,922
2,E,aten.add.Tensor,1622
2,E,aten.clone.default,3994
2,E,aten.view.default,1954
2,E,aten.eq.Scalar,24
2,E,aten.all.default,514
2,E,aten.zeros.default,256
2,E,aten.isnan.default,1888
2,E,aten.any.default,2832
2,E,aten.gt.Tensor,944
2,E,aten.mul.Tensor,2202
2,E,aten.lift_fresh.default,846
2,E,aten.abs.default,1328
2,E,aten.le.Tensor,490
2,E,aten.stack.default,146
2,E,aten.min.dim,146
2,E,aten.full_like.default,1516
2,E,aten.nextafter.default,1516
2,E,aten.max.dim,146
2,E,aten.sub.Tensor,524
2,E,aten.ne.Scalar,794
2,E,aten.eq.Tensor,794
2,D,aten.lift_fresh.default,458
2,E,aten.equal.default,72
2,H,aten.div.Tensor,2
2,F,aten.lift_fresh.default,64
2,F,aten.clone.default,20
2,F,aten.view.default,16
2,F,aten.eq.Scalar,8
2,F,aten.all.default,8
2,F,aten.neg.default,2
2,F,aten.abs.default,78
2,F,aten.ne.Scalar,52
2,F,aten.eq.Tensor,50
2,F,aten.mul.Tensor,50
2,F,aten.sub.Tensor,38
2,F,aten.full_like.default,6
2,F,aten.nextafter.default,6
2,F,aten.zeros.default,6
2,F,aten.max.default,28
2,G,aten.le.Scalar,2
2,G,aten.ge.Scalar,2
2,G,aten.reciprocal.default,4
2,F,aten.isnan.default,8
2,F,aten.any.default,14
2,F,aten.gt.Tensor,4
2,F,aten.ones.default,2
2,H,aten.eq.Scalar,4
2,H,aten.all.default,4
2,H,aten.zeros.default,8
2,H,aten.stack.default,6
2,H,aten.min.dim,6
2,H,aten.max.dim,6
3,outside_boundary,aten.lift_fresh.default,540
3,outside_boundary,aten.clone.default,11233
3,outside_boundary,aten.view.default,1568
3,outside_boundary,aten.isnan.default,594
3,outside_boundary,aten.any.default,1405
3,outside_boundary,aten._local_scalar_dense.default,12199
3,outside_boundary,aten.gt.Tensor,612
3,outside_boundary,aten.eq.Scalar,337
3,outside_boundary,aten.all.default,6132
3,outside_boundary,aten.zeros_like.default,1947
3,outside_boundary,aten.add.Tensor,2087
3,outside_boundary,aten.ne.Scalar,1105
3,outside_boundary,aten.ones.default,317
3,outside_boundary,aten.mul.Tensor,7626
3,outside_boundary,aten.zeros.default,133
3,A,aten.zeros.default,1
3,A,aten.empty.memory_format,1
3,A,aten.empty_like.default,1
3,A,aten.select.int,34
3,A,aten.copy_.default,8
3,A,aten.stack.default,2
3,A,aten.view.default,1564
3,A,aten.clone.default,1662
3,A,aten.le.Tensor,3
3,A,aten.all.default,3107
3,A,aten._local_scalar_dense.default,3290
3,outside_boundary,aten.slice.Tensor,5819
3,outside_boundary,aten.select.int,7460
3,outside_boundary,aten.allclose.default,452
3,outside_boundary,aten.full_like.default,5684
3,outside_boundary,aten.le.Tensor,5350
3,outside_boundary,aten.index_select.default,1740
3,outside_boundary,aten.expand.default,168
3,outside_boundary,aten.scatter_add_.default,93
3,outside_boundary,aten.ones_like.default,756
3,outside_boundary,aten.max.default,756
3,outside_boundary,aten.detach.default,3034
3,outside_boundary,aten.abs.default,3910
3,outside_boundary,aten.minimum.default,726
3,outside_boundary,aten.maximum.default,945
3,outside_boundary,aten.le.Scalar,618
3,outside_boundary,aten.ge.Scalar,984
3,outside_boundary,aten.bitwise_and.Tensor,992
3,outside_boundary,aten.pow.Tensor_Scalar,9926
3,outside_boundary,aten.stack.default,4807
3,outside_boundary,aten.min.dim,3547
3,outside_boundary,aten.max.dim,3547
3,outside_boundary,aten.where.self,3017
3,outside_boundary,aten.nextafter.default,5672
3,outside_boundary,aten.unsqueeze.default,596
3,outside_boundary,aten.sum.dim_IntList,735
3,outside_boundary,aten.sub.Tensor,783
3,outside_boundary,aten.eq.Tensor,1141
3,outside_boundary,aten.arange.default,147
3,outside_boundary,aten.min.default,189
3,outside_boundary,aten.nonzero.default,189
3,outside_boundary,aten.lt.Tensor,315
3,outside_boundary,aten.unbind.int,1556
3,outside_boundary,aten.cat.default,608
3,outside_boundary,aten.ge.Tensor,325
3,outside_boundary,aten.all.dim,335
3,outside_boundary,aten.count_nonzero.default,315
3,outside_boundary,aten.clamp.default,126
3,outside_boundary,aten.pow.Tensor_Tensor,378
3,outside_boundary,aten._to_copy.default,126
3,outside_boundary,aten.copy_.default,331
3,outside_boundary,aten.full.default,84
3,outside_boundary,aten.scatter_reduce_.two,84
3,outside_boundary,aten.empty.memory_format,92
3,outside_boundary,aten.set_.source_Storage,92
3,outside_boundary,aten.new_empty.default,46
3,outside_boundary,aten.set_.source_Storage_storage_offset,46
3,outside_boundary,aten.div.Tensor,8
3,outside_boundary,aten.bitwise_not.default,8
3,C,aten.abs.default,157
3,C,aten.ne.Scalar,157
3,C,aten.eq.Tensor,163
3,C,aten.mul.Tensor,405
3,C,aten.all.default,163
3,C,aten._local_scalar_dense.default,253
3,B,aten.lift_fresh.default,4
3,B,aten.expand.default,2
3,B,aten.slice.Tensor,5
3,B,aten.select.int,1
3,B,aten.unsqueeze.default,3
3,B,aten.pow.Tensor_Tensor,1
3,B,aten.mul.Tensor,81
3,B,aten.detach.default,2
3,B,aten.view.default,3
3,B,aten.zeros.default,1
3,B,aten.scatter_add_.default,1
3,C,aten.lift_fresh.default,129
3,C,aten.expand.default,1
3,C,aten.detach.default,4
3,C,aten.gt.Tensor,34
3,C,aten.any.default,90
3,C,aten.slice.Tensor,68
3,C,aten.select.int,278
3,C,aten.lt.Tensor,3
3,C,aten.bitwise_or.Tensor,65
3,C,aten.unsqueeze.default,24
3,C,aten.ones_like.default,18
3,C,aten.stack.default,70
3,C,aten.amin.default,62
3,C,aten.full_like.default,286
3,C,aten.nextafter.default,286
3,C,aten.amax.default,62
3,C,aten.eq.Scalar,808
3,C,aten.bitwise_and.Tensor,407
3,C,aten.where.self,690
3,C,aten.zeros_like.default,247
3,C,aten.index.Tensor,84
3,C,aten.add.Tensor,162
3,C,aten.view.default,108
3,C,aten.index_put_.default,42
3,C,aten.neg.default,6
3,C,aten.cat.default,14
3,C,aten.zeros.default,3
3,C,aten.clone.default,118
3,C,aten.le.Tensor,5
3,C,aten.ge.Tensor,1
3,A,aten.detach.default,174
3,A,aten.unbind.int,4
3,A,aten.isnan.default,10
3,A,aten.any.default,15
3,A,aten.gt.Tensor,5
3,A,aten.ne.Scalar,168
3,A,aten.eq.Scalar,3104
3,A,aten.zeros_like.default,1552
3,A,aten.add.Tensor,1552
3,B,aten.ones_like.default,4
3,B,aten.zeros_like.default,80
3,B,aten.add.Tensor,80
3,B,aten.pow.Tensor_Scalar,76
3,C,aten.isnan.default,56
3,D,aten.zeros.default,524
3,D,aten.clone.default,32992
3,D,aten.view.default,16510
3,D,aten.isnan.default,16496
3,D,aten.any.default,24744
3,D,aten._local_scalar_dense.default,24744
3,D,aten.gt.Tensor,8248
3,D,aten.add.Tensor,3824
3,D,aten.full_like.default,11808
3,D,aten.nextafter.default,11808
3,D,aten.mul.Tensor,10448
3,D,aten.stack.default,3100
3,D,aten.min.dim,3100
3,D,aten.max.dim,3100
3,D,aten.zeros_like.default,892
3,D,aten.abs.default,3568
3,D,aten.minimum.default,892
3,D,aten.maximum.default,892
3,D,aten.le.Scalar,892
3,D,aten.ge.Scalar,892
3,D,aten.bitwise_and.Tensor,892
3,D,aten.pow.Tensor_Scalar,2760
3,D,aten.where.self,892
3,H,aten.add.Tensor,50
3,H,aten.full_like.default,90
3,H,aten.nextafter.default,90
3,H,aten.clone.default,136
3,H,aten.view.default,72
3,H,aten.isnan.default,68
3,H,aten.any.default,102
3,H,aten._local_scalar_dense.default,198
3,H,aten.gt.Tensor,34
3,H,aten.sub.Tensor,30
3,H,aten.detach.default,96
3,H,aten.lift_fresh.default,48
3,H,aten.abs.default,44
3,H,aten.ne.Scalar,44
3,H,aten.eq.Tensor,44
3,H,aten.mul.Tensor,68
3,F,aten.detach.default,112
3,F,aten._local_scalar_dense.default,128
3,G,aten.lift_fresh.default,29
3,G,aten.abs.default,142
3,G,aten.ne.Scalar,142
3,G,aten.eq.Tensor,142
3,G,aten.mul.Tensor,178
3,G,aten._local_scalar_dense.default,339
3,G,aten.all.default,164
3,G,aten.view.default,234
3,G,aten.stack.default,68
3,G,aten.sub.Tensor,33
3,G,aten.full_like.default,67
3,G,aten.nextafter.default,67
3,G,aten.le.Tensor,27
3,G,aten.ge.Tensor,12
3,G,aten.bitwise_and.Tensor,12
3,E,aten.detach.default,760
3,E,aten._local_scalar_dense.default,4752
3,G,aten.clone.default,112
3,G,aten.isnan.default,56
3,G,aten.any.default,86
3,G,aten.gt.Tensor,28
3,G,aten.min.dim,6
3,G,aten.max.dim,6
3,G,aten.zeros_like.default,4
3,G,aten.select.int,76
3,G,aten.slice.Tensor,24
3,G,aten.amin.default,4
3,G,aten.amax.default,4
3,G,aten.add.Tensor,18
3,G,aten.zeros.default,2
3,G,aten.detach.default,164
3,E,aten.zeros_like.default,1198
3,E,aten.add.Tensor,1914
3,E,aten.clone.default,4212
3,E,aten.view.default,2062
3,E,aten.eq.Scalar,24
3,E,aten.all.default,582
3,E,aten.zeros.default,288
3,E,aten.isnan.default,1996
3,E,aten.any.default,2994
3,E,aten.gt.Tensor,998
3,E,aten.mul.Tensor,2504
3,E,aten.lift_fresh.default,846
3,E,aten.abs.default,1396
3,E,aten.le.Tensor,558
3,E,aten.stack.default,154
3,E,aten.min.dim,154
3,E,aten.full_like.default,1556
3,E,aten.nextafter.default,1556
3,E,aten.max.dim,154
3,E,aten.sub.Tensor,532
3,E,aten.ne.Scalar,794
3,E,aten.eq.Tensor,794
3,D,aten.lift_fresh.default,482
3,E,aten.equal.default,72
3,H,aten.div.Tensor,2
3,F,aten.lift_fresh.default,64
3,F,aten.clone.default,20
3,F,aten.view.default,16
3,F,aten.eq.Scalar,8
3,F,aten.all.default,8
3,F,aten.neg.default,2
3,F,aten.abs.default,78
3,F,aten.ne.Scalar,52
3,F,aten.eq.Tensor,50
3,F,aten.mul.Tensor,50
3,F,aten.sub.Tensor,38
3,F,aten.full_like.default,6
3,F,aten.nextafter.default,6
3,F,aten.zeros.default,6
3,F,aten.max.default,28
3,G,aten.le.Scalar,2
3,G,aten.ge.Scalar,2
3,G,aten.reciprocal.default,4
3,F,aten.isnan.default,8
3,F,aten.any.default,14
3,F,aten.gt.Tensor,4
3,F,aten.ones.default,2
3,H,aten.eq.Scalar,4
3,H,aten.all.default,4
3,H,aten.zeros.default,8
3,H,aten.stack.default,6
3,H,aten.min.dim,6
3,H,aten.max.dim,6
4,outside_boundary,aten.lift_fresh.default,540
4,outside_boundary,aten.clone.default,11233
4,outside_boundary,aten.view.default,1568
4,outside_boundary,aten.isnan.default,594
4,outside_boundary,aten.any.default,1405
4,outside_boundary,aten._local_scalar_dense.default,12199
4,outside_boundary,aten.gt.Tensor,612
4,outside_boundary,aten.eq.Scalar,337
4,outside_boundary,aten.all.default,6132
4,outside_boundary,aten.zeros_like.default,1947
4,outside_boundary,aten.add.Tensor,2087
4,outside_boundary,aten.ne.Scalar,1105
4,outside_boundary,aten.ones.default,317
4,outside_boundary,aten.mul.Tensor,7626
4,outside_boundary,aten.zeros.default,133
4,A,aten.zeros.default,1
4,A,aten.empty.memory_format,1
4,A,aten.empty_like.default,1
4,A,aten.select.int,34
4,A,aten.copy_.default,8
4,A,aten.stack.default,2
4,A,aten.view.default,1582
4,A,aten.clone.default,1680
4,A,aten.le.Tensor,3
4,A,aten.all.default,3143
4,A,aten._local_scalar_dense.default,3326
