lane,segment,physical_time,formal,minimum_property_margin,maximum_endpoint_width,maximum_polynomial_range_width,maximum_interval_remainder_width
candidate_k3,29,2.9000000000000004,True,0.6147101059391087,0.616671886657107,0.3351290533836373,0.3784318193631586
candidate_k3,30,3.0,True,0.49559581872566905,0.6166718866617433,0.3351290533836373,0.40709602377921494
candidate_k3,31,3.1,True,0.4517850827288432,0.876214719872987,0.15737086411022183,0.7257716309837903
candidate_k3,32,3.2,True,0.5551350832674304,0.8762147198778791,0.15737086411022183,0.7257716309886849
candidate_k3,33,3.3000000000000003,True,0.6584850838057446,0.8762147198827748,0.15737086411022183,0.7257716309935796
candidate_k3,34,3.4000000000000004,True,0.7611161031755715,0.8762147198876704,0.15737086411022183,0.7257716309984742
candidate_k3,35,3.5,True,0.6793374674966963,0.876214719892566,0.15737086411022183,0.7699818393004307
candidate_k3,36,3.6,True,0.5855901075267254,0.9072057950389725,0.15737086411022183,0.842559002405912
candidate_k3,37,3.7,True,0.5021777476104443,0.967727491976272,0.15737086411022183,0.9151361655119428
candidate_k3,38,3.8000000000000003,True,0.429100387747823,1.0282491889141212,0.15737086411022183,0.9877133286185235
candidate_k3,39,3.9000000000000004,True,0.3663580279388319,1.0887708858525202,0.15737086411022183,1.060290491725654
candidate_k3,40,4.0,True,0.31395066818343964,1.1714740347341253,0.15737086411022183,1.1328676548333354
candidate_k3,41,4.1000000000000005,True,0.2557452170841794,3.5914085265707136,0.060979551735231396,3.5318827369561436
candidate_k3,42,4.2,True,0.18772710175186513,3.591408526578327,0.060979551735231396,3.531882736963756
candidate_k3,43,4.3,True,0.11233805018890708,3.591408526585937,0.060979551735231396,3.531882736971369
candidate_k3,44,4.4,True,0.030505672697696218,3.5914085265935505,0.060979551735231396,3.5318827369789814
candidate_k3,45,4.5,False,-0.11112567092671854,3.591408526601164,0.060979551735231396,3.531882736986594
candidate_k3,46,4.6000000000000005,False,-0.40088290192250353,3.5914085266087774,0.060979551735231396,3.5318827369942065
candidate_k3,47,4.7,False,-0.6906401329188485,3.647524038619054,0.060979551735231396,3.605185570763095
candidate_k3,48,4.800000000000001,False,-0.9803973639157539,4.0059128172470295,0.060979551735231396,3.958373844471538
