stage,source_callsite,input_shapes,aten_to_count,percent_of_total_aten_to
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[84],[],[],[],[],[]]",1,0.008239268352970256
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[],[],[],[],[],[]]",1,0.008239268352970256
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[84,6],[],[],[],[],[],[],[]]",1,0.008239268352970256
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[84],[],[],[],[],[]]",1,0.008239268352970256
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[],[],[],[],[],[]]",1,0.008239268352970256
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[84,6],[],[],[],[],[],[],[]]",1,0.008239268352970256
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[84],[],[],[],[],[]]",1,0.008239268352970256
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[],[],[],[],[],[]]",1,0.008239268352970256
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[84,6],[],[],[],[],[],[],[]]",1,0.008239268352970256
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,"[[84],[],[],[],[],[]]",1,0.008239268352970256
full_q3_step,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,"[[5],[],[],[],[],[]]",1,0.008239268352970256
