stage,source_callsite,input_shapes,aten_item_count,local_scalar_dense_count,host_scalar_sync_estimate,percent_of_total_host_sync
remainder_picard_round_05,src/torch_tm_flowpipe/batched_dense_tm.py:2218:__post_init__,[[]],12,12,12,0.18223234624145787
remainder_picard_round_06,src/torch_tm_flowpipe/batched_dense_tm.py:2218:__post_init__,[[]],12,12,12,0.18223234624145787
remainder_picard_round_07,src/torch_tm_flowpipe/batched_dense_tm.py:2218:__post_init__,[[]],12,12,12,0.18223234624145787
remainder_picard_round_08,src/torch_tm_flowpipe/batched_dense_tm.py:2218:__post_init__,[[]],12,12,12,0.18223234624145787
remainder_picard_round_09,src/torch_tm_flowpipe/batched_dense_tm.py:2218:__post_init__,[[]],12,12,12,0.18223234624145787
remainder_picard_round_10,src/torch_tm_flowpipe/batched_dense_tm.py:2218:__post_init__,[[]],12,12,12,0.18223234624145787
full_q3_step,src/torch_tm_flowpipe/batched_dense_tm.py:2218:__post_init__,[[]],10,10,10,0.15186028853454822
initial_remainder_picard,src/torch_tm_flowpipe/batched_dense_tm.py:2218:__post_init__,[[]],10,10,10,0.15186028853454822
full_q3_step,src/torch_tm_flowpipe/batched_dense_tm.py:2702:<genexpr>,[[]],10,10,10,0.15186028853454822
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],10,10,10,0.15186028853454822
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],10,10,10,0.15186028853454822
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],10,10,10,0.15186028853454822
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:2315:_check_domain,[[]],8,8,8,0.12148823082763857
polynomial_picard_k1,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],6,6,6,0.09111617312072894
polynomial_picard_k2,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],6,6,6,0.09111617312072894
initial_remainder_picard,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],6,6,6,0.09111617312072894
natural_polynomial_range_picard_roundoff,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],6,6,6,0.09111617312072894
remainder_picard_round_01,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],6,6,6,0.09111617312072894
remainder_picard_round_02,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],6,6,6,0.09111617312072894
remainder_picard_round_03,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],6,6,6,0.09111617312072894
remainder_picard_round_04,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],6,6,6,0.09111617312072894
remainder_picard_round_05,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],6,6,6,0.09111617312072894
remainder_picard_round_06,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],6,6,6,0.09111617312072894
remainder_picard_round_07,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],6,6,6,0.09111617312072894
remainder_picard_round_08,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],6,6,6,0.09111617312072894
remainder_picard_round_09,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],6,6,6,0.09111617312072894
remainder_picard_round_10,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],6,6,6,0.09111617312072894
natural_polynomial_range_tube,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],6,6,6,0.09111617312072894
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],5,5,5,0.07593014426727411
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:400:_power_interval_bounds,[[]],5,5,5,0.07593014426727411
polynomial_picard_k1,src/torch_tm_flowpipe/batched_dense_tm.py:2315:_check_domain,[[]],4,4,4,0.060744115413819286
polynomial_picard_k2,src/torch_tm_flowpipe/batched_dense_tm.py:2315:_check_domain,[[]],4,4,4,0.060744115413819286
full_q3_step,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],4,4,4,0.060744115413819286
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],3,3,3,0.04555808656036447
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],3,3,3,0.04555808656036447
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,[[]],3,3,3,0.04555808656036447
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,[[]],3,3,3,0.04555808656036447
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,[[]],3,3,3,0.04555808656036447
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,[[]],3,3,3,0.04555808656036447
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:2520:endpoint,[[]],3,3,3,0.04555808656036447
polynomial_picard_k1,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
polynomial_picard_k2,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
initial_remainder_picard,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
natural_polynomial_range_picard_roundoff,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
remainder_picard_round_01,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
remainder_picard_round_02,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
remainder_picard_round_03,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
remainder_picard_round_04,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
remainder_picard_round_05,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
remainder_picard_round_06,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
remainder_picard_round_07,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
remainder_picard_round_08,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
remainder_picard_round_09,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
remainder_picard_round_10,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
natural_polynomial_range_tube,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:494:_interval_is_valid,[[]],3,3,3,0.04555808656036447
affine_composition,src/torch_tm_flowpipe/tora_q3.py:191:compose_tora_q3_tm,[[]],3,3,3,0.04555808656036447
final_acceptance_property_decision,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],3,3,3,0.04555808656036447
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],2,2,2,0.030372057706909643
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],2,2,2,0.030372057706909643
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],2,2,2,0.030372057706909643
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2218:__post_init__,[[]],2,2,2,0.030372057706909643
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:2218:__post_init__,[[]],2,2,2,0.030372057706909643
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2218:__post_init__,[[]],2,2,2,0.030372057706909643
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:2218:__post_init__,[[]],2,2,2,0.030372057706909643
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:2218:__post_init__,[[]],2,2,2,0.030372057706909643
initial_remainder_picard,src/torch_tm_flowpipe/batched_dense_tm.py:2315:_check_domain,[[]],2,2,2,0.030372057706909643
remainder_picard_round_01,src/torch_tm_flowpipe/batched_dense_tm.py:2315:_check_domain,[[]],2,2,2,0.030372057706909643
remainder_picard_round_02,src/torch_tm_flowpipe/batched_dense_tm.py:2315:_check_domain,[[]],2,2,2,0.030372057706909643
remainder_picard_round_03,src/torch_tm_flowpipe/batched_dense_tm.py:2315:_check_domain,[[]],2,2,2,0.030372057706909643
remainder_picard_round_04,src/torch_tm_flowpipe/batched_dense_tm.py:2315:_check_domain,[[]],2,2,2,0.030372057706909643
remainder_picard_round_05,src/torch_tm_flowpipe/batched_dense_tm.py:2315:_check_domain,[[]],2,2,2,0.030372057706909643
remainder_picard_round_06,src/torch_tm_flowpipe/batched_dense_tm.py:2315:_check_domain,[[]],2,2,2,0.030372057706909643
remainder_picard_round_07,src/torch_tm_flowpipe/batched_dense_tm.py:2315:_check_domain,[[]],2,2,2,0.030372057706909643
remainder_picard_round_08,src/torch_tm_flowpipe/batched_dense_tm.py:2315:_check_domain,[[]],2,2,2,0.030372057706909643
remainder_picard_round_09,src/torch_tm_flowpipe/batched_dense_tm.py:2315:_check_domain,[[]],2,2,2,0.030372057706909643
remainder_picard_round_10,src/torch_tm_flowpipe/batched_dense_tm.py:2315:_check_domain,[[]],2,2,2,0.030372057706909643
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:2856:_sound_mul_tm,[[]],2,2,2,0.030372057706909643
remainder_picard_round_01,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.030372057706909643
remainder_picard_round_02,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.030372057706909643
remainder_picard_round_03,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.030372057706909643
remainder_picard_round_04,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.030372057706909643
remainder_picard_round_05,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.030372057706909643
remainder_picard_round_06,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.030372057706909643
remainder_picard_round_07,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.030372057706909643
remainder_picard_round_08,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.030372057706909643
remainder_picard_round_09,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.030372057706909643
remainder_picard_round_10,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.030372057706909643
full_q3_step,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],1,1,1,0.015186028853454821
composed_acceptance_property_decision,src/torch_tm_flowpipe/tora_q3.py:356:compose_tora_q3_step,[[]],1,1,1,0.015186028853454821
