path,line,match,context,classification,recommended_action
comparisons/flowstar/compare_against_torch_tm.py,427,flowstar_root,"flowstar_root=flowstar_root,",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/compare_against_torch_tm.py,427,flowstar_root,"flowstar_root=flowstar_root,",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/compare_against_torch_tm.py,776,flowstar_root,flowstar_root: str | None = None,absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/compare_against_torch_tm.py,778,flowstar_root,root = find_flowstar_root(args.flowstar_root),absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/compare_against_torch_tm.py,778,flowstar_root,root = find_flowstar_root(args.flowstar_root),absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/compare_against_torch_tm.py,779,flowstar_root,flowstar_root = str(root) if root is not None else None,absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/compare_against_torch_tm.py,780,flowstar_root,skip_flowstar = bool(args.skip_flowstar or flowstar_root is None),absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/compare_against_torch_tm.py,781,flowstar_root,if flowstar_root is None and not args.skip_flowstar:,absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/compare_against_torch_tm.py,782,FLOWSTAR_ROOT,"print(""Flow* toolbox root not found; set FLOWSTAR_ROOT or pass --flowstar-root. Flow* rows will be marked skipped."")",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/compare_against_torch_tm.py,818,flowstar_root,"flowstar_root=flowstar_root,",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/compare_against_torch_tm.py,818,flowstar_root,"flowstar_root=flowstar_root,",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/compare_against_torch_tm.py,842,FLOWSTAR_ROOT,"parser.add_argument(""--flowstar-root"", default=None, help=""path to chenxin415/flowstar root; alternatively set FLOWSTAR_ROOT"")",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/run_flowstar.py,50,flowstar_root,def find_flowstar_root(explicit: str | None = None) -> Path | None:,absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/run_flowstar.py,55,FLOWSTAR_ROOT,"if os.environ.get(""FLOWSTAR_ROOT""):",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/run_flowstar.py,56,FLOWSTAR_ROOT,"candidates.append(os.environ[""FLOWSTAR_ROOT""])",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/run_flowstar.py,80,flowstar_root,"def ensure_toolbox_library(flowstar_root: Path, *, build: bool, timeout_s: float | None, stdout_path: Path, stderr_path: Path) -> bool:",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/run_flowstar.py,81,flowstar_root,"lib = flowstar_root / ""flowstar-toolbox"" / ""libflowstar.a""",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/run_flowstar.py,89,flowstar_root,"[""make"", ""-C"", str(flowstar_root / ""flowstar-toolbox"")],",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/run_flowstar.py,105,flowstar_root,"flowstar_root: str | Path | None = None,",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/run_flowstar.py,114,flowstar_root,root = find_flowstar_root(str(flowstar_root) if flowstar_root is not None else None),absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/run_flowstar.py,114,flowstar_root,root = find_flowstar_root(str(flowstar_root) if flowstar_root is not None else None),absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/run_flowstar.py,114,flowstar_root,root = find_flowstar_root(str(flowstar_root) if flowstar_root is not None else None),absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/run_flowstar.py,128,FLOWSTAR_ROOT,"message=""Flow* toolbox root not found; set FLOWSTAR_ROOT or pass --flowstar-root"",",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/run_flowstar.py,278,flowstar_root,"flowstar_root=args.flowstar_root,",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/run_flowstar.py,278,flowstar_root,"flowstar_root=args.flowstar_root,",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/run_flowstar_case.py,12,FLOWSTAR_ROOT,"parser.add_argument(""--flowstar-root"", default=None, help=""path to chenxin415/flowstar root or set FLOWSTAR_ROOT"")",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/run_flowstar_case.py,20,flowstar_root,"flowstar_root=args.flowstar_root,",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
comparisons/flowstar/run_flowstar_case.py,20,flowstar_root,"flowstar_root=args.flowstar_root,",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
docs/REPRODUCIBILITY.md,15,DIFFREACH_ROOT,"export DIFFREACH_ROOT=""$WORK_PARENT/DiffReach""",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
docs/REPRODUCIBILITY.md,16,FLOWSTAR_ROOT,"export FLOWSTAR_ROOT=""$WORK_PARENT/flowstar""",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
docs/REPRODUCIBILITY.md,17,FLOWSTAR_AUDIT_ROOT,"export FLOWSTAR_AUDIT_ROOT=""$WORK_PARENT/flowstar-audit""",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/batched_tm_gpu_microbench.py,712,latest,"latest_by_case_op: dict[tuple[str, str], dict[str, Any]] = {}",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/batched_tm_gpu_microbench.py,715,latest,old = latest_by_case_op.get(key),absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/batched_tm_gpu_microbench.py,717,latest,latest_by_case_op[key] = row,absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/batched_tm_gpu_microbench.py,719,latest,for row in latest_by_case_op.values():,absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/consolidated_study/cli.py,131,DIFFREACH_ROOT,"""diffreach"": ""DIFFREACH_ROOT"",",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/consolidated_study/cli.py,132,FLOWSTAR_ROOT,"""flowstar"": ""FLOWSTAR_ROOT"",",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/consolidated_study/cli.py,133,FLOWSTAR_AUDIT_ROOT,"""flowstar_audit"": ""FLOWSTAR_AUDIT_ROOT"",",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/consolidated_study/cli.py,488,DIFFREACH_ROOT,"""DIFFREACH_ROOT"": str(dependencies[""diffreach""]),",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/consolidated_study/cli.py,489,FLOWSTAR_ROOT,"""FLOWSTAR_ROOT"": str(dependencies[""flowstar""]),",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/consolidated_study/cli.py,490,FLOWSTAR_AUDIT_ROOT,"""FLOWSTAR_AUDIT_ROOT"": str(",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/audit_environment.py,35,DIFFREACH_ROOT,"os.environ.get(""DIFFREACH_ROOT"", WORK_PARENT / ""DiffReach"")",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/audit_environment.py,38,FLOWSTAR_ROOT,"os.environ.get(""FLOWSTAR_ROOT"", WORK_PARENT / ""flowstar"")",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/diffreach_adapter.py,11,DIFFREACH_ROOT,DIFFREACH_ROOT = Path(,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/diffreach_adapter.py,13,DIFFREACH_ROOT,"""DIFFREACH_ROOT"",",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/diffreach_adapter.py,17,DIFFREACH_ROOT,"for path in (HERE, BASELINE_EXPERIMENT, DIFFREACH_ROOT):",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/diffreach_projection.py,22,DIFFREACH_ROOT,DIFFREACH_ROOT = Path(,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/diffreach_projection.py,23,DIFFREACH_ROOT,"os.environ.get(""DIFFREACH_ROOT"", REPO_ROOT.parent / ""DiffReach"")",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/diffreach_projection.py,25,DIFFREACH_ROOT,if str(DIFFREACH_ROOT) not in sys.path:,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/diffreach_projection.py,26,DIFFREACH_ROOT,"sys.path.insert(0, str(DIFFREACH_ROOT))",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/run_diffreach_followup.py,19,DIFFREACH_ROOT,DIFFREACH_ROOT = Path(,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/run_diffreach_followup.py,21,DIFFREACH_ROOT,"""DIFFREACH_ROOT"",",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/run_diffreach_followup.py,25,DIFFREACH_ROOT,"for path in (HERE, BASELINE_EXPERIMENT, DIFFREACH_ROOT):",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/run_diffreach_followup.py,314,DIFFREACH_ROOT,"""diffreach_git_commit"": git_sha(DIFFREACH_ROOT),",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/run_flowstar_audit.py,18,FLOWSTAR_ROOT,FLOWSTAR_ROOT = Path(,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/run_flowstar_audit.py,19,FLOWSTAR_ROOT,"os.environ.get(""FLOWSTAR_ROOT"", REPO_ROOT.parent / ""flowstar"")",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/run_flowstar_audit.py,426,FLOWSTAR_ROOT,"""-I"", str(FLOWSTAR_ROOT / ""flowstar-toolbox""),",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/run_flowstar_audit.py,428,FLOWSTAR_ROOT,"""-L"", str(FLOWSTAR_ROOT / ""flowstar-toolbox""),",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/run_flowstar_audit.py,465,flowstar_root,"""flowstar_root"": str(FLOWSTAR_ROOT),",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/run_flowstar_audit.py,465,FLOWSTAR_ROOT,"""flowstar_root"": str(FLOWSTAR_ROOT),",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/run_flowstar_followup.py,25,FLOWSTAR_ROOT,FLOWSTAR_ROOT = Path(,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/run_flowstar_followup.py,26,FLOWSTAR_ROOT,"os.environ.get(""FLOWSTAR_ROOT"", HERE.parents[1].parent / ""flowstar"")",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/run_flowstar_followup.py,217,FLOWSTAR_ROOT,"""-I"", str(FLOWSTAR_ROOT / ""flowstar-toolbox""),",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/run_flowstar_followup.py,220,FLOWSTAR_ROOT,"""-L"", str(FLOWSTAR_ROOT / ""flowstar-toolbox""),",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/run_flowstar_followup.py,485,FLOWSTAR_ROOT,"""flowstar_git_commit"": git_sha(FLOWSTAR_ROOT),",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/tests/test_diffreach_parity.py,17,DIFFREACH_ROOT,DIFFREACH_ROOT = Path(,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/tests/test_diffreach_parity.py,18,DIFFREACH_ROOT,"os.environ.get(""DIFFREACH_ROOT"", EXPERIMENT.parents[1] / ""DiffReach"")",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/tests/test_diffreach_parity.py,20,DIFFREACH_ROOT,"for path in (EXPERIMENT, BASELINE_EXPERIMENT, DIFFREACH_ROOT):",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/tests/test_diffreach_projection.py,15,DIFFREACH_ROOT,DIFFREACH_ROOT = Path(,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/tests/test_diffreach_projection.py,16,DIFFREACH_ROOT,"os.environ.get(""DIFFREACH_ROOT"", EXPERIMENT.parents[1] / ""DiffReach"")",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_followup/tests/test_diffreach_projection.py,18,DIFFREACH_ROOT,"for path in (EXPERIMENT, DIFFREACH_ROOT):",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/ORDER_SEMANTICS.md,28,FLOWSTAR_ROOT,(`$FLOWSTAR_ROOT/flowstar-toolbox/Continuous.cpp`). The adapter,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/ORDER_SEMANTICS.md,35,FLOWSTAR_ROOT,(`$FLOWSTAR_ROOT/flowstar-toolbox/Polynomial.h`). The diagnostic,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/ORDER_SEMANTICS.md,53,DIFFREACH_ROOT,`L` generator coefficients (`$DIFFREACH_ROOT/src/polynomial.py`).,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/ORDER_SEMANTICS.md,55,DIFFREACH_ROOT,projection (`$DIFFREACH_ROOT/src/taylor_model.py`). This is not,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/README.md,27,FLOWSTAR_ROOT,`$FLOWSTAR_ROOT/flowstar-toolbox/libflowstar.a`.,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/environment_audit.py,23,FLOWSTAR_ROOT,FLOWSTAR_ROOT = Path(,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/environment_audit.py,24,FLOWSTAR_ROOT,"os.environ.get(""FLOWSTAR_ROOT"", WORK_PARENT / ""flowstar"")",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/environment_audit.py,34,DIFFREACH_ROOT,"os.environ.get(""DIFFREACH_ROOT"", WORK_PARENT / ""DiffReach"")",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/environment_audit.py,36,FLOWSTAR_ROOT,"""flowstar"": FLOWSTAR_ROOT,",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/environment_audit.py,122,FLOWSTAR_ROOT,"str(FLOWSTAR_ROOT / ""flowstar-toolbox"" / ""libflowstar.a""),",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/environment_audit.py,139,FLOWSTAR_ROOT,"FLOWSTAR_ROOT / ""flowstar-toolbox"" / ""libflowstar.a""",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_diffreach.py,26,DIFFREACH_ROOT,DIFFREACH_ROOT = Path(,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_diffreach.py,27,DIFFREACH_ROOT,"os.environ.get(""DIFFREACH_ROOT"", REPO_ROOT.parent / ""DiffReach"")",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_diffreach.py,29,DIFFREACH_ROOT,if str(DIFFREACH_ROOT) not in sys.path:,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_diffreach.py,30,DIFFREACH_ROOT,"sys.path.insert(0, str(DIFFREACH_ROOT))",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_diffreach.py,268,DIFFREACH_ROOT,"git_commit=git_sha(DIFFREACH_ROOT),",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_diffreach.py,395,DIFFREACH_ROOT,"git_commit=git_sha(DIFFREACH_ROOT),",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_diffreach.py,511,DIFFREACH_ROOT,"git_commit=git_sha(DIFFREACH_ROOT),",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_diffreach.py,552,diffreach_root,"""diffreach_root"": str(DIFFREACH_ROOT),",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_diffreach.py,552,DIFFREACH_ROOT,"""diffreach_root"": str(DIFFREACH_ROOT),",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_flowstar.py,34,FLOWSTAR_ROOT,"FLOWSTAR_ROOT_DEFAULT = REPO_ROOT.parent / ""flowstar""",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_flowstar.py,158,flowstar_root,"flowstar_root: Path,",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_flowstar.py,167,flowstar_root,"""-I"", str(flowstar_root / ""flowstar-toolbox""),",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_flowstar.py,169,flowstar_root,"""-L"", str(flowstar_root / ""flowstar-toolbox""),",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_flowstar.py,282,FLOWSTAR_ROOT,"git_commit=git_sha(FLOWSTAR_ROOT_DEFAULT),",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_flowstar.py,364,FLOWSTAR_ROOT,"parser.add_argument(""--flowstar-root"", default=os.environ.get(""FLOWSTAR_ROOT"", str(FLOWSTAR_ROOT_DEFAULT)))",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_flowstar.py,364,FLOWSTAR_ROOT,"parser.add_argument(""--flowstar-root"", default=os.environ.get(""FLOWSTAR_ROOT"", str(FLOWSTAR_ROOT_DEFAULT)))",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_flowstar.py,370,flowstar_root,flowstar_root = Path(args.flowstar_root).resolve(),absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_flowstar.py,370,flowstar_root,flowstar_root = Path(args.flowstar_root).resolve(),absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_flowstar.py,407,flowstar_root,"flowstar_root=flowstar_root,",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_flowstar.py,407,flowstar_root,"flowstar_root=flowstar_root,",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_flowstar.py,471,flowstar_root,"{""timestamp"": utc_timestamp(), ""flowstar_root"": str(flowstar_root), ""rows"": len(all_rows)},",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/run_flowstar.py,471,flowstar_root,"{""timestamp"": utc_timestamp(), ""flowstar_root"": str(flowstar_root), ""rows"": len(all_rows)},",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/tests/test_diffreach_support.py,14,DIFFREACH_ROOT,DIFFREACH_ROOT = Path(,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/tests/test_diffreach_support.py,15,DIFFREACH_ROOT,"os.environ.get(""DIFFREACH_ROOT"", EXPERIMENT.parents[1] / ""DiffReach"")",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/first_order_three_way/tests/test_diffreach_support.py,17,DIFFREACH_ROOT,"for path in (EXPERIMENT, DIFFREACH_ROOT):",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_parity.py,33,flowstar_root,"from run_flowstar import find_flowstar_root, run_flowstar_toolbox",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_parity.py,362,flowstar_root,"def parse_original_params(flowstar_root: Path) -> dict[str, Any]:",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_parity.py,363,flowstar_root,"bench_dir = flowstar_root / ""benchmarks"" / ""continuous"" / ""vanderpol""",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_parity.py,366,flowstar_root,"continuous = (flowstar_root / ""flowstar-toolbox"" / ""Continuous.cpp"").read_text(encoding=""utf-8"")",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_parity.py,437,flowstar_root,"str(flowstar_root / ""images"" / ""benchmarks"" / f""{stem}.png"") for stem in plot_calls",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_parity.py,485,flowstar_root,"def run_original_flowstar(flowstar_root: Path, out_dir: Path, params: Mapping[str, Any], timeout_s: float | None) -> tuple[dict[str, Any], list[dict[str, Any]]]:",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_parity.py,486,flowstar_root,"bench_dir = flowstar_root / ""benchmarks"" / ""continuous"" / ""vanderpol""",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_parity.py,508,flowstar_root,"src = flowstar_root / ""images"" / ""benchmarks"" / f""{stem}.png""",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_parity.py,610,flowstar_root,"def run_generated_flowstar(flowstar_root: Path, out_dir: Path, params: Mapping[str, Any], timeout_s: float | None) -> tuple[dict[str, Any], list[dict[str, Any]]]:",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_parity.py,618,flowstar_root,"flowstar_root=flowstar_root,",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_parity.py,618,flowstar_root,"flowstar_root=flowstar_root,",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_parity.py,1245,FLOWSTAR_ROOT,- Original Flow*: `$FLOWSTAR_ROOT/benchmarks/continuous/vanderpol`,environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_parity.py,1285,FLOWSTAR_ROOT,"help=""Flow* repository root; defaults to FLOWSTAR_ROOT or a sibling checkout"",",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_parity.py,1291,flowstar_root,"explicit = args.flowstar_root or str(REPO_ROOT.parent / ""flowstar"")",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_parity.py,1292,flowstar_root,root = find_flowstar_root(explicit),absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_parity.py,1294,FLOWSTAR_ROOT,"raise SystemExit(""Flow* root not found; pass --flowstar-root or set FLOWSTAR_ROOT"")",environment_contract,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_stage2_diagnostics.py,981,latest,"def _latest_attempt_by_segment(attempt_rows: Sequence[Mapping[str, Any]]) -> dict[tuple[str, str], Mapping[str, Any]]:",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_stage2_diagnostics.py,995,latest,latest_attempt = _latest_attempt_by_segment(attempt_rows),absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_stage2_diagnostics.py,995,latest,latest_attempt = _latest_attempt_by_segment(attempt_rows),absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
experiments/flowstar_benchmark_stage2_diagnostics.py,1007,latest,"attempt = latest_attempt.get((run_id, segment_index), {})",absolute_or_implicit_path_review,keep configurable and provenance-recorded; reject implicit latest outputs
