sha256,size_bytes,duplicate_count,paths,classification,recommended_action
786923a2ced82f80b2ad08c4476e086425358b956f7eba5cebd0d22d39298d50,2962,2,audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/INDEPENDENT_AUDIT.json;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/final_acceptance.json,exact_redundancy,review; do not delete mechanically
27fc5e0c7ab6fc67384dc8d8f8e1e77c00078b90dc5f0680a0d19469b5d73c02,8502,2,audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/SUMMARY.csv;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/runtime_summary.csv,exact_redundancy,review; do not delete mechanically
aeb16a2d14f009f106042b5cc19c9e0df3742f9edee2a8d933f719b428af93b6,4118,3,audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_coupled_quadratic_h0.005_T0.015_o4_r0.0001_c1e-15_p53/repair.cpp;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/flowstar/root_cause_order4_selected_native_representation_coupled_quadratic_h0.005_T0.015_o4_r0.0001_c1e-15_p53/repair.cpp;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/logs/flowstar/root_cause_order4_selected_native_representation_coupled_quadratic_h0.005_T0.015_o4_r0.0001_c1e-15_p53/repair.cpp,exact_redundancy,review; do not delete mechanically
c04a3798abfc55b994fc6adfe394da4fc46b8eecafedc28ebf0ef9f7705558d7,4104,3,audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_harmonic_h0.01_T0.03_o4_r0.001_c1e-15_p53/repair.cpp;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/flowstar/root_cause_order4_selected_native_representation_harmonic_h0.01_T0.03_o4_r0.001_c1e-15_p53/repair.cpp;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/logs/flowstar/root_cause_order4_selected_native_representation_harmonic_h0.01_T0.03_o4_r0.001_c1e-15_p53/repair.cpp,exact_redundancy,review; do not delete mechanically
cecc5e1727feeba3119edd0c7c2842fbfe58829f72ed445b326c697d53351c09,3957,3,audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_riccati_h0.01_T0.03_o4_r0.0001_c1e-15_p53/repair.cpp;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/flowstar/root_cause_order4_selected_native_representation_riccati_h0.01_T0.03_o4_r0.0001_c1e-15_p53/repair.cpp;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/logs/flowstar/root_cause_order4_selected_native_representation_riccati_h0.01_T0.03_o4_r0.0001_c1e-15_p53/repair.cpp,exact_redundancy,review; do not delete mechanically
de7de0b462462d7d0818fb6fb32e5ed2bbeda2c7985d0b585644bee653caac2c,4186,3,audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_van_der_pol_h0.005_T0.015_o4_r0.01_c1e-15_p53/repair.cpp;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/flowstar/root_cause_order4_selected_native_representation_van_der_pol_h0.005_T0.015_o4_r0.01_c1e-15_p53/repair.cpp;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/logs/flowstar/root_cause_order4_selected_native_representation_van_der_pol_h0.005_T0.015_o4_r0.01_c1e-15_p53/repair.cpp,exact_redundancy,review; do not delete mechanically
9475470c02c3c0058044e748ac19a63a0a290ab8396ab7fe23db8a30f47a471c,285,3,audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/pareto_checks.json;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/pareto_checks.json;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/pareto_checks.json,exact_redundancy,review; do not delete mechanically
e2977c6ffb352019eeef642f12eae476dd6e43f843c83093286cdcc6a8e268cd,9179,2,audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/ELIGIBILITY.csv;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/native_pareto_excluded.csv,exact_redundancy,review; do not delete mechanically
51e0c669ff606b381d00d562f2fcee6c2b36f651f09c7efea2f16987b3a26820,2962,2,audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/INDEPENDENT_AUDIT.json;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/final_acceptance.json,exact_redundancy,review; do not delete mechanically
35e37126b5fe1071a637a240c040a7356f20bff2888c7b9b274b69095936e614,8486,2,audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/SUMMARY.csv;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/runtime_summary.csv,exact_redundancy,review; do not delete mechanically
7b150af1f09d35229a27e936ae7ac2ca0d0fa029f85db231188668325f83e129,9170,2,audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/ELIGIBILITY.csv;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/native_pareto_excluded.csv,exact_redundancy,review; do not delete mechanically
d9096ea2c64b51a67933e592f3a967dd6679934447778b9081446093289ace2b,2962,2,audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/INDEPENDENT_AUDIT.json;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/final_acceptance.json,exact_redundancy,review; do not delete mechanically
79bf39c4a922205ff48bdb9390f880c2d0702417be2e2583a19dd420ed2ecd2d,8477,2,audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/SUMMARY.csv;audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v6/runtime_summary.csv,exact_redundancy,review; do not delete mechanically
5b6473f933c78bad839c88a7276f5a397c30af76c651ad1d51941d6f49afe3c3,10429,2,audits/repository_consolidation/20260730T083258Z/07_failed_formal/20260730T124958Z/INDEPENDENT_AUDIT.json;audits/repository_consolidation/20260730T083258Z/07_failed_formal/20260730T124958Z/final_acceptance.json,exact_redundancy,review; do not delete mechanically
49a42c61738fd99a585eddcf9c3308b67f8e6d7b9ffec5e020634b0f2ea53a75,10313,2,audits/repository_consolidation/20260730T083258Z/08_rejected_formal_semantic_review/20260730T141302Z/INDEPENDENT_AUDIT.json;audits/repository_consolidation/20260730T083258Z/08_rejected_formal_semantic_review/20260730T141302Z/final_acceptance.json,exact_redundancy,review; do not delete mechanically
fa758b0b2834f0907924ab5beeac53d0613c3787af744af709cd38b624c6ff40,1795,2,audits/repository_consolidation/20260730T083258Z/09_branch_convergence/MAIN_MERGE_PLAN.md;docs/history/MAIN_MERGE_PLAN.md,exact_redundancy,review; do not delete mechanically
44ca37241d36501c8bbdd3def112f1e7fece2f22afc832958372a0b2d9b11546,2159,2,experiments/first_order_followup/benchmark_spec.yaml;experiments/first_order_three_way/benchmark_spec.yaml,exact_redundancy,review; do not delete mechanically
