branch_name,feature,status,evidence
codex/deep-study-protocol-repair-v2,order-2 diagnostics,present,docs/order_and_vdp_flowstar_report.md;experiments/batched_tm_gpu_microbench.py;experiments/first_order_followup/FLOWSTAR_EXTRACTION_AUDIT.md;experiments/first_order_followup/generate_artifacts.py;experiments/first_order_followup/results/20260724T043709Z/correctness_checks.json;experiments/first_order_followup/results/20260724T043709Z/flowstar_summary.json;experiments/first_order_followup/results/20260724T043709Z/raw_results.csv;experiments/first_order_followup/results/20260724T043709Z/run_summary.csv
codex/deep-study-protocol-repair-v2,official/generated parity,present,comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/run_flowstar.py;docs/flowstar_comparison.md;docs/flowstar_kernel_alignment_notes.md;docs/flowstar_vanderpol_pytorch_diagnostics_conclusion.md;experiments/flowstar_benchmark_parity.py
codex/deep-study-protocol-repair-v2,matched-basis study,present,README.md;experiments/first_order_followup/generate_artifacts.py;experiments/first_order_followup/results/20260724T043709Z/correctness_checks.json;experiments/first_order_followup/results/20260724T043709Z/environment.json;experiments/first_order_followup/results/20260724T043709Z/raw_results.csv;experiments/first_order_followup/results/20260724T043709Z/run_summary.csv;experiments/first_order_followup/results/20260724T043709Z/torch_summary.json;experiments/first_order_followup/run_torch_followup.py
codex/deep-study-protocol-repair-v2,common-contract study,present,experiments/three_tool_deep_study/ARTIFACT_INDEX.md;experiments/three_tool_deep_study/FINAL_DELIVERY_TEST_RECORD.md;experiments/three_tool_deep_study/RECOVERY.md;experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/frozen_input_manifest_final.json;experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/frozen_input_manifest_initial.json;experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/repository_audit.json;experiments/three_tool_deep_study/benchmark_spec.yaml;experiments/three_tool_deep_study/generate_final_delivery.py
codex/deep-study-protocol-repair-v2,three-tool deep study,present,.gitignore;README.md;experiments/first_order_three_way/HISTORICAL_RESULTS_NOTICE.md;experiments/first_order_three_way/README.md;experiments/first_order_three_way/generate_report.py;experiments/three_tool_deep_study/ARTIFACT_INDEX.md;experiments/three_tool_deep_study/FINAL_DELIVERY_TEST_RECORD.md;experiments/three_tool_deep_study/FINAL_REPORT.md
codex/deep-study-protocol-repair-v2,runtime/Pareto,present,experiments/three_tool_deep_study/FINAL_CONCLUSIONS.md;experiments/three_tool_deep_study/RECOVERY_CONTINUATION.md;experiments/three_tool_deep_study/RESULTS_MANIFEST.csv;experiments/three_tool_deep_study/SCHEMA_AND_PROTOCOL.md;experiments/three_tool_deep_study/STATUS.md;experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/CURATION.json;experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/SHA256SUMS.csv;experiments/three_tool_deep_study/artifacts/authoritative/20260730T015245Z/artifact_quality_audit.json
codex/deep-study-protocol-repair-v2,tests,present,.gitignore;README.md;docs/flowstar_comparison.md;docs/order_and_vdp_flowstar_report.md;experiments/first_order_followup/results/20260724T043709Z/VALIDATION.md;experiments/first_order_followup/run_all.sh;experiments/first_order_followup/run_smoke.sh;experiments/first_order_followup/tests/test_diffreach_parity.py
codex/deep-study-protocol-repair-v2,docs,present,.gitignore;README.md;comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/parse_flowstar_output.py;comparisons/flowstar/run_flowstar.py;comparisons/flowstar/summarize_comparison.py
codex/deep-study-protocol-repair-v2,artifacts,present,.gitignore;README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/run_flowstar.py;comparisons/flowstar/run_flowstar_case.py;docs/flowstar_benchmark_parity.md;docs/flowstar_local_plot_width_patch_inventory.md
codex/first-order-followup-correctness-matched-basis,interval core,present,src/torch_tm_flowpipe/interval.py
codex/first-order-followup-correctness-matched-basis,polynomial core,present,src/torch_tm_flowpipe/polynomial.py
codex/first-order-followup-correctness-matched-basis,TaylorModel core,present,src/torch_tm_flowpipe/taylor_model.py
codex/first-order-followup-correctness-matched-basis,one-step propagation,present,README.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_source_rescue_notes.md;docs/flowstar_symbolic_remainder_semantics_map.md;docs/flowstar_width_control_source_map.md;examples/affine_controlled.py;examples/scalar_quadratic.py;examples/van_der_pol_short.py
codex/first-order-followup-correctness-matched-basis,range_only,present,comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/summarize_comparison.py;docs/algorithm.md;docs/flowstar_benchmark_parity.md;docs/flowstar_comparison.md;docs/flowstar_source_rescue_notes.md;docs/flowstar_vanderpol_pytorch_diagnostics_conclusion.md
codex/first-order-followup-correctness-matched-basis,dependency_preserving,present,README.md;comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/summarize_comparison.py;docs/algorithm.md;docs/flowstar_benchmark_parity.md;docs/flowstar_comparison.md;docs/flowstar_source_rescue_notes.md
codex/first-order-followup-correctness-matched-basis,Flowstar compatibility,present,.gitignore;README.md;comparisons/flowstar/README.md;comparisons/flowstar/__init__.py;comparisons/flowstar/build_flowstar_case.py;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/configs/affine_controlled.yaml;comparisons/flowstar/configs/harmonic_oscillator.yaml
codex/first-order-followup-correctness-matched-basis,raw remainder compatibility,present,docs/flowstar_raw_remainder_compat_plan.md;experiments/first_order_three_way/results/20260723T173852Z/environment.json;experiments/first_order_three_way/results/20260723T173852Z/environment.txt;experiments/flowstar_internal_intermediate_ranges_audit.py;experiments/flowstar_probe/flowstar_vdp_step_trace_probe.cpp;experiments/flowstar_raw_ctrunc_residual_audit.py;experiments/flowstar_raw_remainder_compat_attempt_sequence.py;experiments/flowstar_raw_remainder_compat_experiment.py
codex/first-order-followup-correctness-matched-basis,symbolic remainder queue,present,.gitignore;README.md;docs/flowstar_accepted_step_trace_plan.md;docs/flowstar_kernel_alignment_notes.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_raw_remainder_compat_plan.md;docs/flowstar_right_map_scaling_source_map.md;docs/flowstar_source_queue_semantics_audit.md
codex/first-order-followup-correctness-matched-basis,normalized insertion,present,.gitignore;README.md;docs/flowstar_accepted_step_trace_plan.md;docs/flowstar_horner_insertion_source_map.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_right_map_scaling_source_map.md;docs/flowstar_source_queue_semantics_audit.md;docs/flowstar_symbolic_queue_v2_audit_conclusion.md
codex/first-order-followup-correctness-matched-basis,step-trace probe,present,.gitignore;docs/flowstar_adaptive_step_policy_audit.md;docs/flowstar_step_trace_divergence_report.md;experiments/flowstar_acceptance_predicate_audit.py;experiments/flowstar_box_lifecycle_alignment_audit.py;experiments/flowstar_endpoint_pre_center_source_audit.py;experiments/flowstar_internal_intermediate_ranges_audit.py;experiments/flowstar_picard_residual_source_audit.py
codex/first-order-followup-correctness-matched-basis,order-2 diagnostics,present,docs/order_and_vdp_flowstar_report.md;experiments/batched_tm_gpu_microbench.py;experiments/first_order_followup/FLOWSTAR_EXTRACTION_AUDIT.md;experiments/first_order_followup/generate_artifacts.py;experiments/first_order_followup/results/20260724T043709Z/correctness_checks.json;experiments/first_order_followup/results/20260724T043709Z/flowstar_summary.json;experiments/first_order_followup/results/20260724T043709Z/raw_results.csv;experiments/first_order_followup/results/20260724T043709Z/run_summary.csv
codex/first-order-followup-correctness-matched-basis,official/generated parity,present,comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/run_flowstar.py;docs/flowstar_comparison.md;docs/flowstar_kernel_alignment_notes.md;docs/flowstar_vanderpol_pytorch_diagnostics_conclusion.md;experiments/flowstar_benchmark_parity.py
codex/first-order-followup-correctness-matched-basis,matched-basis study,present,experiments/first_order_followup/generate_artifacts.py;experiments/first_order_followup/results/20260724T043709Z/correctness_checks.json;experiments/first_order_followup/results/20260724T043709Z/environment.json;experiments/first_order_followup/results/20260724T043709Z/raw_results.csv;experiments/first_order_followup/results/20260724T043709Z/run_summary.csv;experiments/first_order_followup/results/20260724T043709Z/torch_summary.json;experiments/first_order_followup/run_torch_followup.py
codex/first-order-followup-correctness-matched-basis,common-contract study,absent,
codex/first-order-followup-correctness-matched-basis,three-tool deep study,absent,
codex/first-order-followup-correctness-matched-basis,runtime/Pareto,absent,
codex/first-order-followup-correctness-matched-basis,tests,present,.gitignore;README.md;docs/flowstar_comparison.md;docs/order_and_vdp_flowstar_report.md;experiments/first_order_followup/results/20260724T043709Z/VALIDATION.md;experiments/first_order_followup/run_all.sh;experiments/first_order_followup/run_smoke.sh;experiments/first_order_followup/tests/test_diffreach_parity.py
codex/first-order-followup-correctness-matched-basis,docs,present,.gitignore;README.md;comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/parse_flowstar_output.py;comparisons/flowstar/run_flowstar.py;comparisons/flowstar/summarize_comparison.py
codex/first-order-followup-correctness-matched-basis,artifacts,present,.gitignore;README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/run_flowstar.py;comparisons/flowstar/run_flowstar_case.py;docs/flowstar_benchmark_parity.md;docs/flowstar_local_plot_width_patch_inventory.md
codex/first-order-three-way-benchmark,interval core,present,src/torch_tm_flowpipe/interval.py
codex/first-order-three-way-benchmark,polynomial core,present,src/torch_tm_flowpipe/polynomial.py
codex/first-order-three-way-benchmark,TaylorModel core,present,src/torch_tm_flowpipe/taylor_model.py
codex/first-order-three-way-benchmark,one-step propagation,present,README.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_source_rescue_notes.md;docs/flowstar_symbolic_remainder_semantics_map.md;docs/flowstar_width_control_source_map.md;examples/affine_controlled.py;examples/scalar_quadratic.py;examples/van_der_pol_short.py
codex/first-order-three-way-benchmark,range_only,present,comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/summarize_comparison.py;docs/algorithm.md;docs/flowstar_benchmark_parity.md;docs/flowstar_comparison.md;docs/flowstar_source_rescue_notes.md;docs/flowstar_vanderpol_pytorch_diagnostics_conclusion.md
codex/first-order-three-way-benchmark,dependency_preserving,present,README.md;comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/summarize_comparison.py;docs/algorithm.md;docs/flowstar_benchmark_parity.md;docs/flowstar_comparison.md;docs/flowstar_source_rescue_notes.md
codex/first-order-three-way-benchmark,Flowstar compatibility,present,.gitignore;README.md;comparisons/flowstar/README.md;comparisons/flowstar/__init__.py;comparisons/flowstar/build_flowstar_case.py;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/configs/affine_controlled.yaml;comparisons/flowstar/configs/harmonic_oscillator.yaml
codex/first-order-three-way-benchmark,raw remainder compatibility,present,docs/flowstar_raw_remainder_compat_plan.md;experiments/first_order_three_way/results/20260723T173852Z/environment.json;experiments/first_order_three_way/results/20260723T173852Z/environment.txt;experiments/flowstar_internal_intermediate_ranges_audit.py;experiments/flowstar_probe/flowstar_vdp_step_trace_probe.cpp;experiments/flowstar_raw_ctrunc_residual_audit.py;experiments/flowstar_raw_remainder_compat_attempt_sequence.py;experiments/flowstar_raw_remainder_compat_experiment.py
codex/first-order-three-way-benchmark,symbolic remainder queue,present,.gitignore;README.md;docs/flowstar_accepted_step_trace_plan.md;docs/flowstar_kernel_alignment_notes.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_raw_remainder_compat_plan.md;docs/flowstar_right_map_scaling_source_map.md;docs/flowstar_source_queue_semantics_audit.md
codex/first-order-three-way-benchmark,normalized insertion,present,.gitignore;README.md;docs/flowstar_accepted_step_trace_plan.md;docs/flowstar_horner_insertion_source_map.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_right_map_scaling_source_map.md;docs/flowstar_source_queue_semantics_audit.md;docs/flowstar_symbolic_queue_v2_audit_conclusion.md
codex/first-order-three-way-benchmark,step-trace probe,present,.gitignore;docs/flowstar_adaptive_step_policy_audit.md;docs/flowstar_step_trace_divergence_report.md;experiments/flowstar_acceptance_predicate_audit.py;experiments/flowstar_box_lifecycle_alignment_audit.py;experiments/flowstar_endpoint_pre_center_source_audit.py;experiments/flowstar_internal_intermediate_ranges_audit.py;experiments/flowstar_picard_residual_source_audit.py
codex/first-order-three-way-benchmark,order-2 diagnostics,present,docs/order_and_vdp_flowstar_report.md;experiments/batched_tm_gpu_microbench.py;experiments/first_order_three_way/ORDER_SEMANTICS.md;experiments/first_order_three_way/generate_report.py;experiments/first_order_three_way/plot_results.py;experiments/first_order_three_way/results/20260723T173852Z/first_order_three_way_report.md;experiments/flowstar_vdp_width_trajectory_audit.py;experiments/trajectory_visual_audit.py
codex/first-order-three-way-benchmark,official/generated parity,present,comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/run_flowstar.py;docs/flowstar_comparison.md;docs/flowstar_kernel_alignment_notes.md;docs/flowstar_vanderpol_pytorch_diagnostics_conclusion.md;experiments/flowstar_benchmark_parity.py
codex/first-order-three-way-benchmark,matched-basis study,absent,
codex/first-order-three-way-benchmark,common-contract study,absent,
codex/first-order-three-way-benchmark,three-tool deep study,absent,
codex/first-order-three-way-benchmark,runtime/Pareto,absent,
