path,format,schema_or_fields,versioned_schema,classification
audits/repository_consolidation/20260730T083258Z/01_02_inventory/branch_inventory.csv,csv,branch_name;tip_sha;tip_date;tip_subject;merge_base_with_main;ahead_of_main;behind_main;unique_commit_count;unique_nonmerge_commit_count;tree_hash;changed_top_level_paths;contains_core_code_changes;contains_test_changes;contains_experiment_changes;contains_only_artifacts_or_docs;largest_tracked_file_bytes;referenced_by_report_or_run;checked_out_in_worktree;dirty_worktree;candidate_lineage;classification;recommended_action;evidence,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/01_02_inventory/branch_inventory_before.csv,csv,branch_name;tip_sha;tip_date;tip_subject;merge_base_with_main;ahead_of_main;behind_main;unique_commit_count;unique_nonmerge_commit_count;tree_hash;changed_top_level_paths;contains_core_code_changes;contains_test_changes;contains_experiment_changes;contains_only_artifacts_or_docs;largest_tracked_file_bytes;referenced_by_report_or_run;checked_out_in_worktree;dirty_worktree;candidate_lineage;classification;recommended_action;evidence,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/01_02_inventory/branch_pairwise_relationships.csv,csv,left_ref;right_ref;merge_base;left_only_commits;right_only_commits;right_patch_equivalent_to_left;tree_equal,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/01_02_inventory/commit_patch_ids.csv,csv,commit;patch_id;subject;refs,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/01_02_inventory/duplicate_files.csv,csv,blob_sha1;sha256;size_bytes;path_count;paths,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/01_02_inventory/duplicate_symbols.csv,csv,symbol;signature;kind;path_count;occurrences;classification,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/01_02_inventory/entrypoint_inventory.csv,csv,path;kind;entrypoint;canonical_status,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/01_02_inventory/inventory_summary.json,json,target_ref;target_sha;branch_count;file_count;tracked_bytes;duplicate_blob_groups;duplicate_symbol_groups;entrypoint_count;schema_file_count;artifact_file_count;technical_debt_hits,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/01_02_inventory/patch_equivalence.csv,csv,patch_id;commit_count;commits,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/01_02_inventory/repository_map_inventory.csv,csv,top_level_path;file_count;total_bytes;purpose;owner_module;active_entrypoint;imported_or_referenced_by;tests;generated_or_source;canonical_or_legacy;replacement;decision,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/01_02_inventory/schema_field_inventory.csv,csv,path;format;field_count;fields;schema_version,true,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/01_02_inventory/technical_debt.csv,csv,category;path;line;excerpt;classification,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/CONFIG_MANIFEST.json,json,benchmark_sha256;expected_configuration_count;expected_configurations;profile;profile_sha256;required_repetitions,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/ELIGIBILITY.csv,csv,all_required_repetitions_present;analytic_containment_applicability;analytic_containment_passed;basis_id;bound_semantics;carry_or_preconditioning;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;config_id;effective_order;engine_internal_time_s;evaluation_time;excluded_from_authoritative;exclusion_reason;failure_category;failure_message;failure_step;h;last_valid_step;memory_kib;memory_measurement_reason;native_validation_passed;plot_report_time_s;posthoc_validation_time_s;primary_comparable;primary_numerical_eligible;remainder_policy;requested_horizon;requested_order;requested_steps;runtime_boundary_version;runtime_max_s;runtime_min_s;runtime_repetitions;runtime_statistic;steady_full_configuration_time_s;steady_total_configuration_time_s;step_policy;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time;width_runtime_pareto,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/ENVIRONMENT.json,json,captured_utc;cpu_count;cuda_available;cuda_skip_reason;jax_probe;machine;packages;platform;processor;python;python_executable;repositories,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/EXPLORATORY.csv,csv,,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/FAILURES.csv,csv,,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/FIGURE_MANIFEST.csv,csv,figure;filters;generator_commit;grouping;row_count;series;source_files;source_sha256;x;y,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/INDEPENDENT_AUDIT.json,json,authoritative;checks;failures;passed;status,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/PRIMARY_PARETO.csv,csv,,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/PROVENANCE.json,json,benchmark;benchmark_sha256;captured_utc;code_sha;dependencies;profile_sha256;runner;runner_command;runner_commands;runtime_boundary_version;schema_version;temporary_builds_removed;test_commands,true,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/RAW_OBSERVATIONS.csv,csv,analytic_containment_applicability;analytic_containment_passed;analytic_reference_contained;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;completed_steps;device;dtype;engine_internal_time_s;evaluation_time;failure_category;first_step_time_s;h;measurement_phase;memory_measurement;memory_measurement_reason;memory_unavailable_reason;message;native_validation_passed;observation_source;peak_process_rss_kib;plot_report_time_s;posthoc_validation_time_s;repetition;requested_horizon;requested_steps;reset_discarded_term_count;runtime_boundary_version;steady_full_configuration_time_s;steady_step_time_s;steady_total_configuration_time_s;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/RUN_MANIFEST.json,json,authoritative_requested;code_freeze_sha;code_sha;completed_utc;counts;output_directory_empty_at_start;output_preexisted;profile;run_id;runner_commands;runtime_boundary_version;schema_version;started_utc;status;test_commands,true,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/SUMMARY.csv,csv,all_required_repetitions_present;analytic_containment_applicability;analytic_containment_passed;basis_id;bound_semantics;carry_or_preconditioning;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;config_id;effective_order;engine_internal_time_s;evaluation_time;failure_category;failure_message;failure_step;h;last_valid_step;memory_kib;memory_measurement_reason;native_validation_passed;plot_report_time_s;posthoc_validation_time_s;primary_comparable;remainder_policy;requested_horizon;requested_order;requested_steps;runtime_boundary_version;runtime_max_s;runtime_min_s;runtime_repetitions;runtime_statistic;steady_full_configuration_time_s;steady_total_configuration_time_s;step_policy;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/acceleration_diffreach.csv,csv,acceleration_scope;algorithmic_hardware_fair_comparison;analytic_containment_applicability;analytic_containment_passed;analytic_reference_contained;backend;backend_status;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;completed_steps;device;dtype;engine_internal_time_s;evaluation_time;failure_category;first_step_time_s;h;measurement_phase;memory_measurement;memory_unavailable_reason;message;native_validation_passed;peak_process_rss_kib;plot_report_time_s;posthoc_validation_time_s;repetition;requested_horizon;requested_steps;runtime_boundary_version;steady_full_configuration_time_s;steady_step_time_s;steady_total_configuration_time_s;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/acceleration_flowstar.csv,csv,acceleration_scope;algorithmic_hardware_fair_comparison;analytic_containment_applicability;analytic_containment_passed;analytic_reference_contained;backend;backend_status;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;completed_steps;device;dtype;engine_internal_time_s;evaluation_time;failure_category;first_step_time_s;h;measurement_phase;memory_measurement_reason;message;native_validation_passed;peak_process_rss_kib;plot_report_time_s;posthoc_validation_time_s;repetition;requested_horizon;requested_steps;runtime_boundary_version;steady_full_configuration_time_s;steady_step_time_s;steady_total_configuration_time_s;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/acceleration_summary.csv,csv,algorithmic_hardware_fair_comparison;all_native_validations_passed;backend;backend_status;compile_or_context_time_s;h;interpretation;median_full_configuration_time_s;median_successful_horizon;median_width_at_evaluation_time;message;requested_horizon;runtime_max_s;runtime_min_s;runtime_repetitions;speedup_vs_same_tool_cpu;system;tool;variant,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/acceleration_torch.csv,csv,acceleration_scope;algorithmic_hardware_fair_comparison;analytic_containment_applicability;analytic_containment_passed;analytic_reference_contained;backend;backend_status;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;completed_steps;device;dtype;engine_internal_time_s;evaluation_time;failure_category;first_step_time_s;h;measurement_phase;memory_measurement;memory_unavailable_reason;message;native_validation_passed;peak_process_rss_kib;plot_report_time_s;posthoc_validation_time_s;repetition;requested_horizon;requested_steps;reset_discarded_term_count;runtime_boundary_version;steady_full_configuration_time_s;steady_step_time_s;steady_total_configuration_time_s;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/final_acceptance.json,json,authoritative;checks;failures;passed;status,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/native_pareto_excluded.csv,csv,all_required_repetitions_present;analytic_containment_applicability;analytic_containment_passed;basis_id;bound_semantics;carry_or_preconditioning;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;config_id;effective_order;engine_internal_time_s;evaluation_time;excluded_from_authoritative;exclusion_reason;failure_category;failure_message;failure_step;h;last_valid_step;memory_kib;memory_measurement_reason;native_validation_passed;plot_report_time_s;posthoc_validation_time_s;primary_comparable;primary_numerical_eligible;remainder_policy;requested_horizon;requested_order;requested_steps;runtime_boundary_version;runtime_max_s;runtime_min_s;runtime_repetitions;runtime_statistic;steady_full_configuration_time_s;steady_total_configuration_time_s;step_policy;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time;width_runtime_pareto,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/native_pareto_exploratory.csv,csv,,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/native_pareto_summary.csv,csv,,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/pareto_checks.json,json,acceleration_rows;all_selected_have_ten_repetitions;available_acceleration_rows;excluded_repeated_configuration_rows;exploratory_single_sweep_rows;pareto_rows;repeated_configuration_rows;repetition_observations,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/pareto_repetitions_diffreach.csv,csv,analytic_containment_applicability;analytic_containment_passed;analytic_reference_contained;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;completed_steps;device;dtype;engine_internal_time_s;evaluation_time;failure_category;first_step_time_s;h;measurement_phase;memory_measurement;memory_unavailable_reason;message;native_validation_passed;peak_process_rss_kib;plot_report_time_s;posthoc_validation_time_s;repetition;requested_horizon;requested_steps;runtime_boundary_version;steady_full_configuration_time_s;steady_step_time_s;steady_total_configuration_time_s;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/pareto_repetitions_flowstar.csv,csv,analytic_containment_applicability;analytic_containment_passed;analytic_reference_contained;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;completed_steps;device;dtype;engine_internal_time_s;evaluation_time;failure_category;first_step_time_s;h;measurement_phase;memory_measurement_reason;message;native_validation_passed;peak_process_rss_kib;plot_report_time_s;posthoc_validation_time_s;repetition;requested_horizon;requested_steps;runtime_boundary_version;steady_full_configuration_time_s;steady_step_time_s;steady_total_configuration_time_s;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/pareto_repetitions_torch.csv,csv,analytic_containment_applicability;analytic_containment_passed;analytic_reference_contained;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;completed_steps;device;dtype;engine_internal_time_s;evaluation_time;failure_category;first_step_time_s;h;measurement_phase;memory_measurement;memory_unavailable_reason;message;native_validation_passed;peak_process_rss_kib;plot_report_time_s;posthoc_validation_time_s;repetition;requested_horizon;requested_steps;reset_discarded_term_count;runtime_boundary_version;steady_full_configuration_time_s;steady_step_time_s;steady_total_configuration_time_s;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/runtime_summary.csv,csv,all_required_repetitions_present;analytic_containment_applicability;analytic_containment_passed;basis_id;bound_semantics;carry_or_preconditioning;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;config_id;effective_order;engine_internal_time_s;evaluation_time;failure_category;failure_message;failure_step;h;last_valid_step;memory_kib;memory_measurement_reason;native_validation_passed;plot_report_time_s;posthoc_validation_time_s;primary_comparable;remainder_policy;requested_horizon;requested_order;requested_steps;runtime_boundary_version;runtime_max_s;runtime_min_s;runtime_repetitions;runtime_statistic;steady_full_configuration_time_s;steady_total_configuration_time_s;step_policy;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/CONFIG_MANIFEST.json,json,benchmark_sha256;expected_configuration_count;expected_configurations;profile;profile_sha256;required_repetitions,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/ELIGIBILITY.csv,csv,all_required_repetitions_present;analytic_containment_applicability;analytic_containment_passed;basis_id;bound_semantics;carry_or_preconditioning;cold_total_configuration_time_s;compile_or_jit_time_s;completed_requested_horizon;config_id;effective_order;engine_internal_time_s;evaluation_time;excluded_from_authoritative;exclusion_reason;failure_category;failure_message;failure_step;h;last_valid_step;memory_kib;memory_measurement_reason;native_validation_passed;plot_report_time_s;posthoc_validation_time_s;primary_comparable;primary_numerical_eligible;remainder_policy;requested_horizon;requested_order;requested_steps;runtime_boundary_version;runtime_max_s;runtime_min_s;runtime_repetitions;runtime_statistic;steady_full_configuration_time_s;steady_total_configuration_time_s;step_policy;successful_horizon;system;tool;trajectory_sanity_passed;variant;width_at_evaluation_time;width_runtime_pareto,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/ENVIRONMENT.json,json,captured_utc;cpu_count;cuda_available;cuda_skip_reason;jax_probe;machine;packages;platform;processor;python;python_executable;repositories,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/EXPLORATORY.csv,csv,,false,inventory_or_protocol_schema
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/FAILURES.csv,csv,,false,inventory_or_protocol_schema
