step,time,flowstar_status,torch_status,flowstar_center_x,flowstar_center_y,flowstar_scale_x,flowstar_scale_y,flowstar_polynomial_range_x_lo,flowstar_polynomial_range_x_hi,flowstar_polynomial_range_y_lo,flowstar_polynomial_range_y_hi,flowstar_picard_remainder_x_lo,flowstar_picard_remainder_x_hi,flowstar_picard_remainder_y_lo,flowstar_picard_remainder_y_hi,flowstar_symbolic_propagated_width_x,flowstar_symbolic_propagated_width_y,flowstar_queue_size,torch_prestate_center,torch_prestate_scale,torch_new_center,torch_new_scale,torch_polynomial_range_width_x,torch_polynomial_range_width_y,torch_ordinary_remainder,torch_parameterization_remainder_width_x,torch_parameterization_remainder_width_y,torch_pre_renormalization_range_width_x,torch_pre_renormalization_range_width_y,torch_validator_margin_x,torch_validator_margin_y,flowstar_endpoint_x_lo,flowstar_endpoint_x_hi,flowstar_endpoint_x_width,flowstar_endpoint_y_lo,flowstar_endpoint_y_hi,flowstar_endpoint_y_width,flowstar_segment_tube_x_lo,flowstar_segment_tube_x_hi,flowstar_segment_tube_x_width,flowstar_segment_tube_y_lo,flowstar_segment_tube_y_hi,flowstar_segment_tube_y_width,torch_endpoint_x_lo,torch_endpoint_x_hi,torch_endpoint_x_width,torch_endpoint_y_lo,torch_endpoint_y_hi,torch_endpoint_y_width,torch_segment_tube_x_lo,torch_segment_tube_x_hi,torch_segment_tube_x_width,torch_segment_tube_y_lo,torch_segment_tube_y_hi,torch_segment_tube_y_width
11,0.11,accepted,accepted,1.4746095949375608,2.0703121852856636,0.14981050682905769,0.1496105884892327,1.3230377709436829,1.6466852524849163,1.8673883323350537,2.2332428803888731,-1.1377012883368958e-07,1.2440293269407449e-07,-1.1376520508343494e-05,1.2439794505133166e-05,9.0722118701907071e-06,0.00015868134355487434,11,"[1.4746095949375608, 2.070312185285664]","[0.14991603397184292, 0.1497194374471838]","[1.4951157517113134, 2.030756343674901]","[0.14935387215674137, 0.1579645292764569]",0.29845853704198805,0.3129330358775337,"[[-1.0000030000000013e-06, -2.137083007217948e-05], [1.0000030000000013e-06, 2.4228768269545704e-05]]",4.338131161287235e-05,0.00045239256829487955,0.29850191835360096,0.3133854284458287,9.8999997e-05,7.57712317304543e-05,1.3437575920666391,1.6462907224885925,0.3025331304219534,1.8707713485068411,2.188196689397381,0.31742534089053986,1.3230544412142775,1.6464877165672014,0.3234332753529239,1.8707596480611686,2.2277642314538162,0.3570045833926476,1.3437579559108899,1.6464712210173371,0.30271326510644725,1.8711632975198378,2.189914315066898,0.31875101754706003,1.3229301030017324,1.6467929171527418,0.32386281415100937,1.8672475267568989,2.2333859274406014,0.3661384006837025
12,0.12,accepted,accepted,1.4951157517113134,2.0307563436749008,0.14924437790248848,0.15784474426187001,1.3440222390804306,1.666312834034545,1.8185096870408166,2.2020804667488716,-1.1812184286092723e-07,1.2792156498844534e-07,-1.1811667092924919e-05,1.2791634141510739e-05,1.1107241715403095e-05,0.0001799540597467691,12,"[1.4951157517113134, 2.030756343674901]","[0.14935387215674137, 0.1579645292764569]","[1.515221583045258, 1.990259057837494]","[0.14869578319713356, 0.16579315032323533]",0.29711087879211545,0.3286645613193348,"[[-1.0000030000000013e-06, -2.1790951801602275e-05], [1.0000030000000013e-06, 2.4660335868320892e-05]]",4.987459112449752e-05,0.0004988984732786246,0.29716075338323994,0.32916345979261347,9.8999997e-05,7.533966413167911e-05,1.3643484529439667,1.6658866872659743,0.30153823432200766,1.8222829905797542,2.1558139979313662,0.333531007351612,1.3440408595796769,1.6660884492963195,0.3220475897166426,1.8222709346744927,2.1963233396740343,0.3740524049995415,1.3643438409488555,1.666097060180307,0.3017532192314514,1.822682230732693,2.1574128822143765,0.33473065148168346,1.3439104918165854,1.6664245779786324,0.322514086162047,1.8183569439861889,2.2022354547982905,0.38387851081210167
13,0.13,accepted,accepted,1.515221583045258,1.9902590578374935,0.14858192379496118,0.16566186027228227,1.364707324749135,1.6854300980924475,1.769197034685084,2.169542446621413,-1.2210743701087073e-07,1.3108341171056804e-07,-1.2210202570028561e-05,1.310779612566833e-05,1.3368810000856923e-05,0.00020170841498045637,13,"[1.515221583045258, 1.990259057837494]","[0.14869578319713356, 0.16579315032323533]","[1.534918036702794, 1.9488930760705772]","[0.14794385969538704, 0.1731870837946009]",0.29557657780591057,0.34358074372229963,"[[-1.0000030000000013e-06, -2.2189801503508424e-05], [1.0000030000000013e-06, 2.5060131229705654e-05]]",5.6827945795879376e-05,0.000546085418043304,0.2956334057517065,0.34412682914034304,9.8999997e-05,7.493986877029435e-05,1.3846305736434614,1.68497416834106,0.3003435946975985,1.7733718226362534,2.1221720472019108,0.3488002245656574,1.3647279523690254,1.6851803359579598,0.32045238358893435,1.7733594754439563,2.1635503761611243,0.390190900717168,1.3846203831230612,1.6852134900077564,0.3005931068846952,1.773772485668808,2.1236032513026766,0.3498307656338686,1.364591094215659,1.6855463252576228,0.3209552310419639,1.7690317618621554,2.1697099568762472,0.40067819501409185
14,0.14,accepted,accepted,1.5349180367027939,1.9488930760705767,0.14782523519748231,0.17304376839834715,1.3850820791097307,1.7040306247057952,1.719542376134817,2.1356838952382904,-1.2571624030475397e-07,1.3388622984012115e-07,-1.2571057810493531e-05,1.3388054097337544e-05,1.586009977000712e-05,0.00022384535086913577,14,"[1.534918036702794, 1.9488930760705772]","[0.14794385969538704, 0.1731870837946009]","[1.554196796502556, 1.9067327962900391]","[0.14710044712393905, 0.18013148297798479]",0.2938608540833075,0.357649491944881,"[[-1.0000030000000013e-06, -2.2545899576382056e-05], [1.0000030000000013e-06, 2.5406612788485126e-05]]",6.424786527588459e-05,0.0005938252772130372,0.2939251019485834,0.35824331722209407,9.8999997e-05,7.459338721151488e-05,1.4045937201484129,1.7035473086695745,0.2989535885211616,1.7241287059115376,2.0873262335294456,0.363197527617908,1.3851047580854843,1.703757510932741,0.3186527528472567,1.7241161325778107,2.12949908664371,0.4053829540658993,1.4045773540330337,1.7038141061633638,0.2992367521303301,1.7245249289785451,2.0885432815019387,0.36401835252339354,1.3849609599413963,1.704151740455239,0.31919078051384275,1.7193640506909633,2.1358644395700597,0.41650038887909635
15,0.15,accepted,accepted,1.554196796502556,1.9067327962900387,0.14697666036708237,0.17997494540234016,1.4051360028638715,1.7221090310248524,1.6696385261380424,2.1005619812800562,-1.2892121377437848e-07,1.3631065673772076e-07,-1.2891530507136253e-05,1.3630473356102382e-05,1.858307335027213e-05,0.00024625404096566636,15,"[1.554196796502556, 1.9067327962900391]","[0.14710044712393905, 0.18013148297798479]","[1.5730502968614835, 1.8638538749236992]","[0.1461681303226756, 0.1866129313893975]",0.2919693806553288,0.3708412061046234,"[[-1.0000030000000013e-06, -2.285644584088909e-05], [1.0000030000000013e-06, 2.569705165192522e-05]]",7.213931638501551e-05,0.0006419823453729343,0.2920415199717139,0.37148318844999645,9.8999997e-05,7.430294834807479e-05,1.4242281241898518,1.7216012591117444,0.29737313492189266,1.6746428510684144,2.0513357355058686,0.3766928844374542,1.4051607644821309,1.7218151184605377,0.3166543539784068,1.6746301170583116,2.0942273908823106,0.41959727382399903,1.4242049896074598,1.7218935411696659,0.2976885515622061,1.675028183948936,2.0522955916869225,0.3772674077379865,1.4050095856563534,1.7222354447618449,0.3172258591054915,1.669445940869599,2.100756756132601,0.4313108152630021
16,0.16,accepted,accepted,1.5730502968614835,1.8638538749236988,0.14603879162292036,0.18644268478877651,1.4248590725281114,1.739660970200972,1.6195755447330036,2.0642387529963124,-1.3166785236169742e-07,1.3830900826689606e-07,-1.3166170760529198e-05,1.3830286070247114e-05,2.1538565343601797e-05,0.00026882438780817639,16,"[1.5730502968614835, 1.8638538749236992]","[0.1461681303226756, 0.1866129313893975]","[1.5914717334188082, 1.8203328348454044]","[0.14514971874171548, 0.19262191676197396]",0.28990824993073644,0.3831335964470312,"[[-1.0000030000000013e-06, -2.3203666419551136e-05], [1.0000030000000013e-06, 2.5929181481195738e-05]]",8.050631192874158e-05,0.0006904992820498258,0.28998875624266524,0.3838240957290811,9.8999997e-05,7.407081851880426e-05,1.443524505785629,1.7391321735074661,0.2956076677218371,1.625001351416032,2.0142632391707891,0.3892618877547571,1.4248859350121317,1.7393493077236386,0.3144633727115069,1.6249885218727596,2.0577971087923559,0.43280858691959634,1.4434940335529458,1.7394474422113693,0.29595340865842346,1.6253701144653032,2.014925208457214,0.3895550939919108,1.4247269625290386,1.7397930766779517,0.31506611414891306,1.6193681355403815,2.064448227460433,0.4450800919200517
17,0.17,accepted,accepted,1.5914717334188082,1.820332834845404,0.14501445024531889,0.19243684301691638,1.4442417687070492,1.7566831204559605,1.5694410189932142,2.0267800758794707,-1.339149618624317e-07,1.3984597574149223e-07,-1.3390859331570287e-05,1.3983961530462064e-05,2.4726238639541576e-05,0.00029144297732497843,17,"[1.5914717334188082, 1.8203328348454044]","[0.14514971874171548, 0.19262191676197396]","[1.609455069750525, 1.7762466761607574]","[0.1440482331022012, 0.19815119306555884]",0.2876839428315658,0.3945085189489813,"[[-1.0000030000000013e-06, -2.363746264263339e-05], [1.0000030000000013e-06, 2.61014866958035e-05]]",8.93521197005167e-05,0.0007393646231683902,0.2877732949512663,0.39524788357214974,9.8999997e-05,7.38985133041965e-05,1.4624740977065973,1.7561371944196207,0.2936630967130234,1.5752892826374385,1.9761741042223651,0.40088482158492655,1.4442707372156309,1.7563572185788703,0.31208648136323935,1.5752764217632693,2.0202731237811831,0.44499670201791375,1.4624357342186793,1.7564724877036377,0.2940367534849584,1.5756351244161888,1.9765016064862706,0.4008664820700818,1.4441035766295416,1.7568213089610587,0.3127177323315171,1.5692175299616908,2.0270053596254183,0.45778782966372744
18,0.18,accepted,accepted,1.609455069750525,1.7762466761607569,0.14390667000456525,0.1979499743723353,1.4632750979290843,1.7731731728166273,1.5193197901671101,1.9882551342530239,-1.3564570856868947e-07,1.4090962329301354e-07,-1.3563913000335694e-05,1.4090306281793388e-05,2.8144480144814628e-05,0.00031399198903472782,18,"[1.609455069750525, 1.7762466761607574]","[0.1440482331022012, 0.19815119306555884]","[1.6269950402213242, 1.731672493508522]","[0.1428669312236033, 0.203195510870816]",0.28530337663712557,0.4049518944293328,"[[-1.0000030000000013e-06, -2.4002871133065966e-05], [1.0000030000000013e-06, 2.6213064915115087e-05]]",9.867989930027328e-05,0.000788407974392618,0.28540205653642586,0.4057403024037255,9.8999997e-05,7.378693508488492e-05,1.4810686464180769,1.7726144551402725,0.2915458087221956,1.5255888680489369,1.9371364767918686,0.4115476087429317,1.4633061475534328,1.7728369835341176,0.30953083598068476,1.525576026834256,1.9817235006587848,0.4561474738245288,1.4810218771012493,1.7729663604949346,0.2919444833936853,1.5259055919993545,1.9370966819369235,0.41119108993756903,1.463130445525484,1.7733178215999006,0.3101873760744165,1.519078918016346,1.9884975385721675,0.4694186205558215
19,0.19,accepted,accepted,1.6269950402213242,1.7316724935085215,0.14271862489340201,0.20297759562267029,1.4819506651464482,1.7891297605437986,1.4692933439065667,1.9487362864564364,-1.3685026876379108e-07,1.414940115477027e-07,-1.3684349568158233e-05,1.4148726544410725e-05,3.179046082362605e-05,0.00033635227167477322,19,"[1.6269950402213242, 1.731672493508522]","[0.1428669312236033, 0.203195510870816]","[1.6440871490566502, 1.686687103341825]","[0.14160916448207322, 0.20776291101277838]",0.28277361883078955,0.4144760337210875,"[[-1.0000030000000013e-06, -2.4297722355902654e-05], [1.0000030000000013e-06, 2.626365015678738e-05]]",0.00010849112694105144,0.0008374562261708172,0.28288210995773067,0.41531348994725836,9.8999997e-05,7.373634984321263e-05,1.499300523313092,1.7885629643837206,0.2892624410706286,1.4759791205130148,1.8972209679003584,0.4212418473873436,1.4819837664673174,1.7887876123941691,0.3068038459268516,1.4759663562372143,1.9422191223428558,0.4662527661056415,1.4992447607845694,1.788927770073828,0.2896830092892586,1.4762614237462688,1.8967840957887108,0.420522672042442,1.4817990980552898,1.7892813239677816,0.30748222591249186,1.4690345642548677,1.9489963454468089,0.4799617811919412
20,0.2,accepted,accepted,1.6440871490566502,1.6866871033418245,0.141453930347856,0.20752855734772727,1.5002602666595077,1.8045528606839421,1.4194287944732302,1.9083093467925512,-1.3758907562801218e-07,1.4166262027609178e-07,-1.3758212502145552e-05,1.4165570432581974e-05,3.5662563726891514e-05,0.0003585893157043943,20,"[1.6440871490566502, 1.686687103341825]","[0.14160916448207322, 0.20776291101277838]","[1.6607276657509944, 1.641366684406114]","[0.140278507790048, 0.21244482140280105]",0.28010214539412154,0.42374673508440736,"[[-1.0000030000000013e-06, -2.4521432169212103e-05], [1.0000030000000013e-06, 2.625421443681464e-05]]",0.00011878557177979451,0.0008863369433641327,0.2802209309659014,0.4246330720277715,9.8999997e-05,7.374578556318536e-05,1.5171622873510771,1.8039830329456703,0.28682074559459325,1.4265246337716844,1.8565111795414644,0.42998654576978,1.5002953847460472,1.804209418856356,0.3039140341103088,1.4265120051269746,1.9018442271218845,0.4753322219949099,1.5170972236332088,1.8043564166988448,0.2872591930656361,1.426768725053824,1.8556500364344841,0.4288813113806602,1.5001016028781788,1.8047115207595306,0.3046099178813517,1.4191524342693873,1.9085867461546315,0.4894343118852442
21,0.21,accepted,accepted,1.6607276657509944,1.6413666844061139,0.14011599708872402,0.21221664560333267,1.5181905492080277,1.8194491222962859,1.3691733603389908,1.8676783685958838,-1.3874041546019213e-07,1.4230614310611797e-07,-1.3873330025016405e-05,1.4229906876944839e-05,3.975308824866615e-05,0.00038028703484368765,21,"[1.6607276657509944, 1.641366684406114]","[0.140278507790048, 0.21244482140280105]","[1.6769136169592869, 1.5957864343432442]","[0.1388786575409537, 0.2170542069353525]",0.27729663547923383,0.4324216429821209,"[[-1.0000030000000013e-06, -2.472032255336612e-05], [1.0000030000000013e-06, 2.6228382418817174e-05]]",0.0001295613124141169,0.0009349700336513143,0.277426196791648,0.4333566130157723,9.8999997e-05,7.377161758118283e-05,1.5346445508593418,1.8188783898393099,0.2842338389799681,1.3769990210531278,1.8153796201740362,0.43838059912090843,1.5182308529221797,1.8191061365681795,0.3008752836459998,1.3769865838126569,1.8609723074773765,0.4839857236647196,1.5345668425931764,1.8192587763798131,0.2846919337866367,1.3769168320164484,1.814355456655561,0.43743862463911265,1.518024668577005,1.8196149991876924,0.3015903306106875,1.368902558909201,1.8679499798256787,0.4990474209164777
