plant,case,task,step,accepted_match,status_match,h_match,validation_attempts_cpu,validation_attempts_gpu,step_rejections_cpu,step_rejections_gpu,requests_cpu,requests_gpu,post_accept_cpu,post_accept_gpu,behavior_equal
van_der_pol,prefix-b8,12,5,True,True,True,1,1,0,0,108,108,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,12,6,True,True,True,1,1,0,0,109,109,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,12,7,True,True,True,1,1,0,0,111,111,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,12,8,True,True,True,1,1,0,0,111,111,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,12,9,True,True,True,1,1,0,0,112,112,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,12,10,True,True,True,1,1,0,0,112,112,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,12,11,True,True,True,1,1,0,0,112,112,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,12,12,True,True,True,1,1,0,0,112,112,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,12,13,True,True,True,1,1,0,0,111,111,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,12,14,True,True,True,1,1,0,0,111,111,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,12,15,True,True,True,1,1,0,0,111,111,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,12,16,True,True,True,1,1,0,0,111,111,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,12,17,True,True,True,1,1,0,0,111,111,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,12,18,True,True,True,1,1,0,0,112,112,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,12,19,True,True,True,1,1,0,0,111,111,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,12,20,True,True,True,1,1,0,0,112,112,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,1,True,True,True,1,1,0,0,108,108,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,2,True,True,True,1,1,0,0,107,107,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,3,True,True,True,1,1,0,0,108,108,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,4,True,True,True,1,1,0,0,108,108,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,5,True,True,True,1,1,0,0,108,108,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,6,True,True,True,1,1,0,0,109,109,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,7,True,True,True,1,1,0,0,112,112,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,8,True,True,True,1,1,0,0,113,113,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,9,True,True,True,1,1,0,0,113,113,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,10,True,True,True,1,1,0,0,114,114,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,11,True,True,True,1,1,0,0,113,113,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,12,True,True,True,1,1,0,0,112,112,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,13,True,True,True,1,1,0,0,112,112,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,14,True,True,True,1,1,0,0,111,111,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,15,True,True,True,1,1,0,0,111,111,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,16,True,True,True,1,1,0,0,111,111,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,17,True,True,True,1,1,0,0,111,111,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,18,True,True,True,1,1,0,0,112,112,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,19,True,True,True,1,1,0,0,111,111,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,28,20,True,True,True,1,1,0,0,111,111,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,16,1,True,True,True,1,1,0,0,108,108,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,16,2,True,True,True,1,1,0,0,107,107,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,16,3,True,True,True,1,1,0,0,108,108,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,16,4,True,True,True,1,1,0,0,108,108,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,16,5,True,True,True,1,1,0,0,108,108,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,16,6,True,True,True,1,1,0,0,109,109,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,16,7,True,True,True,1,1,0,0,111,111,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,16,8,True,True,True,1,1,0,0,111,111,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,16,9,True,True,True,1,1,0,0,112,112,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,16,10,True,True,True,1,1,0,0,112,112,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,16,11,True,True,True,1,1,0,0,113,113,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
van_der_pol,prefix-b8,16,12,True,True,True,1,1,0,0,111,111,"{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}","{""post_accept_committed_replays"":5,""post_accept_failure_count"":0,""post_accept_fixed_point_count"":0,""post_accept_replay_calls"":5,""post_accept_replay_cap_count"":0,""post_accept_stop_ratio_count"":1}",True
