lane,segment_index,physical_time,controller_period,state,enclosure_kind,torch_width_median,torch_width_p95,torch_width_max,xiangru_width_median,xiangru_width_p95,xiangru_width_max,torch_over_xiangru_ratio_median,torch_over_xiangru_ratio_p95,torch_over_xiangru_ratio_max,torch_hull_width,xiangru_hull_width,torch_polynomial_range_width_median,torch_polynomial_range_width_p95,torch_polynomial_range_width_max,xiangru_polynomial_range_width_median,xiangru_polynomial_range_width_p95,xiangru_polynomial_range_width_max,torch_interval_remainder_width_median,torch_interval_remainder_width_p95,torch_interval_remainder_width_max,xiangru_interval_remainder_width_median,xiangru_interval_remainder_width_p95,xiangru_interval_remainder_width_max,maximum_lower_abs_difference,maximum_upper_abs_difference,torch_contains_xiangru_leaf_count,xiangru_contains_torch_leaf_count,minimum_torch_property_margin,minimum_xiangru_property_margin
common_control_plant_replay,3,0.30000000000000004,1,x2,endpoint,0.023497766587458835,0.023523487913698217,0.02352392006961368,0.02362718727961255,0.023653806051249414,0.0236542707424362,0.9945271238654947,0.9945585854491868,0.9945668675594384,0.12893157460802807,0.12906058370758733,0.023032505523822126,0.023034939916630585,0.023035116738936167,0.02303561124418873,0.02303802751297848,0.023038204595170017,0.0004650495347700982,0.0004901493264588393,0.0004908980703803871,0.0005913224486947768,0.0006170957882643169,0.0006173624523886131,1.4042572342609638e-05,0.00011653240329534409,0,48,1.1148128006014184,1.114798767135973
common_control_plant_replay,3,0.30000000000000004,1,x3,endpoint,0.14378252652337675,0.14398570946280473,0.1440056579921437,0.1437825265035439,0.14398570944297118,0.14400565797231016,1.0000000001379368,1.00000000013816,1.000000000138201,0.14997395978748185,0.14997395976764863,0.14378252651089823,0.14398570945032554,0.14400565797966447,0.1437825265035439,0.14398570944297118,0.14400565797231016,1.2478527392365011e-11,1.2479177329491506e-11,1.2479234513347988e-11,0.0,0.0,0.0,9.916956145161748e-12,9.916636956042169e-12,48,0,1.7412979719114798,1.7412979719213966
common_control_plant_replay,3,0.30000000000000004,1,x4,endpoint,0.19188351008507465,0.19323806301459762,0.19337105321019082,0.19188351006535825,0.19323806299487403,0.19337105319046688,1.000000000102752,1.0000000001035907,1.0000000001037523,0.23315973184577815,0.2331597318260567,0.19188351007259433,0.19323806300211108,0.1933710531977039,0.19188351006535825,0.19323806299487403,0.19337105319046688,1.24807961716736e-11,1.248722905193374e-11,1.2487707291248453e-11,0.0,0.0,0.0,9.86227766119896e-12,9.862999306164966e-12,48,0,1.3248537887089693,1.324853788718832
common_control_plant_replay,3,0.30000000000000004,1,u1,endpoint,0.3062783669215694,0.31079354335331644,0.31123684400529505,0.30627836690252686,0.310793543334246,0.3112368439862223,1.000000000062174,1.000000000063247,1.0000000000634532,0.44386577279058237,0.44386577277152206,0.30627836690909227,0.31079354334081744,0.31123684399279483,0.30627836690252686,0.310793543334246,0.3112368439862223,1.2479451503113397e-11,1.250126453412857e-11,1.2502869842899321e-11,0.0,0.0,0.0,9.531930800221744e-12,9.544365298097546e-12,48,0,N/A,N/A
common_control_plant_replay,4,0.4,1,x1,endpoint,0.019601106929651807,0.019632470429400525,0.019641150290374776,0.019640121572754132,0.019671349130050454,0.019680042225092398,0.9980141183411384,0.9980324836912462,0.9980369570603865,0.1326464223188089,0.13268579290944288,0.01889267878180069,0.01889319847839479,0.018893235738254875,0.01889267878568462,0.018893198482276576,0.018893235742136975,0.0007083317576507516,0.0007400456108442761,0.0007488641734936718,0.0007473463968682564,0.0007789243076053177,0.0007877561043223011,2.4410740968594524e-06,3.7086587981405295e-05,0,48,1.5899619705592034,1.589924883971222
common_control_plant_replay,4,0.4,1,x2,endpoint,0.025722039088448168,0.02575783457754771,0.025759001270289184,0.025892467164029154,0.025929073486526143,0.025930639824725654,0.9934244287449457,0.993458320561272,0.9934655271045569,0.13648683785504445,0.13665672031266696,0.025086246060712004,0.025092097755629574,0.02509254568872603,0.0250888067359687,0.025094615021925223,0.02509506363501708,0.0006349565093800585,0.0006690861455074441,0.000669844762742084,0.0008028194248397202,0.0008376756364381679,0.0008377595521115106,1.8845103289755194e-05,0.0001532901077940796,0,48,1.0709049961874384,1.0708863701961073
common_control_plant_replay,4,0.4,1,x3,endpoint,0.16450226937104445,0.16486348348558313,0.16489894753774137,0.1645022693423823,0.1648634834569198,0.1648989475090779,1.0000000001742362,1.0000000001746725,1.000000000174753,0.17550926184056465,0.17550926181190196,0.1645022693526943,0.16486348346723162,0.1648989475193897,0.1645022693423823,0.1648634834569198,0.1648989475090779,1.835014948106217e-11,1.8351524954175872e-11,1.835167080676936e-11,0.0,0.0,0.0,1.4331813513734915e-11,1.4331626163599509e-11,48,0,1.7845297278445544,1.7845297278588863
common_control_plant_replay,4,0.4,1,x4,endpoint,0.22251134678165133,0.22431741735435048,0.22449473761514166,0.222511346753411,0.22431741732609867,0.2244947375868891,1.0000000001269163,1.0000000001281049,1.000000000128333,0.27754630912925665,0.27754630910100897,0.22251134676344786,0.22431741733613678,0.22449473759692729,0.222511346753411,0.22431741732609867,0.2244947375868891,1.8203944556299294e-11,1.8214394374177878e-11,1.8215232384373793e-11,0.0,0.0,0.0,1.4126644298784186e-11,1.4127476966052654e-11,48,0,1.299805051611183,1.2998050516253092
common_control_plant_replay,4,0.4,1,u1,endpoint,0.30627836692589305,0.31079354335764486,0.31123684400962226,0.3062783669005267,0.31079354333224585,0.31123684398422213,1.0000000000828213,1.0000000000842444,1.0000000000845077,0.4438657727949096,0.4438657727695219,0.3062783669090917,0.3107935433408171,0.31123684399279283,0.3062783669005267,0.31079354333224585,0.31123684398422213,1.6802411592916415e-11,1.6829518490461717e-11,1.683162189924279e-11,0.0,0.0,0.0,1.269562233119359e-11,1.2708056829069392e-11,48,0,N/A,N/A
common_control_plant_replay,5,0.5,1,x1,endpoint,0.02135686459356774,0.021397001361153946,0.021409023924915338,0.021407031628868367,0.02144711242691935,0.02145897656983642,0.9976369965860672,0.9976805468276475,0.997684609933778,0.13812054770737076,0.13817152726259366,0.020412571228562923,0.020413908032121852,0.02041400779413575,0.020412571238453633,0.02041390804202027,0.02041400780403571,0.0009438365050831697,0.000985134805432249,0.0009975338106081395,0.0009944557293433765,0.0010351463815181227,0.0010474864456340187,5.413410473220637e-07,5.1166217605258524e-05,0,32,1.6748570909464802,1.674805924728875
common_control_plant_replay,5,0.5,1,x2,endpoint,0.027934781782174067,0.027982856973149027,0.027985630385743088,0.028142325196003903,0.028192128757242578,0.028195818085981816,0.9926304825000425,0.9926905501270008,0.9927009239571396,0.14290951444634492,0.14311710630075813,0.027120891569819977,0.02713193591102021,0.027132843122528595,0.02712288969641408,0.027133848630291533,0.027134757209729573,0.000814030204313848,0.0008576392705518937,0.0008582354154360902,0.0010193803941613401,0.0010649173194397714,0.001065404000725382,2.6844081580157386e-05,0.00018391868764855435,0,48,1.036704107122759,1.0366789187253342
common_control_plant_replay,5,0.5,1,x3,endpoint,0.18828479588841526,0.18884919294238234,0.18890460552387967,0.188284795850016,0.1888491929039809,0.18890460548547797,1.0000000002039426,1.0000000002046392,1.0000000002047684,0.2054832216220406,0.20548322158364046,0.18828479586357574,0.18884919291754027,0.18890460549903734,0.188284795850016,0.1888491929039809,0.18890460548547797,2.483953104255617e-11,2.4842069846437403e-11,2.484232923940297e-11,0.0,0.0,0.0,1.9200918632833464e-11,1.9200797202190145e-11,48,0,1.8258276997590372,1.825827699778238
common_control_plant_replay,5,0.5,1,x4,endpoint,0.25313918347869113,0.2553967716945673,0.25561842202055657,0.2531391834412636,0.25539677165712327,0.25561842198311147,1.0000000001478533,1.000000000149371,1.0000000001496612,0.3219328864131989,0.32193288637576123,0.2531391834543014,0.25539677167016256,0.2556184219961507,0.2531391834412636,0.25539677165712327,0.25561842198311147,2.4390229524826352e-11,2.4405620492461875e-11,2.4406757859004294e-11,0.0,0.0,0.0,1.8722912109581102e-11,1.8723800288000803e-11,48,0,1.2747563145131648,1.2747563145318865
common_control_plant_replay,5,0.5,1,u1,endpoint,0.3062783669302185,0.3107935433619744,0.311236844013953,0.3062783668985265,0.31079354333024567,0.31123684398222196,1.0000000001034746,1.0000000001052303,1.000000000105574,0.4438657727992368,0.4438657727675217,0.3062783669090929,0.3107935433408179,0.31123684399279433,0.3062783668985265,0.31079354333024567,0.31123684398222196,2.112636715824542e-11,2.115818243160889e-11,2.1160470820004508e-11,0.0,0.0,0.0,1.5859313862165436e-11,1.5871748360041238e-11,48,0,N/A,N/A
common_control_plant_replay,6,0.6000000000000001,1,x1,endpoint,0.023116461883250193,0.02316688938203154,0.023181438153564354,0.023172984325999207,0.023222729367604184,0.023236754865470804,0.9975372124395732,0.9976230765366886,0.9976233316541118,0.14245151799442907,0.14250859543400607,0.021915331601361124,0.0219181119400366,0.021918330526624532,0.021915331619867456,0.021918111958571438,0.021918330545162353,0.0012003497939899223,0.001252700330939978,0.001268555274008253,0.0012574872975530478,0.0013085402979974281,0.0013238719674122084,5.77384767011524e-06,6.286191705034971e-05,0,0,1.7629477237653792,1.762884872478132
common_control_plant_replay,6,0.6000000000000001,1,x2,endpoint,0.030143984915906474,0.03020683441145116,0.030211852152329022,0.030391985030740476,0.030458126955220773,0.03046472268356548,0.9918352328954972,0.9919261769200873,0.9919374163021007,0.1481615195561099,0.1484111344134642,0.029143267495623015,0.029161558363403044,0.029163005895029542,0.02914452879497781,0.029162752524131648,0.029164199355472955,0.0010037697069765895,0.001057371980703552,0.0010576167592073412,0.0012508538513916773,0.0013072206493026624,0.0013091747639293943,4.9741486498389165e-05,0.00020514884165168112,0,48,1.0125435836257917,1.01249899564916
common_control_plant_replay,6,0.6000000000000001,1,x3,endpoint,0.21513010607553845,0.21594283783325166,0.2160226319506079,0.21513010602642502,0.21594283778413445,0.21602263190149018,1.0000000002282965,1.0000000002292784,1.0000000002294602,0.23989583913195922,0.23989583908284418,0.2151301060435425,0.2159428378012514,0.21602263191860713,0.21513010602642502,0.21594283778413445,0.21602263190149018,3.1995937284754315e-11,3.2000245708674594e-11,3.2000750138870234e-11,0.0,0.0,0.0,2.455885494967447e-11,2.4558827194098853e-11,48,0,1.8651918876549032,1.8651918876794618
common_control_plant_replay,6,0.6000000000000001,1,x4,endpoint,0.2837670201761938,0.286476126035248,0.2867421064264354,0.2837670201289165,0.28647612598794786,0.2867421063791338,1.0000000001666063,1.0000000001684335,1.0000000001687823,0.3663194636976046,0.3663194636503134,0.28376702014515487,0.28647612600418815,0.286742106395374,0.2837670201289165,0.28647612598794786,0.2867421063791338,3.103975548615219e-11,3.1060799473317066e-11,3.106245194939052e-11,0.0,0.0,0.0,2.3651247627043404e-11,2.3652080294311872e-11,48,0,1.249707577414915,1.249707577438564
common_control_plant_replay,6,0.6000000000000001,1,u1,endpoint,0.30627836693454213,0.3107935433663028,0.3112368440182802,0.3062783668965263,0.3107935433282455,0.3112368439802218,1.0000000001241218,1.000000000126228,1.0000000001266283,0.4438657728035622,0.4438657727655215,0.30627836690909227,0.31079354334081755,0.31123684399279233,0.3062783668965263,0.3107935433282455,0.3112368439802218,2.5450948961242965e-11,2.5486883388261452e-11,2.548964889447618e-11,0.0,0.0,0.0,1.9024781749976682e-11,1.9037216247852484e-11,48,0,N/A,N/A
common_control_plant_replay,7,0.7000000000000001,1,x1,endpoint,0.024891453914991608,0.024952753006020116,0.024969466211144875,0.024946778027933228,0.025005785934627857,0.025021418140848142,0.9977677257195087,0.9979207708770051,0.9979237016299066,0.14563274207978463,0.1456872141146864,0.023413364660373595,0.023418377070062047,0.02341878414209215,0.02341336469042883,0.02341837710017326,0.02341878417221538,0.001477430185911758,0.0015417939130410695,0.0015610009989837875,0.0015334448340015654,0.001594826811591673,0.0016129528986580828,1.4544554676084375e-05,6.980828670803685e-05,0,0,1.8532805852837717,1.853211568694194
common_control_plant_replay,7,0.7000000000000001,1,x2,endpoint,0.032359752275539444,0.0324358816953785,0.03244290532529803,0.03265171366699421,0.03273500162681263,0.03274294804586486,0.9910259230991765,0.991159462359792,0.9911610076328521,0.15221433444783872,0.15251114690214196,0.031158617045551437,0.03118529010691663,0.031187583459015154,0.031159121861664675,0.031185504914832428,0.031187796573168832,0.0012054514950580529,0.0012696256224285964,0.0012697343998235677,0.0014986518973554757,0.0015666871499994558,0.0015708354996714338,9.310397536499426e-05,0.0002156297674265062,0,48,0.9986559375923316,0.9985742674842311
common_control_plant_replay,7,0.7000000000000001,1,x3,endpoint,0.24503819993246684,0.2461444181582456,0.24625302681798056,0.2450381998715893,0.24614441809736043,0.2462530267570947,1.000000000248441,1.000000000249721,1.0000000002499594,0.2787471143703744,0.27874711430949317,0.24503819989259812,0.24614441811837004,0.24625302677810423,0.2450381998715893,0.24614441809736043,0.2462530267570947,3.986871267076786e-11,3.987554136059149e-11,3.987633341615597e-11,0.0,0.0,0.0,3.044289820230972e-11,3.044298146903657e-11,48,0,1.8186305940974992,1.8186305941279393
common_control_plant_replay,7,0.7000000000000001,1,x4,endpoint,0.31439485687415986,0.31755548037639303,0.3178657908327785,0.3143948568163692,0.31755548031857245,0.317865790774956,1.0000000001838156,1.000000000185933,1.000000000186337,0.41070604098247365,0.41070604092466567,0.3143948568360085,0.31755548033821407,0.3178657907945974,0.3143948568163692,0.31755548031857245,0.317865790774956,3.815251200380827e-11,3.818003232081648e-11,3.8182294115678337e-11,0.0,0.0,0.0,2.891170636232232e-11,2.891253902959079e-11,48,0,1.2246588403164336,1.2246588403453411
common_control_plant_replay,7,0.7000000000000001,1,u1,endpoint,0.30627836693886756,0.31079354337063003,0.311236844022611,0.30627836689452614,0.3107935433262453,0.3112368439782216,1.0000000001447749,1.0000000001472256,1.0000000001476945,0.4438657728078894,0.44386577276352135,0.3062783669090934,0.310793543340816,0.3112368439927939,0.30627836689452614,0.3107935433262453,0.3112368439782216,2.977553076424483e-11,2.981558434491836e-11,2.981882696895219e-11,0.0,0.0,0.0,2.218847328094853e-11,2.220090777882433e-11,48,0,N/A,N/A
common_control_plant_replay,8,0.8,1,x1,endpoint,0.026697175012511842,0.026768059865968356,0.02678747948153726,0.02674351235152796,0.02680734256000479,0.02682474542511764,0.9983500950315891,0.9985986628825917,0.9986107624512446,0.14767385603922256,0.1477140688451097,0.024921434522776727,0.024929756707064765,0.02493041988653077,0.024921434567643674,0.02492975675204162,0.024930419931517917,0.001774082104774694,0.0018521281772455901,0.001874835416476645,0.0018181310705720566,0.0018913501240732683,0.0019121013152633818,2.5885565017980117e-05,6.912395984911245e-05,0,0,1.907448842892488,1.9074747284575062
common_control_plant_replay,8,0.8,1,x2,endpoint,0.03458925255405032,0.034689279191652364,0.03469771148864542,0.03493329309002796,0.03504412432605877,0.035053828720041924,0.9901246097768792,0.990316407176602,0.9903206879768206,0.1550611808905703,0.15541395201046349,0.033177860950046975,0.03321661257109545,0.03322004478523072,0.03317890729737696,0.03321786054431596,0.03322129673098306,0.0014223205054858879,0.0014992269294345102,0.0014995795848440551,0.0017679387690256775,0.0018489367264027633,0.0018564838377516987,0.00016589864264415777,0.00021178831964940859,0,48,0.9951636569639104,0.9950197567814165
common_control_plant_replay,8,0.8,1,x3,endpoint,0.27800907745925857,0.2794539339174239,0.27959579012605734,0.27800907738548886,0.27945393384363887,0.27959579005227136,1.00000000026535,1.0000000002669314,1.0000000002672298,0.3220370473373456,0.3220370472635673,0.27800907741074155,0.2794539338688927,0.27959579007752505,0.27800907738548886,0.27945393384363887,0.27959579005227136,4.8517542157662286e-11,4.8531661012471527e-11,4.853286068359125e-11,0.0,0.0,0.0,3.689330785316969e-11,3.6893516019986805e-11,48,0,1.7398440412719764,1.7398440413088672
common_control_plant_replay,8,0.8,1,x4,endpoint,0.34502269357258886,0.3486348347180018,0.3489894752395856,0.3450226935036219,0.3486348346489971,0.3489894751705782,1.0000000001998912,1.0000000002022844,1.0000000002027412,0.45509261826780667,0.45509261819881774,0.345022693526862,0.34863483467223966,0.3489894751938208,0.3450226935036219,0.3486348346489971,0.3489894751705782,4.5728269199885445e-11,4.5763315098637604e-11,4.576617333556618e-11,0.0,0.0,0.0,3.450423280426662e-11,3.450506547153509e-11,48,0,1.19961010321772,1.1996101032522186
common_control_plant_replay,8,0.8,1,u1,endpoint,0.3062783669431912,0.31079354337495957,0.3112368440269382,0.30627836689252597,0.31079354332424514,0.3112368439762214,1.0000000001654223,1.0000000001682157,1.000000000168749,0.4438657728122166,0.44386577276152117,0.3062783669090928,0.3107935433408167,0.31123684399279183,0.30627836689252597,0.31079354332424514,0.3112368439762214,3.410011256725104e-11,3.414441471399106e-11,3.414800504343254e-11,0.0,0.0,0.0,2.5353941168759775e-11,2.5366375666635577e-11,48,0,N/A,N/A
common_control_plant_replay,9,0.9,1,x1,endpoint,0.028555731990410785,0.02863284618184832,0.028653697438500395,0.028574549440062835,0.028646304079816987,0.028663246894492095,0.9992630286441937,0.9996424844819319,0.999666839697999,0.14860216862868147,0.1486141638739083,0.02645677754078834,0.02646919849933626,0.026470265432869414,0.02645677760403202,0.026469198562768612,0.026470265496318104,0.0020935973328717467,0.002185535656414915,0.0022119314109232484,0.0021143783591983907,0.0021982108641396656,0.0022214808038083424,3.8153411237973334e-05,5.7256883898015865e-05,0,0,1.814652998168674,1.814691151579912
common_control_plant_replay,9,0.9,1,x2,endpoint,0.03686021530974343,0.0369700197092034,0.03697940435537983,0.037273163237832974,0.037400633853792525,0.0374091884688178,0.9889357303274529,0.9892255732549398,0.9892331802741214,0.1567100072903007,0.1571362786274889,0.03520411845364864,0.03525252279246731,0.03525785552105514,0.035206921399598246,0.035255915011564984,0.035261242256586604,0.0016766194886378588,0.0017583747180230226,0.0017604063070942024,0.00208554814093782,0.002175070893378115,0.002189145394304057,0.0002816545116594016,0.00019040156779737138,0,48,1.0020838311508078,1.0018411365489268
common_control_plant_replay,9,0.9,1,x3,endpoint,0.3140427386559576,0.31587138511082485,0.3160509218748769,0.3140427385681036,0.31587138502294987,0.3160509217870003,1.0000000002797516,1.0000000002816165,1.0000000002819684,0.36976563803291246,0.3697656379450467,0.31404273859797044,0.3158713850528179,0.31605092181686834,0.3140427385681036,0.31587138502294987,0.3160509217870003,5.798784512838684e-11,5.800762273096866e-11,5.800927712265481e-11,0.0,0.0,0.0,4.393861663398724e-11,4.39389080675312e-11,48,0,1.658552614736553,1.658552614780488
common_control_plant_replay,9,0.9,1,x4,endpoint,0.375650530271481,0.3797141890600746,0.380113159646857,0.3756505301906747,0.3797141889792217,0.38011315956600056,1.0000000002151102,1.000000000217767,1.0000000002182734,0.499479195553603,0.4994791954727701,0.3756505302177156,0.3797141890062654,0.38011315959304437,0.3756505301906747,0.3797141889792217,0.38011315956600056,5.376670506996797e-11,5.381068316868396e-11,5.381409307850191e-11,0.0,0.0,0.0,4.0428771441725075e-11,4.042954859784231e-11,48,0,1.174561366118775,1.1745613661591958
common_control_plant_replay,9,0.9,1,u1,endpoint,0.30627836694751487,0.310793543379288,0.31123684403126894,0.30627836689052756,0.31079354332224496,0.31123684397422124,1.0000000001860694,1.0000000001892093,1.0000000001898033,0.44386577281654205,0.443865772759521,0.3062783669090922,0.3107935433408163,0.3112368439927934,0.30627836689052756,0.31079354332224496,0.31123684397422124,3.8424379122197456e-11,3.84733776668177e-11,3.847718311791721e-11,0.0,0.0,0.0,2.851763269973162e-11,2.8530067197607423e-11,48,0,N/A,N/A
common_control_plant_replay,10,1.0,1,x1,endpoint,0.030483887308405122,0.03057010878576201,0.030591657860611354,0.03046859182069761,0.030550034900934706,0.030560219940066247,1.0004553603526427,1.0009995713933595,1.0010287203628365,0.14846096945062937,0.1484307707315431,0.028037983572155305,0.028055278195467968,0.028057037791754214,0.028037983657684368,0.028055278281265156,0.028057037877576855,0.0024421008442327753,0.0025476691217519577,0.002578093194587327,0.002427171774548342,0.0025213326777193523,0.0025466551887604223,4.835050914786532e-05,3.0661330678055654e-05,0,0,1.723654487251069,1.723702837760217
common_control_plant_replay,10,1.0,1,x2,endpoint,0.03919945988012785,0.03930714454182897,0.039314350409894616,0.039704994144713124,0.03985150210534476,0.03985733407260805,0.9872235781045362,0.9876900958141098,0.9877023767423667,0.15719095554003748,0.1577188969179537,0.037225589761100644,0.0372866245856843,0.03729450211850754,0.037233097183744,0.03729312127807704,0.037301338438761926,0.0019952074592968706,0.002082818489464624,0.0020937833604322705,0.0024956856832901602,0.00260342578683575,0.002621660288851931,0.0004556770228443252,0.000149655908984081,0,48,1.0193199254423697,1.0189284182174396
common_control_plant_replay,10,1.0,1,x3,endpoint,0.35313918352260676,0.3553967717384945,0.35561842206448496,0.35313918341941375,0.3553967716352732,0.35561842196126153,1.0000000002922163,1.0000000002943517,1.0000000002947547,0.42193288645712007,0.4219328863539113,0.3531391834542846,0.35539677167014566,0.3556184219961339,0.35313918341941375,0.3553967716352732,0.35561842196126153,6.832283444299645e-11,6.834969677272877e-11,6.8351916624733e-11,0.0,0.0,0.0,5.161211041881941e-11,5.1612436546832896e-11,48,0,1.5747563144912047,1.5747563145428116
