lane,segment_index,physical_time,controller_period,leaf_id,state,enclosure_kind,torch_lower,torch_upper,torch_width,xiangru_lower,xiangru_upper,xiangru_width
common_control_plant_replay,2,0.2,1,47,x2,endpoint,-0.7503213103288218,-0.7290511758657187,0.021270134463103108,-0.7503299254243193,-0.7289739599534595,0.021355965470859828
common_control_plant_replay,2,0.2,1,0,x3,endpoint,-0.3038675680401623,-0.1776872145428693,0.126180353497293,-0.303867568034241,-0.17768721454879033,0.12618035348545065
common_control_plant_replay,2,0.2,1,23,x3,endpoint,-0.3022924087536592,-0.17606767186662212,0.1262247368870371,-0.3022924087477377,-0.17606767187254319,0.12622473687519453
common_control_plant_replay,2,0.2,1,47,x3,endpoint,-0.30115291172932096,-0.17499025257741938,0.12616265915190158,-0.30115291172339964,-0.1749902525833404,0.12616265914005925
common_control_plant_replay,2,0.2,1,0,x4,endpoint,0.46132431963071313,0.6231278545389745,0.16180353490826133,0.4613243196366409,0.623127854533046,0.1618035348964051
common_control_plant_replay,2,0.2,1,23,x4,endpoint,0.4770759124957436,0.6393232813014476,0.16224736880570395,0.47707591250167297,0.6393232812955177,0.16224736879384477
common_control_plant_replay,2,0.2,1,47,x4,endpoint,0.488470882739124,0.650097474193476,0.161626591454352,0.4884708827450539,0.6500974741875454,0.16162659144249147
common_control_plant_replay,2,0.2,1,0,u1,endpoint,9.80662159816735,10.115639272681094,0.3090176745137434,9.806621598173704,10.115639272674729,0.3090176745010247
common_control_plant_replay,2,0.2,1,23,u1,endpoint,9.885379562492501,10.196616406493465,0.3112368440009643,9.885379562498866,10.196616406487088,0.3112368439882225
common_control_plant_replay,2,0.2,1,47,u1,endpoint,9.9423544137094,10.250487370953607,0.3081329572442062,9.94235441371577,10.250487370947226,0.3081329572314573
common_control_plant_replay,2,0.2,1,0,x1,tube,0.4479071502750289,0.5425194449719886,0.09461229469695964,0.44790624820845426,0.5413935525622099,0.09348730435375563
common_control_plant_replay,2,0.2,1,23,x1,tube,0.501229072992769,0.5881141783992128,0.08688510540644379,0.5012281674699406,0.5870014326306952,0.08577326516075456
common_control_plant_replay,2,0.2,1,47,x1,tube,0.5502313306804874,0.6378692348931106,0.0876379042126233,0.5502304258588772,0.6367556224754815,0.0865251966166043
common_control_plant_replay,2,0.2,1,0,x2,tube,-0.8190016328631691,-0.7368259453471768,0.08217568751599225,-0.8189323956797434,-0.7421840756696815,0.07674832001006193
common_control_plant_replay,2,0.2,1,23,x2,tube,-0.7443827019147786,-0.6580182512479046,0.08636445066687404,-0.7443133714084074,-0.6629928128264393,0.08132055858196807
common_control_plant_replay,2,0.2,1,47,x2,tube,-0.7543462687132662,-0.6629539103978179,0.09139235831544823,-0.7542769647126685,-0.6679648026626154,0.0863121620500531
common_control_plant_replay,2,0.2,1,0,x3,tube,-0.35847887239441234,-0.1774928667199825,0.18098600567442985,-0.35096689200703657,-0.17768721454879027,0.1732796774582463
common_control_plant_replay,2,0.2,1,23,x3,tube,-0.3579073785210617,-0.17606767186661418,0.1818397066544475,-0.3505731021854107,-0.17606767187254313,0.17450543031286758
common_control_plant_replay,2,0.2,1,47,x3,tube,-0.35759922511430153,-0.17499025257741138,0.18260897253689015,-0.35028822792932623,-0.1749902525833404,0.17529797534598585
common_control_plant_replay,2,0.2,1,0,x4,tube,0.46132431963070547,0.6270148109965604,0.16569049136585495,0.4613243196366408,0.623127854533046,0.1618035348964052
common_control_plant_replay,2,0.2,1,23,x4,tube,0.47297611404643847,0.6393232813014553,0.16634716725501686,0.477075912501673,0.6393232812955177,0.16224736879384472
common_control_plant_replay,2,0.2,1,47,x4,tube,0.47882879350596663,0.6500974741934836,0.171268680687517,0.48847088274505385,0.6500974741875454,0.16162659144249153
common_control_plant_replay,2,0.2,1,0,u1,tube,9.806621598167231,10.115639272681216,0.309017674513985,9.806621598173704,10.115639272674729,0.3090176745010247
common_control_plant_replay,2,0.2,1,23,u1,tube,9.88537956249238,10.196616406493586,0.3112368440012059,9.885379562498866,10.196616406487088,0.3112368439882225
common_control_plant_replay,2,0.2,1,47,u1,tube,9.94235441370928,10.250487370953728,0.3081329572444478,9.94235441371577,10.250487370947226,0.3081329572314573
common_control_plant_replay,3,0.30000000000000004,1,0,x1,endpoint,0.3647673574346606,0.3826215279045435,0.017854170469882913,0.3647652335658114,0.38264434745753345,0.01787911389172203
common_control_plant_replay,3,0.30000000000000004,1,23,x1,endpoint,0.4252220689702213,0.443041932445099,0.017819863474877684,0.42521993841529837,0.44306497910974446,0.01784504069444609
common_control_plant_replay,3,0.30000000000000004,1,47,x1,endpoint,0.4729898875830706,0.49081880783903037,0.01782892025595978,0.47298775946227,0.49084199282348673,0.01785423336121672
common_control_plant_replay,3,0.30000000000000004,1,0,x2,endpoint,-0.85936449759,-0.835889612587768,0.02347488500223205,-0.8593784772034748,-0.835775353303081,0.023603123900393874
common_control_plant_replay,3,0.30000000000000004,1,23,x2,endpoint,-0.7907941365879023,-0.7672988503808607,0.023495286207041666,-0.7908081496160337,-0.7671831726617957,0.02362497695423804
common_control_plant_replay,3,0.30000000000000004,1,47,x2,endpoint,-0.8055468884091164,-0.7820233844079865,0.023523504001129902,-0.8055608874113641,-0.7819068520046911,0.02365403540667299
common_control_plant_replay,3,0.30000000000000004,1,0,x3,endpoint,-0.2587020280885202,-0.11479623272330056,0.14390579536521966,-0.2587020280786033,-0.11479623273321712,0.1439057953453862
common_control_plant_replay,3,0.30000000000000004,1,23,x3,endpoint,-0.25515791969388807,-0.11115226170174437,0.1440056579921437,-0.25515791968397117,-0.11115226171166101,0.14400565797231016
common_control_plant_replay,3,0.30000000000000004,1,47,x3,endpoint,-0.252594051389127,-0.10872806830103836,0.14386598308808862,-0.25259405137921037,-0.10872806831095469,0.14386598306825568
common_control_plant_replay,3,0.30000000000000004,1,0,x4,endpoint,0.44198647944525266,0.6346917818092782,0.19270530236402555,0.4419864794551113,0.6346917817994189,0.19270530234430755
common_control_plant_replay,3,0.30000000000000004,1,23,x4,endpoint,0.4656138687427979,0.6589849219529887,0.19337105321019082,0.46561386875265953,0.6589849219431264,0.19337105319046688
common_control_plant_replay,3,0.30000000000000004,1,47,x4,endpoint,0.4827063241078689,0.6751462112910308,0.1924398871831619,0.4827063241177308,0.675146211281168,0.19243988716343724
common_control_plant_replay,3,0.30000000000000004,1,0,u1,endpoint,9.806621598165187,10.115639272683257,0.3090176745180706,9.806621598174704,10.115639272673729,0.3090176744990245
common_control_plant_replay,3,0.30000000000000004,1,23,u1,endpoint,9.885379562490336,10.19661640649563,0.31123684400529505,9.885379562499866,10.196616406486088,0.3112368439862223
common_control_plant_replay,3,0.30000000000000004,1,47,u1,endpoint,9.942354413707239,10.250487370955769,0.30813295724852985,9.94235441371677,10.250487370946226,0.3081329572294571
common_control_plant_replay,3,0.30000000000000004,1,0,x1,tube,0.3642979810623657,0.4657570504247384,0.1014590693623727,0.3642958571935075,0.4645207236872786,0.1002248664937711
common_control_plant_replay,3,0.30000000000000004,1,23,x1,tube,0.42476480246859655,0.5190200519299253,0.09425524946132874,0.42476267191366085,0.5177960160415933,0.09303334412793246
common_control_plant_replay,3,0.30000000000000004,1,47,x1,tube,0.4725307847251108,0.5680340368549422,0.09550325212983146,0.4725286566042953,0.5668083158211137,0.09427965921681836
common_control_plant_replay,3,0.30000000000000004,1,0,x2,tube,-0.8641576060341309,-0.7874628625610207,0.07669474347311023,-0.8640834264081643,-0.7931868559018502,0.07089657050631404
common_control_plant_replay,3,0.30000000000000004,1,23,x2,tube,-0.7952340165232196,-0.7135569296265635,0.08167708689665609,-0.7951598000604234,-0.7189269192912382,0.07623288076918522
common_control_plant_replay,3,0.30000000000000004,1,47,x2,tube,-0.8100508497816248,-0.7233920116510402,0.08665883813058461,-0.809976797618952,-0.7288249874185989,0.08115181020035311
common_control_plant_replay,3,0.30000000000000004,1,0,x3,tube,-0.3129246367970119,-0.11460188490041424,0.19832275189659765,-0.30386756803324094,-0.11479623273321711,0.18907133530002385
common_control_plant_replay,3,0.30000000000000004,1,23,x3,tube,-0.31118286930621986,-0.1111522617017369,0.20003060760448294,-0.3022924087467378,-0.11115226171166101,0.19114014703507679
common_control_plant_replay,3,0.30000000000000004,1,47,x3,tube,-0.31000457369742196,-0.10872806830103084,0.20127650539639114,-0.3011529117223996,-0.10872806831095472,0.1924248434114449
common_control_plant_replay,3,0.30000000000000004,1,0,x4,tube,0.4419864794452449,0.6385787382668644,0.19659225882161951,0.44198647945511127,0.6346917817994189,0.1927053023443076
common_control_plant_replay,3,0.30000000000000004,1,23,x4,tube,0.4615140702934925,0.6589849219529966,0.19747085165950412,0.46561386875265953,0.6589849219431265,0.193371053190467
common_control_plant_replay,3,0.30000000000000004,1,47,x4,tube,0.4730642348747112,0.6751462112910387,0.20208197641632747,0.48270632411773073,0.675146211281168,0.1924398871634373
common_control_plant_replay,3,0.30000000000000004,1,0,u1,tube,9.806621598165068,10.11563927268338,0.3090176745183122,9.806621598174704,10.115639272673729,0.3090176744990245
common_control_plant_replay,3,0.30000000000000004,1,23,u1,tube,9.885379562490217,10.19661640649575,0.3112368440055331,9.885379562499866,10.196616406486088,0.3112368439862223
common_control_plant_replay,3,0.30000000000000004,1,47,u1,tube,9.942354413707116,10.250487370955891,0.308132957248775,9.94235441371677,10.250487370946226,0.3081329572294571
common_control_plant_replay,4,0.4,1,0,x1,endpoint,0.2773916071219878,0.29700614990204854,0.01961454278006075,0.27738932311933523,0.2970424458231611,0.019653122703825854
common_control_plant_replay,4,0.4,1,23,x1,endpoint,0.34439190939877334,0.36396468292988027,0.019572773531106924,0.344389491737781,0.36400153725526174,0.019612045517480747
common_control_plant_replay,4,0.4,1,47,x1,endpoint,0.3904495198163608,0.4100380294407967,0.019588509624435924,0.39044713142883425,0.4100751160287781,0.01962798459994386
common_control_plant_replay,4,0.4,1,0,x2,endpoint,-0.8951056794410673,-0.8694146016146592,0.025691077826408115,-0.8951244389625336,-0.869264379277036,0.02586005968549754
common_control_plant_replay,4,0.4,1,23,x2,endpoint,-0.8328618062632506,-0.8071408190147481,0.02572098724850247,-0.832880546419742,-0.8069885849203218,0.02589196149942019
common_control_plant_replay,4,0.4,1,47,x2,endpoint,-0.8522768665114372,-0.8265183726881358,0.02575849382330142,-0.852295467710575,-0.8263650825803417,0.02593038513023327
common_control_plant_replay,4,0.4,1,0,x3,endpoint,-0.21547027215544545,-0.05074885817668005,0.16472141397876539,-0.2154702721411137,-0.05074885819101159,0.1647214139501021
common_control_plant_replay,4,0.4,1,23,x3,endpoint,-0.20916963500943267,-0.044270687471691314,0.16489894753774137,-0.20916963499510086,-0.04427068748602294,0.1648989475090779
common_control_plant_replay,4,0.4,1,47,x3,endpoint,-0.2046116469120796,-0.03996101031488082,0.16465063659719875,-0.20461164689774847,-0.039961010329211746,0.16465063656853673
common_control_plant_replay,4,0.4,1,0,x4,endpoint,0.4226486392595605,0.646255709079814,0.22360706982025352,0.4226486392736818,0.6462557090656919,0.22360706979201006
common_control_plant_replay,4,0.4,1,23,x4,endpoint,0.4541518249896201,0.6786465626047617,0.22449473761514166,0.45415182500374607,0.6786465625906352,0.2244947375868891
common_control_plant_replay,4,0.4,1,47,x4,endpoint,0.4769417654763821,0.7001949483888171,0.223253182912435,0.4769417654905077,0.7001949483746908,0.22325318288418305
common_control_plant_replay,4,0.4,1,0,u1,endpoint,9.806621598163023,10.11563927268542,0.3090176745223978,9.806621598175704,10.115639272672729,0.30901767449702433
common_control_plant_replay,4,0.4,1,23,u1,endpoint,9.885379562488172,10.196616406497794,0.31123684400962226,9.885379562500866,10.196616406485088,0.31123684398422213
common_control_plant_replay,4,0.4,1,47,u1,endpoint,9.942354413705075,10.250487370957932,0.30813295725285705,9.94235441371777,10.250487370945226,0.3081329572274569
common_control_plant_replay,4,0.4,1,0,x1,tube,0.27678712524065624,0.3841931031106549,0.10740597786999867,0.27678484123808117,0.3828515997906942,0.10606675855261305
common_control_plant_replay,4,0.4,1,23,x1,tube,0.34379845614378,0.4445958089095347,0.10079735276575469,0.34379603848286,0.4432657540647704,0.09946971558191042
common_control_plant_replay,4,0.4,1,47,x1,tube,0.38985333111347864,0.49238193772673333,0.10252860661325469,0.389850942726021,0.4910494252745707,0.10119848254854968
common_control_plant_replay,4,0.4,1,0,x2,tube,-0.9002751052878413,-0.8296104989277804,0.07066460636006089,-0.9001931263030769,-0.8356616162026106,0.06453151010046632
common_control_plant_replay,4,0.4,1,23,x2,tube,-0.8377116420927875,-0.7613268012801175,0.07638484081266994,-0.8376294810091209,-0.7670574753111358,0.07057200569798516
common_control_plant_replay,4,0.4,1,47,x2,tube,-0.857217561271495,-0.7759521665406701,0.08126539473082484,-0.8571354906152013,-0.7817720586224286,0.07536343199277273
common_control_plant_replay,4,0.4,1,0,x3,tube,-0.26930418521817867,-0.05055451035379434,0.21874967486438435,-0.25870202807760334,-0.050748858191011575,0.20795316988659177
common_control_plant_replay,4,0.4,1,23,x3,tube,-0.2656045644666938,-0.044270687471684354,0.22133387699500942,-0.25515791968297113,-0.04427068748602293,0.21088723219694822
common_control_plant_replay,4,0.4,1,47,x3,tube,-0.262986378143689,-0.03996101031487381,0.2230253678288152,-0.2525940513782104,-0.03996101032921173,0.21263304104899866
common_control_plant_replay,4,0.4,1,0,x4,tube,0.4226486392595526,0.6501426655374003,0.2274940262778477,0.42264863927368174,0.6462557090656919,0.22360706979201012
common_control_plant_replay,4,0.4,1,23,x4,tube,0.45005202654031456,0.6786465626047697,0.22859453606445518,0.45415182500374607,0.6786465625906353,0.2244947375868892
common_control_plant_replay,4,0.4,1,47,x4,tube,0.4672996762432241,0.7001949483888255,0.23289527214560135,0.4769417654905076,0.7001949483746908,0.22325318288418317
common_control_plant_replay,4,0.4,1,0,u1,tube,9.806621598162904,10.115639272685543,0.3090176745226394,9.806621598175704,10.115639272672729,0.30901767449702433
common_control_plant_replay,4,0.4,1,23,u1,tube,9.885379562488051,10.196616406497915,0.31123684400986384,9.885379562500866,10.196616406485088,0.31123684398422213
common_control_plant_replay,4,0.4,1,47,u1,tube,9.942354413704953,10.250487370958055,0.3081329572531022,9.94235441371777,10.250487370945226,0.3081329572274569
common_control_plant_replay,5,0.5,1,0,x1,endpoint,0.18702236134614914,0.2083909796503019,0.021368618304152764,0.1870225480085315,0.20844075782292476,0.02141820981439327
common_control_plant_replay,5,0.5,1,23,x1,endpoint,0.25990540100397075,0.2812272136533102,0.021321812649339467,0.2599048854270374,0.28127812893144816,0.021373243504410777
common_control_plant_replay,5,0.5,1,47,x1,endpoint,0.3037969670380468,0.3251429090535199,0.021345942015473074,0.3037964256969995,0.32519407527112515,0.021397649574125654
common_control_plant_replay,5,0.5,1,0,x2,endpoint,-0.9215129781571623,-0.8936152767531357,0.027897701404026587,-0.9215368368609124,-0.8934340107923924,0.028102826068519993
common_control_plant_replay,5,0.5,1,23,x2,endpoint,-0.8661854246497391,-0.8382466348913507,0.027938789758388483,-0.8662112440844391,-0.8380633460749833,0.02814789800945572
common_control_plant_replay,5,0.5,1,47,x2,endpoint,-0.8900467585263693,-0.8620617806338944,0.027984977892474894,-0.8900736026079494,-0.8618778619462458,0.028195740661703605
common_control_plant_replay,5,0.5,1,0,x3,endpoint,-0.17417230024096272,0.014454909097016846,0.18862720933797958,-0.174172300221762,0.014454909077816248,0.18862720929957824
common_control_plant_replay,5,0.5,1,23,x3,endpoint,-0.16432755470031785,0.024577050823561833,0.18890460552387967,-0.16432755468111693,0.024577050804361036,0.18890460548547797
common_control_plant_replay,5,0.5,1,47,x3,endpoint,-0.15720569829820338,0.031310921381077876,0.18851661967928127,-0.15720569827900385,0.03131092136187846,0.18851661964088232
common_control_plant_replay,5,0.5,1,0,x4,endpoint,0.4033107990736364,0.6578196363505815,0.2545088372769451,0.40331079909235223,0.6578196363318648,0.25450883723951256
common_control_plant_replay,5,0.5,1,23,x4,endpoint,0.44268978123621033,0.6983082032567669,0.25561842202055657,0.4426897812549325,0.698308203238044,0.25561842198311147
common_control_plant_replay,5,0.5,1,47,x4,endpoint,0.4711772068446636,0.7252436854868353,0.2540664786421717,0.4711772068633846,0.7252436854681135,0.25406647860472886
common_control_plant_replay,5,0.5,1,0,u1,endpoint,9.80662159816086,10.115639272687584,0.309017674526725,9.806621598176704,10.115639272671729,0.30901767449502415
common_control_plant_replay,5,0.5,1,23,u1,endpoint,9.885379562486007,10.19661640649996,0.311236844013953,9.885379562501866,10.196616406484088,0.31123684398222196
common_control_plant_replay,5,0.5,1,47,u1,endpoint,9.942354413702912,10.250487370960096,0.30813295725718426,9.94235441371877,10.250487370944226,0.30813295722545675
common_control_plant_replay,5,0.5,1,0,x1,tube,0.18628885321701266,0.29870525521611047,0.1124164019990978,0.18628903987957898,0.29726145164220236,0.11097241176262337
common_control_plant_replay,5,0.5,1,23,x1,tube,0.25918172961807784,0.3656499350859268,0.10646820546784896,0.259181214041321,0.3642168133668886,0.10503559932556761
common_control_plant_replay,5,0.5,1,47,x1,tube,0.3030696882243941,0.41173502219166513,0.10866533396727102,0.3030691468835184,0.41029866136820864,0.10722951448469026
common_control_plant_replay,5,0.5,1,0,x2,tube,-0.9270062210110952,-0.8628330538455543,0.06417316716554089,-0.92691796618381,-0.8691678978315007,0.057750068352309225
common_control_plant_replay,5,0.5,1,23,x2,tube,-0.8713959648891377,-0.8008279507387146,0.07056801415042313,-0.8713094100811423,-0.8068796925217939,0.06442971755934834
common_control_plant_replay,5,0.5,1,47,x2,tube,-0.8953740649021071,-0.8200813066239008,0.07529275827820636,-0.8952888090880129,-0.8262479814030795,0.06904082768493336
common_control_plant_replay,5,0.5,1,0,x3,tube,-0.22761751765793767,0.014649256919902005,0.24226677457783968,-0.21547027214011372,0.014454909077816248,0.22992518121792996
common_control_plant_replay,5,0.5,1,23,x3,tube,-0.22117246400250815,0.02457705082356821,0.24574951482607635,-0.20916963499410085,0.02457705080436101,0.23374668579846186
common_control_plant_replay,5,0.5,1,47,x3,tube,-0.21654463845312727,0.0313109213810844,0.24785555983421168,-0.2046116468967485,0.03131092136187846,0.23592256825862695
common_control_plant_replay,5,0.5,1,0,x4,tube,0.4033107990736284,0.6617065928081678,0.2583957937345394,0.4033107990923522,0.6578196363318648,0.2545088372395126
common_control_plant_replay,5,0.5,1,23,x4,tube,0.43858998278690453,0.6983082032567752,0.2597182204698707,0.4426897812549326,0.698308203238044,0.2556184219831114
common_control_plant_replay,5,0.5,1,47,x4,tube,0.4615351176115053,0.7252436854868438,0.26370856787533853,0.4711772068633846,0.7252436854681135,0.25406647860472886
common_control_plant_replay,5,0.5,1,0,u1,tube,9.80662159816074,10.115639272687707,0.3090176745269666,9.806621598176704,10.115639272671729,0.30901767449502415
common_control_plant_replay,5,0.5,1,23,u1,tube,9.885379562485886,10.19661640650008,0.3112368440141946,9.885379562501866,10.196616406484088,0.31123684398222196
common_control_plant_replay,5,0.5,1,47,u1,tube,9.94235441370279,10.250487370960219,0.3081329572574294,9.94235441371877,10.250487370944226,0.30813295722545675
common_control_plant_replay,6,0.6000000000000001,1,0,x1,endpoint,0.0946007582401917,0.11772579609464165,0.023125037854449942,0.09460653208786182,0.11778666155620403,0.023180129468342206
common_control_plant_replay,6,0.6000000000000001,1,23,x1,endpoint,0.17264851597327577,0.19572436505641502,0.023075849083139255,0.17265227585582302,0.19578716984548272,0.023134893989659705
common_control_plant_replay,6,0.6000000000000001,1,47,x1,endpoint,0.2139423441857921,0.23705227623462077,0.023109932048828663,0.21394585584458886,0.2371151275218679,0.02316927167727903
common_control_plant_replay,6,0.6000000000000001,1,0,x2,endpoint,-0.9383395910203005,-0.9082358336570452,0.030103757363255323,-0.9383800091735758,-0.9080315649385747,0.03034844423500105
common_control_plant_replay,6,0.6000000000000001,1,23,x2,endpoint,-0.8904410371696506,-0.8602837159022333,0.030157321267417325,-0.8904874302143122,-0.8600786345054645,0.03040879570884769
common_control_plant_replay,6,0.6000000000000001,1,47,x2,endpoint,-0.9184823904699598,-0.8882715238742129,0.0302108665957469,-0.9185321319564582,-0.8880674092728927,0.03046472268356548
common_control_plant_replay,6,0.6000000000000001,1,0,x3,endpoint,-0.13480811234509676,0.08081506909781484,0.2156231814429116,-0.13480811232053824,0.08081506907325636,0.2156231813937946
common_control_plant_replay,6,0.6000000000000001,1,23,x3,endpoint,-0.12063167876656818,0.0953909531840397,0.2160226319506079,-0.12063167874200932,0.09539095315948087,0.21602263190149018
common_control_plant_replay,6,0.6000000000000001,1,47,x3,endpoint,-0.11037620554752306,0.10508772678686246,0.21546393233438552,-0.11037620552296654,0.10508772676230595,0.2154639322852725
common_control_plant_replay,6,0.6000000000000001,1,0,x4,endpoint,0.3839729588874805,0.6693835636215806,0.28541060473410007,0.3839729589111227,0.6693835635979377,0.285410604686815
common_control_plant_replay,6,0.6000000000000001,1,23,x4,endpoint,0.4312277374825685,0.7179698439090039,0.2867421064264354,0.431227737506219,0.7179698438853528,0.2867421063791338
common_control_plant_replay,6,0.6000000000000001,1,47,x4,endpoint,0.46541264821271333,0.7502924225850851,0.2848797743723718,0.4654126482363615,0.7502924225614361,0.2848797743250746
common_control_plant_replay,6,0.6000000000000001,1,0,u1,endpoint,9.806621598158696,10.115639272689748,0.3090176745310522,9.806621598177705,10.115639272670728,0.309017674493024
common_control_plant_replay,6,0.6000000000000001,1,23,u1,endpoint,9.885379562483843,10.196616406502123,0.3112368440182802,9.885379562502866,10.196616406483088,0.3112368439802218
common_control_plant_replay,6,0.6000000000000001,1,47,u1,endpoint,9.94235441370075,10.250487370962258,0.3081329572615079,9.94235441371977,10.250487370943226,0.30813295722345657
common_control_plant_replay,6,0.6000000000000001,1,0,x1,tube,0.09374559562626884,0.2102120481535812,0.11646645252731234,0.09375136947424428,0.20866611891695888,0.1149147494427146
common_control_plant_replay,6,0.6000000000000001,1,23,x1,tube,0.17180190192089284,0.28303857801143995,0.1112366760905471,0.17180566180373638,0.2815026369608579,0.10969697515712154
