step,t_start,t_end,h,t_start_exact,t_end_exact,safety_check_passed,queue_size,queue_reset_count,published_endpoint_x_lo,published_endpoint_x_hi,published_endpoint_y_lo,published_endpoint_y_hi,common_endpoint_x_lo,common_endpoint_x_hi,common_endpoint_y_lo,common_endpoint_y_hi,published_tube_x_lo,published_tube_x_hi,published_tube_y_lo,published_tube_y_hi,common_tube_x_lo,common_tube_x_hi,common_tube_y_lo,common_tube_y_hi
49,0.96,0.98,0.02,17293822569102705/18014398509481984,282465768628677515/288230376151711744,True,49,0,1.9811854833902618,2.0161421302848237,1.3515607664182983,1.4023730678728152,1.9811854833902645,2.0161421302848184,1.351560766418301,1.4023730678728126,1.9809333156772784,2.046213926280563,1.3375389480299784,1.4068468780137975,1.9809333156772884,2.0462139262805454,1.337538948029987,1.4068468780137886
50,0.98,1.0,0.02,282465768628677515/288230376151711744,144115188075855875/144115188075855872,True,50,0,1.9516486938531752,1.985823638739917,1.363051299943135,1.4113897030814815,1.9516486938531779,1.9858236387399142,1.3630512999431375,1.4113897030814788,1.9514172727742023,2.0159825006160554,1.3486777358928028,1.4155098840570608,1.9514172727742105,2.015982500616039,1.3486777358928115,1.4155098840570521
51,1.0,1.02,0.02,144115188075855875/144115188075855872,293994983674745985/288230376151711744,True,51,0,1.9217241324132053,1.9557814769537405,1.3751204749792045,1.4211375144377305,1.9217241324132077,1.955781476953738,1.375120474979207,1.421137514437728,1.921510619183113,1.9859782913566737,1.360418379919419,1.4249311769322306,1.921510619183122,1.985978291356665,1.3604183799194272,1.424931176932222
52,1.02,1.04,0.02,293994983674745985/288230376151711744,74939897799445055/72057594037927936,True,52,0,1.891811152202481,1.9257086457460746,1.387743617904455,1.4315501147899483,1.8918111522024836,1.9257086457460721,1.3877436179044575,1.4315501147899456,1.8916142428689295,1.9558984077991466,1.3727344232337984,1.435041491010739,1.891614242868939,1.9558984077991368,1.372734423233808,1.4350414910107296
53,1.04,1.06,0.02,74939897799445055/72057594037927936,305524198720814455/288230376151711744,True,53,0,1.8619480882376345,1.8956493207231593,1.4008821980874961,1.4425830651217693,1.8619480882376371,1.8956493207231566,1.4008821980874988,1.4425830651217666,1.861750494157904,1.9258080622301736,1.3855847475839285,1.4457947976228922,1.8617504941579124,1.925808062230165,1.3855847475839378,1.4457947976228829
54,1.06,1.08,0.02,305524198720814455/288230376151711744,155644403121924345/144115188075855872,True,54,0,1.832169161963996,1.8656427638157733,1.4145013521864789,1.4541957281367817,1.8321691619639981,1.8656427638157709,1.4145013521864815,1.4541957281367792,1.831967388319639,1.8957372366176573,1.398932292469579,1.4571489219136313,1.831967388319648,1.8957372366176484,1.398932292469588,1.4571489219136227
55,1.08,1.1,0.02,155644403121924345/144115188075855872,317053413766882925/288230376151711744,True,55,0,1.8024716581527291,1.8357571477501637,1.4285679276222945,1.4663523937350482,1.8024716581527318,1.8357571477501613,1.4285679276222971,1.4663523937350456,1.8022664924587746,1.8657538477204423,1.4127419539399138,1.4690667726126745,1.8022664924587843,1.8657538477204325,1.412741953939923,1.4690667726126647
56,1.1,1.12,0.02,317053413766882925/288230376151711744,40352252661239645/36028797018963968,True,56,0,1.772910417690192,1.8059958690670284,1.4430544862322483,1.4790176224080624,1.7729104176901949,1.8059958690670255,1.443054486232251,1.4790176224080598,1.772702597808776,1.8358649281037396,1.4269848102579201,1.481511425187201,1.772702597808785,1.8358649281037303,1.4269848102579292,1.4815114251871921
57,1.12,1.1400000000000001,0.02,40352252661239645/36028797018963968,328582628812951395/288230376151711744,True,57,0,1.743518039802305,1.7763781999366972,1.4579351694738891,1.4921596607568348,1.7435180398023074,1.7763781999366952,1.457935169473892,1.4921596607568322,1.7433082030661102,1.806093040914062,1.4416337084930975,1.4944497802548586,1.743308203066119,1.806093040914053,1.441633708493107,1.4944497802548493
58,1.1400000000000001,1.16,0.02,328582628812951395/288230376151711744,167173618167992815/144115188075855872,True,58,0,1.7143160635406445,1.7469288094975386,1.4731859243375673,1.5057496332169362,1.7143160635406471,1.7469288094975362,1.4731859243375698,1.5057496332169336,1.7141047373904277,1.7764658002403582,1.4566634905313174,1.507851722181922,1.714104737390437,1.776465800240349,1.4566634905313274,1.5078517221819123
59,1.16,1.18,0.02,167173618167992815/144115188075855872,340111843859019865/288230376151711744,True,59,0,1.685314990942741,1.7176783779942078,1.488784266005121,1.519761249012932,1.6853149909427438,1.717678377994205,1.4887842660051234,1.5197612490129293,1.6851025855356196,1.7470165203212653,1.4720507313851663,1.5216898200779374,1.6851025855356285,1.7470165203212564,1.4720507313851752,1.5216898200779285
60,1.18,1.2,0.02,340111843859019865/288230376151711744,86469112845513525/72057594037927936,True,60,0,1.6565113027272471,1.6886671535200475,1.5047089310965105,1.5341706713111753,1.6565113027272496,1.688667153520045,1.5047089310965132,1.534170671311173,1.65629809589016,1.7177878136123703,1.4877733626067213,1.5359391991371178,1.6562980958901696,1.7177878136123608,1.4877733626067304,1.5359391991371092
61,1.2,1.22,0.02,86469112845513525/72057594037927936,351641058905088335/288230376151711744,True,61,0,1.627952101447028,1.6598807627877887,1.5209423803217479,1.5489536452965333,1.6279521014470302,1.6598807627877867,1.5209423803217506,1.548953645296531,1.627738394627268,1.6887672610454012,1.50381329464058,1.5505745239119884,1.6277383946272772,1.6887672610453925,1.503813294640589,1.5505745239119793
62,1.22,1.24,0.02,351641058905088335/288230376151711744,178702833214061285/144115188075855872,True,62,0,1.599650986029416,1.6313348602719913,1.5374669869069146,1.5640888598435336,1.5996509860294181,1.631334860271989,1.5374669869069169,1.5640888598435312,1.5994370221980556,1.6599723267373454,1.5201523907879058,1.565573551730847,1.599437022198064,1.659972326737337,1.5201523907879144,1.5655735517308382
63,1.24,1.26,0.02,178702833214061285/144115188075855872,363170273951156805/288230376151711744,True,63,0,1.5716201273514827,1.6030434300630958,1.5542662681491675,1.5795564047298207,1.571620127351485,1.603043430063094,1.55426626814917,1.5795564047298185,1.5714061000030128,1.6314185935358607,1.536773759219626,1.5809155089466842,1.5714061000030215,1.6314185935358523,1.5367737592196349,1.5809155089466753
64,1.26,1.28,0.02,363170273951156805/288230376151711744,5764607523034235/4503599627370496,True,64,0,1.5438704352282153,1.5750189780414994,1.5713247290452097,1.5953376261545738,1.5438704352282173,1.5750189780414976,1.5713247290452117,1.5953376261545718,1.543656496071762,1.603119978794551,1.5536615809230372,1.5965809436555058,1.5436564960717714,1.603119978794542,1.5536615809230465,1.5965809436554965
65,1.28,1.3,0.02,5764607523034235/4503599627370496,374699488997225275/288230376151711744,True,65,0,1.5164117031055622,1.5472727062941285,1.588627746455511,1.611414974997775,1.5164117031055642,1.5472727062941265,1.5886277464555132,1.611414974997773,1.5161979687175802,1.5750889298579198,1.5708009827763418,1.612551568403413,1.516197968717589,1.5750889298579105,1.5708009827763505,1.6125515684034044
66,1.3,1.32,0.02,374699488997225275/288230376151711744,190232048260129755/144115188075855872,True,66,0,1.4892527393391766,1.519814664969725,1.6061614532592747,1.6277718850480378,1.4892527393391788,1.519814664969723,1.606161453259277,1.6277718850480356,1.4890392968885127,1.5473365948322977,1.5881779104510603,1.6288101346871142,1.4890392968885218,1.5473365948322881,1.588177910451069,1.6288101346871058
67,1.32,1.34,0.02,190232048260129755/144115188075855872,386228704043293745/288230376151711744,True,67,0,1.4624014837041228,1.4926538866005499,1.623912630622336,1.6443926700859877,1.4624014837041248,1.4926538866005479,1.6239126306223381,1.6443926700859854,1.4621883958751107,1.5198729738626342,1.6057790103775167,1.6453403268536808,1.4621883958751194,1.5198729738626253,1.6057790103775258,1.6453403268536717
68,1.34,1.36,0.02,386228704043293745/288230376151711744,97998327891581995/72057594037927936,True,68,0,1.435863289120851,1.4658003278256688,1.6418685737109018,1.6612624701661278,1.4358632891208531,1.4658003278256664,1.6418685737109042,1.6612624701661256,1.4356505946861238,1.492708879715197,1.6235914859628788,1.6621267057297338,1.4356505946861333,1.4927088797151877,1.6235914859628873,1.6621267057297253
69,1.36,1.3800000000000001,0.02,97998327891581995/72057594037927936,397757919089362215/288230376151711744,True,69,0,1.4096462386618476,1.439259743439059,1.660017192552512,1.6783669910372996,1.4096462386618498,1.439259743439057,1.660017192552514,1.6783669910372976,1.409433963443183,1.4658508144769749,1.6416031985843076,1.6791544369559326,1.4094339634431918,1.4658508144769662,1.6416031985843165,1.6791544369559241
70,1.3800000000000001,1.4000000000000001,0.02,397757919089362215/288230376151711744,201761263306198225/144115188075855872,True,70,0,1.3837159295563772,1.4130791116561403,1.6781217347055255,1.6959175994587024,1.3837159295563792,1.4130791116561383,1.6781217347055277,1.6959175994587001,1.383503432458607,1.43934707147609,1.6595584064227864,1.6966533602498404,1.3835034324586162,1.4393470714760812,1.6595584064227957,1.696653360249831
71,1.4000000000000001,1.42,0.02,201761263306198225/144115188075855872,409287134135430685/288230376151711744,True,71,0,1.3580988491979866,1.3872433213688145,1.6960344961990075,1.7140375742416813,1.3580988491979888,1.3872433213688125,1.6960344961990097,1.7140375742416794,1.3578852662538996,1.4131833350815761,1.677300431788571,1.7147552751219441,1.357885266253908,1.4131833350815677,1.67730043178858,1.714755275121935
72,1.42,1.44,0.02,409287134135430685/288230376151711744,51881467707308115/36028797018963968,True,72,0,1.3328242894011348,1.3617334503713265,1.7141310341255116,1.7323277220974358,1.332824289401137,1.361733450371324,1.7141310341255136,1.7323277220974338,1.3326098164742668,1.3873401297815877,1.695238350358984,1.7330270719831826,1.3326098164742761,1.3873401297815786,1.6952383503589936,1.733027071983173
