stage,source_callsite,input_shapes,aten_item_count,local_scalar_dense_count,host_scalar_sync_estimate,percent_of_total_host_sync
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:1030:validate_dense_subdivision_cover,[[]],629,629,629,0.4492472073822244
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:1030:validate_dense_subdivision_cover,[[]],629,629,629,0.4492472073822244
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],394,394,394,0.2814044510470531
tora_rhs,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],378,378,378,0.2699768591263606
polynomial_picard_k1,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],288,288,288,0.20569665457246522
polynomial_picard_k2,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],288,288,288,0.20569665457246522
initial_remainder_picard,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],288,288,288,0.20569665457246522
natural_polynomial_range_picard_roundoff,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_01,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_02,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_03,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_04,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_05,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_06,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_07,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_08,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_09,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_10,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],288,288,288,0.20569665457246522
natural_polynomial_range_tube,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],288,288,288,0.20569665457246522
polynomial_picard_k1,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],288,288,288,0.20569665457246522
polynomial_picard_k2,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],288,288,288,0.20569665457246522
initial_remainder_picard,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],288,288,288,0.20569665457246522
natural_polynomial_range_picard_roundoff,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_01,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_02,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_03,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_04,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_05,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_06,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_07,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_08,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_09,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],288,288,288,0.20569665457246522
remainder_picard_round_10,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],288,288,288,0.20569665457246522
natural_polynomial_range_tube,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],288,288,288,0.20569665457246522
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],240,240,240,0.1714138788103877
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],240,240,240,0.1714138788103877
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:1072:<listcomp>,[[]],240,240,240,0.1714138788103877
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],240,240,240,0.1714138788103877
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],240,240,240,0.1714138788103877
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:1073:<listcomp>,[[]],240,240,240,0.1714138788103877
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],234,234,234,0.167128531840128
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:2259:_check_domain,[[]],156,156,156,0.111419021226752
tora_rhs,src/torch_tm_flowpipe/batched_dense_tm.py:2259:_check_domain,[[]],156,156,156,0.111419021226752
remainder_picard_round_01,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],81,81,81,0.05785218409850584
remainder_picard_round_02,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],81,81,81,0.05785218409850584
remainder_picard_round_03,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],81,81,81,0.05785218409850584
remainder_picard_round_04,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],81,81,81,0.05785218409850584
remainder_picard_round_05,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],81,81,81,0.05785218409850584
remainder_picard_round_06,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],81,81,81,0.05785218409850584
remainder_picard_round_07,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],81,81,81,0.05785218409850584
remainder_picard_round_08,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],81,81,81,0.05785218409850584
remainder_picard_round_09,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],81,81,81,0.05785218409850584
remainder_picard_round_10,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],81,81,81,0.05785218409850584
initial_remainder_picard,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],80,80,80,0.05713795960346256
polynomial_picard_k1,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],73,73,73,0.05213838813815959
polynomial_picard_k2,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],73,73,73,0.05213838813815959
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],72,72,72,0.051424163643116305
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:2646:<genexpr>,[[]],65,65,65,0.04642459217781333
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],36,36,36,0.025712081821558153
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:2741:_sound_scale_tm_interval,[[]],26,26,26,0.01856983687112533
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:2903:sin_tm,[[]],26,26,26,0.01856983687112533
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:296:_point_sin_cos_enclosure,[[]],26,26,26,0.01856983687112533
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],21,21,21,0.014998714395908922
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],18,18,18,0.012856040910779076
initial_remainder_picard,src/torch_tm_flowpipe/tora_q3.py:822:_zero_exact_held_remainder,[[]],18,18,18,0.012856040910779076
remainder_picard_round_01,src/torch_tm_flowpipe/tora_q3.py:822:_zero_exact_held_remainder,[[]],18,18,18,0.012856040910779076
remainder_picard_round_02,src/torch_tm_flowpipe/tora_q3.py:822:_zero_exact_held_remainder,[[]],18,18,18,0.012856040910779076
remainder_picard_round_03,src/torch_tm_flowpipe/tora_q3.py:822:_zero_exact_held_remainder,[[]],18,18,18,0.012856040910779076
remainder_picard_round_04,src/torch_tm_flowpipe/tora_q3.py:822:_zero_exact_held_remainder,[[]],18,18,18,0.012856040910779076
remainder_picard_round_05,src/torch_tm_flowpipe/tora_q3.py:822:_zero_exact_held_remainder,[[]],18,18,18,0.012856040910779076
remainder_picard_round_06,src/torch_tm_flowpipe/tora_q3.py:822:_zero_exact_held_remainder,[[]],18,18,18,0.012856040910779076
remainder_picard_round_07,src/torch_tm_flowpipe/tora_q3.py:822:_zero_exact_held_remainder,[[]],18,18,18,0.012856040910779076
remainder_picard_round_08,src/torch_tm_flowpipe/tora_q3.py:822:_zero_exact_held_remainder,[[]],18,18,18,0.012856040910779076
remainder_picard_round_09,src/torch_tm_flowpipe/tora_q3.py:822:_zero_exact_held_remainder,[[]],18,18,18,0.012856040910779076
remainder_picard_round_10,src/torch_tm_flowpipe/tora_q3.py:822:_zero_exact_held_remainder,[[]],18,18,18,0.012856040910779076
polynomial_picard_k1,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],14,14,14,0.009999142930605947
polynomial_picard_k2,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],14,14,14,0.009999142930605947
sin_tm,src/torch_tm_flowpipe/batched_dense_tm.py:2800:_sound_mul_tm,[[]],13,13,13,0.009284918435562665
remainder_picard_round_01,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],12,12,12,0.008570693940519384
remainder_picard_round_02,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],12,12,12,0.008570693940519384
remainder_picard_round_03,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],12,12,12,0.008570693940519384
remainder_picard_round_04,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],12,12,12,0.008570693940519384
remainder_picard_round_05,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],12,12,12,0.008570693940519384
remainder_picard_round_06,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],12,12,12,0.008570693940519384
remainder_picard_round_07,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],12,12,12,0.008570693940519384
remainder_picard_round_08,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],12,12,12,0.008570693940519384
remainder_picard_round_09,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],12,12,12,0.008570693940519384
remainder_picard_round_10,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],12,12,12,0.008570693940519384
full_q3_step,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],10,10,10,0.00714224495043282
initial_remainder_picard,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],10,10,10,0.00714224495043282
full_q3_step,src/torch_tm_flowpipe/batched_dense_tm.py:2646:<genexpr>,[[]],10,10,10,0.00714224495043282
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],10,10,10,0.00714224495043282
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],10,10,10,0.00714224495043282
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],10,10,10,0.00714224495043282
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:2259:_check_domain,[[]],8,8,8,0.005713795960346256
polynomial_picard_k1,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],6,6,6,0.004285346970259692
polynomial_picard_k2,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],6,6,6,0.004285346970259692
initial_remainder_picard,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],6,6,6,0.004285346970259692
natural_polynomial_range_picard_roundoff,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],6,6,6,0.004285346970259692
remainder_picard_round_01,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],6,6,6,0.004285346970259692
remainder_picard_round_02,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],6,6,6,0.004285346970259692
remainder_picard_round_03,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],6,6,6,0.004285346970259692
remainder_picard_round_04,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],6,6,6,0.004285346970259692
remainder_picard_round_05,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],6,6,6,0.004285346970259692
remainder_picard_round_06,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],6,6,6,0.004285346970259692
remainder_picard_round_07,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],6,6,6,0.004285346970259692
remainder_picard_round_08,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],6,6,6,0.004285346970259692
remainder_picard_round_09,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],6,6,6,0.004285346970259692
remainder_picard_round_10,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],6,6,6,0.004285346970259692
natural_polynomial_range_tube,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],6,6,6,0.004285346970259692
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],5,5,5,0.00357112247521641
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:386:_power_interval_bounds,[[]],5,5,5,0.00357112247521641
polynomial_picard_k1,src/torch_tm_flowpipe/batched_dense_tm.py:2259:_check_domain,[[]],4,4,4,0.002856897980173128
polynomial_picard_k2,src/torch_tm_flowpipe/batched_dense_tm.py:2259:_check_domain,[[]],4,4,4,0.002856897980173128
full_q3_step,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],4,4,4,0.002856897980173128
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],3,3,3,0.002142673485129846
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],3,3,3,0.002142673485129846
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2464:endpoint,[[]],3,3,3,0.002142673485129846
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:2464:endpoint,[[]],3,3,3,0.002142673485129846
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2464:endpoint,[[]],3,3,3,0.002142673485129846
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:2464:endpoint,[[]],3,3,3,0.002142673485129846
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:2464:endpoint,[[]],3,3,3,0.002142673485129846
polynomial_picard_k1,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
polynomial_picard_k2,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
initial_remainder_picard,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
natural_polynomial_range_picard_roundoff,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
remainder_picard_round_01,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
remainder_picard_round_02,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
remainder_picard_round_03,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
remainder_picard_round_04,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
remainder_picard_round_05,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
remainder_picard_round_06,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
remainder_picard_round_07,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
remainder_picard_round_08,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
remainder_picard_round_09,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
remainder_picard_round_10,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
natural_polynomial_range_tube,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:480:_interval_is_valid,[[]],3,3,3,0.002142673485129846
affine_composition,src/torch_tm_flowpipe/tora_q3.py:191:compose_tora_q3_tm,[[]],3,3,3,0.002142673485129846
final_acceptance_property_decision,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],3,3,3,0.002142673485129846
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],2,2,2,0.001428448990086564
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],2,2,2,0.001428448990086564
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],2,2,2,0.001428448990086564
exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],2,2,2,0.001428448990086564
final_acceptance_property_decision,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],2,2,2,0.001428448990086564
composed_exact_endpoint_substitution,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],2,2,2,0.001428448990086564
unscoped,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],2,2,2,0.001428448990086564
endpoint_projection,src/torch_tm_flowpipe/batched_dense_tm.py:2164:__post_init__,[[]],2,2,2,0.001428448990086564
initial_remainder_picard,src/torch_tm_flowpipe/batched_dense_tm.py:2259:_check_domain,[[]],2,2,2,0.001428448990086564
remainder_picard_round_01,src/torch_tm_flowpipe/batched_dense_tm.py:2259:_check_domain,[[]],2,2,2,0.001428448990086564
remainder_picard_round_02,src/torch_tm_flowpipe/batched_dense_tm.py:2259:_check_domain,[[]],2,2,2,0.001428448990086564
remainder_picard_round_03,src/torch_tm_flowpipe/batched_dense_tm.py:2259:_check_domain,[[]],2,2,2,0.001428448990086564
remainder_picard_round_04,src/torch_tm_flowpipe/batched_dense_tm.py:2259:_check_domain,[[]],2,2,2,0.001428448990086564
remainder_picard_round_05,src/torch_tm_flowpipe/batched_dense_tm.py:2259:_check_domain,[[]],2,2,2,0.001428448990086564
remainder_picard_round_06,src/torch_tm_flowpipe/batched_dense_tm.py:2259:_check_domain,[[]],2,2,2,0.001428448990086564
remainder_picard_round_07,src/torch_tm_flowpipe/batched_dense_tm.py:2259:_check_domain,[[]],2,2,2,0.001428448990086564
remainder_picard_round_08,src/torch_tm_flowpipe/batched_dense_tm.py:2259:_check_domain,[[]],2,2,2,0.001428448990086564
remainder_picard_round_09,src/torch_tm_flowpipe/batched_dense_tm.py:2259:_check_domain,[[]],2,2,2,0.001428448990086564
remainder_picard_round_10,src/torch_tm_flowpipe/batched_dense_tm.py:2259:_check_domain,[[]],2,2,2,0.001428448990086564
affine_composition,src/torch_tm_flowpipe/batched_dense_tm.py:2800:_sound_mul_tm,[[]],2,2,2,0.001428448990086564
remainder_picard_round_01,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.001428448990086564
remainder_picard_round_02,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.001428448990086564
remainder_picard_round_03,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.001428448990086564
remainder_picard_round_04,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.001428448990086564
remainder_picard_round_05,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.001428448990086564
remainder_picard_round_06,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.001428448990086564
remainder_picard_round_07,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.001428448990086564
remainder_picard_round_08,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.001428448990086564
remainder_picard_round_09,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.001428448990086564
remainder_picard_round_10,src/torch_tm_flowpipe/tora_q3.py:847:dense_tora_q3_dr_step,[[]],2,2,2,0.001428448990086564
full_q3_step,src/torch_tm_flowpipe/batched_dense_tm.py:134:__post_init__,[[]],1,1,1,0.000714224495043282
composed_acceptance_property_decision,src/torch_tm_flowpipe/tora_q3.py:356:compose_tora_q3_step,[[]],1,1,1,0.000714224495043282
