stage,source_callsite,input_shapes,aten_to_count,percent_of_total_aten_to
remainder_picard_round_06,<stack-unavailable>:0:unknown,"[[6],[],[],[],[],[]]",48,0.2496619161552065
remainder_picard_round_07,<stack-unavailable>:0:unknown,"[[6],[],[],[],[],[]]",48,0.2496619161552065
remainder_picard_round_08,<stack-unavailable>:0:unknown,"[[6],[],[],[],[],[]]",48,0.2496619161552065
remainder_picard_round_09,<stack-unavailable>:0:unknown,"[[6],[],[],[],[],[]]",48,0.2496619161552065
remainder_picard_round_10,<stack-unavailable>:0:unknown,"[[6],[],[],[],[],[]]",48,0.2496619161552065
natural_polynomial_range_tube,<stack-unavailable>:0:unknown,"[[6],[],[],[],[],[]]",48,0.2496619161552065
exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[5],[],[],[],[],[]]",48,0.2496619161552065
composed_exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[5],[],[],[],[],[]]",48,0.2496619161552065
endpoint_projection,<stack-unavailable>:0:unknown,"[[5],[],[],[],[],[]]",48,0.2496619161552065
sin_tm,<stack-unavailable>:0:unknown,"[[48,1,84],[],[],[],[],[]]",39,0.20285030687610528
polynomial_picard_k1,<stack-unavailable>:0:unknown,"[[48],[],[],[],[]]",38,0.19764901695620513
polynomial_picard_k2,<stack-unavailable>:0:unknown,"[[48],[],[],[],[]]",38,0.19764901695620513
initial_remainder_picard,<stack-unavailable>:0:unknown,"[[48],[],[],[],[]]",38,0.19764901695620513
remainder_picard_round_01,<stack-unavailable>:0:unknown,"[[48],[],[],[],[]]",38,0.19764901695620513
remainder_picard_round_02,<stack-unavailable>:0:unknown,"[[48],[],[],[],[]]",38,0.19764901695620513
remainder_picard_round_03,<stack-unavailable>:0:unknown,"[[48],[],[],[],[]]",38,0.19764901695620513
remainder_picard_round_04,<stack-unavailable>:0:unknown,"[[48],[],[],[],[]]",38,0.19764901695620513
remainder_picard_round_05,<stack-unavailable>:0:unknown,"[[48],[],[],[],[]]",38,0.19764901695620513
remainder_picard_round_06,<stack-unavailable>:0:unknown,"[[48],[],[],[],[]]",38,0.19764901695620513
remainder_picard_round_07,<stack-unavailable>:0:unknown,"[[48],[],[],[],[]]",38,0.19764901695620513
remainder_picard_round_08,<stack-unavailable>:0:unknown,"[[48],[],[],[],[]]",38,0.19764901695620513
remainder_picard_round_09,<stack-unavailable>:0:unknown,"[[48],[],[],[],[]]",38,0.19764901695620513
remainder_picard_round_10,<stack-unavailable>:0:unknown,"[[48],[],[],[],[]]",38,0.19764901695620513
natural_polynomial_range_picard_roundoff,<stack-unavailable>:0:unknown,"[[48],[],[],[],[]]",36,0.18724643711640487
natural_polynomial_range_tube,<stack-unavailable>:0:unknown,"[[48],[],[],[],[]]",36,0.18724643711640487
final_acceptance_property_decision,<stack-unavailable>:0:unknown,"[[48],[],[],[],[]]",30,0.15603869759700406
unscoped,<stack-unavailable>:0:unknown,"[[48],[],[],[],[]]",30,0.15603869759700406
affine_composition,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[],[],[]]",28,0.14563611775720378
tora_rhs,<stack-unavailable>:0:unknown,"[[48,1,84],[],[],[],[],[]]",26,0.13523353791740353
affine_composition,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[]]",20,0.1040257983980027
affine_composition,<stack-unavailable>:0:unknown,"[[6601],[],[],[],[],[]]",14,0.07281805887860189
sin_tm,<stack-unavailable>:0:unknown,"[[840,6],[],[],[],[],[]]",13,0.06761676895870176
sin_tm,<stack-unavailable>:0:unknown,"[[6601,6],[],[],[],[],[]]",13,0.06761676895870176
affine_composition,<stack-unavailable>:0:unknown,"[[840],[],[],[],[],[]]",12,0.062415479038801625
exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",10,0.05201289919900135
exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",10,0.05201289919900135
composed_exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",10,0.05201289919900135
composed_exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",10,0.05201289919900135
endpoint_projection,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",10,0.05201289919900135
endpoint_projection,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",10,0.05201289919900135
affine_composition,<stack-unavailable>:0:unknown,"[[84,6],[],[],[],[],[]]",8,0.041610319359201085
affine_composition,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",7,0.036409029439300945
polynomial_picard_k1,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",6,0.031207739519400812
polynomial_picard_k1,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",6,0.031207739519400812
polynomial_picard_k2,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",6,0.031207739519400812
polynomial_picard_k2,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",6,0.031207739519400812
initial_remainder_picard,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",6,0.031207739519400812
initial_remainder_picard,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",6,0.031207739519400812
natural_polynomial_range_picard_roundoff,<stack-unavailable>:0:unknown,"[[84],[],[],[],[],[]]",6,0.031207739519400812
natural_polynomial_range_picard_roundoff,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_01,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_01,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_02,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_02,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_03,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_03,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_04,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_04,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_05,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_05,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_06,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_06,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_07,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_07,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_08,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_08,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_09,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_09,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_10,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",6,0.031207739519400812
remainder_picard_round_10,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",6,0.031207739519400812
natural_polynomial_range_tube,<stack-unavailable>:0:unknown,"[[84],[],[],[],[],[]]",6,0.031207739519400812
natural_polynomial_range_tube,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",6,0.031207739519400812
final_acceptance_property_decision,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",5,0.026006449599500676
final_acceptance_property_decision,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",5,0.026006449599500676
affine_composition,<stack-unavailable>:0:unknown,"[[5],[],[],[],[],[]]",5,0.026006449599500676
unscoped,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",5,0.026006449599500676
unscoped,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[],[],[]]",5,0.026006449599500676
polynomial_picard_k1,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[],[],[]]",4,0.020805159679600543
polynomial_picard_k2,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[],[],[]]",4,0.020805159679600543
initial_remainder_picard,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[],[],[]]",4,0.020805159679600543
natural_polynomial_range_picard_roundoff,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[],[],[]]",4,0.020805159679600543
remainder_picard_round_01,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[],[],[]]",4,0.020805159679600543
remainder_picard_round_02,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[],[],[]]",4,0.020805159679600543
remainder_picard_round_03,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[],[],[]]",4,0.020805159679600543
remainder_picard_round_04,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[],[],[]]",4,0.020805159679600543
remainder_picard_round_05,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[],[],[]]",4,0.020805159679600543
remainder_picard_round_06,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[],[],[]]",4,0.020805159679600543
remainder_picard_round_07,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[],[],[]]",4,0.020805159679600543
remainder_picard_round_08,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[],[],[]]",4,0.020805159679600543
remainder_picard_round_09,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[],[],[]]",4,0.020805159679600543
remainder_picard_round_10,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[],[],[]]",4,0.020805159679600543
natural_polynomial_range_tube,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[],[],[]]",4,0.020805159679600543
exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[48,5],[],[],[],[],[]]",4,0.020805159679600543
exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[48,5],[],[],[],[],[],[],[]]",4,0.020805159679600543
composed_exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[48,5],[],[],[],[],[]]",4,0.020805159679600543
composed_exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[48,5],[],[],[],[],[],[],[]]",4,0.020805159679600543
endpoint_projection,<stack-unavailable>:0:unknown,"[[48,5],[],[],[],[],[]]",4,0.020805159679600543
endpoint_projection,<stack-unavailable>:0:unknown,"[[48,5],[],[],[],[],[],[],[]]",4,0.020805159679600543
exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[84],[],[],[],[]]",3,0.015603869759700406
final_acceptance_property_decision,<stack-unavailable>:0:unknown,"[[84],[],[],[],[]]",3,0.015603869759700406
affine_composition,<stack-unavailable>:0:unknown,"[[21],[],[],[],[],[]]",3,0.015603869759700406
affine_composition,<stack-unavailable>:0:unknown,"[[56],[],[],[],[],[]]",3,0.015603869759700406
composed_exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[84],[],[],[],[]]",3,0.015603869759700406
unscoped,<stack-unavailable>:0:unknown,"[[84],[],[],[],[]]",3,0.015603869759700406
endpoint_projection,<stack-unavailable>:0:unknown,"[[84],[],[],[],[]]",3,0.015603869759700406
polynomial_picard_k1,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[]]",2,0.010402579839800271
polynomial_picard_k2,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[]]",2,0.010402579839800271
full_q3_step,<stack-unavailable>:0:unknown,"[[48,5],[],[],[],[],[]]",2,0.010402579839800271
initial_remainder_picard,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[]]",2,0.010402579839800271
natural_polynomial_range_picard_roundoff,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[]]",2,0.010402579839800271
remainder_picard_round_01,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[]]",2,0.010402579839800271
remainder_picard_round_02,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[]]",2,0.010402579839800271
remainder_picard_round_03,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[]]",2,0.010402579839800271
remainder_picard_round_04,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[]]",2,0.010402579839800271
remainder_picard_round_05,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[]]",2,0.010402579839800271
remainder_picard_round_06,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[]]",2,0.010402579839800271
remainder_picard_round_07,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[]]",2,0.010402579839800271
remainder_picard_round_08,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[]]",2,0.010402579839800271
remainder_picard_round_09,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[]]",2,0.010402579839800271
remainder_picard_round_10,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[]]",2,0.010402579839800271
natural_polynomial_range_tube,<stack-unavailable>:0:unknown,"[[48,6],[],[],[],[],[]]",2,0.010402579839800271
exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[56,5],[],[],[],[],[]]",2,0.010402579839800271
final_acceptance_property_decision,<stack-unavailable>:0:unknown,"[[48,5],[],[],[],[],[]]",2,0.010402579839800271
affine_composition,<stack-unavailable>:0:unknown,"[[840,6],[],[],[],[],[]]",2,0.010402579839800271
affine_composition,<stack-unavailable>:0:unknown,"[[6601,6],[],[],[],[],[]]",2,0.010402579839800271
composed_exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[56,5],[],[],[],[],[]]",2,0.010402579839800271
unscoped,<stack-unavailable>:0:unknown,"[[48,5],[],[],[],[],[]]",2,0.010402579839800271
endpoint_projection,<stack-unavailable>:0:unknown,"[[56,5],[],[],[],[],[]]",2,0.010402579839800271
polynomial_picard_k1,<stack-unavailable>:0:unknown,"[[56,6],[],[],[],[],[]]",1,0.005201289919900136
polynomial_picard_k1,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
polynomial_picard_k1,<stack-unavailable>:0:unknown,"[[48,5,84],[],[],[],[],[]]",1,0.005201289919900136
polynomial_picard_k2,<stack-unavailable>:0:unknown,"[[56,6],[],[],[],[],[]]",1,0.005201289919900136
polynomial_picard_k2,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
polynomial_picard_k2,<stack-unavailable>:0:unknown,"[[48,5,84],[],[],[],[],[]]",1,0.005201289919900136
full_q3_step,<stack-unavailable>:0:unknown,"[[5],[],[],[],[],[]]",1,0.005201289919900136
initial_remainder_picard,<stack-unavailable>:0:unknown,"[[56,6],[],[],[],[],[]]",1,0.005201289919900136
initial_remainder_picard,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
initial_remainder_picard,<stack-unavailable>:0:unknown,"[[48,5,84],[],[],[],[],[]]",1,0.005201289919900136
natural_polynomial_range_picard_roundoff,<stack-unavailable>:0:unknown,"[[84,6],[],[],[],[],[]]",1,0.005201289919900136
natural_polynomial_range_picard_roundoff,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_01,<stack-unavailable>:0:unknown,"[[56,6],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_01,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_01,<stack-unavailable>:0:unknown,"[[48,5,84],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_02,<stack-unavailable>:0:unknown,"[[56,6],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_02,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_02,<stack-unavailable>:0:unknown,"[[48,5,84],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_03,<stack-unavailable>:0:unknown,"[[56,6],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_03,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_03,<stack-unavailable>:0:unknown,"[[48,5,84],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_04,<stack-unavailable>:0:unknown,"[[56,6],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_04,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_04,<stack-unavailable>:0:unknown,"[[48,5,84],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_05,<stack-unavailable>:0:unknown,"[[56,6],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_05,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_05,<stack-unavailable>:0:unknown,"[[48,5,84],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_06,<stack-unavailable>:0:unknown,"[[56,6],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_06,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_06,<stack-unavailable>:0:unknown,"[[48,5,84],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_07,<stack-unavailable>:0:unknown,"[[56,6],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_07,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_07,<stack-unavailable>:0:unknown,"[[48,5,84],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_08,<stack-unavailable>:0:unknown,"[[56,6],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_08,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_08,<stack-unavailable>:0:unknown,"[[48,5,84],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_09,<stack-unavailable>:0:unknown,"[[56,6],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_09,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_09,<stack-unavailable>:0:unknown,"[[48,5,84],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_10,<stack-unavailable>:0:unknown,"[[56,6],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_10,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
remainder_picard_round_10,<stack-unavailable>:0:unknown,"[[48,5,84],[],[],[],[],[]]",1,0.005201289919900136
natural_polynomial_range_tube,<stack-unavailable>:0:unknown,"[[84,6],[],[],[],[],[]]",1,0.005201289919900136
natural_polynomial_range_tube,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[]]",1,0.005201289919900136
exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[84,6],[],[],[],[],[],[],[]]",1,0.005201289919900136
exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[84],[],[],[],[],[]]",1,0.005201289919900136
exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
final_acceptance_property_decision,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[]]",1,0.005201289919900136
final_acceptance_property_decision,<stack-unavailable>:0:unknown,"[[84,6],[],[],[],[],[],[],[]]",1,0.005201289919900136
final_acceptance_property_decision,<stack-unavailable>:0:unknown,"[[84],[],[],[],[],[]]",1,0.005201289919900136
final_acceptance_property_decision,<stack-unavailable>:0:unknown,"[[56,5],[],[],[],[],[]]",1,0.005201289919900136
affine_composition,<stack-unavailable>:0:unknown,"[[48,21,84],[],[],[],[],[]]",1,0.005201289919900136
affine_composition,<stack-unavailable>:0:unknown,"[[48,56,84],[],[],[],[],[]]",1,0.005201289919900136
composed_exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[]]",1,0.005201289919900136
composed_exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[84,6],[],[],[],[],[],[],[]]",1,0.005201289919900136
composed_exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[84],[],[],[],[],[]]",1,0.005201289919900136
composed_exact_endpoint_substitution,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
unscoped,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[]]",1,0.005201289919900136
unscoped,<stack-unavailable>:0:unknown,"[[84,6],[],[],[],[],[],[],[]]",1,0.005201289919900136
unscoped,<stack-unavailable>:0:unknown,"[[84],[],[],[],[],[]]",1,0.005201289919900136
unscoped,<stack-unavailable>:0:unknown,"[[56,5],[],[],[],[],[]]",1,0.005201289919900136
endpoint_projection,<stack-unavailable>:0:unknown,"[[],[],[],[],[],[]]",1,0.005201289919900136
endpoint_projection,<stack-unavailable>:0:unknown,"[[84,6],[],[],[],[],[],[],[]]",1,0.005201289919900136
endpoint_projection,<stack-unavailable>:0:unknown,"[[84],[],[],[],[],[]]",1,0.005201289919900136
endpoint_projection,<stack-unavailable>:0:unknown,"[[48],[],[],[],[],[],[],[]]",1,0.005201289919900136
