lane,segment,category,median_width,maximum_width,sum_width
L0_baseline_native,29,picard_residual,9.790324977431693e-308,0.0002827722850500247,0.017917604869440894
L0_baseline_native,29,composition_overflow,0.2311127421681434,0.3936617063507456,41.97081227806497
L0_baseline_native,30,picard_residual,9.790324977431693e-308,0.0003120441357267207,0.01951330522679074
L0_baseline_native,30,composition_overflow,0.24169202200596807,0.423568501031767,45.16118734162863
L0_baseline_native,31,picard_residual,9.790324977431693e-308,0.00031101531134397435,0.01964913600081286
L0_baseline_native,31,composition_overflow,0.3175263256271207,0.7950500870979675,69.29149935119767
L0_baseline_native,32,picard_residual,9.790324977431693e-308,0.00033005470806729586,0.020584450433817923
L0_baseline_native,32,composition_overflow,0.36114753322947346,0.7950500871029319,74.98188235900977
L0_baseline_native,33,picard_residual,9.790324977431693e-308,0.0003701542905177257,0.022042607022668016
L0_baseline_native,33,composition_overflow,0.41099229186505326,0.7950500871078963,81.03776067030492
L0_baseline_native,34,picard_residual,9.790324977431693e-308,0.00042279934104083854,0.023952321489168177
L0_baseline_native,34,composition_overflow,0.4655581423114247,0.7950500871128605,87.46604303530026
L0_baseline_native,35,picard_residual,9.790324977431693e-308,0.0004938604277114918,0.026357612376458173
L0_baseline_native,35,composition_overflow,0.5258842280647558,0.8210935446103023,94.27472300637997
L0_baseline_native,36,picard_residual,9.790324977431693e-308,0.0005825643348711123,0.029239728247452308
L0_baseline_native,36,composition_overflow,0.5827879049009811,0.9005985533272887,101.4729857115647
L0_baseline_native,37,picard_residual,9.790324977431693e-308,0.0006926512316173401,0.032697186225374146
L0_baseline_native,37,composition_overflow,0.6141553092917863,0.9801035620448388,109.07173348335645
L0_baseline_native,38,picard_residual,9.790324977431693e-308,0.000832932921507957,0.036870052514137774
L0_baseline_native,38,composition_overflow,0.6223551033004608,1.0596085707629526,117.08401447115457
L0_baseline_native,39,picard_residual,9.790324977431693e-308,0.0010279775334564032,0.04250722750292031
L0_baseline_native,39,composition_overflow,0.6284731160035268,1.139113579481631,125.52544847274244
L0_baseline_native,40,picard_residual,9.790324977431693e-308,0.001269783182269888,0.05011482768459246
L0_baseline_native,40,composition_overflow,0.6322872599734981,1.2186185882008727,134.4153011725115
L0_baseline_native,41,picard_residual,9.790324977431693e-308,0.0018076334487307827,0.06664810322162164
L0_baseline_native,41,composition_overflow,1.0503900649026674,4.026966005021487,270.7867734052196
L0_baseline_native,42,picard_residual,9.790324977431693e-308,0.002608130475954832,0.09149827672079155
L0_baseline_native,42,composition_overflow,1.1941204655208408,4.0269660050295935,293.88598082014835
L0_baseline_native,43,picard_residual,9.790324977431693e-308,0.0037998141188518397,0.12742536829245368
L0_baseline_native,43,composition_overflow,1.3679520264160112,4.0269660050377,318.7011502945669
L0_baseline_native,44,picard_residual,9.790324977431693e-308,0.005546459735932179,0.17910133763655028
L0_baseline_native,44,composition_overflow,1.5717655912479835,4.026966005045806,345.2937497079172
L0_baseline_native,45,picard_residual,9.790324977431693e-308,0.008076083711147371,0.2524621541291231
L0_baseline_native,45,composition_overflow,1.8046913899980752,4.026966005053913,373.73963162438145
L0_baseline_native,46,picard_residual,9.790324977431693e-308,0.011691358335680847,0.35535610916799043
L0_baseline_native,46,composition_overflow,2.055618598102832,4.026966005062019,404.13152536911923
L0_baseline_native,47,picard_residual,9.790324977431693e-308,0.016786809604478276,0.4980081689017528
L0_baseline_native,47,composition_overflow,2.3414258711197657,4.037494791779059,436.5814019145303
L0_baseline_native,48,picard_residual,9.790324977431693e-308,0.02,0.6887357975694546
L0_baseline_native,48,composition_overflow,2.603390653974097,4.440191392294816,471.22241503762484
L1_tight_endpoint_box_controller,1,picard_residual,9.790324977431693e-308,0.00015482076640849755,0.013715122090243738
L1_tight_endpoint_box_controller,1,composition_overflow,2.3907437122443617e-12,3.846753180192054e-12,6.403902288116821e-10
L1_tight_endpoint_box_controller,2,picard_residual,9.790324977431693e-308,0.0001586711284192818,0.013794188442744463
L1_tight_endpoint_box_controller,2,composition_overflow,8.1544001951031e-12,0.00017463618338970114,0.015382552913898805
L1_tight_endpoint_box_controller,3,picard_residual,9.790324977431693e-308,0.00016848852349523685,0.013760309474385857
L1_tight_endpoint_box_controller,3,composition_overflow,1.2486507860119822e-11,0.0003564349005339534,0.03232615760087759
L1_tight_endpoint_box_controller,4,picard_residual,9.790324977431693e-308,0.00017669072709750128,0.013618288139027851
L1_tight_endpoint_box_controller,4,composition_overflow,1.8350123531260823e-11,0.0005721734463961707,0.05085248368840434
L1_tight_endpoint_box_controller,5,picard_residual,9.790324977431693e-308,0.0001831940258778996,0.013375039095221818
L1_tight_endpoint_box_controller,5,composition_overflow,2.4839421358200205e-11,0.0008143397847302181,0.07098232283352524
L1_tight_endpoint_box_controller,6,picard_residual,9.790324977431693e-308,0.00018792939335297339,0.01303990712721741
L1_tight_endpoint_box_controller,6,composition_overflow,3.1995801035715254e-11,0.0010806258806552358,0.09273416933831602
L1_tight_endpoint_box_controller,7,picard_residual,9.790324977431693e-308,0.00019084290161109176,0.012625046530267203
L1_tight_endpoint_box_controller,7,composition_overflow,3.9868522293749375e-11,0.0013701580973726863,0.1161219797588781
L1_tight_endpoint_box_controller,8,picard_residual,9.790324977431693e-308,0.00019272282393861898,0.01230155339887074
L1_tight_endpoint_box_controller,8,composition_overflow,4.8517066677148064e-11,0.0016821125925379726,0.14115214220151495
L1_tight_endpoint_box_controller,9,picard_residual,9.790324977431693e-308,0.00019444923456587358,0.012618674809844958
L1_tight_endpoint_box_controller,9,composition_overflow,5.798726133924722e-11,0.00201748217635727,0.16831787230528217
L1_tight_endpoint_box_controller,10,picard_residual,9.790324977431693e-308,0.00019824873283035127,0.014200044657243262
L1_tight_endpoint_box_controller,10,composition_overflow,6.832227288720498e-11,0.002379844461756828,0.19875203825618556
L1_tight_endpoint_box_controller,11,picard_residual,9.790324977431693e-308,0.00020537836412852614,0.01813982421474051
L1_tight_endpoint_box_controller,11,composition_overflow,8.156248854041996e-11,0.002778527032526178,0.2343330640412929
L1_tight_endpoint_box_controller,12,picard_residual,9.790324977431693e-308,0.00022909614164095328,0.02023168238216847
L1_tight_endpoint_box_controller,12,composition_overflow,9.336857418584961e-11,0.0032292277913995755,0.27838024116845517
L1_tight_endpoint_box_controller,13,picard_residual,9.790324977431693e-308,0.0002846262200851075,0.022924022140340183
L1_tight_endpoint_box_controller,13,composition_overflow,1.0582762526278201e-10,0.0037369268492308738,0.3299743357229733
L1_tight_endpoint_box_controller,14,picard_residual,9.790324977431693e-308,0.00035783989952706534,0.026485732004563285
L1_tight_endpoint_box_controller,14,composition_overflow,1.190252815775468e-10,0.00431421427150929,0.3909758154899657
L1_tight_endpoint_box_controller,15,picard_residual,9.790324977431693e-308,0.00045619120867190674,0.03128635308731098
L1_tight_endpoint_box_controller,15,composition_overflow,1.330431044802116e-10,0.005148799334471687,0.46388792208727697
L1_tight_endpoint_box_controller,16,picard_residual,9.790324977431693e-308,0.0005941736032640645,0.03782885122808359
L1_tight_endpoint_box_controller,16,composition_overflow,1.4796932841214303e-10,0.0062872674692553586,0.5520243047521576
L1_tight_endpoint_box_controller,17,picard_residual,9.790324977431693e-308,0.0008003379252121631,0.048262779466915616
L1_tight_endpoint_box_controller,17,composition_overflow,1.6389099522777894e-10,0.0077103411435385395,0.6596996043720877
L1_tight_endpoint_box_controller,18,picard_residual,9.790324977431693e-308,0.001133356665172412,0.06482679840983932
L1_tight_endpoint_box_controller,18,composition_overflow,1.8089333148094667e-10,0.009508987108546049,0.7940673264762517
L1_tight_endpoint_box_controller,19,picard_residual,9.790324977431693e-308,0.0016036565132603545,0.08810361095829099
L1_tight_endpoint_box_controller,19,composition_overflow,1.9906255623062326e-10,0.011845430924315248,0.9653532401118916
L1_tight_endpoint_box_controller,20,picard_residual,9.790324977431693e-308,0.00225729613666315,0.12023713035423106
L1_tight_endpoint_box_controller,20,composition_overflow,2.18482613569269e-10,0.01489229710470267,1.1851076116756187
L1_tight_endpoint_box_controller,21,picard_residual,9.790324977431693e-308,0.003483297819363079,0.17929142027211914
L1_tight_endpoint_box_controller,21,composition_overflow,2.411970635411172e-10,0.018857826363755985,1.4677528798791053
L1_tight_endpoint_box_controller,22,picard_residual,9.790324977431693e-308,0.005403107862520217,0.2701199396672933
L1_tight_endpoint_box_controller,22,composition_overflow,2.629802072296743e-10,0.024322850527365866,1.848032815360226
L1_tight_endpoint_box_controller,23,picard_residual,9.790324977431693e-308,0.00870233067634757,0.4233270223458428
L1_tight_endpoint_box_controller,23,composition_overflow,2.8610760574529324e-10,0.03199389839501886,2.370213115251614
L1_tight_endpoint_box_controller,24,picard_residual,9.790324977431693e-308,0.014251553647366449,0.6774010802663756
L1_tight_endpoint_box_controller,24,composition_overflow,3.1088056540597445e-10,0.043253177779455844,3.1169268029641026
L1_tight_endpoint_box_controller,25,picard_residual,9.790324977431693e-308,0.02,1.0478222530924886
L1_tight_endpoint_box_controller,25,composition_overflow,3.37559573872056e-10,0.06076283666779536,4.217665962810719
L1_tight_endpoint_box_controller,31,picard_residual,9.790324977431693e-308,0.02,1.063163685491546
L1_tight_endpoint_box_controller,31,composition_overflow,3.103064374610878e-10,0.0684230111568538,4.702206482067554
L1_tight_endpoint_box_controller,41,picard_residual,9.790324977431693e-308,0.02,1.0629706540438062
L1_tight_endpoint_box_controller,41,composition_overflow,3.319015948792617e-10,0.07340624110721403,5.165822459504048
L2_physical_endpoint_projection,1,picard_residual,9.790324977431693e-308,0.00015482076640849733,0.013715122090243727
L2_physical_endpoint_projection,1,composition_overflow,4.307171269227776e-05,0.018539358587065714,0.5051483776035112
L2_physical_endpoint_projection,2,picard_residual,9.790324977431693e-308,0.00015786736478994888,0.01369628760944952
L2_physical_endpoint_projection,2,composition_overflow,0.00017411174544787776,0.018539358592911084,0.5731483123469058
L2_physical_endpoint_projection,3,picard_residual,9.790324977431693e-308,0.00016677602509153642,0.013535810215459
L2_physical_endpoint_projection,3,composition_overflow,0.00038764540535723974,0.018539358598756453,0.6474482986550975
L2_physical_endpoint_projection,4,picard_residual,9.790324977431693e-308,0.00017397281877839618,0.013235416226328001
L2_physical_endpoint_projection,4,composition_overflow,0.0006891473834385761,0.018539358604601822,0.7280831835696933
L2_physical_endpoint_projection,5,picard_residual,9.790324977431693e-308,0.00017938728466376878,0.01279852600004625
L2_physical_endpoint_projection,5,composition_overflow,0.0010767927827588487,0.01853935861044719,0.8151001464181291
L2_physical_endpoint_projection,6,picard_residual,9.790324977431693e-308,0.00018311128447824412,0.01224421044927472
L2_physical_endpoint_projection,6,composition_overflow,0.0015505816033744237,0.01853935861629256,0.908563344236734
L2_physical_endpoint_projection,7,picard_residual,9.790324977431693e-308,0.00018555848222397568,0.011604294717045108
L2_physical_endpoint_projection,7,composition_overflow,0.0021105138453446502,0.01853935862213793,1.0085736280009074
L2_physical_endpoint_projection,8,picard_residual,9.790324977431693e-308,0.00018633474997964346,0.010873960310582225
L2_physical_endpoint_projection,8,composition_overflow,0.0027565895087457025,0.018539358627983296,1.1152935886559252
L2_physical_endpoint_projection,9,picard_residual,9.790324977431693e-308,0.00018635027514534417,0.010599274555874338
L2_physical_endpoint_projection,9,composition_overflow,0.003488808593638697,0.01853935863382867,1.2289914959355994
L2_physical_endpoint_projection,10,picard_residual,9.790324977431693e-308,0.00018781693533753398,0.011402653470003627
L2_physical_endpoint_projection,10,composition_overflow,0.004307171100083266,0.01853935865174984,1.3504808281623144
L2_physical_endpoint_projection,11,picard_residual,9.790324977431693e-308,0.00018963399911685403,0.013186842132435633
L2_physical_endpoint_projection,11,composition_overflow,0.0055711892717828886,0.10623389317454493,5.821448801733054
L2_physical_endpoint_projection,12,picard_residual,9.790324977431693e-308,0.00018482350426992457,0.013638614860289862
L2_physical_endpoint_projection,12,composition_overflow,0.007716054537737977,0.10623389318033002,6.415310780082048
L2_physical_endpoint_projection,13,picard_residual,9.790324977431693e-308,0.00017822315737479004,0.013956151832217337
L2_physical_endpoint_projection,13,composition_overflow,0.010842838766454319,0.10623389318611513,7.059514805496095
L2_physical_endpoint_projection,14,picard_residual,9.790324977431693e-308,0.00017006767685578858,0.014152419261521295
L2_physical_endpoint_projection,14,composition_overflow,0.014999426347247224,0.10623389319190024,7.755000991627984
L2_physical_endpoint_projection,15,picard_residual,9.790324977431693e-308,0.00016029248037830227,0.014223854903276578
L2_physical_endpoint_projection,15,composition_overflow,0.01999063005287096,0.10623389319768535,8.502811987993748
L2_physical_endpoint_projection,16,picard_residual,9.790324977431693e-308,0.00016285340232689152,0.014175177443651314
L2_physical_endpoint_projection,16,composition_overflow,0.02599819127458504,0.10623389320347046,9.30410006455255
L2_physical_endpoint_projection,17,picard_residual,9.790324977431693e-308,0.00017240964021319807,0.01408767083423058
L2_physical_endpoint_projection,17,composition_overflow,0.03281035330186871,0.10623389320925555,10.160181514234196
L2_physical_endpoint_projection,18,picard_residual,9.790324977431693e-308,0.00018263256307415838,0.01399116459033058
L2_physical_endpoint_projection,18,composition_overflow,0.040539982096945516,0.10623389321504066,11.072658870952251
L2_physical_endpoint_projection,19,picard_residual,9.790324977431693e-308,0.00019167031250981158,0.01378144693627566
L2_physical_endpoint_projection,19,composition_overflow,0.04923810185410782,0.11414986256868928,12.043361041465978
L2_physical_endpoint_projection,20,picard_residual,9.790324977431693e-308,0.00019916118332679233,0.013455970954548795
L2_physical_endpoint_projection,20,composition_overflow,0.05882085698413437,0.12477325189556276,13.074237042819266
L2_physical_endpoint_projection,21,picard_residual,9.790324977431693e-308,0.0002055967938695433,0.012848213758382836
L2_physical_endpoint_projection,21,composition_overflow,0.07000085308312479,0.3002273096748539,22.28697664546899
L2_physical_endpoint_projection,22,picard_residual,9.790324977431693e-308,0.00020893694414582191,0.012223164392767412
L2_physical_endpoint_projection,22,composition_overflow,0.0836192047974859,0.3002273096809182,24.29046855583198
L2_physical_endpoint_projection,23,picard_residual,9.790324977431693e-308,0.00021162855335910068,0.01156066050608454
L2_physical_endpoint_projection,23,composition_overflow,0.09977501869229866,0.3002273096869826,26.436254345339947
L2_physical_endpoint_projection,24,picard_residual,9.790324977431693e-308,0.0002147703361515764,0.011718244165486278
L2_physical_endpoint_projection,24,composition_overflow,0.11838193855989224,0.3002273096930469,28.728130862927486
L2_physical_endpoint_projection,25,picard_residual,9.790324977431693e-308,0.00022061791533958548,0.01278025924684305
L2_physical_endpoint_projection,25,composition_overflow,0.1394399644003279,0.30022730969911127,31.17105403824398
L2_physical_endpoint_projection,26,picard_residual,9.790324977431693e-308,0.0002278804502783706,0.013891965471216322
L2_physical_endpoint_projection,26,composition_overflow,0.16294909621368472,0.3049096377373112,33.77075897877173
L2_physical_endpoint_projection,27,picard_residual,9.790324977431693e-308,0.00024160999375732182,0.015137028116430206
L2_physical_endpoint_projection,27,composition_overflow,0.1875833766265464,0.3349323687127898,36.53279365366859
L2_physical_endpoint_projection,28,picard_residual,9.790324977431693e-308,0.0002602788559580709,0.016513670538924413
L2_physical_endpoint_projection,28,composition_overflow,0.21402765386601225,0.364955099688953,39.46270060867801
L2_physical_endpoint_projection,29,picard_residual,9.790324977431693e-308,0.00028399572447556433,0.01801067621931101
L2_physical_endpoint_projection,29,composition_overflow,0.23250817825965805,0.39497783066580416,42.566085765192135
L2_physical_endpoint_projection,30,picard_residual,9.790324977431693e-308,0.0003135977513475126,0.019628329656391497
L2_physical_endpoint_projection,30,composition_overflow,0.24270963786727212,0.4250005616433431,45.848467738647386
L2_physical_endpoint_projection,31,picard_residual,9.790324977431693e-308,0.00031333481658111356,0.01980581887490801
L2_physical_endpoint_projection,31,composition_overflow,0.3187082243834445,0.8102256879707802,70.71224137663172
L2_physical_endpoint_projection,32,picard_residual,9.790324977431693e-308,0.0003330993164353918,0.020781741376667794
L2_physical_endpoint_projection,32,composition_overflow,0.3626740704107449,0.8102256879775309,76.59499907530878
L2_physical_endpoint_projection,33,picard_residual,9.790324977431693e-308,0.000374272115093415,0.022295059941689774
L2_physical_endpoint_projection,33,composition_overflow,0.4130000102503907,0.8102256879842815,82.86992706037054
L2_physical_endpoint_projection,34,picard_residual,9.790324977431693e-308,0.0004284191166580878,0.024277604664078047
L2_physical_endpoint_projection,34,composition_overflow,0.4696860439024573,0.8102256879910323,89.5470843645129
L2_physical_endpoint_projection,35,picard_residual,9.790324977431693e-308,0.0005015357697639708,0.02677791751575212
L2_physical_endpoint_projection,35,composition_overflow,0.5292731355487079,0.8301134056612623,96.63796873691254
L2_physical_endpoint_projection,36,picard_residual,9.790324977431693e-308,0.0005929786454014369,0.029781842027923684
L2_physical_endpoint_projection,36,composition_overflow,0.5889140546305893,0.911135974466631,104.1557737354101
L2_physical_endpoint_projection,37,picard_residual,9.790324977431693e-308,0.0007066398018129167,0.03339239586526527
L2_physical_endpoint_projection,37,composition_overflow,0.6262119547123502,0.9921585432727289,112.11583906162909
L2_physical_endpoint_projection,38,picard_residual,9.790324977431693e-308,0.0008515550063423632,0.03774624615304156
L2_physical_endpoint_projection,38,composition_overflow,0.6360093812179047,1.0731811120795558,120.53622972507762
L2_physical_endpoint_projection,39,picard_residual,9.790324977431693e-308,0.0010525895441588972,0.04360825433902189
L2_physical_endpoint_projection,39,composition_overflow,0.6412799086766787,1.1542036808871128,129.43824737104893
L2_physical_endpoint_projection,40,picard_residual,9.790324977431693e-308,0.0013020850803560028,0.051506419060336164
L2_physical_endpoint_projection,40,composition_overflow,0.6432933750079787,1.235226249695399,138.84762424863274
L2_physical_endpoint_projection,41,picard_residual,9.790324977431693e-308,0.0018601725131102594,0.06875753303386636
L2_physical_endpoint_projection,41,composition_overflow,1.0619421006792906,4.216008095277722,283.3889907220512
L2_physical_endpoint_projection,42,picard_residual,9.790324977431693e-308,0.00269495980499066,0.09477934774188551
L2_physical_endpoint_projection,42,composition_overflow,1.2094273976210501,4.216008095287994,307.9410476584145
L2_physical_endpoint_projection,43,picard_residual,9.790324977431693e-308,0.0039453854221527815,0.13264283902698287
L2_physical_endpoint_projection,43,composition_overflow,1.3885516348267688,4.216008095298266,334.3719931052105
L2_physical_endpoint_projection,44,picard_residual,9.790324977431693e-308,0.0057896636167579785,0.18744761833414755
L2_physical_endpoint_projection,44,composition_overflow,1.5993148122966057,4.2160080953085375,362.7620687948411
L2_physical_endpoint_projection,45,picard_residual,9.790324977431693e-308,0.00847724913044778,0.26573365600509213
L2_physical_endpoint_projection,45,composition_overflow,1.8410704255083479,4.216008095318809,393.21006445504963
L2_physical_endpoint_projection,46,picard_residual,9.790324977431693e-308,0.012340079783611298,0.37619267253880717
L2_physical_endpoint_projection,46,composition_overflow,2.1139158922672596,4.216008095329081,425.83621295340777
L2_physical_endpoint_projection,47,picard_residual,9.790324977431693e-308,0.017814232540057783,0.530167983574902
L2_physical_endpoint_projection,47,composition_overflow,2.3998002299664924,4.216008095339353,460.78499429235546
L3_horner_registered_best,1,picard_residual,9.790324977431693e-308,0.00015482076640849733,0.013715122090243727
L3_horner_registered_best,1,composition_overflow,4.307171269227776e-05,0.018539358587065714,0.5051483776035112
L3_horner_registered_best,2,picard_residual,9.790324977431693e-308,0.00015786736478991798,0.013696287609445214
L3_horner_registered_best,2,composition_overflow,0.00017411174536166753,0.01853935859139273,0.5731483122438625
L3_horner_registered_best,3,picard_residual,9.790324977431693e-308,0.00016677573243044738,0.013535784436077274
L3_horner_registered_best,3,composition_overflow,0.00038764540515974526,0.018539358595719743,0.6472594301598663
L3_horner_registered_best,4,picard_residual,9.790324977431693e-308,0.00017397190014233294,0.013235333619203886
L3_horner_registered_best,4,composition_overflow,0.000689147383089966,0.018539358600046758,0.7275005513600256
L3_horner_registered_best,5,picard_residual,9.790324977431693e-308,0.000179385354725675,0.01279834957150838
L3_horner_registered_best,5,composition_overflow,0.0010767927822040826,0.018539358604373772,0.8138974019657088
L3_horner_registered_best,6,picard_residual,9.790324977431693e-308,0.00018310789522998845,0.012243896561341533
L3_horner_registered_best,6,composition_overflow,0.00155058160254337,0.018539358608700787,0.9064862030165853
L3_horner_registered_best,7,picard_residual,9.790324977431693e-308,0.00018555311257672223,0.011603792344530529
L3_horner_registered_best,7,composition_overflow,0.0021105138441518518,0.0185393586130278,1.0053323371802398
L3_horner_registered_best,8,picard_residual,9.790324977431693e-308,0.00018632679499862529,0.010873208698377419
L3_horner_registered_best,8,composition_overflow,0.002756589507090064,0.018539358617354815,1.1105542102113914
L3_horner_registered_best,9,picard_residual,9.790324977431693e-308,0.00018633782732664829,0.010598148993082267
L3_horner_registered_best,9,composition_overflow,0.0034888085913869567,0.01853935862168183,1.2223374042542061
L3_horner_registered_best,10,picard_residual,9.790324977431693e-308,0.00018780042415334953,0.01140112810445354
L3_horner_registered_best,10,composition_overflow,0.0043071710970850755,0.018539358644107357,1.3414235436917523
L3_horner_registered_best,11,picard_residual,9.790324977431693e-308,0.0001896117735295644,0.013184576445764502
L3_horner_registered_best,11,composition_overflow,0.005569836672338686,0.10596119553569411,5.793907941489965
L3_horner_registered_best,12,picard_residual,9.790324977431693e-308,0.00018479433216952272,0.013635684703295611
L3_horner_registered_best,12,composition_overflow,0.00771056394554148,0.10596119554007899,6.382514217223516
L3_horner_registered_best,13,picard_residual,9.790324977431693e-308,0.0001781855468023664,0.013952412839986968
L3_horner_registered_best,13,composition_overflow,0.01083089420442532,0.10596119554446384,7.020490359843033
L3_horner_registered_best,14,picard_residual,9.790324977431693e-308,0.0001700198785655509,0.014147715264504108
L3_horner_registered_best,14,composition_overflow,0.014978191573676908,0.10596119554884872,7.708635823386706
L3_horner_registered_best,15,picard_residual,9.790324977431693e-308,0.0001602324433618555,0.014218002067005624
L3_horner_registered_best,15,composition_overflow,0.019943219894719883,0.1059611955532336,8.447839656097202
L3_horner_registered_best,16,picard_residual,9.790324977431693e-308,0.00016276779437364815,0.014167970308956352
L3_horner_registered_best,16,composition_overflow,0.025944423947752662,0.10596119555761849,9.239084887835197
L3_horner_registered_best,17,picard_residual,9.790324977431693e-308,0.00017230626700225524,0.014078844837506535
L3_horner_registered_best,17,composition_overflow,0.03274287142909085,0.10596119556200337,10.083498986754623
L3_horner_registered_best,18,picard_residual,9.790324977431693e-308,0.00018250594779987728,0.013980332133744548
L3_horner_registered_best,18,composition_overflow,0.04045527839619426,0.10596119556638822,10.982449406074693
L3_horner_registered_best,19,picard_residual,9.790324977431693e-308,0.00019151566627802796,0.01376822356901827
L3_horner_registered_best,19,composition_overflow,0.04911712537567785,0.11390443468042588,11.937464279216863
L3_horner_registered_best,20,picard_residual,9.790324977431693e-308,0.0001989732735520445,0.013439913814172269
L3_horner_registered_best,20,composition_overflow,0.058671503308468397,0.12450055424209322,12.950162780699607
