replay_kind,schedule_source_mode,replay_mode,step_index,prescribed_h,source_status,replay_status,source_h,replay_h,replay_h_delta,h_sequence_modified,source_t_hi,replay_t_hi,source_width_sum,replay_width_sum,width_reduction_relative,source_reset_width_sum,replay_reset_width_sum,cumulative_reset_reduction_relative,source_immediate_same_state_saving,replay_immediate_same_state_saving,replay_validation_failure_recorded,notes
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,0,0.012500000000000001,accepted,accepted,0.012500000000000001,0.012500000000000001,0,false,0.012500000000000001,0.012500000000000001,0.49371371665576347,0.49371371665576347,0,0.42837736416092054,0.42773824331745913,0.0014919575517564421,0.0014919575517564421,0.0014919575517564421,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,36,0.024150531666305278,accepted,accepted,0.024150531666305278,0.024150531666305278,0,false,0.57850189815162478,0.57850189815162478,0.63619079279470969,0.62057520719595571,0.024545444190030772,0.4906288376731075,0.47550633705060796,0.030822690109738801,0.030751721711440323,0.001798284950972314,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,37,0.026565584832935807,accepted,accepted,0.026565584832935807,0.026565584832935807,0,false,0.60506748298456059,0.60506748298456059,0.61414661753656175,0.59827443740567321,0.025844284862390574,0.46425385625646509,0.44901710944673673,0.032819860523272022,0.032734113714186344,0.001870137605265159,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,38,0.029222143316229389,accepted,accepted,0.029222143316229389,0.029222143316229389,0,false,0.63428962630079,0.63428962630079,0.58923762210834818,0.5731833064419195,0.027245910756656729,0.43610244186186586,0.42083291651305782,0.035013620386112443,0.034908324808681425,0.0019272568041609939,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,39,0.032144357647852333,accepted,accepted,0.032144357647852333,0.032144357647852333,0,false,0.66643398394864228,0.66643398394864228,0.56107006897253875,0.54491970712118964,0.028784928557897417,0.4064681063297082,0.39124967714237835,0.037440647741708334,0.037309414950227611,0.0019658582339614236,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,40,0.017679396706318785,accepted,accepted,0.017679396706318785,0.017679396706318785,0,false,0.68411338065496108,0.68411338065496108,0.4661633940608586,0.45029604909618837,0.034038161654964101,0.39079461163219054,0.37564019428930956,0.038778470561779563,0.038638167020670827,0.0010047656213911828,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,41,0.019447336376950664,accepted,accepted,0.019447336376950664,0.019447336376950664,0,false,0.7035607170319117,0.7035607170319117,0.45383529477371787,0.43798396107610787,0.034927503171637328,0.37476443559711747,0.35969912580956992,0.040199411567812676,0.040049256241902351,0.0010498339521991767,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,42,0.021392070014645732,accepted,accepted,0.021392070014645732,0.021392070014645732,0,false,0.72495278704655741,0.72495278704655741,0.44112335940882291,0.42531319548058805,0.035840686263867452,0.35793071245437891,0.34297976363640459,0.041770511156904243,0.04160713324004036,0.0010897199304930336,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,43,0.023531277016110307,accepted,accepted,0.023531277016110307,0.023531277016110307,0,false,0.74848406406266776,0.74848406406266776,0.42749546671053529,0.41175338142955131,0.036823981788895128,0.34012815171965749,0.32531737571982566,0.04354469315447683,0.043366291562413589,0.001123617380316994,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,44,0.02588440471772134,accepted,accepted,0.02588440471772134,0.02588440471772134,0,false,0.77436846878038912,0.77436846878038912,0.41271415551950896,0.39706878041177723,0.037908501316214663,0.32149925221878423,0.30685176458658381,0.045559943082644001,0.045361390289070498,0.001149881615511855,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,45,0.028472845189493477,accepted,accepted,0.028472845189493477,0.028472845189493477,0,false,0.80284131396988256,0.80284131396988256,0.39687609538256885,0.38135476547633446,0.039108754814957049,0.30213770490529346,0.28767328136715964,0.04787361293641839,0.047649682518498472,0.0011671695044631857,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,46,0.031320129708442827,accepted,accepted,0.031320129708442827,0.031320129708442827,0,false,0.83416144367832534,0.83416144367832534,0.38003034907617861,0.36465862320068448,0.040448679724820608,0.28222194862335637,0.26795453254701856,0.050553885500162148,0.050298151599073103,0.0011740414828749169,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,47,0.034452142679287111,accepted,accepted,0.034452142679287111,0.034452142679287111,0,false,0.86861358635761243,0.86861358635761243,0.36267480745621128,0.34734839633362269,0.042259376189064564,0.26198728150381201,0.24792070547337677,0.053691827899785133,0.053389150690821563,0.0011691065899688919,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,48,0.037897356947215827,accepted,accepted,0.037897356947215827,0.037897356947215827,0,false,0.90651094330482829,0.90651094330482829,0.34552507379551656,0.33031501835865512,0.044020120652265085,0.24170255840552654,0.22783160328269642,0.057388532477002381,0.057026836516316605,0.0011511370479687529,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,49,0.041687092641937415,accepted,accepted,0.041687092641937415,0.041687092641937415,0,false,0.94819803594676566,0.94819803594676566,0.32815116252714777,0.31304267264234031,0.046041250527514239,0.22171701388694517,0.20802138169837747,0.06177077684958894,0.061326140168108084,0.0011188703261513363,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,50,0.045855801906131158,accepted,accepted,0.045855801906131158,0.045855801906131158,0,false,0.9940538378528968,0.9940538378528968,0.31097292893502843,0.29593316814478549,0.048363569271925907,0.20357677277968717,0.1900236125571666,0.066575179660539829,0.066034318569513958,0.0010646260064800836,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,51,0.050441382096744279,accepted,accepted,0.050441382096744279,0.050441382096744279,0,false,1.0444952199496411,1.0444952199496411,0.29591209104896954,0.2808918208490766,0.050759231049491933,0.18660611927883575,0.17314351583360252,0.072144490744790457,0.071481331881873417,0.00099418177429214842,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,52,0.027742760153209357,accepted,accepted,0.027742760153209357,0.027742760153209357,0,false,1.0722379801028505,1.0722379801028505,0.23289789759563317,0.21865628674460091,0.061149589575768201,0.17842758576213547,0.16499234818513753,0.075297984443440588,0.07458959946675936,0.00046620842725584184,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,53,0.030517036168530295,accepted,accepted,0.030517036168530295,0.030517036168530295,0,false,1.1027550162713808,1.1027550162713808,0.22798913403022419,0.21369498594788794,0.06269661992067263,0.17032288830773101,0.15689337410810184,0.078847384124706668,0.078085552483125514,0.00046195417479557611,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,54,0.033568739785383328,accepted,accepted,0.033568739785383328,0.033568739785383328,0,false,1.1363237560567643,1.1363237560567643,0.22342785734326986,0.20904434738419919,0.064376529095797358,0.1623992804946035,0.14894714089844979,0.082833738888398109,0.082008094248806063,0.00045193490841212588,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,55,0.036925613763921665,accepted,accepted,0.036925613763921665,0.036925613763921665,0,false,1.1732493698206858,1.1732493698206858,0.21937127512632976,0.20485840619945284,0.066156651177413123,0.15477293957864702,0.14126200473833489,0.087295200808967133,0.086393528088723109,0.00043565380859440127,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,56,0.040618175140313836,accepted,accepted,0.040618175140313836,0.040618175140313836,0,false,1.2138675449609997,1.2138675449609997,0.21601580721770652,0.20132090770377326,0.068026963874561988,0.14757205547959945,0.13395686575131588,0.092261300312143135,0.091268958298665534,0.00041275554085991751,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,57,0.044679992654345226,accepted,accepted,0.044679992654345226,0.044679992654345226,0,false,1.258547537615345,1.258547537615345,0.21359906231709092,0.19865653947097095,0.069955938401721887,0.14093399323464695,0.12715807053398473,0.097747338200558212,0.096646819065162898,0.00038308472068524516,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,58,0.049147991919779754,accepted,accepted,0.049147991919779754,0.049147991919779754,0,false,1.3076955295351247,1.3076955295351247,0.21240581312747242,0.19713454892921234,0.071896639613602487,0.13500505438665067,0.12099864650969444,0.10374728517083717,0.10251712856506635,0.00034673721697362967,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,59,0.054062791111757734,accepted,accepted,0.054062791111757734,0.054062791111757734,0,false,1.3617583206468824,1.3617583206468824,0.21277720458832006,0.19707731638601178,0.073785574129918277,0.12994186988833228,0.11561908663582945,0.11022454321160187,0.10883874393656928,0.0003041043155430597,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,60,0.059469070222933511,accepted,accepted,0.059469070222933511,0.059469070222933511,0,false,1.4212273908698159,1.4212273908698159,0.21512348918425528,0.19887208676528434,0.075544527845824688,0.12591317477451658,0.11116799051079299,0.11710596837963182,0.11553296123382575,0.00025590953356639947,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,61,0.065415977245226867,accepted,accepted,0.065415977245226867,0.065415977245226867,0,false,1.4866433681150428,1.4866433681150428,0.21994699773601112,0.20299245663684196,0.077084667095654827,0.12310922922490367,0.10780977772692453,0.12427542268199192,0.12247694313482346,0.00020321217767565954,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,62,0.035978787484874777,accepted,accepted,0.035978787484874777,0.035978787484874777,0,false,1.5226221555999175,1.5226221555999175,0.17483374425086773,0.15830305933785549,0.094550883090923646,0.12218548659548831,0.10654884801884963,0.12797459839404574,0.12609237348899982,6.9316440579640355e-05,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
range_midpoint_on_constant_schedule,constant_adaptive_h10,range_midpoint_on_constant_schedule,63,0.039576666233362257,accepted,accepted,0.039576666233362257,0.039576666233362257,0,false,1.5621988218332798,1.5621988218332798,0.17987441551090355,0.16284712207132812,0.094662119630589028,0.12165827092960954,0.10561684596287446,0.13185642738598935,0.12987721293347296,5.5598264452254147e-05,false,cross-schedule replay with h_min=h_max=prescribed_h; no forced acceptance
